"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.",,"GBIF",,,,"Native","Latão","Low",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","442457","GBIF","SP","Villagra, B.L.P.","256","Native","Bronze","Low","Parque Natural Municipal Nascentes de Paranapiacaba, Olho d'Água","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","52684","GBIF","SPSF","Rossi, L.","3052","Native","Prata","High","Estação Ecológica de Itapeti","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","442458","GBIF","SP","Villagra, B.L.P.","257","Native","Prata","Low","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 39.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Amaranthaceae","Hebanthe","pulverulenta","Mart.","AMARANTHACEAE Hebanthe pulverulenta Mart.","442459","GBIF","SP","Villagra, B.L.P.","258","Native","Prata","Low","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 39.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Amaranthaceae","Iresine","diffusa","Humb. & Bonpl. ex Willd.","AMARANTHACEAE Iresine diffusa Humb. & Bonpl. ex Willd.","52685","GBIF","SPSF","Rossi, L.","3015","Native","Prata","High","Estação Ecológica de Itapeti","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.","442460","GBIF","SP","Villagra, B.L.P.","259","Native","Prata","Low","Parque Natural Nascentes de Paranapiacaba, Olho D'Água. Parcela 46.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Apocynaceae","Macropharynx","peltata","(Vell.) J.F.Morales & M.E. Endress","APOCYNACEAE Macropharynx peltata (Vell.) J.F.Morales & M.E. Endress","442463","GBIF","SP","Villagra, B.L.P.","262","Native","Prata","Low","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 38.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Apocynaceae","Mandevilla","funiformis","(Vell.) K.Schum.","APOCYNACEAE Mandevilla funiformis (Vell.) K.Schum.","442461","GBIF","SP","Villagra, B.L.P.","260","Native","Prata","Low","E.B. do Alto da Serra de Paranapiacaba, Trilha 17. Parcela 18.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Apocynaceae","Prestonia","tomentosa","R.Br.","APOCYNACEAE Prestonia tomentosa R.Br.","442464","GBIF","SP","Villagra, B.L.P.","263","Native","Prata","Low","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 30.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Ferns and Lycophytes","Aspleniaceae","Asplenium","auritum","Sw.","ASPLENIACEAE Asplenium auritum Sw.","52698","GBIF","SPSF","Rossi, L.","3047","Native","Bronze","High","Estação Ecológica de Itapeti","Não"
