"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Bromeliaceae","Vriesea","gigantea","Gaudich.","BROMELIACEAE Vriesea gigantea Gaudich.","187930775","GBIF","Observations","Gussoni, C.O.",,"Native","Bronze","Low","Praia da Porta, Ubatuba - SP, 11680-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Bromeliaceae","Vriesea","philippocoburgii","Wawra","BROMELIACEAE Vriesea philippocoburgii Wawra","206241430","GBIF","Observations","Ninaleme",,"Native","Bronze","Low","Ilha Anchieta, Ubatuba, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Bromeliaceae","Vriesea","procera","(Mart. ex Schult. & Schult.f.) Wittm.","BROMELIACEAE Vriesea procera (Mart. ex Schult. & Schult.f.) Wittm.","HRCB057901","Splink","HRCB",,"266","Native","Bronze","Low",
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Bromeliaceae","Vriesea","simplex","(Vell.) Beer","BROMELIACEAE Vriesea simplex (Vell.) Beer","HRCB057916","Splink","HRCB",,"284","Native","Bronze","Low",
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cactaceae","Cereus","fernambucensis","Lem.","CACTACEAE Cereus fernambucensis Lem.","50416","GBIF","UEC","Goldenberg, R.","32438","Native","Ouro","Medium","Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cactaceae","Epiphyllum","phyllanthus","(L.) Haw.","CACTACEAE Epiphyllum phyllanthus (L.) Haw.","199793535","GBIF","Observations","Thomasrebling",,"Native","Bronze","Low","Ilha Anchieta, Ubatuba, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cactaceae","Lepismium","cruciforme","(Vell.) Miq.","CACTACEAE Lepismium cruciforme (Vell.) Miq.","56530","GBIF","IAC","Souza, A.C.O.","134","Native","Bronze","Low","Parque Estadual da Serra do Mar - Núcleo de Santa Virgínia, trilha da pipoca"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cactaceae","Opuntia","dillenii","(Ker Gawl.) Haw.","CACTACEAE Opuntia dillenii (Ker Gawl.) Haw.","RB01434366","GBIF","RB","Bernacci, L.C.","4925","Naturalized","Ouro","Low","Praia do Toque-Toque Grande"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cactaceae","Rhipsalis","floccosa","Salm-Dyck ex Pfeiff.","CACTACEAE Rhipsalis floccosa Salm-Dyck ex Pfeiff.","46693","GBIF","SPSF","Zipparro, V.B.","2259","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cactaceae","Rhipsalis","grandiflora","Haw.","CACTACEAE Rhipsalis grandiflora Haw.","87923","GBIF","UEC","Goldenberg, R.","32400","Native","Latão","Medium","Ilha Anchieta - Trilha da Prainha."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cactaceae","Rhipsalis","lindbergiana","K.Schum.","CACTACEAE Rhipsalis lindbergiana K.Schum.","206338202","GBIF","Observations","Joao_andretwi",,"Native","Bronze","Low","Ilha Anchieta, Ubatuba, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cactaceae","Rhipsalis","teres","(Vell.) Steud.","CACTACEAE Rhipsalis teres (Vell.) Steud.","48267","GBIF","IAC","Ramos, E.","73","Native","Bronze","Low","Fazenda Capricórnio"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Calophyllaceae","Calophyllum","brasiliense","Cambess.","CALOPHYLLACEAE Calophyllum brasiliense Cambess.","39888","GBIF","HRCB","Duarte, R.M.R.","s.n.","Native","Bronze","High","Parque Estadual da Ilha Anchieta Restinga das Palmas"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Calophyllaceae","Kielmeyera",,"Mart. & Zucc.","CALOPHYLLACEAE Kielmeyera Mart. & Zucc.","48290","GBIF","IAC","Ramos, E.","269",,"Bronze","Low","Praia Mattarazzo"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Calyceraceae","Acicarpha","spathulata","R.Br.","CALYCERACEAE Acicarpha spathulata R.Br.","59192","GBIF","BHCB","Lombardi, J.A.","4357","Native","Latão","Low","Núcleo Picinguaba, próximo ao alojamento.."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Campanulaceae","Hippobroma","longiflora","(L.) G.Don","CAMPANULACEAE Hippobroma longiflora (L.) G.Don","46692","GBIF","SPSF","Zipparro, V.B.","2378","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Campanulaceae","Siphocampylus",,"Pohl","CAMPANULACEAE Siphocampylus Pohl","119136","GBIF","UB","Gottsberger, I.S.","11-12468",,"Latão","Low","23km S of Caraguatatuba, 22km N of Ubatuba."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cannabaceae","Trema","micranthum","(L.) Blume","CANNABACEAE Trema micranthum (L.) Blume","46710","GBIF","SPSF","Zipparro, V.B.","2265","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Capparaceae","Cynophalla","flexuosa","(L.) J.Presl","CAPPARACEAE Cynophalla flexuosa (L.) J.Presl","87897","GBIF","UEC","Goldenberg, R.","32425","Native","Ouro","Medium","Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cardiopteridaceae","Citronella",,"D.Don","CARDIOPTERIDACEAE Citronella D.Don","46527","GBIF","SPSF","Luize, B.G.","10",,"Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Caryophyllaceae","Drymaria","cordata","(L.) Willd. ex Roem. & Schult.","CARYOPHYLLACEAE Drymaria cordata (L.) Willd. ex Roem. & Schult.","201403452","GBIF","Observations","Manequinho",,"Naturalized","Bronze","Low","Boicucanga, São Sebastião - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Celastraceae","Maytenus","ubatubensis","R.M.Carvalho-Okano","CELASTRACEAE Maytenus ubatubensis R.M.Carvalho-Okano","51947","GBIF","HRCB","Zipparro, V.B.","2328",,"Latão","High","Parque Estadual da Ilha Anchieta Trilha do leste"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Celastraceae","Monteverdia","littoralis","(R.M. Carvalho-Okano) Biral","CELASTRACEAE Monteverdia littoralis (R.M. Carvalho-Okano) Biral","51946","GBIF","HRCB","Zipparro, V.B.","2331","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Celastraceae","Monteverdia","obtusifolia","(Mart.) Biral","CELASTRACEAE Monteverdia obtusifolia (Mart.) Biral","3597","GBIF","HURB","Robim, M.J.","839","Native","Ouro","High","Parque Estadual da Ilha Anchieta, Praia das Palmas"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Celastraceae","Monteverdia","schumanniana","(Loes.) Biral","CELASTRACEAE Monteverdia schumanniana (Loes.) Biral","RB00985858","GBIF","RB","Groppo, M.","2109","Native","Ouro","Low","Praia Dura, Pousada Água Doce. Área de mata de encosta atrás do hotel."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Clethraceae","Clethra","scabra","Pers.","CLETHRACEAE Clethra scabra Pers.","46523","GBIF","SPSF","Zipparro, V.B.","2339","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Clusiaceae","Clusia","criuva","Vesque","CLUSIACEAE Clusia criuva subsp. parviflora Vesque","253895","GBIF","SP","Guillaumon, J.R.","s.n.","Native","Ouro","High","Parque Estadual da Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Clusiaceae","Garcinia","gardneriana","(Planch. & Triana) Zappi","CLUSIACEAE Garcinia gardneriana (Planch. & Triana) Zappi","20801","GBIF","SMDB","Robim, M.J.","926","Native","Bronze","High","Parque estadual da Ilha Anchieta, trilha da Praia do Sul"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Combretaceae","Terminalia","catappa","L.","COMBRETACEAE Terminalia catappa L.","204738312","GBIF","Observations","Rosa, R.",,"Naturalized","Bronze","Low","São Sebastião, São Paulo, Brazil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Commelinaceae","Dichorisandra","hexandra","(Aubl.) C.B.Clarke","COMMELINACEAE Dichorisandra hexandra (Aubl.) C.B.Clarke","52367","GBIF","HRCB","Zipparro, V.B.","2394","Native","Bronze","High","Parque Estadual da Ilha Anchieta Trilha do Sul, descida para a Praia do Sul"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Commelinaceae","Dichorisandra","paranaensis","D.Maia Cervi & Tardivo","COMMELINACEAE Dichorisandra paranaensis D.Maia Cervi & Tardivo","146359","GBIF","UEC","Fiaschi, P.","154","Native","Ouro","Low","Praia da Lagoinha, Trilha para cachoeira em Mata Atlântica de encosta."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Commelinaceae","Gibasis","geniculata","(Jacq.) Rohweder","COMMELINACEAE Gibasis geniculata (Jacq.) Rohweder","52365","GBIF","HRCB","Zipparro, V.B.","2402","Native","Bronze","High","Parque Estadual da Ilha Anchieta Trilha do Leste"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Convolvulaceae","Distimake","macrocalyx","(Ruiz & Pav.) A.R. Simões & Staples","CONVOLVULACEAE Distimake macrocalyx (Ruiz & Pav.) A.R. Simões & Staples","51956","GBIF","HRCB","Zipparro, V.B.","2404","Native","Ouro","High","Parque Estadual da Ilha Anchieta Trilha do Sul"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Convolvulaceae","Ipomoea","cairica","(L.) Sweet","CONVOLVULACEAE Ipomoea cairica (L.) Sweet","51955","GBIF","HRCB","Zipparro, V.B.","2503","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Convolvulaceae","Ipomoea","pes-caprae","(L.) R.Br.","CONVOLVULACEAE Ipomoea pes-caprae (L.) R.Br.","99149969","GBIF","Observations","Guilherme, P.",,"Native","Bronze","Low","São Sebastião - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Convolvulaceae","Ipomoea","tiliacea","(Willd.) Choisy","CONVOLVULACEAE Ipomoea tiliacea (Willd.) Choisy","199289","GBIF","MBM","Robim, M.J.","862","Native","Ouro","High","Parque Estadual da Ilha Anchieta."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Convolvulaceae","Jacquemontia","frankeana","(Schltdl.) M. Pastore & Sim-Bianch.","CONVOLVULACEAE Jacquemontia frankeana (Schltdl.) M. Pastore & Sim-Bianch.","446994","Splink","SP",,"223","Native","Bronze","High","Parque Estadual da Ilha Anchieta, trilha do Saco Grande"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Convolvulaceae","Jacquemontia","holosericea","(Weinm.) O'Donell","CONVOLVULACEAE Jacquemontia holosericea (Weinm.) O'Donell","53148","GBIF","HRCB","Zipparro, V.B.","2321","Native","Bronze","High","Parque Estadual da Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cordiaceae","Cordia","magnoliifolia","Cham.","CORDIACEAE Cordia magnoliifolia Cham.","82195","GBIF","UEC","Leitao Filho, H.F.","34833","Native","Bronze","Medium","Ilha Anchieta - Trilha para Praia do Sul"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cordiaceae","Cordia","taguahyensis","Vell.","CORDIACEAE Cordia taguahyensis Vell.","46695","GBIF","SPSF","Zipparro, V.B.","2294","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cordiaceae","Varronia","curassavica","Jacq.","CORDIACEAE Varronia curassavica Jacq.","46705","GBIF","SPSF","Luize, B.G.","32","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Crassulaceae","Kalanchoe","pinnata","(Lam.) Pers.","CRASSULACEAE Kalanchoe pinnata (Lam.) Pers.","77777664","GBIF","Observations","Ariane",,"Naturalized","Bronze","Low","Oceano Atlântico, SP, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cucurbitaceae","Cayaponia","tayuya","(Vell.) Cogn.","CUCURBITACEAE Cayaponia tayuya (Vell.) Cogn.","123183","GBIF","ESA","Zipparro, V.B.","2406","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cucurbitaceae","Melothria","pendula","L.","CUCURBITACEAE Melothria pendula L.","163206","GBIF","UEC","Goldenberg, R.","32374","Native","Ouro","Medium","Ilha Anchieta, Trilha da Prainha."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cucurbitaceae","Wilbrandia","ebracteata","Cogn.","CUCURBITACEAE Wilbrandia ebracteata Cogn.","RB01050140","GBIF","RB","Marquete, R.","4506","Native","Ouro","Low","Lado Norte em direçãoa a Praia de Jabaquara. Folha Cartográfica SF-23-Y-D Coordenada Coletada."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Cyatheaceae","Alsophila","setosa","Kaulf.","CYATHEACEAE Alsophila setosa Kaulf.","26202","GBIF","JPB","Smidt, E.C.","154","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Cyatheaceae","Alsophila","sternbergii","(Sternb.) D.S.Conant","CYATHEACEAE Alsophila sternbergii (Sternb.) D.S.Conant","24472","GBIF","SJRP","Athayde, F.P.F.","867","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Cyatheaceae","Cyathea","atrovirens","(Langsd. & Fisch.) Domin","CYATHEACEAE Cyathea atrovirens (Langsd. & Fisch.) Domin","22839","GBIF","SJRP","Pereira, V.S.","033","Native","Ouro","High","Parque Estadual da Ilha do Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Cyatheaceae","Cyathea","corcovadensis","(Raddi) Domin","CYATHEACEAE Cyathea corcovadensis (Raddi) Domin","30100","GBIF","BHCB","Salino, A.","1702","Native","Ouro","High","Parque Estadual da Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Cyatheaceae","Cyathea","leucofolis","Domin","CYATHEACEAE Cyathea leucofolis Domin","31599","GBIF","BHCB","Salino, A.","2570","Native","Ouro","High","Parque Estadual da Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Cyatheaceae","Cyathea","microdonta","(Desv.) Domin","CYATHEACEAE Cyathea microdonta (Desv.) Domin","24471","GBIF","SJRP","Athayde, F.P.F.","882","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Bulbostylis","capillaris","(L.) C.B.Clarke","CYPERACEAE Bulbostylis capillaris (L.) C.B.Clarke","106883","GBIF","UEC","Leitao Filho, H.F.","34699","Native","Ouro","Medium","Ilha Anchieta, Praia das Palmas"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Carex",,"L.","CYPERACEAE Carex L.",,"GBIF",,"Augusto/pedro/maysa",,,"Latão","Low","Ubatuba"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Cyperus","dichromeniformis","Kunth","CYPERACEAE Cyperus dichromeniformis Kunth","367699","GBIF","SP","Prado, J.","1556","Native","Bronze","Medium","Ilha Anchieta, trilha para a Prainha do Engenho"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Cyperus","laxus","Lam.","CYPERACEAE Cyperus laxus Lam.","90202","GBIF","UEC","Leitao Filho, H.F.","32591","Native","Bronze","Medium","Ilha Anchieta, Trilha Praia do Sul."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Cyperus","obtusatus","(J.Presl & C.Presl) Mattf. & Kük.","CYPERACEAE Cyperus obtusatus (J.Presl & C.Presl) Mattf. & Kük.","59197","GBIF","BHCB","Lombardi, J.A.","4362","Native","Latão","Low","Núcleo Picinguaba, Praia da Fazenda. À direita vindo do alojamento."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Eleocharis","flavescens","(Poir.) Urb.","CYPERACEAE Eleocharis flavescens (Poir.) Urb.","296154","GBIF","SP","Leitao Filho, H.F.","34681","Native","Bronze","Medium","Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Fimbristylis","spadicea","(L.) Vahl","CYPERACEAE Fimbristylis spadicea (L.) Vahl","59198","GBIF","BHCB","Lombardi, J.A.","4363","Native","Latão","Low","Núcleo Picinguaba, Praia da Fazenda. À direita vindo do alojamento."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Rhynchospora","exaltata","Kunth","CYPERACEAE Rhynchospora exaltata Kunth","51960","GBIF","HRCB","Zipparro, V.B.","2422","Native","Ouro","High","Parque Estadual da Ilha Anchieta Trilha do Sul"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Cyperaceae","Scleria","latifolia","Sw.","CYPERACEAE Scleria latifolia Sw.","51959","GBIF","HRCB","Zipparro, V.B.","2487","Native","Bronze","High","Parque Estadual da Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Dilleniaceae","Davilla","rugosa","Poir.","DILLENIACEAE Davilla rugosa Poir.","46653","GBIF","SPSF","Zipparro, V.B.","2395","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Dioscoreaceae","Dioscorea","monadelpha","(Kunth) Griseb.","DIOSCOREACEAE Dioscorea monadelpha (Kunth) Griseb.","296449","GBIF","SP","Leitao Filho, H.F.","34412","Native","Bronze","Medium","Ilha Anchieta, Trilha da Prainha"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Dioscoreaceae","Dioscorea","stegelmanniana","R.Knuth","DIOSCOREACEAE Dioscorea stegelmanniana R.Knuth","01032548","GBIF","NY","Gomes, J.C.","2650","Native","Ouro","Low","Ilha Vitoria, Litoral Norte"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Bolbitis","serratifolia","Schott","DRYOPTERIDACEAE Bolbitis serratifolia Schott","28415","GBIF","SPSF","Athayde, F.P.F.","894","Native","Ouro","High","Parque Estadual da Ilha Anchieta(PEIA)."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Ctenitis","glandulosa","R.S.Viveros & Salino","DRYOPTERIDACEAE Ctenitis glandulosa R.S.Viveros & Salino","31593","GBIF","BHCB","Salino, A.","2564","Native","Ouro","High","Parque Estadual da Ilha Anchieta, estrada que passa pela antiga Vila Militar."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Ctenitis","submarginalis","(C.Presl) R.S.Viveros & Salino","DRYOPTERIDACEAE Ctenitis submarginalis var. tenuifolia (C.Presl) R.S.Viveros & Salino","30030","GBIF","BHCB","Salino, A.","1642","Native","Bronze","High","Parque Estadual da Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Megalastrum","grande","(C.Presl) A.R.Sm. & R.C.Moran","DRYOPTERIDACEAE Megalastrum grande (C.Presl) A.R.Sm. & R.C.Moran","30036","GBIF","BHCB","Salino, A.","1649","Native","Bronze","High","Parque Estadual da Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Mickelia","scandens","(Raddi) R.C.Moran, Labiak & Sundue","DRYOPTERIDACEAE Mickelia scandens (Raddi) R.C.Moran, Labiak & Sundue","SJRP00021749","Reflora","SJRP","Athayde, F.P.F.","907","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Olfersia","cervina","(L.) Kunze","DRYOPTERIDACEAE Olfersia cervina (L.) Kunze","88421","GBIF","PACA","Athayde, F.P.F.","892","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Polybotrya","cylindrica","Kaulf.","DRYOPTERIDACEAE Polybotrya cylindrica Kaulf.","28511","GBIF","SPSF","Smidt, E.C.","177","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Polybotrya","speciosa","Schott","DRYOPTERIDACEAE Polybotrya speciosa Schott","88291","GBIF","PACA","Athayde, F.P.F.","865","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Dryopteridaceae","Rumohra","adiantiformis","(G.Forst.) Ching","DRYOPTERIDACEAE Rumohra adiantiformis (G.Forst.) Ching","78555","GBIF","UEC","Salino, A.","1744","Native","Ouro","High","Parque Estadual Ilha Anchieta, Trilha do Saco Grande."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Ebenaceae","Diospyros","inconstans","(Mart. ex Miq.) B.Walln.","EBENACEAE Diospyros inconstans subsp. obovata (Mart. ex Miq.) B.Walln.","101228691","GBIF","MO","Gomes, J.C.","3680","Native","Ouro","Low","Ilha Vitória, litoral norte,"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Elaeocarpaceae","Sloanea","guianensis","(Aubl.) Benth.","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","48245","GBIF","IAC","Ramos, E.","183","Native","Bronze","Low","Fazenda Capricórnio"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Ferns and Lycophytes","Equisetaceae","Equisetum","giganteum","L.","EQUISETACEAE Equisetum giganteum L.","HSTM00007850","Reflora","FURB","Haraguchi, L.M.M.","s.n.","Native","Ouro","Low","Chácara Santo Antônio, próximo a uma mina, solo úmido."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Erythropalaceae","Heisteria",,"Jacq.","ERYTHROPALACEAE Heisteria Jacq.","727959","GBIF","MO","Gentry, A.H.","49324",,"Latão","Low","Agriculture Experiment Station. Along Río Comprido."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Erythroxylaceae","Erythroxylum","pulchrum","A.St.-Hil.","ERYTHROXYLACEAE Erythroxylum pulchrum A.St.-Hil.","20420","GBIF","BOTU","Robim, M.J.S.R.","863","Native","Ouro","High","Parque Estadual da Ilha Anchieta"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Erythroxylaceae","Erythroxylum","vacciniifolium","Mart.","ERYTHROXYLACEAE Erythroxylum vacciniifolium Mart.","56008","GBIF","HRCB","Sabonaro, D.Z.","s.n.","Native","Latão","High","Parque Estadual da Ilha Anchieta Restinga das Palmas"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Euphorbiaceae","Alchornea","glandulosa","Poepp. & Endl.","EUPHORBIACEAE Alchornea glandulosa Poepp. & Endl.","46649","GBIF","SPSF","Zipparro, V.B.","2468","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Euphorbiaceae","Alchornea","triplinervia","(Spreng.) Müll.Arg.","EUPHORBIACEAE Alchornea triplinervia (Spreng.) Müll.Arg.","46641","GBIF","SPSF","Carvalho, M.H.","72","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE","Angiosperms","Euphorbiaceae","Croton","floribundus","Spreng.","EUPHORBIACEAE Croton floribundus Spreng.","46639","GBIF","SPSF","Zipparro, V.B.","2307","Native","Ouro","High","Parque Estadual da Ilha Anchieta (PEIA)"
