"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Acanthaceae",,,"Juss.","ACANTHACEAE Acanthaceae Juss.","285793","GBIF","SP","Pastore, J.A.","637",,"Latão","Parque Estadual de Jurupará","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","SPSF00044166","Splink","SPSF","Lima, R.A.F.","830","Native","Latão","Parque Estadual de Jurupará, Fazenda Tucano","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","285793","Splink","SP","Pastore, J.A.","637","Native","Ouro","Parque Estadual de Jurupará, Ribeirão do Mico","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Acanthaceae","Justicia","dasyclados","(Mart. ex Nees) Lindau","ACANTHACEAE Justicia dasyclados (Mart. ex Nees) Lindau","SPSF00044186","Splink","SPSF","Lima, R.A.F.","849","Native","Latão","Parque Estadual de Jurupará, Fazenda Tucano","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","UEC097884","Splink","UEC","Baitello, J.B.","789","Native","Bronze","Parque Estadual de Jurupara, Fazenda Tucano","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","286561","Splink","SP","Baitello, J.B.","789","Native","Bronze","Parque Estadual de Jurupará, Fazenda Tucano","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Acanthaceae","Stenostephanus","lobeliiformis","Nees","ACANTHACEAE Stenostephanus lobeliiformis Nees","SPSF00019221","Splink","SPSF","Pastore, J.A.","606","Native","Ouro","Parque Estadual de Jurupará, Fazenda Tucano","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Annonaceae","Annona","coriacea","Mart.","ANNONACEAE Annona coriacea Mart.","225694","GBIF","SPF","Furlan, C.M.","30","Native","Bronze","Cerrado de Emas, Rodovia SP201, próximo à Vila Santa Fé.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Annonaceae","Guatteria","australis","A.St.-Hil.","ANNONACEAE Guatteria australis A.St.-Hil.",,"GBIF",,,,"Native","Latão",,"Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Annonaceae","Xylopia","brasiliensis","Spreng.","ANNONACEAE Xylopia brasiliensis Spreng.","SPSF00019265","Splink","SPSF","Baitello, J.B.","791","Native","Latão","Parque Estadual de Jurupará, Fazenda Tucano","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.","UEC176690","Splink","UEC","Alves, D.M.","11","Native","Bronze","São Paulo, Mairique, Estrada Mairinque-Ibiuna próximo a igreja.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Araceae","Anthurium","pentaphyllum","(Aubl.) G.Don","ARACEAE Anthurium pentaphyllum (Aubl.) G.Don","SPSF00019253","Splink","SPSF","Pastore, J.A.","632","Native","Latão","Parque Estadual de Jurupará, Fazenda Tucano","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Araceae","Anthurium","pentaphyllum","(Aubl.) G.Don","ARACEAE Anthurium pentaphyllum var. pentaphyllum (Aubl.) G.Don","SP049318","Splink","SP","Pastore, J.A.","632","Native","Ouro","Parque Estadual de Jurupará, Caminho para a Fazenda Tucano.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Araceae","Anthurium","sellowianum","Kunth","ARACEAE Anthurium sellowianum Kunth","SP049400","Splink","SP","Pastore, J.A.","628","Native","Ouro","Parque Estadual de Jurupará, Fazenda Tucano.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Araceae","Philodendron","eximium","Schott","ARACEAE Philodendron eximium Schott","215106672","GBIF","Observations","Gutomag",,"Native","Bronze","Parque Estadual Do Jurupará, Ibiúna, SP, BR","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Arecaceae","Geonoma","elegans","Mart.","ARECACEAE Geonoma elegans Mart.","SPSF00019222","Splink","SPSF","Pastore, J.A.","607","Native","Ouro","Parque Estadual de Jurupará","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Arecaceae","Syagrus","hoehnei","Burret","ARECACEAE Syagrus hoehnei Burret","288732","Splink","SP","Baitello, J.B.","784","Native","Ouro","Parque Estadual de Jurupará, Caminho para a Fazenda Tucano, interior da mata","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Austroeupatorium","inulaefolium","(Kunth) R.M.King & H.Rob.","ASTERACEAE Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.","133280","GBIF","UEC","Esteves, R.L.","64","Native","Ouro","Parque Estadual de Jurupará, cachoeira do frança.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Baccharis","anomala","DC.","ASTERACEAE Baccharis anomala DC.","SPSF00019248","Splink","SPSF","Pastore, J.A.","622","Native","Ouro","Parque Estadual de Jurupará, Fazenda Tucano","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Baccharis","dentata","(Vell.) G.M.Barroso","ASTERACEAE Baccharis dentata (Vell.) G.M.Barroso","SPSF00044200","Splink","SPSF","Lima, R.A.F.","863","Native","Latão","Parque Estadual de Jurupará","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Baccharis","intermixta","Gardner","ASTERACEAE Baccharis intermixta Gardner","285813","GBIF","SP","Pastore, J.A.","640","Native","Ouro","Parque Estadual de Jurupará, Região da Água da Carapuça, na margem do caminho.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Baccharis","montana","DC.","ASTERACEAE Baccharis montana DC.","SPSF00044184","Splink","SPSF","Lima, R.A.F.","847","Native","Ouro","Parque Estadual de Jurupará, Base roda D'Água","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Baccharis","oreophila","Malme","ASTERACEAE Baccharis oreophila Malme","285824","GBIF","SP","Baitello, J.B.","781","Native","Ouro","Parque Estadual de Jurupará, Caminho para a Fazenda Tucano, na orla da mata.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Cyrtocymura","scorpioides","(Lam.) H.Rob.","ASTERACEAE Cyrtocymura scorpioides (Lam.) H.Rob.","285822","Splink","SP","Pastore, J.A.","614","Native","Ouro","Parque Estadual de Jurupará, Estrada do França, próximo a sede","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Heterocondylus","alatus","(Vell.) R.M.King & H.Rob.","ASTERACEAE Heterocondylus alatus (Vell.) R.M.King & H.Rob.","UEC123190","Splink","UEC","Baitello, J.B.","790","Native","Ouro","Parque Estadual de Jurupará, caminho para a Fazenda Tucano.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Jaegeria","hirta","(Lag.) Less.","ASTERACEAE Jaegeria hirta (Lag.) Less.","RB00856141","GBIF","RB","Delfini, C.","1003","Native","Prata","UHE Barra, trilha da Pedreira - Barra.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Lessingianthus","brevifolius","(Less.) H.Rob.","ASTERACEAE Lessingianthus brevifolius (Less.) H.Rob.","SPSF00019501","Splink","SPSF","Aguiar, O.T.","598","Native","Ouro","Parque Estadual do Jurupará","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Mikania","hirsutissima","DC.","ASTERACEAE Mikania hirsutissima DC.","UEC126490","Splink","UEC","Pastore, J.A.","616","Native","Ouro","Parque Estadual de Jurupará, estrada do França, km 8,5.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Mikania","sericea","Hook. & Arn.","ASTERACEAE Mikania sericea Hook. & Arn.","UEC162065","Splink","UEC","Baitello, J.B.","779","Native","Ouro","Brasil, São Paulo, Município de Ibiúna, Parque Estadual de Jurupara, estrada da Fazenda Tucano.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Piptocarpha","leprosa","(Less.) Baker","ASTERACEAE Piptocarpha leprosa (Less.) Baker","285819","Splink","SP","Pastore, J.A.","621","Native","Bronze","Parque Estadual de Jurupará, Caminho para a Fazenda Tucano, na orla da mata","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Piptocarpha","macropoda","(DC.) Baker","ASTERACEAE Piptocarpha macropoda (DC.) Baker","HRCB022432","Splink","HRCB","Aguiar, O.T.","583","Native","Ouro","Ribeirão do Mico, próximo ao rio Juquiá Parque Estadual de Jurupará","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Piptocarpha","quadrangularis","(Vell.) Baker","ASTERACEAE Piptocarpha quadrangularis (Vell.) Baker","UEC038375","Splink","UEC","Pastore, J.F.B.","621","Native","Ouro","Parque Estadual de Jurupará - Fazenda Tu","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Piptocarpha","reitziana","Cabrera","ASTERACEAE Piptocarpha reitziana Cabrera","UEC113108","Splink","UEC","Pastore, J.A.","642","Native","Ouro","Parque estadual de Jurupará, região do Mico, na margem do caminho.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Tilesia","baccata","(L.) Pruski","ASTERACEAE Tilesia baccata (L.) Pruski","SPF00225627","Splink","SPF","Furlan, C.M.","42","Naturalized","Ouro","Cerrado de Emas, Rodovia SP201, próximo à Vila Santa Fé.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Vernonanthura","petiolaris","(DC.) H.Rob.","ASTERACEAE Vernonanthura petiolaris (DC.) H.Rob.","UEC136858","Splink","UEC","Baitello, J.B.","785","Native","Ouro","Parque Estadual de Jurupará, caminho para a fazenda Tucano, na orla da mata.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Vernonanthura","polyanthes","(Sprengel) Vega & Dematteis","ASTERACEAE Vernonanthura polyanthes (Sprengel) Vega & Dematteis","HRCB022446","Splink","HRCB","Pastore, J.A.","648","Native","Ouro","Parque Estadual de Jurupará Ribeirão de Mico, próximo ao Rio Juquiá, na margem da estrada","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Vernonanthura","puberula","(Less.) H.Rob.","ASTERACEAE Vernonanthura puberula (Less.) H.Rob.","285808","Splink","SP","Aguiar, O.T.","596","Native","Bronze","Parque Estadual de Jurupará, Estrada do mono, caminho para o Parque","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Asteraceae","Vernonia",,"Schreb.","ASTERACEAE Vernonia Schreb.","SPSF00019307","Splink","SPSF","Aguiar, O.T.","585",,"Latão","Parque Estadual de Jurupará","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Begoniaceae","Begonia","fischeri","Schrank","BEGONIACEAE Begonia fischeri Schrank","SPSF00044175","Splink","SPSF","Lima, R.A.F.","838","Native","Latão","Parque Estadual de Jurupará, Base roda D'Água","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Begoniaceae","Begonia","fruticosa","(Klotzsch) A.DC.","BEGONIACEAE Begonia fruticosa (Klotzsch) A.DC.","SPF00107640","Splink","SPF","Pastore, J.A.","110","Native","Ouro","Parque Estadual do Jurupará, Fazenda Tucano.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Begoniaceae","Begonia","luxurians","Scheidw.","BEGONIACEAE Begonia luxurians Scheidw.","285799","Splink","SP","Pastore, J.A.","646","Native","Bronze","Parque Estadual de Jurupará, Região da àgua da Carapuça, em barranco úmido na orla da mata","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Begoniaceae","Begonia","radicans","Vell.","BEGONIACEAE Begonia radicans Vell.","185446534","GBIF","Observations","Moura, P.",,"Native","Bronze","Sítio Sete Colinas, Juquitiba - SP, 06950-000, Brasil","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Begoniaceae","Begonia","semiovata","Liebm.","BEGONIACEAE Begonia semiovata Liebm.","UEC053286","Splink","UEC","Pastore, J.F.B.","610","Native","Ouro","Parque Estadual de Jurupará, Fazenda Tucano, interior da mata.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Angiosperms","Bignoniaceae","Fridericia","platyphylla","(Cham.) L.G.Lohmann","BIGNONIACEAE Fridericia platyphylla (Cham.) L.G.Lohmann","SPF00225701","Splink","SPF","Furlan, C.M.","39","Native","Ouro","Cerrado de Emas, Rodovia SP201, próximo à Vila Santa Fé.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Ferns and Lycophytes","Blechnaceae","Blechnum","occidentale","L.","BLECHNACEAE Blechnum occidentale L.","BHCB064647","Splink","BHCB","Salino, A.","15657","Native","Ouro","Reserva Votorantim, Complexo Juquiá, Trilha do Chagas, UHE Fumaça. A esquerda do rio Juquiá.","Não"
"PARQUE ESTADUAL DO JURUPARÁ","Ferns and Lycophytes","Blechnaceae","Telmatoblechnum","serrulatum","(Rich.) Perrie, D.J. Ohlsen & Brownsey","BLECHNACEAE Telmatoblechnum serrulatum (Rich.) Perrie, D.J. Ohlsen & Brownsey","UEC002801","Splink","UEC","Almeida, T.E.","3237","Native","Bronze","Reserva Votorantim, Complexo Juquiá, Trilha entre Vila dos Moradores e a Caixa D'água.","Não"
