"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Anacardiaceae","Anacardium","humile","A.St.-Hil.","ANACARDIACEAE Anacardium humile A.St.-Hil.","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","782","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","782","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Annonaceae","Annona","cacans","Warm.","ANNONACEAE Annona cacans Warm.","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Annonaceae","Annona","coriacea","Mart.","ANNONACEAE Annona coriacea Mart.","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Annonaceae","Annona","crassiflora","Mart.","ANNONACEAE Annona crassiflora Mart.","781","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Annonaceae","Annona","dioica","A.St.-Hil.","ANNONACEAE Annona dioica A.St.-Hil.","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.","781","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","782","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Annonaceae","Xylopia","aromatica","(Lam.) Mart.","ANNONACEAE Xylopia aromatica (Lam.) Mart.","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Apocynaceae","Aspidosperma","cylindrocarpon","Müll.Arg.","APOCYNACEAE Aspidosperma cylindrocarpon Müll.Arg.","782","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Apocynaceae","Aspidosperma","parvifolium","A.DC.","APOCYNACEAE Aspidosperma parvifolium A.DC.","782","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Apocynaceae","Aspidosperma","tomentosum","Mart. & Zucc.","APOCYNACEAE Aspidosperma tomentosum Mart. & Zucc.","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Apocynaceae","Himatanthus","obovatus","(Müll. Arg.) Woodson","APOCYNACEAE Himatanthus obovatus (Müll. Arg.) Woodson","781","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Apocynaceae","Peplonia","adnata","(E.Fourn.) U.C.S.Silva & Rapini","APOCYNACEAE Peplonia adnata (E.Fourn.) U.C.S.Silva & Rapini","99917","GBIF","SPF","Tamashiro, J.Y.","T201","Native","Bronze","Low","Parque Ecológico de Bauru.","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Apocynaceae","Tabernaemontana","hystrix","Steud.","APOCYNACEAE Tabernaemontana hystrix Steud.","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Araliaceae","Dendropanax",,"Decne. & Planch.","ARALIACEAE Dendropanax Decne. & Planch.","782","GBIF","Instituto Florestal","Durigan, G.",,,"Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Araliaceae","Schefflera",,"J.R.Forst. & G.Forst.","ARALIACEAE Schefflera J.R.Forst. & G.Forst.","780","GBIF","Instituto Florestal","Durigan, G.",,,"Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Arecaceae","Allagoptera","campestris","(Mart.) Kuntze","ARECACEAE Allagoptera campestris (Mart.) Kuntze","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Arecaceae","Butia","archeri","(Glassman) Glassman","ARECACEAE Butia archeri (Glassman) Glassman","781","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Arecaceae","Geonoma","schottiana","Mart.","ARECACEAE Geonoma schottiana Mart.","20447","GBIF","UEC","Tamashiro, J.Y.","187","Native","Ouro","Low","Parque Ecológico de Bauru","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Arecaceae","Syagrus","flexuosa","(Mart.) Becc.","ARECACEAE Syagrus flexuosa (Mart.) Becc.","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Arecaceae","Syagrus","romanzoffiana","(Cham.) Glassman","ARECACEAE Syagrus romanzoffiana (Cham.) Glassman","782","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Asteraceae","Baccharis","dracunculifolia","DC.","ASTERACEAE Baccharis dracunculifolia DC.","781","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Asteraceae","Chromolaena","laevigata","(Lam.) R.M.King & H.Rob.","ASTERACEAE Chromolaena laevigata (Lam.) R.M.King & H.Rob.","19021","GBIF","HRCB","Tamashiro, J.Y.","204","Native","Ouro","Low","Parque Ecológico de Bauru","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Asteraceae","Moquiniastrum","barrosoae","(Cabrera) G. Sancho","ASTERACEAE Moquiniastrum barrosoae (Cabrera) G. Sancho","781","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Asteraceae","Moquiniastrum","polymorphum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum polymorphum (Less.) G. Sancho","781","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Asteraceae","Piptocarpha","rotundifolia","(Less.) Baker","ASTERACEAE Piptocarpha rotundifolia (Less.) Baker","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Bignoniaceae","Adenocalymma",,"Mart. ex Meisn. emend L.G.Lohmann","BIGNONIACEAE Adenocalymma Mart. ex Meisn. emend L.G.Lohmann","781","GBIF","Instituto Florestal","Durigan, G.",,,"Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Bignoniaceae","Anemopaegma","arvense","(Vell.) Stellfeld ex de Souza","BIGNONIACEAE Anemopaegma arvense (Vell.) Stellfeld ex de Souza","4449","GBIF","Universidade de Ribeirão Preto","Bertoni, B.W.",,"Native","Latão","Low","_","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Bignoniaceae",,,"Juss.","BIGNONIACEAE Bignoniaceae Juss.","18854","GBIF","HRCB","Tamashiro, J.Y.","176",,"Latão","Low","Parque Ecológico de Bauru","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Bignoniaceae","Cybistax","antisyphilitica","(Mart.) Mart.","BIGNONIACEAE Cybistax antisyphilitica (Mart.) Mart.","782","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Bignoniaceae","Fridericia",,"Mart. emend L.G. Lohmann","BIGNONIACEAE Fridericia Mart. emend L.G. Lohmann","780","GBIF","Instituto Florestal","Durigan, G.",,,"Latão","Low","Horto da FEPASA / Mondelli","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Bignoniaceae","Jacaranda","caroba","(Vell.) DC.","BIGNONIACEAE Jacaranda caroba (Vell.) DC.","781","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA","Não"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO","Angiosperms","Bignoniaceae","Jacaranda","rufa","Silva Manso","BIGNONIACEAE Jacaranda rufa Silva Manso","780","GBIF","Instituto Florestal","Durigan, G.",,"Native","Latão","Low","Horto da FEPASA / Mondelli","Não"
