"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","36352","GBIF","SPSF","Meireles, J.E.","325","Native","Ouro","Prata",,"Distrito de Santa Maria., Parque Estadual de Jacupiranga. Núcleo do Cedro. Situação ecotonal entre Floresta Ombrófila Densa Baixo Montana e Floresta sobre Restinga muito degradada."
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","36562","GBIF","SPSF","Meireles, J.E.","344","Native","Ouro","Prata",,"Parque Estadual de Jacupiranga - Núcleo Cedro"
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Acanthaceae","Ruellia","jussieuoides","Schltdl. & Cham.","ACANTHACEAE Ruellia jussieuoides Schltdl. & Cham.","36565","GBIF","SPSF","Meireles, J.E.","341","Native","Latão","Prata",,"Parque Estadual de Jacupiranga - Núcleo Cedro"
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Alstroemeriaceae","Bomarea","edulis","(Tussac) Herb.","ALSTROEMERIACEAE Bomarea edulis (Tussac) Herb.","192921722","GBIF","Observations","Elianvinicios",,"Native","Bronze","Ouro",,"Parque Estadual Lagamar de Cananeia, Cananéia, SP, BR"
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Amaranthaceae","Cyathula","prostrata","Blume","AMARANTHACEAE Cyathula prostrata Blume","36515","GBIF","SPSF","Meireles, J.E.","333","Native","Ouro","Prata",,"Parque Estadual de Jacupiranga - Núcleo Cedro"
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Annonaceae","Annona","dolabripetala","Raddi","ANNONACEAE Annona dolabripetala Raddi","142959","GBIF","UEC","Destefani, A.C.C.","219","Native","Ouro","Prata","https://images.cria.org.br/viewer/UEC072997","Distrito de Santa Maria, Parque Estadual de Jacupiranga. Núcleo do Cedro. Situação ecotonal entre Floresta Ombrófila densa baixo montana e floresta sobre restinga muito degradada."
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Apocynaceae","Forsteronia","rufa","Müll.Arg.","APOCYNACEAE Forsteronia rufa Müll.Arg.","36345","GBIF","SPSF","Meireles, J.E.","315","Native","Ouro","Prata",,"Itapitangui, Parque estadual de Jacupiranga, Núcleo do Cedro. Floresta sobre Restinga."
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Araceae","Anthurium","urvilleanum","Schott","ARACEAE Anthurium urvilleanum Schott","286879","GBIF","SP","Souza, V.C.","9116","Native","Ouro","Prata","https://images.cria.org.br/viewer/SP049427","Parque Estadual de Jacupiranga, Núcleo da Caverna do diabo. Trilha para o mirante mais alto."
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Araceae","Philodendron",,"Schott","ARACEAE Philodendron Schott","050597","GBIF","ESA","Dias, L.B.B.P.","196",,"Latão","Prata",,"Parque Estadual de Jacupiranga, extremo sul"
"PARQUE ESTADUAL LAGAMAR DE CANANEIA","Angiosperms","Araliaceae","Oreopanax","capitatus","(Jacq.) Decne. & Planch.","ARALIACEAE Oreopanax capitatus (Jacq.) Decne. & Planch.","52822","GBIF","IAC","Meireles, J.E.","277","Native","Ouro","Prata",,"Distrito de Itapitangui; Parque Estadual de Jacupiranga, Núcleo do Cedro, trilha do Rio das Minas, Sítio Paraíso das Minas"
