"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Aphelandra","chamissoniana","Nees","ACANTHACEAE Aphelandra chamissoniana Nees","159759","Splink","SP",,"201","Native","Bronze","Ouro",,"Ilha do Cardoso, alto do Morro Três Irmãos"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Aphelandra","liboniana","Linden ex Hook.f.","ACANTHACEAE Aphelandra liboniana Linden ex Hook.f.","244709","Splink","SP",,"829","Native","Ouro","Ouro",,"Parque Estadual da Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Aphelandra","ornata","(Nees) T.Anderson","ACANTHACEAE Aphelandra ornata (Nees) T.Anderson","189504488","GBIF","Observations","Bernardo, N.",,"Native","Ouro","Bronze",,"Cananéia - SP, 11990-000, Brasil"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Avicennia","germinans","(L.) L.","ACANTHACEAE Avicennia germinans (L.) L.","IBGE00021736","Reflora","UEC","Leitao, H.F.","18030","Native","Ouro","Ouro",,"Ilha Cardoso. Folha: SG-23-V-C."
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Avicennia","schaueriana","Stapf & Leechm. ex Moldenke","ACANTHACEAE Avicennia schaueriana Stapf & Leechm. ex Moldenke","43","Splink","OBIS_BR",,,"Native","Latão","Bronze",,"Cananeia-Iguape mangrove"
"PARQUE ESTADUAL ILHA DO CARDOSO",,"Acanthaceae","Hyophila","involuta","(Hook.) A.Jaeger","ACANTHACEAE Hyophila involuta (Hook.) A.Jaeger","100905529","GBIF","MO","Vital, D.M.","11302",,"Bronze","Ouro",,"Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","189507847","GBIF","Observations","Marciano, V.",,"Native","Bronze","Bronze",,"V27Q+F8 - Cananéia, SP, 11990-000, Brasil"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Justicia","dusenii","(Lindau) Wassh. & L.B.Sm.","ACANTHACEAE Justicia dusenii (Lindau) Wassh. & L.B.Sm.","205392","GBIF","SP","Kirizawa, M.","1522","Native","Ouro","Ouro",,"Parque Estadual da Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Justicia","kleinii","Wassh. & L.B.Sm.","ACANTHACEAE Justicia kleinii Wassh. & L.B.Sm.","SPF00202463","Splink","SPF",,"519","Native","Ouro","Ouro",,"Parque Estadual da Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Justicia","meyeniana","(Nees) Lindau","ACANTHACEAE Justicia meyeniana (Nees) Lindau","237953","GBIF","SP","Cordeiro, I.","570","Native","Latão","Ouro",,"Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Justicia","schenckiana","Lindau","ACANTHACEAE Justicia schenckiana Lindau","200826","Splink","SP",,"514","Native","Ouro","Ouro",,"Ilha do Cardoso, Morro Canjoca"
"PARQUE ESTADUAL ILHA DO CARDOSO",,"Acanthaceae","Lepidagathis","dusenii",,"ACANTHACEAE Lepidagathis dusenii","SPF00065341","Splink","SPF",,"15",,"Ouro","Ouro",,"Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Lepidagathis","kameyamana","Gnanasek. & Arisdason","ACANTHACEAE Lepidagathis kameyamana Gnanasek. & Arisdason","491067","Splink","SP",,"165","Native","Ouro","Ouro",,"Ilha do Cardoso, trilha da captação"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Lepidagathis","meridionalis","Kameyama","ACANTHACEAE Lepidagathis meridionalis Kameyama","490766","GBIF","SP","Kameyama, C.","164","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SP003720","Ilha do Cardoso, Trilha da captação, próximo ao rio Pereque"
"PARQUE ESTADUAL ILHA DO CARDOSO",,"Acanthaceae","Mastigolejeunea","repleta","(Taylor) A.Evans","ACANTHACEAE Mastigolejeunea repleta (Taylor) A.Evans","207866","GBIF","SP-BRYOPHYTA","Vital, D.M.","12922",,"Latão","Ouro",,"Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","196618","Splink","SP",,"3","Native","Ouro","Ouro",,"Ilha do Cardoso, cachoeira do Engenho"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Pseuderanthemum","riedelianum","(Nees) Radlk.","ACANTHACEAE Pseuderanthemum riedelianum (Nees) Radlk.","192605","Splink","SP",,"283","Native","Ouro","Ouro",,"Ilha do Cardoso, Morro do Barreirinho"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","SPF00070077","Splink","SPF",,"2290","Native","Ouro","Ouro",,"Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Ruellia","elegans","Poir.","ACANTHACEAE Ruellia elegans Poir.","221443","GBIF","SP","Sugiyama, M.","745","Native","Ouro","Ouro",,"Parque Estadual da Ilha do Cardoso, Margem do rio Pedro Luiz"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Staurogyne","mandioccana","(Nees) Kuntze","ACANTHACEAE Staurogyne mandioccana (Nees) Kuntze","66470","GBIF","SPF","Cordeiro, I.","475","Native","Ouro","Ouro","https://images.cria.org.br/viewer/SPF00066470","Ilha do Cardoso"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Acanthaceae","Staurogyne","sylvatica","Lindau ex Braz & R.Monteiro","ACANTHACEAE Staurogyne sylvatica Lindau ex Braz & R.Monteiro","SPSF00011756","Splink","SPSF",,"109","Native","Ouro","Ouro",,"Parque Estadual da Ilha do Cardoso."
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Alstroemeriaceae","Bomarea","edulis","(Tussac) Herb.","ALSTROEMERIACEAE Bomarea edulis (Tussac) Herb.","137317","GBIF","UEC","Breier, T.B.","0754","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC090292","Parque Estadual da Ilha do Cardoso, trilha do pier"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(L.) Kuntze","AMARANTHACEAE Alternanthera brasiliana (L.) Kuntze","234997","GBIF","SP","Mamede, M.C.H.","133","Native","Ouro","Ouro",,"Parque Estadual da Ilha do Cardoso, Ipanema, restinga baixa"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Amaranthaceae","Alternanthera","littoralis","P.Beauv.","AMARANTHACEAE Alternanthera littoralis P.Beauv.","202691","GBIF","SP","Mendacolli, S.L.J.","577","Native","Bronze","Ouro",,"Ilha do Cardoso, Ponta de Itacuruçá"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Amaranthaceae","Alternanthera","praelonga","A.St.-Hil.","AMARANTHACEAE Alternanthera praelonga A.St.-Hil.","145870","GBIF","HUEFS","Mamede, M.C.H.","133","Native","Bronze","Ouro","https://images.cria.org.br/viewer/HUEFS0145870","Parque Estadual da Ilha do Cardoso, Ipanema."
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Amaranthaceae","Alternanthera","sessilis","(L.) R.Br.","AMARANTHACEAE Alternanthera sessilis (L.) R.Br.","26716","GBIF","UEC","Davis, P.H.","60703","Native","Bronze","Ouro",,"Ilha do Cardoso, Ilha da Casca, between Ilha do Cardoso a"
"PARQUE ESTADUAL ILHA DO CARDOSO","Angiosperms","Amaranthaceae","Blutaparon","portulacoides","(A.St.-Hil.) Mears","AMARANTHACEAE Blutaparon portulacoides (A.St.-Hil.) Mears","194602","GBIF","SP","Guedes, C.R.F.","1","Native","Ouro","Ouro",,"Parque Estadual da Ilha do Cardoso, Em frente ao alojamento"
"PARQUE ESTADUAL ILHA DO CARDOSO",,"Amaranthaceae","Champia","parvula","(C.Agardh) Harv.","AMARANTHACEAE Champia parvula (C.Agardh) Harv.","400675","GBIF","SP-ALGAE","Fujii, M.T.",,,"Bronze","Ouro",,"Ilha do Cardoso,Ponta da Laje"
