"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","275733","Splink","SP",,"3247-A","Native","Ouro","Ouro",,"Estação Ecológica de Caetetus, Estrada do Paraíso"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","155798","GBIF","UEC","Udulutsch, R.G.","1658","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC052969","Estação Ecológica dos Caetetus"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","71698","GBIF","UEC","Pirani, J.R.","3247","Native","Ouro","Ouro","https://images.cria.org.br/viewer/UEC097743","Estação Ecológica dos Caetetus"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","HJ00010524","Splink","HJ",,"1371","Native","Bronze","Ouro",,"Estação Ecológica de Caetetus"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Amaranthaceae","Pfaffia",,"Mart.","AMARANTHACEAE Pfaffia Mart.","6834","GBIF","FCAB","Pirani, J.R.",,,"Ouro","Ouro",,"Estação Ecológica de Caetetus Estação Ecológica Ol."
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Anacardiaceae","Astronium","graveolens","Jacq.","ANACARDIACEAE Astronium graveolens Jacq.","ESA00137107","GBIF","ESA","Colletta, G.D.","2286","Native","Ouro","Ouro","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/13/71/7/esa00137107.dzi","Estação Ecológica de Caetetus, trilha do Lago"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","63683","GBIF","UEC","Passos, F.C.","23856","Native","Bronze","Ouro","https://images.cria.org.br/viewer/UEC077350","Estação Ecológica de Caetetus"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Annonaceae","Annona","emarginata","(Schltdl.) H.Rainer","ANNONACEAE Annona emarginata (Schltdl.) H.Rainer","ESA:110095","GBIF",,"Lima, R.A.F.",,"Native","Latão","Ouro",,"Parcela permanente 10.24ha, Estacao Ecologica de Caetetus, Galia county, Sao Paulo State"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Annonaceae","Annona","sylvatica","A.St.-Hil.","ANNONACEAE Annona sylvatica A.St.-Hil.","17219","GBIF","SPFR","Franco, G.A.D.C.","4613","Native","Prata","Ouro","https://images.cria.org.br/viewer/SPFR017219","Parcela Permanente - Estação Ecológica de Caetetus"
"ESTAÇÃO ECOLÓGICA CAETETUS","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","ESA00137140","GBIF","ESA","Colletta, G.D.","2319","Native","Ouro","Ouro","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/esa/esa/0/13/71/40/esa00137140.dzi","Estação Ecológica de Caetetus, trilha do cipó"
