"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","HUSC014296","Splink","HUSC","Boldrin, A.H.L.","553","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Athyriaceae","Diplazium","cristatum","(Desr.) Alston","ATHYRIACEAE Diplazium cristatum (Desr.) Alston","HUSC014320","Splink","HUSC","Boldrin, A.H.L.","577","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Blechnaceae","Blechnum","occidentale","L.","BLECHNACEAE Blechnum occidentale L.","HUSC014284","Splink","HUSC","Boldrin, A.H.L.","541","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Blechnaceae","Blechnum","polypodioides","Raddi","BLECHNACEAE Blechnum polypodioides Raddi","HUSC014300","Splink","HUSC","Boldrin, A.H.L.","557","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Blechnaceae","Neoblechnum","brasiliense","(Desv.) Gasper & V.A.O. Dittrich","BLECHNACEAE Neoblechnum brasiliense (Desv.) Gasper & V.A.O. Dittrich","HUSC014268","Splink","HUSC","Boldrin, A.H.L.","525","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Blechnaceae","Telmatoblechnum","serrulatum","(Rich.) Perrie, D.J. Ohlsen & Brownsey","BLECHNACEAE Telmatoblechnum serrulatum (Rich.) Perrie, D.J. Ohlsen & Brownsey","HUSC014343","Splink","HUSC","Boldrin, A.H.L.","600","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Cyatheaceae","Cyathea","atrovirens","(Langsd. & Fisch.) Domin","CYATHEACEAE Cyathea atrovirens (Langsd. & Fisch.) Domin","HUSC014280","Splink","HUSC","Boldrin, A.H.L.","537","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Dryopteridaceae","Megalastrum","connexum","(Kaulf.) A.R.Sm. & R.C.Moran","DRYOPTERIDACEAE Megalastrum connexum (Kaulf.) A.R.Sm. & R.C.Moran","HUSC014329","Splink","HUSC","Boldrin, A.H.L.","586","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Dryopteridaceae","Mickelia","guianensis","(Aubl.) R.C.Moran, Labiak & Sundue","DRYOPTERIDACEAE Mickelia guianensis (Aubl.) R.C.Moran, Labiak & Sundue","HUSC014315","Splink","HUSC","Boldrin, A.H.L.","572","Native","Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Ferns and Lycophytes","Dryopteridaceae","Polybotrya",,"Willd.","DRYOPTERIDACEAE Polybotrya Willd.","HUSC014353","Splink","HUSC","Boldrin, A.H.L.","610",,"Bronze","Low","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos.","Não"
