"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Aquifoliaceae","Ilex","dumosa","Reissek","AQUIFOLIACEAE Ilex dumosa Reissek","15595","GBIF","HUSC","Ambiental, A.C.","7","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto TR1"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Aquifoliaceae","Ilex","pseudobuxus","Reissek","AQUIFOLIACEAE Ilex pseudobuxus Reissek","15152","GBIF","HUSC","Ambiental, A.C.","971","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto TR2-A"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Anthurium","itanhaense","Engl.","ARACEAE Anthurium itanhaense Engl.","40416","GBIF","SPSF","Bertani, D.F.","20","Native","Latão","Low","Ilha da Queimada Pequena"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Anthurium","pentaphyllum","(Aubl.) G.Don","ARACEAE Anthurium pentaphyllum (Aubl.) G.Don","146564811","GBIF","Observations","Mortara, M.",,"Native","Bronze","Low","Bertioga - SP, 11250-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Anthurium","sellowianum","Kunth","ARACEAE Anthurium sellowianum Kunth","156132160","GBIF","Observations","Mortara, M.",,"Native","Bronze","Low","Guarujá, SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Dieffenbachia","seguine","(Jacq.) Schott","ARACEAE Dieffenbachia seguine (Jacq.) Schott","40006952","GBIF","Observations","Lopes, E.",,"Native","Bronze","Low","Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Monstera","adansonii","(Schott) Mayo & I.M. Andrade","ARACEAE Monstera adansonii subsp. klotzschiana (Schott) Mayo & I.M. Andrade","194148725","GBIF","Observations","Irmi",,"Native","Bronze","Low","Guarujá - São Paulo, Brasilien"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Philodendron","appendiculatum","Nadruz & Mayo","ARACEAE Philodendron appendiculatum Nadruz & Mayo","UB0001294","GBIF","UB","Gottsberger, G.","13221186","Native","Ouro","Low","Barra do Una, 43km NE of Bertioga."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Philodendron","cordatum","Kunth ex Schott","ARACEAE Philodendron cordatum Kunth ex Schott","1208020","GBIF","MO","Gottsberger, G.K.","11-241186","Native","Ouro","Low","Bertioga, 5 km N along the road Rio-Santos. Restinga forest."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Philodendron","crassinervium","Lindl.","ARACEAE Philodendron crassinervium Lindl.","12950","GBIF","HUSC","Ambiental, A.C.","60","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto TR1"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Philodendron","curvilobum","Schott","ARACEAE Philodendron curvilobum Schott","UB0001347","GBIF","UB","Gottsberger, G.","A12241186","Native","Ouro","Low","5km N along the road Rio-Santos."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Philodendron","glaziovii","Hook.f.","ARACEAE Philodendron glaziovii Hook.f.","2841216","GBIF","MO","Gottsberger, G.K.","13-201186","Native","Ouro","Low","Bertioga, Barra do Una, 43 km N of Bertioga, along the road Rio-Santos. Restinga forest."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Philodendron","imbe","Schott ex Kunth.","ARACEAE Philodendron imbe Schott ex Kunth.","1212140","GBIF","MO","Gottsberger, G.K.","12-241186","Native","Ouro","Low","Bertioga, 5 km N along road Rio-Santos. Restinga forest."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Philodendron","martianum","Engl.","ARACEAE Philodendron martianum Engl.","UB0001089","GBIF","UB","Gottsberger, G.","13231186","Native","Ouro","Low","Barra do Una, 43km NE of Bertioga."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Philodendron","missionum","(Hauman) Hauman","ARACEAE Philodendron missionum (Hauman) Hauman","1246258","GBIF","MO","Gottsberger, G.K.","12-231186","Native","Latão","Low","Bertioga, Barra do Una, 43 km NE of Bertioga. Beach, restinga forest up to 20 m high."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Syngonium","podophyllum","Schott","ARACEAE Syngonium podophyllum Schott","40006908","GBIF","Observations","Lopes, E.",,"Unknown","Bronze","Low","Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Thaumatophyllum","bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","ARACEAE Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","UB0001284","GBIF","UB","Gottsberger, G.","21201186","Native","Ouro","Low","Along the road Rio-Santos, Praia São Lourenço, 15km N of Bertioga."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Thaumatophyllum","brasiliense","(Engl.) Sakur., Calazans & Mayo","ARACEAE Thaumatophyllum brasiliense (Engl.) Sakur., Calazans & Mayo","1208022","GBIF","MO","Gottsberger, G.K.","12-221186","Native","Ouro","Low","Bertioga, Barra do Una, 43 km NE of Bertioga. Beach, restinga forest up to 20 m high."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Thaumatophyllum","corcovadense","(Kunth) Sakur., Calazans & Mayo","ARACEAE Thaumatophyllum corcovadense (Kunth) Sakur., Calazans & Mayo","UB0001333","GBIF","UB","Gottsberger, G.","12221186","Native","Ouro","Low","Barra do Una, 43km NE of Bertioga."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araceae","Thaumatophyllum","undulatum","(Engl.) Sakur., Calazans & Mayo","ARACEAE Thaumatophyllum undulatum (Engl.) Sakur., Calazans & Mayo","1208019","GBIF","MO","Gottsberger, G.K.","11-201186","Native","Ouro","Low","Bertioga, Barra do Una, 43 km N of Bertioga, along the road Rio-Santos. Restinga forest."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Araliaceae","Hydrocotyle","bonariensis","Lam.","ARALIACEAE Hydrocotyle bonariensis Lam.","41448","GBIF","SPSF","Moura, C.","256","Native","Bronze","Low","Reserva de Desenvolvimento Sustentável Barra do Una"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Arecaceae","Astrocaryum","aculeatissimum","(Schott) Burret","ARECACEAE Astrocaryum aculeatissimum (Schott) Burret","194148739","GBIF","Observations","Irmi",,"Native","Bronze","Low","Guarujá - São Paulo, Brasilien"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Arecaceae","Bactris","vulgaris","Barb.Rodr.","ARECACEAE Bactris vulgaris Barb.Rodr.","NY02386153","GBIF","NY","Gottsberger, G.K.","11-25671","Native","Ouro","Low","Near the airport"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Arecaceae","Euterpe","edulis","Mart.","ARECACEAE Euterpe edulis Mart.","214781212","GBIF","Observations","Faustokawada",,"Native","Bronze","Low","São Paulo, BR"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Arecaceae","Geonoma","elegans","Mart.","ARECACEAE Geonoma elegans Mart.","80225761","GBIF","Observations","Magenta, M.A.G.",,"Native","Bronze","Low","Bertioga - SP, 11250-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Arecaceae","Geonoma","pohliana","Mart.","ARECACEAE Geonoma pohliana subsp. pohliana Mart.","NY00568226","GBIF","NY","Silberbauer-Gottsberger, I.","11-28671A","Native","Ouro","Low","On the island in front of Bertioga, crossing from the Ferry Boat station to a small beach in the south"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Arecaceae","Geonoma","schottiana","Mart.","ARECACEAE Geonoma schottiana Mart.","NY00568287","GBIF","NY","Gottsberger, G.K.","14-22671","Native","Ouro","Low","1 km N of the village"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Arecaceae","Syagrus","romanzoffiana","(Cham.) Glassman","ARECACEAE Syagrus romanzoffiana (Cham.) Glassman","15480","GBIF","HUSC","Ambiental, A.C.","746","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto TR2"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asparagaceae","Dracaena","fragrans","(L.) Ker Gawl.","ASPARAGACEAE Dracaena fragrans (L.) Ker Gawl.","40006959","GBIF","Observations","Lopes, E.",,"Cultivated","Bronze","Low","Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Baccharis","singularis","(Vell.) G.M.Barroso","ASTERACEAE Baccharis singularis (Vell.) G.M.Barroso","15372","GBIF","HUSC","Ambiental, A.C.","871","Native","Bronze","Low","Trilha do SESC"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Bidens",,"L.","ASTERACEAE Bidens L.","RB01039764","GBIF","RB","Magalhaes, A.M.","39",,"Ouro","Low","Ilha Queimada Grande. entre a estação meteorológica e a caixa d?água. ARIE das Ilhas Queimada Pequena e Queimada Grande"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Chromolaena","odorata","(L.) R.M.King & H.Rob.","ASTERACEAE Chromolaena odorata (L.) R.M.King & H.Rob.","RB01039766","GBIF","RB","Magalhaes, A.M.","42","Native","Ouro","Low","Ilha Queimada Grande. início da descida da trilha do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Conyza",,"Less.","ASTERACEAE Conyza Less.","41454","GBIF","SPSF","Moura, C.","253",,"Latão","Low","Reserva de Desenvolvimento Sustentável Barra do Una"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Cyrtocymura","scorpioides","(Lam.) H.Rob.","ASTERACEAE Cyrtocymura scorpioides (Lam.) H.Rob.","RB01039774","GBIF","RB","Magalhaes, A.M.","59","Native","Ouro","Low","Ilha Queimada Grande. capinzal. ARIE das Ilhas Queimada Pequena e Queimada Grande"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Elephantopus","mollis","Kunth","ASTERACEAE Elephantopus mollis Kunth","15375","GBIF","HUSC","Ambiental, A.C.","874","Native","Bronze","Low","Trilha do SESC"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Mikania","argyreiae","DC.","ASTERACEAE Mikania argyreiae DC.","2058","GBIF","HUSC","Martins, S.E.","535","Native","Bronze","Low","Praia do Itaguaré"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Mikania","micrantha","Kunth","ASTERACEAE Mikania micrantha Kunth","RB01039767","GBIF","RB","Magalhaes, A.M.","44","Native","Ouro","Low","Ilha Queimada Grande. trilha do farol. ARIE das Ilhas Queimada Pequena e Queimada Grande"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Mikania","trinervis","Hook. & Arn.","ASTERACEAE Mikania trinervis Hook. & Arn.","12943","GBIF","HUSC","Ambiental, A.C.","51","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto TR1"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Mutisia","campanulata","Less.","ASTERACEAE Mutisia campanulata Less.","U.1136278","GBIF","Botany","Gottsberger, G.K.","Gottsberger, GK; Gottsberger, IS 31179/ 11","Native","Ouro","Low",
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Mutisia","speciosa","Aiton ex Hook.","ASTERACEAE Mutisia speciosa Aiton ex Hook.","RB00411674","GBIF","RB","Gottsberger, G.","11-31179","Native","Ouro","Low","Peruibe, Coastal region, Along the coast."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Porophyllum","ruderale","(Jacq.) Cass.","ASTERACEAE Porophyllum ruderale (Jacq.) Cass.","41458","GBIF","SPSF","Moura, C.","257","Native","Prata","Low","Reserva de Desenvolvimento Sustentável Barra do Una"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Praxelis","diffusa","(Rich.) Pruski","ASTERACEAE Praxelis diffusa (Rich.) Pruski","41666","GBIF","SPSF","Moura, C.","289","Native","Bronze","Low","Reserva de Desenvolvimento Sustentável Barra do Una"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Pseudogynoxys","chenopodioides","(Kunth) Cabrera","ASTERACEAE Pseudogynoxys chenopodioides (Kunth) Cabrera","40006971","GBIF","Observations","Lopes, E.",,"Cultivated","Bronze","Low","Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Pterocaulon","angustifolium","DC.","ASTERACEAE Pterocaulon angustifolium DC.","41453","GBIF","SPSF","Moura, C.","252","Native","Bronze","Low","Reserva de Desenvolvimento Sustentável Barra do Una"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Sphagneticola","trilobata","(L.) Pruski","ASTERACEAE Sphagneticola trilobata (L.) Pruski","17426946","GBIF","Observations","Roget, L.",,"Native","Bronze","Low","Bertioga, Estado de São Paulo, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Trixis","antimenorrhoea","(Schrank) Kuntze","ASTERACEAE Trixis antimenorrhoea subsp. antimenorrhoea (Schrank) Kuntze","1971","GBIF","HUSC","Sampaio, P.S.P.","303","Native","Ouro","Low","Praia do Itaguaré"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Trixis","lessingii","DC.","ASTERACEAE Trixis lessingii DC.","RB00599473","JABOT","RB","Amado Filho, G.M.",,"Native","Ouro","High","Parque Estadual Marinho da Laje de Santos. Coleta realizada entre 18 e 20m de profundidade."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Vernonanthura","beyrichii","(Less.) H.Rob.","ASTERACEAE Vernonanthura beyrichii (Less.) H.Rob.","15368","GBIF","HUSC","Ambiental, A.C.","876","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto TR1"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Asteraceae","Vernonia",,"Schreb.","ASTERACEAE Vernonia Schreb.","15533","GBIF","HUSC","Ambiental, A.C.","785",,"Latão","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto TR2"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Balsaminaceae","Impatiens","walleriana","Hook.f.","BALSAMINACEAE Impatiens walleriana Hook.f.","106260921","GBIF","Observations","Franciele",,"Naturalized","Bronze","Low","Parque Caiubura, Bertioga - SP, 11250-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bignoniaceae","Amphilophium","crucigerum","(L.) L.G.Lohmann","BIGNONIACEAE Amphilophium crucigerum (L.) L.G.Lohmann","480775","GBIF","MO","Gentry, A.H.","59033","Native","Ouro","Low","Carlos Botelho State Park, 25 km S of Park headquarters."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bignoniaceae","Tabebuia","cassinoides","(Lam.) DC.","BIGNONIACEAE Tabebuia cassinoides (Lam.) DC.","3048571","GBIF","MO","Gottsberger, I.S.","22-201272","Native","Ouro","Low","Bertioga, 1 km N of the town. Restinga forest"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Ferns and Lycophytes","Blechnaceae","Telmatoblechnum","serrulatum","(Rich.) Perrie, D.J. Ohlsen & Brownsey","BLECHNACEAE Telmatoblechnum serrulatum (Rich.) Perrie, D.J. Ohlsen & Brownsey","103562","GBIF","UB","Eiten, G.","8040","Native","Ouro","Low","15 km E of Mongaguá on main highway. Roadside."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Aechmea","nudicaulis","(L.) Griseb.","BROMELIACEAE Aechmea nudicaulis var. nudicaulis (L.) Griseb.","40007900","GBIF","Observations","Lopes, E.",,"Native","Bronze","Low","São Paulo, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Aechmea","pectinata","Baker","BROMELIACEAE Aechmea pectinata Baker","75714336","GBIF","Observations","Magenta, M.A.G.",,"Native","Bronze","Low","Bertioga - SP, 11250-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Billbergia","amoena","(Lodd.) Lindl.","BROMELIACEAE Billbergia amoena (Lodd.) Lindl.","346474","GBIF","SP","Gottsberger, G.","12-23671","Native","Ouro","Low","1 km N of the Village."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Bromelia","antiacantha","Bertol.","BROMELIACEAE Bromelia antiacantha Bertol.","74793102","GBIF","Observations","Magenta, M.A.G.",,"Native","Bronze","Low","Bertioga - SP, 11250-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Neoregelia","johannis","(Carrière) L.B.Sm.","BROMELIACEAE Neoregelia johannis (Carrière) L.B.Sm.","40007899","GBIF","Observations","Lopes, E.",,"Native","Bronze","Low","São Paulo, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Nidularium",,"Lem.","BROMELIACEAE Nidularium Lem.","346477","GBIF","SP","Gottsberger, G.","13",,"Latão","Low","1 km N of the village."
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Quesnelia","marmorata","(Lem.) R.W.Read","BROMELIACEAE Quesnelia marmorata (Lem.) R.W.Read","164665058","GBIF","Observations","Dominguez, Y.",,"Native","Bronze","Low","Lot. Costa do Sol, Bertioga - SP, 11250-000, Brazil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Quesnelia","quesneliana","(Brongn.) L.B.Sm.","BROMELIACEAE Quesnelia quesneliana (Brongn.) L.B.Sm.",,"GBIF",,,,"Native","Latão","Low",
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Racinaea","aerisincola","(Mez) M.A.Spencer & L.B.Sm.","BROMELIACEAE Racinaea aerisincola (Mez) M.A.Spencer & L.B.Sm.","40006914","GBIF","Observations","Lopes, E.",,"Native","Bronze","Low","Guarujá - SP, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Tillandsia","gardneri","Lindl.","BROMELIACEAE Tillandsia gardneri Lindl.","236624100","GBIF","Observations","Dominguez, Y.",,"Native","Bronze","Low","Lot. Costa do Sol, Bertioga - SP, 11250-000, Brasil"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Tillandsia","geminiflora","Brongn.","BROMELIACEAE Tillandsia geminiflora Brongn.","12961","GBIF","HUSC","Ambiental, A.C.","133","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto MR1"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Tillandsia","globosa","Wawra","BROMELIACEAE Tillandsia globosa Wawra","12963","GBIF","HUSC","Ambiental, A.C.","132","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto MR1"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Tillandsia","stricta","Sol.","BROMELIACEAE Tillandsia stricta Sol.","15611","GBIF","HUSC","Ambiental, A.C.","821","Native","Bronze","Low","Parque Estadual Restinga de Bertioga, Rio Itapanhau, Transecto TR1-A"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL CENTRO","Angiosperms","Bromeliaceae","Tillandsia","tenuifolia","L.","BROMELIACEAE Tillandsia tenuifolia L.","164665906","GBIF","Observations","Dominguez, Y.",,"Native","Bronze","Low","Lot. Costa do Sol, Bertioga - SP, 11250-000, Brazil"
