"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Acanthaceae","Justicia","pectoralis","Jacq.","ACANTHACEAE Justicia pectoralis Jacq.","11822","GBIF","HUSC","Moreira, L.P.","32","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Adoxaceae","Sambucus","australis","Cham. & Schltdl.","ADOXACEAE Sambucus australis Cham. & Schltdl.","11929","GBIF","HUSC","Moreira, L.P.","12","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Alismataceae","Echinodorus","grandiflorus","(Cham. & Schltr.) Micheli","ALISMATACEAE Echinodorus grandiflorus (Cham. & Schltr.) Micheli","12006","GBIF","HUSC","Moreira, L.P.","58","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(L.) Kuntze","AMARANTHACEAE Alternanthera brasiliana (L.) Kuntze","11819","GBIF","HUSC","Moreira, L.P.","29","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Amaranthaceae","Blutaparon","portulacoides","(A.St.-Hil.) Mears","AMARANTHACEAE Blutaparon portulacoides (A.St.-Hil.) Mears","11792","GBIF","HUSC","Moreira, L.P.","03","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Amaranthaceae","Dysphania","ambrosioides","(L.) Mosyakin & Clemants","AMARANTHACEAE Dysphania ambrosioides (L.) Mosyakin & Clemants","11793","GBIF","HUSC","Moreira, L.P.","04","Naturalized","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Amaryllidaceae",,,"J. St.-Hil.","AMARYLLIDACEAE Amaryllidaceae J. St.-Hil.","11806","GBIF","HUSC","Moreira, L.P.","44",,"Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Anacardiaceae","Anacardium","occidentale","L.","ANACARDIACEAE Anacardium occidentale L.","11519","GBIF","HUSC","Lourenco, B.F.","03","Native","Bronze","High","RDS Barra do Una, Estação Ecológica da Juréia.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Anacardiaceae","Schinus","terebinthifolia","Raddi","ANACARDIACEAE Schinus terebinthifolia Raddi","11816","GBIF","HUSC","Moreira, L.P.","26","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Annonaceae","Annona","glabra","L.","ANNONACEAE Annona glabra L.","41433","GBIF","SPSF","Moura, C.","271","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Apocynaceae","Oxypetalum","banksii","R.Br. ex Schult.","APOCYNACEAE Oxypetalum banksii R.Br. ex Schult.","42577","GBIF","SPSF","Moura, C.","323","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Apocynaceae","Oxypetalum","tomentosum","Wight ex Hook. & Arn.","APOCYNACEAE Oxypetalum tomentosum Wight ex Hook. & Arn.","189591","GBIF","SPF","Moura, C.","192","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Araliaceae","Hydrocotyle","bonariensis","Lam.","ARALIACEAE Hydrocotyle bonariensis Lam.","41448","GBIF","SPSF","Moura, C.","256","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Arecaceae","Euterpe","edulis","Mart.","ARECACEAE Euterpe edulis Mart.",,"GBIF",,,,"Native","Latão","Low",,"Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asphodelaceae","Aloe","arborescens","Mill.","ASPHODELACEAE Aloe arborescens Mill.","11828","GBIF","HUSC","Moreira, L.P.","38","Cultivated","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Ageratum","conyzoides","L.","ASTERACEAE Ageratum conyzoides L.","11821","GBIF","HUSC","Moreira, L.P.","31","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Baccharis","crispa","Spreng.","ASTERACEAE Baccharis crispa Spreng.","11830","GBIF","HUSC","Moreira, L.P.","40",,"Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Baccharis","dracunculifolia","DC.","ASTERACEAE Baccharis dracunculifolia DC.","8722","GBIF","HUSC","Moura, C.","285","Native","Bronze","High","Reserva de Desenvolvimento Sustentavel Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Bidens","pilosa","L.","ASTERACEAE Bidens pilosa L.","12019","GBIF","HUSC","Moreira, L.P.","55","Naturalized","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Centratherum","punctatum","Cass.","ASTERACEAE Centratherum punctatum Cass.","44542","GBIF","SPSF","Moura, C.","371","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Conyza","bonariensis","(L.) Cronquist","ASTERACEAE Conyza bonariensis (L.) Cronquist","44547","GBIF","SPSF","Moura, C.","376","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Cyrtocymura","scorpioides","(Lam.) H.Rob.","ASTERACEAE Cyrtocymura scorpioides (Lam.) H.Rob.","41030","GBIF","SPSF","Moura, C.",,"Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Emilia","sonchifolia","(L.) DC.","ASTERACEAE Emilia sonchifolia (L.) DC.","41678","GBIF","SPSF","Moura, C.","302","Naturalized","Prata","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Erechtites","hieracifolius","(L.) Raf. ex DC.","ASTERACEAE Erechtites hieracifolius (L.) Raf. ex DC.","44550","GBIF","SPSF","Moura, C.","379","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Mikania","cordifolia","(L.f.) Willd.","ASTERACEAE Mikania cordifolia (L.f.) Willd.","41661","GBIF","SPSF","Moura, C.","284","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Mikania","glomerata","Spreng.","ASTERACEAE Mikania glomerata Spreng.","11815","GBIF","HUSC","Moreira, L.P.","25","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una.","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Orthopappus","angustifolius","(Sw.) Gleason","ASTERACEAE Orthopappus angustifolius (Sw.) Gleason","44545","GBIF","SPSF","Moura, C.","374","Native","Bronze","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARRA DO UNA","Angiosperms","Asteraceae","Porophyllum","ruderale","(Jacq.) Cass.","ASTERACEAE Porophyllum ruderale (Jacq.) Cass.","41458","GBIF","SPSF","Moura, C.","257","Native","Prata","High","Reserva de Desenvolvimento Sustentável Barra do Una","Não"
