"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Localidade","Já listada"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Acanthaceae",,,"Juss.","ACANTHACEAE Acanthaceae Juss.","R010085620","GBIF","R","Manhaes, V.C.","698",,"Latão","High","PARNA Serra da Bocaína. Trilha do Frade. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Acanthaceae","Aphelandra","longiflora","(Lindl.) Profice","ACANTHACEAE Aphelandra longiflora (Lindl.) Profice","312862","Splink","SP","Bianchini, R.S.","1065","Native","Bronze","High","base da reverva do Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Acanthaceae","Justicia","sellowiana","Profice","ACANTHACEAE Justicia sellowiana Profice","RB00598805","GBIF","RB","Carvalho, A.M.V.","17","Native","Ouro","High","Acampamento a 35 km da cidade. Parque Nacional Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Acanthaceae","Staurogyne","itatiaiae","(Wawra) Leonard","ACANTHACEAE Staurogyne itatiaiae (Wawra) Leonard","RB00038525","GBIF","RB","Martinelli, G.","4665","Native","Ouro","High","Parque Nacional da Serra da Bocaina, próximo ao Marco nº 22. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Acanthaceae|Rubiaceae","Gonzalagunia",,"Ruiz & Pav.","ACANTHACEAE|RUBIACEAE Gonzalagunia Ruiz & Pav.","SPF00110253","Splink","SPF","Catharino, E.L.M.","1970",,"Latão","High","Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Amaryllidaceae","Griffinia","intermedia","Lindl.","AMARYLLIDACEAE Griffinia intermedia Lindl.","UEC192807","Splink","UEC","Campos-Rocha, A.","1608","Native","Bronze","High","Próxima à rodovia de acesso para o Parque Nacional da Serra da Bocaina.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Anemiaceae","Anemia","hirsuta","(L.) Sw.","ANEMIACEAE Anemia hirsuta (L.) Sw.","NY01015930","Splink","NY","P., H.L.E.","4312","Native","Bronze","High","Estrada para o Parque Nacional da Serra da Bocaina. Rodovia SP 221.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Anemiaceae","Anemia","tomentosa","(Schrad.) Mickel","ANEMIACEAE Anemia tomentosa var. anthriscifolia (Schrad.) Mickel","UPCB0012129","GBIF","UPCB","Labiak, P.H.","4268","Native","Bronze","High","Parque Nacional da Serra da Bocaina.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Anemiaceae","Anemia","villosa","Humb. & Bonpl. ex Willd.","ANEMIACEAE Anemia villosa Humb. & Bonpl. ex Willd.","NY01017135","Splink","NY","P., H.L.E.","4328","Native","Bronze","High","Estrada do Parque Nacional da Serra da Bocaina para Campos Novos.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Annonaceae","Annona","dolabripetala","Raddi","ANNONACEAE Annona dolabripetala Raddi","UNIP08051","GBIF","UNIP","Paciencia, M.","3546","Native","Bronze","High","Sítio da Lua. Zona rural de Cunha, arredores do PARNA Serra da Bocaina. Área aberta.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Apocynaceae","Allamanda","cathartica","L.","APOCYNACEAE Allamanda cathartica L.","UEC018820","Splink","UEC","Gomes, S.M.","726","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Núcleo Picinguaba.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Apocynaceae",,,"Juss.","APOCYNACEAE Apocynaceae Juss.","312866","Splink","SP","Bianchini, R.S.","1069",,"Latão","High","Parque Nacional da Bocaina, Base da Reserva do Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Apocynaceae","Orthosia","scoparia","(Nutt.) Liede & Meve","APOCYNACEAE Orthosia scoparia (Nutt.) Liede & Meve","SPF00145083","Splink","SPF","Rapini, A.","928","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Entre o portão do IBAMA e o Rio Mambucaba.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Apocynaceae","Oxypetalum","sublanatum","Malme","APOCYNACEAE Oxypetalum sublanatum Malme","SPF00145086","Splink","SPF","Rapini, A.","930","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Entre o portão do IBAMA e o Rio Mambucaba.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Apocynaceae","Peplonia","organensis","(E.Fourn.) Fontella & Rapini","APOCYNACEAE Peplonia organensis (E.Fourn.) Fontella & Rapini","SPF00145082","Splink","SPF","Rapini, A.","927","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Entre o portão do IBAMA e o Rio Mambucaba.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Apocynaceae","Tabernaemontana","hystrix","Steud.","APOCYNACEAE Tabernaemontana hystrix Steud.","UEC178762","Splink","UEC","Gomes, S.M.","727","Native","Latão","High","Parque Nacional da Serra da Bocaina, Núcleo Pinciguaba.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Aquifoliaceae","Ilex",,"L.","AQUIFOLIACEAE Ilex L.","CAS0412268","Splink","CAS","Almeda, F.","9831",,"Latão","High","Municipio São Jose do Barreiro. Road from São Jose do Barreiro (SP-221) to the entrance of Parque Nacional Serra da Bocaina between Km 24 and Km 27.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Araceae","Anthurium","lucioi","Nadruz","ARACEAE Anthurium lucioi Nadruz","RB00853639","GBIF","RB","Nadruz, M.","2823","Native","Ouro","High","Picada que liga a Pousada Campos da Bocaina a Pedra Alta (bacia). PARNA Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Araceae","Anthurium","minarum","Sakur. & Mayo","ARACEAE Anthurium minarum Sakur. & Mayo","RB00853638","GBIF","RB","Nadruz, M.","2822","Native","Ouro","High","Picada que liga a Pousada Campos da Bocaina a Pedra Alta (Bacia) . PARNA Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Araceae",,,"Juss.","ARACEAE Araceae Juss.","RB00673613","GBIF","RB","Mynssen, C.","1264",,"Latão","High","Parque Nacional da Serra da Bocaina, estrada após rio que cruza a estrada pincipal.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Arecaceae","Geonoma","pohliana","Mart.","ARECACEAE Geonoma pohliana Mart.","SP055931","Splink","SP","Catharino, E.L.M.","1956","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Propriedade de Sebastião Arantes e família, atrás da casa","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Arecaceae","Geonoma","wittigiana","Glaz. ex Drude","ARECACEAE Geonoma wittigiana Glaz. ex Drude","288614","GBIF","SP","Catharino, E.L.M.","1956","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Propriedade de Sebastião Arantes e família, atrás da casa","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","auritum","Sw.","ASPLENIACEAE Asplenium auritum Sw.","UPCB00001158","Reflora","UPCB","Brade, A.C.","3235","Native","Ouro","High","Parque Nacional da Serra da Bocaina.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","campos-portoi","Brade","ASPLENIACEAE Asplenium campos-portoi Brade","147819","Splink","BHCB","Giacomin, L.L.","1575","Native","Bronze","High","Parque Nacional da Serra da Bocaina, Trilha para o mirante, saindo do alojamento.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","harpeodes","Kunze","ASPLENIACEAE Asplenium harpeodes Kunze","RB01458546","GBIF","RB","Lino, V.","414","Native","Bronze","High","No interior da mata, na Estrada para a Pousada Conde D´eu. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","incurvatum","Fée","ASPLENIACEAE Asplenium incurvatum Fée","RB01451005","GBIF","RB","Lino, V.","413","Native","Bronze","High","Sobre árvore na beira da Estrada para a Pousada Conde D´eu. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","jucundum","Fée","ASPLENIACEAE Asplenium jucundum Fée","RB01456025","GBIF","RB","Lino, V.","375","Native","Bronze","High","Trilha ao lado direito da foz da Cachoeira Santo Izidro. Sobre Alsophila, à margem do rio. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","kunzeanum","Klotzsch ex Rosenst.","ASPLENIACEAE Asplenium kunzeanum Klotzsch ex Rosenst.","RB01451000","GBIF","RB","Lino, V.","392","Native","Bronze","High","Na beira da trilha, após ""Mata de Dicksonias"". Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","praemorsum","Sw.","ASPLENIACEAE Asplenium praemorsum Sw.","RB01451010","GBIF","RB","Lino, V.","396","Native","Bronze","High","Trilha para o Pico do Tira Chapéu. Sobre árvore na primeira mata. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","pseudonitidum","Raddi","ASPLENIACEAE Asplenium pseudonitidum Raddi","UPCB0002017","Reflora","UPCB","Labiak, P.H.","4279","Native","Ouro","High","Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","scandicinum","Kaulf.","ASPLENIACEAE Asplenium scandicinum Kaulf.","RB01454655","GBIF","RB","Lino, V.","383","Native","Bronze","High","Mata antes da descida da trilha para a Cachoeira Santo Izidro. Sobre Cyatheaceae. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Ferns and Lycophytes","Aspleniaceae","Asplenium","uniseriale","Raddi","ASPLENIACEAE Asplenium uniseriale Raddi","RB01450999","GBIF","RB","Lino, V.","390","Native","Bronze","High","No solo no interior da mata. Trilha que leva à ""Mata de Dicksonias"". Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Asteraceae",,,"Bercht. & J.Presl","ASTERACEAE Asteraceae Bercht. & J.Presl","R010084995","GBIF","R","Manhaes, V.C.","689a",,"Latão","High","PARNA Serra da Bocaína. Trilha do Frade. Parque Nacional da Serra da Bocaina","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Asteraceae","Baccharis","glaziovii","Baker","ASTERACEAE Baccharis glaziovii Baker","RB00686767","GBIF","RB","Pinheiro, F.M.","72","Native","Bronze","High","Parque Nacional da Serra da Bocaina. Beira da estrada.","Não"
"PARQUE NACIONAL DA SERRA DA BOCAINA","Angiosperms","Asteraceae","Dasyphyllum","spinescens","(Less.) Cabrera","ASTERACEAE Dasyphyllum spinescens (Less.) Cabrera","RB00856642","GBIF","RB","Nadruz, M.","2847","Native","Ouro","High","Estrada trilha do ouro. Parque Nacional Serra da Bocaina","Não"
