"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","ConfiançaLoc","Imagens","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Acanthaceae","Aphelandra","schottiana","(Nees) Profice","ACANTHACEAE Aphelandra schottiana (Nees) Profice","25587","GBIF","UEC","Tamashiro, J.Y.","1270","Native","Ouro","Bronze","https://images.cria.org.br/viewer/UEC061196","Fazenda Domiciana"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Acanthaceae","Justicia","brasiliana","Roth","ACANTHACEAE Justicia brasiliana Roth","UFG0035930","Splink","UFG",,"3092","Native","Bronze","Bronze",,"Fazenda Palmital"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Alstroemeriaceae","Bomarea","edulis","(Tussac) Herb.","ALSTROEMERIACEAE Bomarea edulis (Tussac) Herb.","2607","GBIF","SHPR","Biral, L.","3069","Native","Bronze","Bronze",,"Estrada rural do bairro Areia Alta"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Amaranthaceae","Alternanthera",,"Forssk.","AMARANTHACEAE Alternanthera Forssk.","UFG0039180","Splink","UFG",,"3065",,"Latão","Bronze",,"Estrada rural do bairro Areia Alta"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Annonaceae","Annona","squamosa","L.","ANNONACEAE Annona squamosa L.","28232","GBIF","BOTU","Baron, D.C.M.","12","Cultivated","Latão","Bronze","https://images.cria.org.br/viewer/BOTU028232",
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Apocynaceae","Prestonia",,"R.Br.","APOCYNACEAE Prestonia R.Br.","UFG0039155","Splink","UFG",,"3081",,"Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Aristolochiaceae","Aristolochia","triangularis","Cham. & Schltdl.","ARISTOLOCHIACEAE Aristolochia triangularis Cham. & Schltdl.","2632","GBIF","SHPR","Biral, L.","3094","Native","Bronze","Bronze","https://images.cria.org.br/viewer/SHPR002632_v1","Fazenda Palmital"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Acilepidopsis","echitifolia","(Mart. ex DC.) H.Rob.","ASTERACEAE Acilepidopsis echitifolia (Mart. ex DC.) H.Rob.","210741","GBIF","UEC","Dalbeto, A.C.","139","Native","Prata","Bronze","https://images.cria.org.br/viewer/UEC177004","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Ageratum","conyzoides","L.","ASTERACEAE Ageratum conyzoides L.","210728","GBIF","UEC","Dalbeto, A.C.","102","Native","Prata","Bronze","https://images.cria.org.br/viewer/UEC177025","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido, Área do Quadrado"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Baccharis","dracunculifolia","DC.","ASTERACEAE Baccharis dracunculifolia DC.","HRB00010252","Splink","HRB",,"199","Native","Ouro","Bronze",,"Folha Cartográfica SF-22-Z-D Coordenada Coletada."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Barrosoa","betoniciformis","(DC.) R.M.King & H.Rob.","ASTERACEAE Barrosoa betoniciformis (DC.) R.M.King & H.Rob.","210730","GBIF","UEC","Dalbeto, A.C.","140","Native","Prata","Bronze","https://images.cria.org.br/viewer/UEC177015","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Chrysolaena","platensis","(Spreng.) H.Rob.","ASTERACEAE Chrysolaena platensis (Spreng.) H.Rob.","210750","GBIF","UEC","Dalbeto, A.C.","69","Native","Prata","Bronze","https://images.cria.org.br/viewer/UEC176995","Coletada na Estação Ecológica de Santa Bárbara, em campo cerrado, barramento próximo à Rod. Presiden"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Lepidaploa",,"(Cass.) Cass.","ASTERACEAE Lepidaploa (Cass.) Cass.","2622","GBIF","SHPR","Biral, L.","3084",,"Latão","Bronze",,"Lajeado de afloramento basáltico vesicular"
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Sphagneticola","trilobata","(L.) Pruski","ASTERACEAE Sphagneticola trilobata (L.) Pruski",,"GBIF",,,,"Native","Latão","Bronze",,
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Stevia","lundiana","DC.","ASTERACEAE Stevia lundiana DC.","210748","GBIF","UEC","Dalbeto, A.C.","165","Native","Prata","Bronze","https://images.cria.org.br/viewer/UEC176997","Coletada na em campo úmido Fazenda Tabaroa, vizinha da Estação Ecológica de Santa Bárbara."
"ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA","Angiosperms","Asteraceae","Vernonanthura","cuneifolia","(Gardner) H.Rob.","ASTERACEAE Vernonanthura cuneifolia (Gardner) H.Rob.","210745","GBIF","UEC","Dalbeto, A.C.","159","Native","Prata","Bronze","https://images.cria.org.br/viewer/UEC177000","Coletada na em campo úmido Fazenda Tabaroa, vizinha da Estação Ecológica de Santa Bárbara."
