"country","stateProvince","municipality","locality","latitude","longitude","loc.ideal","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"Brazil","São Paulo","São José dos Campos","PARQUE NATURAL MUNICIPAL AUGUSTO RUSCHI","-23.0669398658259","-45.9364220809573","brazil_sao paulo_sao jose campos_parque natural municipal augusto ruschi","brazil","sao paulo","sao jose dos campos","parque natural municipal augusto ruschi",NA,"locality","brazil_sao paulo_sao jose campos","brazil_sao paulo_sao jose campos",-23.09044028,-45.9285931,"county"
"Brazil","São Paulo","São Paulo","PARQUE ESTADUAL ALBERTO LÖFGREN","-23.4622465708474","-46.6394835761405","brazil_sao paulo_sao paulo_parque estadual alberto lofgren","brazil","sao paulo","sao paulo","parque estadual alberto lofgren",NA,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county"
"Brazil","São Paulo","Avaré","ESTAÇÃO ECOLÓGICA DE AVARÉ","-23.0102055842613","-48.8193171252983","brazil_sao paulo_avare_estacao ecologica avare","brazil","sao paulo","avare","estacao ecologica de avare",NA,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county"
"Brazil","São Paulo","Campinas","PARQUE NATURAL MUNICIPAL DOS JATOBÁS","-22.962723244084","-47.1806986218076","brazil_sao paulo_campinas_parque natural municipal jatobas","brazil","sao paulo","campinas","parque natural municipal dos jatobas",NA,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county"
"Brazil","São Paulo","Campinas","PARQUE NATURAL MUNICIPAL DO CAMPO GRANDE","-22.9299737214772","-47.1428627363511","brazil_sao paulo_campinas_parque natural municipal campo grande","brazil","sao paulo","campinas","parque natural municipal do campo grande",NA,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county"
"Brazil","São Paulo","Campinas","ÁREA DE PROTEÇÃO AMBIENTAL DO CAMPO GRANDE","-22.9188621487487","-47.2142719673433","brazil_sao paulo_campinas_area protecao ambiental campo grande","brazil","sao paulo","campinas","area de protecao ambiental do campo grande",NA,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county"
"Brazil","São Paulo","Hortolândia","ÁREA DE PROTEÇÃO AMBIENTAL DO CAMPO GRANDE","-22.9078118126156","-47.2231755488101","brazil_sao paulo_hortolandia_area protecao ambiental campo grande","brazil","sao paulo","hortolandia","area de protecao ambiental do campo grande",NA,"locality","brazil_sao paulo_hortolandia","brazil_sao paulo_hortolandia",-22.87794276,-47.20819526,"county"
"Brazil","São Paulo","Monte Mor","ÁREA DE PROTEÇÃO AMBIENTAL DO CAMPO GRANDE","-22.9170906866615","-47.2354092572714","brazil_sao paulo_monte mor_area protecao ambiental campo grande","brazil","sao paulo","monte mor","area de protecao ambiental do campo grande",NA,"locality","brazil_sao paulo_monte mor","brazil_sao paulo_monte mor",-22.95309427,-47.30732662,"county"
"Brazil","São Paulo","Pindamonhangaba","PARQUE NATURAL MUNICIPAL DO TRABIJU","-22.8347561232212","-45.5243469226434","brazil_sao paulo_pindamonhangaba_parque natural municipal trabiju","brazil","sao paulo","pindamonhangaba","parque natural municipal do trabiju",NA,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county"
"Brazil","São Paulo","Cruzeiro","MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","-22.4955684877551","-45.0734452786612","brazil_sao paulo_cruzeiro_monumento natural municipal pico itaguare","brazil","sao paulo","cruzeiro","monumento natural municipal do pico do itaguare",NA,"locality","brazil_sao paulo_cruzeiro","brazil_sao paulo_cruzeiro",-22.55138262,-45.00586734,"county"
"Brazil","São Paulo","Piquete","MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ","-22.5264155397263","-45.1119678313684","brazil_sao paulo_piquete_monumento natural municipal pico itaguare","brazil","sao paulo","piquete","monumento natural municipal do pico do itaguare",NA,"locality","brazil_sao paulo_piquete","brazil_sao paulo_piquete",-22.59001346,-45.17361677,"county"
"Brazil","São Paulo","Capão Bonito","PARQUE ESTADUAL NASCENTES DO PARANAPANEMA","-24.1918918961874","-48.1951755274537","brazil_sao paulo_capao bonito_parque estadual nascentes paranapanema","brazil","sao paulo","capao bonito","parque estadual nascentes do paranapanema",NA,"locality","brazil_sao paulo_capao bonito","brazil_sao paulo_capao bonito",-24.03890216,-48.28993485,"county"
"Brazil","São Paulo","Eldorado","PARQUE ESTADUAL NASCENTES DO PARANAPANEMA","-24.2452262452593","-48.1874511566675","brazil_sao paulo_eldorado_parque estadual nascentes paranapanema","brazil","sao paulo","eldorado","parque estadual nascentes do paranapanema",NA,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county"
"Brazil","São Paulo","Ribeirão Grande","PARQUE ESTADUAL NASCENTES DO PARANAPANEMA","-24.2527651544394","-48.2889789290865","brazil_sao paulo_ribeirao grande_parque estadual nascentes paranapanema","brazil","sao paulo","ribeirao grande","parque estadual nascentes do paranapanema",NA,"locality","brazil_sao paulo_ribeirao grande","brazil_sao paulo_ribeirao grande",-24.18888629,-48.35862193,"county"
"Brazil","São Paulo","Sete Barras","PARQUE ESTADUAL NASCENTES DO PARANAPANEMA","-24.1980944396986","-48.1103274873953","brazil_sao paulo_sete barras_parque estadual nascentes paranapanema","brazil","sao paulo","sete barras","parque estadual nascentes do paranapanema",NA,"locality","brazil_sao paulo_sete barras","brazil_sao paulo_sete barras",-24.27383936,-47.93513933,"county"
"Brazil","São Paulo","Cananéia","APA MARINHA DO LITORAL SUL","-25.1707723258998","-47.9283169719678","brazil_sao paulo_cananeia_apa marinha litoral sul","brazil","sao paulo","cananeia","apa marinha do litoral sul",NA,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county"
"Brazil","São Paulo","Iguape","APA MARINHA DO LITORAL SUL","-24.5728322338682","-47.258143819043","brazil_sao paulo_iguape_apa marinha litoral sul","brazil","sao paulo","iguape","apa marinha do litoral sul",NA,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county"
"Brazil","São Paulo","Ilha Comprida","APA MARINHA DO LITORAL SUL","-24.82477379795","-47.6493946309158","brazil_sao paulo_ilha comprida_apa marinha litoral sul","brazil","sao paulo","ilha comprida","apa marinha do litoral sul",NA,"locality","brazil_sao paulo_ilha comprida","brazil_sao paulo_ilha comprida",-24.86188204,-47.71978317,"county"
"Brazil","São Paulo","Peruíbe","APA MARINHA DO LITORAL SUL","-24.4467689907435","-47.0772384106662","brazil_sao paulo_peruibe_apa marinha litoral sul","brazil","sao paulo","peruibe","apa marinha do litoral sul",NA,"locality","brazil_sao paulo_peruibe","brazil_sao paulo_peruibe",-24.27862337,-47.01267321,"county"
"Brazil","São Paulo","Mogi das Cruzes","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","-23.7612154197182","-46.285021277173","brazil_sao paulo_mogi cruzes_parque natural municipal nascentes paranapiacaba","brazil","sao paulo","mogi das cruzes","parque natural municipal nascentes de paranapiacaba",NA,"locality","brazil_sao paulo_mogi cruzes","brazil_sao paulo_mogi cruzes",-23.56921402,-46.18619521,"county"
"Brazil","São Paulo","Santo André","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","-23.7741913153394","-46.2935138190982","brazil_sao paulo_santo andre_parque natural municipal nascentes paranapiacaba","brazil","sao paulo","santo andre","parque natural municipal nascentes de paranapiacaba",NA,"locality","brazil_sao paulo_santo andre","brazil_sao paulo_santo andre",-7.24178,-36.6146,"county"
"Brazil","São Paulo","Santos","PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","-23.7811770250599","-46.2902108906423","brazil_sao paulo_santos_parque natural municipal nascentes paranapiacaba","brazil","sao paulo","santos","parque natural municipal nascentes de paranapiacaba",NA,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county"
"Brazil","São Paulo","Angatuba","ESTAÇÃO ECOLÓGICA DE ANGATUBA","-23.4145644531594","-48.3610591580048","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil","sao paulo","angatuba","estacao ecologica de angatuba",NA,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality"
"Brazil","São Paulo","Guareí","ESTAÇÃO ECOLÓGICA DE ANGATUBA","-23.4109070630101","-48.3386911059981","brazil_sao paulo_guarei_estacao ecologica angatuba","brazil","sao paulo","guarei","estacao ecologica de angatuba",NA,"locality","brazil_sao paulo_guarei","brazil_sao paulo_guarei",-23.36984701,-48.21914555,"county"
"Brazil","São Paulo","São Bernardo do Campo","PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO","-23.7737490943013","-46.5154162447343","brazil_sao paulo_sao bernardo campo_parque natural municipal estoril","brazil","sao paulo","sao bernardo do campo","parque natural municipal estoril",NA,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county"
"Brazil","São Paulo","Piraju","PARQUE NATURAL MUNICIPAL DO DOURADO","-23.1591636830818","-49.4110897354191","brazil_sao paulo_piraju_parque natural municipal dourado","brazil","sao paulo","piraju","parque natural municipal do dourado",NA,"locality","brazil_sao paulo_piraju","brazil_sao paulo_piraju",-23.18692093,-49.36607802,"county"
"Brazil","São Paulo","Apiaí","PARQUE NATURAL MUNICIPAL MORRO DO OURO","-24.5175728361318","-48.8267988612473","brazil_sao paulo_apiai_parque natural municipal morro ouro","brazil","sao paulo","apiai","parque natural municipal morro do ouro",NA,"locality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county"
"Brazil","São Paulo","São José dos Campos","PARQUE NATURAL MUNICIPAL DO BANHADO","-23.1763847076008","-45.8970359342505","brazil_sao paulo_sao jose campos_parque natural municipal banhado","brazil","sao paulo","sao jose dos campos","parque natural municipal do banhado",NA,"locality","brazil_sao paulo_sao jose campos","brazil_sao paulo_sao jose campos",-23.09044028,-45.9285931,"county"
"Brazil","São Paulo","Caçapava","ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO PALMITAL","-23.0184202358779","-45.7684556194811","brazil_sao paulo_cacapava_area protecao ambiental serra palmital","brazil","sao paulo","cacapava","area de protecao ambiental da serra do palmital",NA,"locality","brazil_sao paulo_cacapava","brazil_sao paulo_cacapava",-23.10347975,-45.71342454,"county"
"Brazil","São Paulo","Monteiro Lobato","ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO PALMITAL","-23.0097967289603","-45.793188932228","brazil_sao paulo_monteiro lobato_area protecao ambiental serra palmital","brazil","sao paulo","monteiro lobato","area de protecao ambiental da serra do palmital",NA,"locality","brazil_sao paulo_monteiro lobato","brazil_sao paulo_monteiro lobato",-22.93650882,-45.80441283,"county"
"Brazil","São Paulo","São José dos Campos","ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO PALMITAL","-23.0529441144038","-45.8328917774718","brazil_sao paulo_sao jose campos_area protecao ambiental serra palmital","brazil","sao paulo","sao jose dos campos","area de protecao ambiental da serra do palmital",NA,"locality","brazil_sao paulo_sao jose campos","brazil_sao paulo_sao jose campos",-23.09044028,-45.9285931,"county"
"Brazil","São Paulo","Taubaté","ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO PALMITAL","-23.0046674624808","-45.709356503414","brazil_sao paulo_taubate_area protecao ambiental serra palmital","brazil","sao paulo","taubate","area de protecao ambiental da serra do palmital",NA,"locality","brazil_sao paulo_taubate","brazil_sao paulo_taubate",-23.08684248,-45.50224771,"county"
"Brazil","São Paulo","Caçapava","REFÚGIO DE VIDA SILVESTRE DA MATA DA REPRESA","-23.007964303941","-45.7787080284569","brazil_sao paulo_cacapava_refugio vida silvestre mata represa","brazil","sao paulo","cacapava","refugio de vida silvestre da mata da represa",NA,"locality","brazil_sao paulo_cacapava","brazil_sao paulo_cacapava",-23.10347975,-45.71342454,"county"
"Brazil","São Paulo","Monteiro Lobato","REFÚGIO DE VIDA SILVESTRE DA MATA DA REPRESA","-23.0104100505445","-45.7941617919687","brazil_sao paulo_monteiro lobato_refugio vida silvestre mata represa","brazil","sao paulo","monteiro lobato","refugio de vida silvestre da mata da represa",NA,"locality","brazil_sao paulo_monteiro lobato","brazil_sao paulo_monteiro lobato",-22.93650882,-45.80441283,"county"
"Brazil","São Paulo","São José dos Campos","REFÚGIO DE VIDA SILVESTRE DA MATA DA REPRESA","-23.0427854821273","-45.8408142889689","brazil_sao paulo_sao jose campos_refugio vida silvestre mata represa","brazil","sao paulo","sao jose dos campos","refugio de vida silvestre da mata da represa",NA,"locality","brazil_sao paulo_sao jose campos","brazil_sao paulo_sao jose campos",-23.09044028,-45.9285931,"county"
"Brazil","São Paulo","Taubaté","REFÚGIO DE VIDA SILVESTRE DA MATA DA REPRESA","-22.9697409505286","-45.7248072044833","brazil_sao paulo_taubate_refugio vida silvestre mata represa","brazil","sao paulo","taubate","refugio de vida silvestre da mata da represa",NA,"locality","brazil_sao paulo_taubate","brazil_sao paulo_taubate",-23.08684248,-45.50224771,"county"
"Brazil","São Paulo","Itu","ESTAÇÃO ECOLÓGICA GOVERNADOR MARIO COVAS","-23.4199584848352","-47.3554432201614","brazil_sao paulo_itu_estacao ecologica governador mario covas","brazil","sao paulo","itu","estacao ecologica governador mario covas",NA,"locality","brazil_sao paulo_itu","brazil_sao paulo_itu",-23.3069902,-47.28467953,"county"
"Brazil","São Paulo","Sorocaba","ESTAÇÃO ECOLÓGICA GOVERNADOR MARIO COVAS","-23.420865191871","-47.364094098409","brazil_sao paulo_sorocaba_estacao ecologica governador mario covas","brazil","sao paulo","sorocaba","estacao ecologica governador mario covas",NA,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county"
"Brazil","São Paulo","Sorocaba","PARQUE NATURAL MUNICIPAL DE BRIGADEIRO TOBIAS","-23.5050504127472","-47.3636069908358","brazil_sao paulo_sorocaba_parque natural municipal brigadeiro tobias","brazil","sao paulo","sorocaba","parque natural municipal de brigadeiro tobias",NA,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county"
"Brazil","São Paulo","Sorocaba","ESTAÇÃO ECOLÓGICA MUNICIPAL DO PIRAJIBU","-23.4045986948352","-47.4092813875045","brazil_sao paulo_sorocaba_estacao ecologica municipal pirajibu","brazil","sao paulo","sorocaba","estacao ecologica municipal do pirajibu",NA,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county"
"Brazil","São Paulo","Guarujá","RPPN MARINA DO CONDE","-23.8731158576448","-46.1496260665219","brazil_sao paulo_guaruja_rppn marina conde","brazil","sao paulo","guaruja","rppn marina do conde",NA,"locality","brazil_sao paulo_guaruja","brazil_sao paulo_guaruja",-23.95239062,-46.23454988,"county"
"Brazil","São Paulo","Queluz","RPPN SANTA RITA DE CASSIA","-22.4562393618869","-44.8189505897662","brazil_sao paulo_queluz_rppn santa rita cassia","brazil","sao paulo","queluz","rppn santa rita de cassia",NA,"locality","brazil_sao paulo_queluz","brazil_sao paulo_queluz",-22.5039562,-44.78513434,"county"
"Brazil","São Paulo","Cabreúva","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","-23.2426093926103","-47.1517437040164","brazil_sao paulo_cabreuva_area protecao ambiental","brazil","sao paulo","cabreuva","area de protecao ambiental",NA,"locality","brazil_sao paulo_cabreuva","brazil_sao paulo_cabreuva",-23.30092444,-47.08008496,"county"
"Brazil","São Paulo","Indaiatuba","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","-23.2046535617544","-47.1491980465586","brazil_sao paulo_indaiatuba_area protecao ambiental","brazil","sao paulo","indaiatuba","area de protecao ambiental",NA,"locality","brazil_sao paulo_indaiatuba","brazil_sao paulo_indaiatuba",-23.10591845,-47.20227683,"county"
"Brazil","São Paulo","Itu","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","-23.2271432019526","-47.1858671747107","brazil_sao paulo_itu_area protecao ambiental","brazil","sao paulo","itu","area de protecao ambiental",NA,"locality","brazil_sao paulo_itu","brazil_sao paulo_itu",-23.3069902,-47.28467953,"county"
"Brazil","São Paulo","Salto","AREA DE PROTEÇÃO AMBIENTAL - PEDREGULHO","-23.2129368695805","-47.2305625441836","brazil_sao paulo_salto_area protecao ambiental","brazil","sao paulo","salto","area de protecao ambiental",NA,"locality","brazil_sao paulo_salto","brazil_sao paulo_salto",-23.17989077,-47.30222057,"county"
"Brazil","São Paulo","Sorocaba","ESTAÇÃO ECOLÓGICA BRÁULIO GUEDES DA SILVA","-23.4919702493818","-47.4163607051792","brazil_sao paulo_sorocaba_estacao ecologica braulio guedes silva","brazil","sao paulo","sorocaba","estacao ecologica braulio guedes da silva",NA,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county"
"Brazil","São Paulo","São Sebastião","ÁREA DE PROTEÇÃO AMBIENTAL BALEIA SAHY","-23.7609136232219","-45.6703001446363","brazil_sao paulo_sao sebastiao_area protecao ambiental baleia sahy","brazil","sao paulo","sao sebastiao","area de protecao ambiental baleia sahy",NA,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county"
"Brazil","São Paulo","São Miguel Arcanjo","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÁPAGA","-24.0518906643061","-47.978401348957","brazil_sao paulo_sao miguel arcanjo_reserva particular patrimonio natural trapaga","brazil","sao paulo","sao miguel arcanjo","reserva particular do patrimonio natural trapaga",NA,"locality","brazil_sao paulo_sao miguel arcanjo","brazil_sao paulo_sao miguel arcanjo",-23.91400186,-47.99357506,"county"
"Brazil","São Paulo","Atibaia","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SOLAR DA MONTANHA","-23.2198838093912","-46.548463528868","brazil_sao paulo_atibaia_reserva particular patrimonio natural sitio solar montanha","brazil","sao paulo","atibaia","reserva particular do patrimonio natural sitio solar da montanha",NA,"locality","brazil_sao paulo_atibaia","brazil_sao paulo_atibaia",-23.12313459,-46.5869214,"county"
"Brazil","São Paulo","São Luiz do Paraitinga","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUAINUMBI","-23.3149452387057","-45.1624668876709","brazil_sao paulo_sao luiz paraitinga_reserva particular patrimonio natural guainumbi","brazil","sao paulo","sao luiz do paraitinga","reserva particular do patrimonio natural guainumbi",NA,"locality","brazil_sao paulo_sao luiz paraitinga","brazil_sao paulo_sao luis paraitinga",-23.23994148,-45.25375581,"county"
"Brazil","São Paulo","São Bernardo do Campo","PARQUE ESTADUAL ÁGUAS DA BILLINGS","-23.7594739999919","-46.512265567311","brazil_sao paulo_sao bernardo campo_parque estadual aguas billings","brazil","sao paulo","sao bernardo do campo","parque estadual aguas da billings",NA,"locality","brazil_sao paulo_sao bernardo campo","brazil_sao paulo_sao bernardo campo",-23.81292109,-46.55040438,"county"
"Brazil","São Paulo","Colômbia","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTO DO IFÉ","-20.1891507539555","-48.7412514840689","brazil_sao paulo_colombia_reserva particular patrimonio natural porto ife","brazil","sao paulo","colombia","reserva particular do patrimonio natural porto do ife",NA,"locality","brazil_sao paulo_colombia","brazil_sao paulo_colombia",-20.26657816,-48.72115471,"county"
"Brazil","São Paulo","São José dos Campos","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS MURIQUIS","-22.9035497308637","-45.9527248229783","brazil_sao paulo_sao jose campos_reserva particular patrimonio natural reserva muriquis","brazil","sao paulo","sao jose dos campos","reserva particular do patrimonio natural reserva dos muriquis",NA,"locality","brazil_sao paulo_sao jose campos","brazil_sao paulo_sao jose campos",-23.09044028,-45.9285931,"county"
"Brazil","São Paulo","Taubaté","PARQUE NATURAL MUNICIPAL VALE DO ITAIM","-23.0319675408437","-45.5248497904351","brazil_sao paulo_taubate_parque natural municipal vale itaim","brazil","sao paulo","taubate","parque natural municipal vale do itaim",NA,"locality","brazil_sao paulo_taubate","brazil_sao paulo_taubate",-23.08684248,-45.50224771,"county"
"Brazil","São Paulo","Socorro","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL COPAÍBA","-22.7162253540583","-46.6100780917002","brazil_sao paulo_socorro_reserva particular patrimonio natural copaiba","brazil","sao paulo","socorro","reserva particular do patrimonio natural copaiba",NA,"locality","brazil_sao paulo_socorro","brazil_sao paulo_socorro",-22.61109155,-46.52427932,"county"
"Brazil","São Paulo","Ribeirão Preto","ESTAÇÃO ECOLÓGICA MUNICIPAL GUARANI","-21.1980556050686","-47.6717899658058","brazil_sao paulo_ribeirao preto_estacao ecologica municipal guarani","brazil","sao paulo","ribeirao preto","estacao ecologica municipal guarani",NA,"locality","brazil_sao paulo_ribeirao preto","brazil_sao paulo_ribeirao preto",-21.21075101,-47.8210709,"county"
"Brazil","São Paulo","Bragança Paulista","ESTAÇÃO ECOLÓGICA MUNICIPAL DO CAETÊ","-23.0172253558799","-46.5504082466626","brazil_sao paulo_braganca paulista_estacao ecologica municipal caete","brazil","sao paulo","braganca paulista","estacao ecologica municipal do caete",NA,"locality","brazil_sao paulo_braganca paulista","brazil_sao paulo_braganca paulista",-22.93823956,-46.55574894,"county"
"Brazil","São Paulo","São Roque","PARQUE NATURAL MUNICIPAL DE SÃO ROQUE","-23.5293995649724","-47.1074521213442","brazil_sao paulo_sao roque_parque natural municipal sao roque","brazil","sao paulo","sao roque","parque natural municipal de sao roque",NA,"locality","brazil_sao paulo_sao roque","brazil_sao paulo_sao roque",-23.54885999,-47.10980876,"county"
"Brazil","São Paulo","Guarujá","ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DA SERRA DO GUARARU","-23.8995763646482","-46.1707270611595","brazil_sao paulo_guaruja_area protecao ambiental municipal serra guararu","brazil","sao paulo","guaruja","area de protecao ambiental municipal da serra do guararu",NA,"locality","brazil_sao paulo_guaruja","brazil_sao paulo_guaruja",-23.95239062,-46.23454988,"county"
"Brazil","São Paulo","São José do Barreiro","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BESOURO DE FOGO","-22.68196301533","-44.5654192468613","brazil_sao paulo_sao jose barreiro_reserva particular patrimonio natural besouro fogo","brazil","sao paulo","sao jose do barreiro","reserva particular do patrimonio natural besouro de fogo",NA,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county"
"Brazil","São Paulo","Araraquara","PARQUE NATURAL MUNICIPAL DO BASALTO","-21.7716994458808","-48.1308156612882","brazil_sao paulo_araraquara_parque natural municipal basalto","brazil","sao paulo","araraquara","parque natural municipal do basalto",NA,"locality","brazil_sao paulo_araraquara","brazil_sao paulo_araraquara",-21.79072857,-48.18132787,"county"
"Brazil","São Paulo","Amparo","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS CACHOEIRAS","-22.7567666455485","-46.8083495879222","brazil_sao paulo_amparo_reserva particular patrimonio natural duas cachoeiras","brazil","sao paulo","amparo","reserva particular do patrimonio natural duas cachoeiras",NA,"locality","brazil_sao paulo_amparo","brazil_sao paulo_amparo",-22.6917857,-46.793909,"county"
"Brazil","São Paulo","Salto de Pirapora","PARQUE NATURAL MUNICIPAL OLESIO DOS SANTOS","-23.6320456558027","-47.5731990107094","brazil_sao paulo_salto pirapora_parque natural municipal olesio santos","brazil","sao paulo","salto de pirapora","parque natural municipal olesio dos santos",NA,"locality","brazil_sao paulo_salto pirapora","brazil_sao paulo_salto pirapora",-23.65250383,-47.58022837,"county"
"Brazil","São Paulo","Sorocaba","PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE","-23.3914904709072","-47.483701629963","brazil_sao paulo_sorocaba_parque natural municipal corredores biodiversidade","brazil","sao paulo","sorocaba","parque natural municipal corredores de biodiversidade",NA,"locality","brazil_sao paulo_sorocaba","brazil_sao paulo_sorocaba",-23.46436705,-47.44659497,"county"
"Brazil","São Paulo","Guarulhos","PARQUE NATURAL MUNICIPAL DA CULTURA NEGRA - SÍTIO DA CANDINHA","-23.3924632896408","-46.4713849608461","brazil_sao paulo_guarulhos_parque natural municipal cultura negra, sitio candinha","brazil","sao paulo","guarulhos","parque natural municipal da cultura negra, sitio da candinha","parque natural municipal da cultura negra","locality","brazil_sao paulo_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county"
"Brazil","São Paulo","Tapiraí","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE DO ZIZO","-24.0124702662449","-47.8146690061447","brazil_sao paulo_tapirai_reserva particular patrimonio natural parque zizo","brazil","sao paulo","tapirai","reserva particular do patrimonio natural parque do zizo",NA,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county"
"Brazil","São Paulo","Lucélia","PARQUE NATURAL MUNICIPAL SALTO BOTELHO","-21.4539686454289","-50.9184255739474","brazil_sao paulo_lucelia_parque natural municipal salto botelho","brazil","sao paulo","lucelia","parque natural municipal salto botelho",NA,"locality","brazil_sao paulo_lucelia","brazil_sao paulo_lucelia",-21.64399937,-50.99155204,"county"
"Brazil","São Paulo","Rubiácea","PARQUE NATURAL MUNICIPAL SALTO BOTELHO","-21.4529985010826","-50.9172808064811","brazil_sao paulo_rubiacea_parque natural municipal salto botelho","brazil","sao paulo","rubiacea","parque natural municipal salto botelho",NA,"locality","brazil_sao paulo_rubiacea","brazil_sao paulo_rubiacea",-21.36087144,-50.78593854,"county"
"Brazil","São Paulo","Guarujá","ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SANTO AMARO","-23.950738125618","-46.2271028836938","brazil_sao paulo_guaruja_area protecao ambiental serra santo amaro","brazil","sao paulo","guaruja","area de protecao ambiental da serra de santo amaro",NA,"locality","brazil_sao paulo_guaruja","brazil_sao paulo_guaruja",-23.95239062,-46.23454988,"county"
"Brazil","São Paulo","Santos","ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SANTO AMARO","-23.9164708806905","-46.2413699249505","brazil_sao paulo_santos_area protecao ambiental serra santo amaro","brazil","sao paulo","santos","area de protecao ambiental da serra de santo amaro",NA,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county"
"Brazil","São Paulo","Guarulhos","ESTAÇÃO ECOLÓGICA DO TANQUE GRANDE","-23.3759550519423","-46.4711465482794","brazil_sao paulo_guarulhos_estacao ecologica tanque grande","brazil","sao paulo","guarulhos","estacao ecologica do tanque grande",NA,"locality","brazil_sao paulo_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county"
"Brazil","São Paulo","Iguape","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MATA NATIVA","-24.6187450791597","-47.4608779246739","brazil_sao paulo_iguape_reserva particular patrimonio natural fazenda mata nativa","brazil","sao paulo","iguape","reserva particular do patrimonio natural fazenda mata nativa",NA,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county"
