"country","stateProvince","municipality","locality","latitude","longitude","loc.ideal","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"Brazil","São Paulo","Guapiara","PARQUE ESTADUAL INTERVALES","-24.2577562079436","-48.4483413141955","brazil_sao paulo_guapiara_parque estadual intervales","brazil","sao paulo","guapiara","parque estadual intervales",NA,"locality","brazil_sao paulo_guapiara","brazil_sao paulo_guapiara",-24.21241927,-48.55540986,"county"
"Brazil","São Paulo","Iporanga","PARQUE ESTADUAL INTERVALES","-24.374201857653","-48.4247406362771","brazil_sao paulo_iporanga_parque estadual intervales","brazil","sao paulo","iporanga","parque estadual intervales",NA,"locality","brazil_sao paulo_iporanga","brazil_sao paulo_iporanga",-24.51231726,-48.54624865,"county"
"Brazil","São Paulo","Ribeirão Grande","PARQUE ESTADUAL INTERVALES","-24.2760767937016","-48.3928320674036","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil","sao paulo","ribeirao grande","parque estadual intervales",NA,"locality","brazil_sao paulo_ribeirao grande_parque estadual intervales","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.272589,-48.377465,"locality"
"Brazil","São Paulo","Sete Barras","PARQUE ESTADUAL INTERVALES","-24.2172682485403","-48.0970135492764","brazil_sao paulo_sete barras_parque estadual intervales","brazil","sao paulo","sete barras","parque estadual intervales",NA,"locality","brazil_sao paulo_sete barras_parque estadual intervales","brazil_sao paulo_sete barras_pe intervales",-24.232154,-48.082059,"locality"
"Brazil","São Paulo","Ibiúna","PARQUE ESTADUAL DO JURUPARÁ","-23.9489224971199","-47.2960848755967","brazil_sao paulo_ibiuna_parque estadual jurupara","brazil","sao paulo","ibiuna","parque estadual do jurupara",NA,"locality","brazil_sao paulo_ibiuna","brazil_sao paulo_ibiuna",-23.80233648,-47.21529629,"county"
"Brazil","São Paulo","Juquitiba","PARQUE ESTADUAL DO JURUPARÁ","-23.9600855717517","-47.1957451529426","brazil_sao paulo_juquitiba_parque estadual jurupara","brazil","sao paulo","juquitiba","parque estadual do jurupara",NA,"locality","brazil_sao paulo_juquitiba","brazil_sao paulo_juquitiba",-23.9550107,-47.02419484,"county"
"Brazil","São Paulo","Miracatu","PARQUE ESTADUAL DO JURUPARÁ","-24.0155660831901","-47.2868119391743","brazil_sao paulo_miracatu_parque estadual jurupara","brazil","sao paulo","miracatu","parque estadual do jurupara",NA,"locality","brazil_sao paulo_miracatu","brazil_sao paulo_miracatu",-24.19476735,-47.39449137,"county"
"Brazil","São Paulo","Piedade","PARQUE ESTADUAL DO JURUPARÁ","-23.8804114055893","-47.3349846562004","brazil_sao paulo_piedade_parque estadual jurupara","brazil","sao paulo","piedade","parque estadual do jurupara",NA,"locality","brazil_sao paulo_piedade","brazil_sao paulo_piedade",-23.78671905,-47.43819456,"county"
"Brazil","São Paulo","Tapiraí","PARQUE ESTADUAL DO JURUPARÁ","-24.0000422224667","-47.3754600538595","brazil_sao paulo_tapirai_parque estadual jurupara","brazil","sao paulo","tapirai","parque estadual do jurupara",NA,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county"
"Brazil","São Paulo","Teodoro Sampaio","PARQUE ESTADUAL DO MORRO DO DIABO","-22.5306621121656","-52.2966038560572","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil","sao paulo","teodoro sampaio","parque estadual do morro do diabo",NA,"locality","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.581689,-52.237955,"locality"
"Brazil","São Paulo","Apiaí","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA","-24.4047585164376","-48.572882243237","brazil_sao paulo_apiai_parque estadual turistico alto ribeira","brazil","sao paulo","apiai","parque estadual turistico do alto do ribeira",NA,"locality","brazil_sao paulo_apiai","brazil_sao paulo_apiai",-24.4215147,-48.81884868,"county"
"Brazil","São Paulo","Guapiara","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA","-24.2982481632402","-48.520557286448","brazil_sao paulo_guapiara_parque estadual turistico alto ribeira","brazil","sao paulo","guapiara","parque estadual turistico do alto do ribeira",NA,"locality","brazil_sao paulo_guapiara","brazil_sao paulo_guapiara",-24.21241927,-48.55540986,"county"
"Brazil","São Paulo","Iporanga","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA","-24.4798168107098","-48.614172118607","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil","sao paulo","iporanga","parque estadual turistico do alto do ribeira",NA,"locality","brazil_sao paulo_iporanga_parque estadual turistico alto ribeira","brazil_sao paulo_iporanga_pe turistico alto ribeira",-24.528611,-48.685833,"locality"
"Brazil","São Paulo","Itaoca","PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA","-24.6280259919976","-48.7361294621697","brazil_sao paulo_itaoca_parque estadual turistico alto ribeira","brazil","sao paulo","itaoca","parque estadual turistico do alto do ribeira",NA,"locality","brazil_sao paulo_itaoca","brazil_sao paulo_itaoca",-24.61770891,-48.83867779,"county"
