"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"741","Brazil","São Paulo","Bananal","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_bananal_area protecao ambiental bacia paraiba sul","brazil_sao paulo_bananal_apa bacia paraiba sul",-22.7466451971311,-44.3824535644153,"locality","cnuc_ibge"
"286","Brazil","São Paulo","Bananal","EEC BANANAL","brazil_sao paulo_bananal_eec bananal","brazil_sao paulo_bananal_eec bananal",-22.7871478192689,-44.3508166510475,"locality","cnuc_ibge"
"1023","Brazil","São Paulo","Bananal","EEC BANANAL","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.7871478192689,-44.3508166510475,"locality","cnuc_ibge"
"720","Brazil","São Paulo","Bananal","RPPN CACHOEIRA DA LUISA","brazil_sao paulo_bananal_rppn cachoeira luisa","brazil_sao paulo_bananal_rppn cachoeira luisa",-22.8180445593403,-44.345939526278,"locality","cnuc_ibge"
"1457","Brazil","São Paulo","Bananal","RPPN CACHOEIRA DA LUISA","brazil_sao paulo_bananal_reserva particular patrimonio natural cachoeira luisa","brazil_sao paulo_bananal_rppn cachoeira luisa",-22.8180445593403,-44.345939526278,"locality","cnuc_ibge"
"299","Brazil","São Paulo","Bananal","RPPN CANDEIA","brazil_sao paulo_bananal_rppn candeia","brazil_sao paulo_bananal_rppn candeia",-22.8336205730262,-44.41803530183,"locality","cnuc_ibge"
"1036","Brazil","São Paulo","Bananal","RPPN CANDEIA","brazil_sao paulo_bananal_reserva particular patrimonio natural candeia","brazil_sao paulo_bananal_rppn candeia",-22.8336205730262,-44.41803530183,"locality","cnuc_ibge"
"228","Brazil","São Paulo","Bananal","RPPN CHACARA SANTA INEZ","brazil_sao paulo_bananal_rppn chacara santa inez","brazil_sao paulo_bananal_rppn chacara santa inez",-22.6964691466315,-44.3227622956538,"locality","cnuc_ibge"
"965","Brazil","São Paulo","Bananal","RPPN CHACARA SANTA INEZ","brazil_sao paulo_bananal_reserva particular patrimonio natural chacara santa inez","brazil_sao paulo_bananal_rppn chacara santa inez",-22.6964691466315,-44.3227622956538,"locality","cnuc_ibge"
"622","Brazil","São Paulo","Bananal","RPPN FRUTA DO LOBO","brazil_sao paulo_bananal_rppn fruta lobo","brazil_sao paulo_bananal_rppn fruta lobo",-22.7336711406876,-44.3668834723403,"locality","cnuc_ibge"
"1359","Brazil","São Paulo","Bananal","RPPN FRUTA DO LOBO","brazil_sao paulo_bananal_reserva particular patrimonio natural fruta lobo","brazil_sao paulo_bananal_rppn fruta lobo",-22.7336711406876,-44.3668834723403,"locality","cnuc_ibge"
"206","Brazil","São Paulo","Bananal","RPPN JAGUARETÊ","brazil_sao paulo_bananal_rppn jaguarete","brazil_sao paulo_bananal_rppn jaguarete",-22.8094948599518,-44.3460544769794,"locality","cnuc_ibge"
"943","Brazil","São Paulo","Bananal","RPPN JAGUARETÊ","brazil_sao paulo_bananal_reserva particular patrimonio natural jaguarete","brazil_sao paulo_bananal_rppn jaguarete",-22.8094948599518,-44.3460544769794,"locality","cnuc_ibge"
"207","Brazil","São Paulo","Bananal","RPPN OLHO D'ÁGUA","brazil_sao paulo_bananal_rppn olho agua","brazil_sao paulo_bananal_rppn olho agua",-22.8166627841215,-44.362380225512,"locality","cnuc_ibge"
"944","Brazil","São Paulo","Bananal","RPPN OLHO D'ÁGUA","brazil_sao paulo_bananal_reserva particular patrimonio natural olho agua","brazil_sao paulo_bananal_rppn olho agua",-22.8166627841215,-44.362380225512,"locality","cnuc_ibge"
"293","Brazil","São Paulo","Bananal","RPPN RIO VERMELHO","brazil_sao paulo_bananal_rppn rio vermelho","brazil_sao paulo_bananal_rppn rio vermelho",-22.8219759904859,-44.4192941880615,"locality","cnuc_ibge"
"1030","Brazil","São Paulo","Bananal","RPPN RIO VERMELHO","brazil_sao paulo_bananal_reserva particular patrimonio natural rio vermelho","brazil_sao paulo_bananal_rppn rio vermelho",-22.8219759904859,-44.4192941880615,"locality","cnuc_ibge"
"409","Brazil","São Paulo","Barão de Antonina","APA CUESTA PARAPANEMA","brazil_sao paulo_barao antonina_apa cuesta parapanema","brazil_sao paulo_barao antonina_apa cuesta parapanema",-23.553603963895,-49.5812698768987,"locality","cnuc_ibge"
"1146","Brazil","São Paulo","Barão de Antonina","APA CUESTA PARAPANEMA","brazil_sao paulo_barao antonina_area protecao ambiental cuesta parapanema","brazil_sao paulo_barao antonina_apa cuesta parapanema",-23.553603963895,-49.5812698768987,"locality","cnuc_ibge"
"383","Brazil","São Paulo","Barra Bonita","APA CUESTA CORUMBATAÍ","brazil_sao paulo_barra bonita_apa cuesta corumbatai","brazil_sao paulo_barra bonita_apa cuesta corumbatai",-22.5106150931536,-48.4761290170697,"locality","cnuc_ibge"
"1120","Brazil","São Paulo","Barra Bonita","APA CUESTA CORUMBATAÍ","brazil_sao paulo_barra bonita_area protecao ambiental cuesta corumbatai","brazil_sao paulo_barra bonita_apa cuesta corumbatai",-22.5106150931536,-48.4761290170697,"locality","cnuc_ibge"
"500","Brazil","São Paulo","Barra do Turvo","APA PLANALTO DO TURVO","brazil_sao paulo_barra turvo_apa planalto turvo","brazil_sao paulo_barra turvo_apa planalto turvo",-24.9209144746409,-48.3125188212209,"locality","cnuc_ibge"
"1237","Brazil","São Paulo","Barra do Turvo","APA PLANALTO DO TURVO","brazil_sao paulo_barra turvo_area protecao ambiental planalto turvo","brazil_sao paulo_barra turvo_apa planalto turvo",-24.9209144746409,-48.3125188212209,"locality","cnuc_ibge"
"503","Brazil","São Paulo","Barra do Turvo","APA QUILOMBOS DO MÉDIO RIBEIRA","brazil_sao paulo_barra turvo_apa quilombos medio ribeira","brazil_sao paulo_barra turvo_apa quilombos medio ribeira",-24.7131952931193,-48.5144409606347,"locality","cnuc_ibge"
"1240","Brazil","São Paulo","Barra do Turvo","APA QUILOMBOS DO MÉDIO RIBEIRA","brazil_sao paulo_barra turvo_area protecao ambiental quilombos medio ribeira","brazil_sao paulo_barra turvo_apa quilombos medio ribeira",-24.7131952931193,-48.5144409606347,"locality","cnuc_ibge"
"524","Brazil","São Paulo","Barra do Turvo","APA RIO PARDINHO E RIO VERMELHO","brazil_sao paulo_barra turvo_apa rio pardinho e rio vermelho","brazil_sao paulo_barra turvo_apa rio pardinho e rio vermelho",-25.0215717817077,-48.5288209229394,"locality","cnuc_ibge"
"1261","Brazil","São Paulo","Barra do Turvo","APA RIO PARDINHO E RIO VERMELHO","brazil_sao paulo_barra turvo_area protecao ambiental rio pardinho e rio vermelho","brazil_sao paulo_barra turvo_apa rio pardinho e rio vermelho",-25.0215717817077,-48.5288209229394,"locality","cnuc_ibge"
"37","Brazil","São Paulo","Barra do Turvo","PE CAVERNA DO DIABO","brazil_sao paulo_barra turvo_pe caverna diabo","brazil_sao paulo_barra turvo_pe caverna diabo",-24.7217113780663,-48.4355779602075,"locality","cnuc_ibge"
"774","Brazil","São Paulo","Barra do Turvo","PE CAVERNA DO DIABO","brazil_sao paulo_barra turvo_parque estadual caverna diabo","brazil_sao paulo_barra turvo_pe caverna diabo",-24.7217113780663,-48.4355779602075,"locality","cnuc_ibge"
"110","Brazil","São Paulo","Barra do Turvo","PE DO RIO TURVO","brazil_sao paulo_barra turvo_pe rio turvo","brazil_sao paulo_barra turvo_pe rio turvo",-24.9377883171229,-48.384325346094,"locality","cnuc_ibge"
"847","Brazil","São Paulo","Barra do Turvo","PE DO RIO TURVO","brazil_sao paulo_barra turvo_parque estadual rio turvo","brazil_sao paulo_barra turvo_pe rio turvo",-24.9377883171229,-48.384325346094,"locality","cnuc_ibge"
"352","Brazil","São Paulo","Barra do Turvo","PE LAGAMAR DE CANANEIA","brazil_sao paulo_barra turvo_pe lagamar cananeia","brazil_sao paulo_barra turvo_pe lagamar cananeia",-24.975082336481,-48.225944147379,"locality","cnuc_ibge"
"1089","Brazil","São Paulo","Barra do Turvo","PE LAGAMAR DE CANANEIA","brazil_sao paulo_barra turvo_parque estadual lagamar cananeia","brazil_sao paulo_barra turvo_pe lagamar cananeia",-24.975082336481,-48.225944147379,"locality","cnuc_ibge"
"616","Brazil","São Paulo","Barra do Turvo","RDS BARREIRO ANHEMAS","brazil_sao paulo_barra turvo_rds barreiro anhemas","brazil_sao paulo_barra turvo_rds barreiro anhemas",-24.8336939589383,-48.4626629454739,"locality","cnuc_ibge"
"1353","Brazil","São Paulo","Barra do Turvo","RDS BARREIRO ANHEMAS","brazil_sao paulo_barra turvo_rds barreiro anhemas","brazil_sao paulo_barra turvo_rds barreiro anhemas",-24.8336939589383,-48.4626629454739,"locality","cnuc_ibge"
"620","Brazil","São Paulo","Barra do Turvo","RDS DOS PINHEIRINHOS","brazil_sao paulo_barra turvo_rds pinheirinhos","brazil_sao paulo_barra turvo_rds pinheirinhos",-24.9710806930127,-48.5528897303968,"locality","cnuc_ibge"
"1357","Brazil","São Paulo","Barra do Turvo","RDS DOS PINHEIRINHOS","brazil_sao paulo_barra turvo_rds pinheirinhos","brazil_sao paulo_barra turvo_rds pinheirinhos",-24.9710806930127,-48.5528897303968,"locality","cnuc_ibge"
"297","Brazil","São Paulo","Barra do Turvo","RDS QUILOMBOS DE BARRA DO TURVO","brazil_sao paulo_barra turvo_rds quilombos barra turvo","brazil_sao paulo_barra turvo_rds quilombos barra turvo",-24.9249420147735,-48.4589055270924,"locality","cnuc_ibge"
"1034","Brazil","São Paulo","Barra do Turvo","RDS QUILOMBOS DE BARRA DO TURVO","brazil_sao paulo_barra turvo_rds quilombos barra turvo","brazil_sao paulo_barra turvo_rds quilombos barra turvo",-24.9249420147735,-48.4589055270924,"locality","cnuc_ibge"
"588","Brazil","São Paulo","Barueri","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_barueri_apa varzea rio tiete","brazil_sao paulo_barueri_apa varzea rio tiete",-23.5048880631583,-46.8548944990265,"locality","cnuc_ibge"
"1325","Brazil","São Paulo","Barueri","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_barueri_area protecao ambiental varzea rio tiete","brazil_sao paulo_barueri_apa varzea rio tiete",-23.5048880631583,-46.8548944990265,"locality","cnuc_ibge"
"511","Brazil","São Paulo","Bauru","APA RIO BATALHA","brazil_sao paulo_bauru_apa rio batalha","brazil_sao paulo_bauru_apa rio batalha",-22.225332186179,-49.1555489757425,"locality","cnuc_ibge"
"1248","Brazil","São Paulo","Bauru","APA RIO BATALHA","brazil_sao paulo_bauru_area protecao ambiental rio batalha","brazil_sao paulo_bauru_apa rio batalha",-22.225332186179,-49.1555489757425,"locality","cnuc_ibge"
"736","Brazil","São Paulo","Bauru","ARIE LEOPOLDO MAGNO COUTINHO","brazil_sao paulo_bauru_arie leopoldo magno coutinho","brazil_sao paulo_bauru_arie leopoldo magno coutinho",-22.3372130459151,-48.9968959627718,"locality","cnuc_ibge"
"1473","Brazil","São Paulo","Bauru","ARIE LEOPOLDO MAGNO COUTINHO","brazil_sao paulo_bauru_area relevante interesse ecologico leopoldo magno coutinho","brazil_sao paulo_bauru_arie leopoldo magno coutinho",-22.3372130459151,-48.9968959627718,"locality","cnuc_ibge"
"63","Brazil","São Paulo","Bauru","EEC DE BAURU","brazil_sao paulo_bauru_eec bauru","brazil_sao paulo_bauru_eec bauru",-22.2344523598075,-49.085214388052,"locality","cnuc_ibge"
"800","Brazil","São Paulo","Bauru","EEC DE BAURU","brazil_sao paulo_bauru_estacao ecologica bauru","brazil_sao paulo_bauru_eec bauru",-22.2344523598075,-49.085214388052,"locality","cnuc_ibge"
"675","Brazil","São Paulo","Bauru","REVIS AIMORÉS","brazil_sao paulo_bauru_revis aimores","brazil_sao paulo_bauru_revis aimores",-22.3362257062372,-49.012168386806,"locality","cnuc_ibge"
"1412","Brazil","São Paulo","Bauru","REVIS AIMORÉS","brazil_sao paulo_bauru_refugio vida silvestre aimores","brazil_sao paulo_bauru_revis aimores",-22.3362257062372,-49.012168386806,"locality","cnuc_ibge"
"410","Brazil","São Paulo","Bernardino de Campos","APA CUESTA PARAPANEMA","brazil_sao paulo_bernardino campos_apa cuesta parapanema","brazil_sao paulo_bernardino campos_apa cuesta parapanema",-23.1395385340672,-49.5158692828717,"locality","cnuc_ibge"
"1147","Brazil","São Paulo","Bernardino de Campos","APA CUESTA PARAPANEMA","brazil_sao paulo_bernardino campos_area protecao ambiental cuesta parapanema","brazil_sao paulo_bernardino campos_apa cuesta parapanema",-23.1395385340672,-49.5158692828717,"locality","cnuc_ibge"
"635","Brazil","São Paulo","Bertioga","APA MARINHA DO LITORAL CENTRO","brazil_sao paulo_bertioga_apa marinha litoral centro","brazil_sao paulo_bertioga_apa marinha litoral centro",-23.8101250703588,-46.0762853580139,"locality","cnuc_ibge"
"1372","Brazil","São Paulo","Bertioga","APA MARINHA DO LITORAL CENTRO","brazil_sao paulo_bertioga_apa marinha litoral centro","brazil_sao paulo_bertioga_apa marinha litoral centro",-23.8101250703588,-46.0762853580139,"locality","cnuc_ibge"
"643","Brazil","São Paulo","Bertioga","PE DA SERRA DO MAR","brazil_sao paulo_bertioga_pe serra mar","brazil_sao paulo_bertioga_pe serra mar",-23.7438849223726,-46.0259199626896,"locality","cnuc_ibge"
"1380","Brazil","São Paulo","Bertioga","PE DA SERRA DO MAR","brazil_sao paulo_bertioga_parque estadual serra mar","brazil_sao paulo_bertioga_pe serra mar",-23.7438849223726,-46.0259199626896,"locality","cnuc_ibge"
"710","Brazil","São Paulo","Bertioga","PE RESTINGA DE BERTIOGA","brazil_sao paulo_bertioga_pe restinga bertioga","brazil_sao paulo_bertioga_pe restinga bertioga",-23.7574934189498,-45.9811571199151,"locality","cnuc_ibge"
"1447","Brazil","São Paulo","Bertioga","PE RESTINGA DE BERTIOGA","brazil_sao paulo_bertioga_parque estadual restinga bertioga","brazil_sao paulo_bertioga_pe restinga bertioga",-23.7574934189498,-45.9811571199151,"locality","cnuc_ibge"
"589","Brazil","São Paulo","Biritiba Mirim","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_biritiba mirim_apa varzea rio tiete","brazil_sao paulo_biritiba mirim_apa varzea rio tiete",-23.5655993469098,-46.0287923930507,"locality","cnuc_ibge"
"1326","Brazil","São Paulo","Biritiba Mirim","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_biritiba mirim_area protecao ambiental varzea rio tiete","brazil_sao paulo_biritiba mirim_apa varzea rio tiete",-23.5655993469098,-46.0287923930507,"locality","cnuc_ibge"
"644","Brazil","São Paulo","Biritiba Mirim","PE DA SERRA DO MAR","brazil_sao paulo_biritiba mirim_pe serra mar","brazil_sao paulo_biritiba mirim_pe serra mar",-23.6853987670305,-45.9843734561246,"locality","cnuc_ibge"
"1381","Brazil","São Paulo","Biritiba Mirim","PE DA SERRA DO MAR","brazil_sao paulo_biritiba mirim_parque estadual serra mar","brazil_sao paulo_biritiba mirim_pe serra mar",-23.6853987670305,-45.9843734561246,"locality","cnuc_ibge"
"623","Brazil","São Paulo","Biritiba Mirim","REVIS DO BICUDINHO","brazil_sao paulo_biritiba mirim_revis bicudinho","brazil_sao paulo_biritiba mirim_revis bicudinho",-23.5168925356425,-46.077156894047,"locality","cnuc_ibge"
"1360","Brazil","São Paulo","Biritiba Mirim","REVIS DO BICUDINHO","brazil_sao paulo_biritiba mirim_refugio vida silvestre bicudinho","brazil_sao paulo_biritiba mirim_revis bicudinho",-23.5168925356425,-46.077156894047,"locality","cnuc_ibge"
"429","Brazil","São Paulo","Boa Esperança do Sul","APA IBITINGA","brazil_sao paulo_boa esperanca sul_apa ibitinga","brazil_sao paulo_boa esperanca sul_apa ibitinga",-21.8957298281508,-48.6490100728427,"locality","cnuc_ibge"
"1166","Brazil","São Paulo","Boa Esperança do Sul","APA IBITINGA","brazil_sao paulo_boa esperanca sul_area protecao ambiental ibitinga","brazil_sao paulo_boa esperanca sul_apa ibitinga",-21.8957298281508,-48.6490100728427,"locality","cnuc_ibge"
"401","Brazil","São Paulo","Bofete","APA CUESTA GUARANI","brazil_sao paulo_bofete_apa cuesta guarani","brazil_sao paulo_bofete_apa cuesta guarani",-23.160037186158,-48.317126965868,"locality","cnuc_ibge"
"1138","Brazil","São Paulo","Bofete","APA CUESTA GUARANI","brazil_sao paulo_bofete_area protecao ambiental cuesta guarani","brazil_sao paulo_bofete_apa cuesta guarani",-23.160037186158,-48.317126965868,"locality","cnuc_ibge"
"577","Brazil","São Paulo","Boituva","APA TIETÊ","brazil_sao paulo_boituva_apa tiete","brazil_sao paulo_boituva_apa tiete",-23.2064164750203,-47.6623759030538,"locality","cnuc_ibge"
"1314","Brazil","São Paulo","Boituva","APA TIETÊ","brazil_sao paulo_boituva_area protecao ambiental tiete","brazil_sao paulo_boituva_apa tiete",-23.2064164750203,-47.6623759030538,"locality","cnuc_ibge"
"475","Brazil","São Paulo","Bom Jesus dos Perdões","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_bom jesus perdoes_apa piracicaba juqueri mirim area ii","brazil_sao paulo_bom jesus perdoes_apa piracicaba juqueri mirim area ii",-23.2325135433726,-46.4877468159019,"locality","cnuc_ibge"
"1212","Brazil","São Paulo","Bom Jesus dos Perdões","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_bom jesus perdoes_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_bom jesus perdoes_apa piracicaba juqueri mirim area ii",-23.2325135433726,-46.4877468159019,"locality","cnuc_ibge"
"555","Brazil","São Paulo","Bom Jesus dos Perdões","APA SISTEMA CANTAREIRA","brazil_sao paulo_bom jesus perdoes_apa sistema cantareira","brazil_sao paulo_bom jesus perdoes_apa sistema cantareira",-23.1758054482153,-46.477009323919,"locality","cnuc_ibge"
"1292","Brazil","São Paulo","Bom Jesus dos Perdões","APA SISTEMA CANTAREIRA","brazil_sao paulo_bom jesus perdoes_area protecao ambiental sistema cantareira","brazil_sao paulo_bom jesus perdoes_apa sistema cantareira",-23.1758054482153,-46.477009323919,"locality","cnuc_ibge"
"105","Brazil","São Paulo","Bom Jesus dos Perdões","MNE DA PEDRA GRANDE","brazil_sao paulo_bom jesus perdoes_mne pedra grande","brazil_sao paulo_bom jesus perdoes_mne pedra grande",-23.2143270535132,-46.506434287936,"locality","cnuc_ibge"
"842","Brazil","São Paulo","Bom Jesus dos Perdões","MNE DA PEDRA GRANDE","brazil_sao paulo_bom jesus perdoes_monumento natural estadual pedra grande","brazil_sao paulo_bom jesus perdoes_mne pedra grande",-23.2143270535132,-46.506434287936,"locality","cnuc_ibge"
"94","Brazil","São Paulo","Bom Jesus dos Perdões","PE DE ITAPETINGA","brazil_sao paulo_bom jesus perdoes_pe itapetinga","brazil_sao paulo_bom jesus perdoes_pe itapetinga",-23.1862917305305,-46.4900664271837,"locality","cnuc_ibge"
"831","Brazil","São Paulo","Bom Jesus dos Perdões","PE DE ITAPETINGA","brazil_sao paulo_bom jesus perdoes_parque estadual itapetinga","brazil_sao paulo_bom jesus perdoes_pe itapetinga",-23.1862917305305,-46.4900664271837,"locality","cnuc_ibge"
"719","Brazil","São Paulo","Bom Jesus dos Perdões","RPPN RESERVA DO DADINHO","brazil_sao paulo_bom jesus perdoes_rppn reserva dadinho","brazil_sao paulo_bom jesus perdoes_rppn reserva dadinho",-23.1403370210889,-46.5051372261057,"locality","cnuc_ibge"
"1456","Brazil","São Paulo","Bom Jesus dos Perdões","RPPN RESERVA DO DADINHO","brazil_sao paulo_bom jesus perdoes_reserva particular patrimonio natural reserva dadinho","brazil_sao paulo_bom jesus perdoes_rppn reserva dadinho",-23.1403370210889,-46.5051372261057,"locality","cnuc_ibge"
"215","Brazil","São Paulo","Bom Jesus dos Perdões","RPPN RESERVA DO JACU","brazil_sao paulo_bom jesus perdoes_rppn reserva jacu","brazil_sao paulo_bom jesus perdoes_rppn reserva jacu",-23.2065583101616,-46.5387416914882,"locality","cnuc_ibge"
"952","Brazil","São Paulo","Bom Jesus dos Perdões","RPPN RESERVA DO JACU","brazil_sao paulo_bom jesus perdoes_reserva particular patrimonio natural reserva jacu","brazil_sao paulo_bom jesus perdoes_rppn reserva jacu",-23.2065583101616,-46.5387416914882,"locality","cnuc_ibge"
"430","Brazil","São Paulo","Borborema","APA IBITINGA","brazil_sao paulo_borborema_apa ibitinga","brazil_sao paulo_borborema_apa ibitinga",-21.7089872073883,-49.0022066656605,"locality","cnuc_ibge"
"1167","Brazil","São Paulo","Borborema","APA IBITINGA","brazil_sao paulo_borborema_area protecao ambiental ibitinga","brazil_sao paulo_borborema_apa ibitinga",-21.7089872073883,-49.0022066656605,"locality","cnuc_ibge"
"402","Brazil","São Paulo","Botucatu","APA CUESTA GUARANI","brazil_sao paulo_botucatu_apa cuesta guarani","brazil_sao paulo_botucatu_apa cuesta guarani",-22.8875372610028,-48.3820551778371,"locality","cnuc_ibge"
"1139","Brazil","São Paulo","Botucatu","APA CUESTA GUARANI","brazil_sao paulo_botucatu_area protecao ambiental cuesta guarani","brazil_sao paulo_botucatu_apa cuesta guarani",-22.8875372610028,-48.3820551778371,"locality","cnuc_ibge"
"730","Brazil","São Paulo","Botucatu","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_botucatu_apa tanqua rio piracicaba","brazil_sao paulo_botucatu_apa tanqua rio piracicaba",-22.6211083978815,-48.3002422789839,"locality","cnuc_ibge"
"1467","Brazil","São Paulo","Botucatu","APA TANQUÃ-RIO PIRACICABA","brazil_sao paulo_botucatu_area protecao ambiental tanqua rio piracicaba","brazil_sao paulo_botucatu_apa tanqua rio piracicaba",-22.6211083978815,-48.3002422789839,"locality","cnuc_ibge"
"600","Brazil","São Paulo","Botucatu","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","brazil_sao paulo_botucatu_area protecao ambiental barreiro rico","brazil_sao paulo_botucatu_area protecao ambiental barreiro rico",-22.6443763364787,-48.2899491309545,"locality","cnuc_ibge"
"1337","Brazil","São Paulo","Botucatu","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","brazil_sao paulo_botucatu_area protecao ambiental barreiro rico","brazil_sao paulo_botucatu_area protecao ambiental barreiro rico",-22.6443763364787,-48.2899491309545,"locality","cnuc_ibge"
"204","Brazil","São Paulo","Botucatu","RPPN RECANTO OLHO D'ÁGUA","brazil_sao paulo_botucatu_rppn recanto olho agua","brazil_sao paulo_botucatu_rppn recanto olho agua",-22.7090706322037,-48.3640573639991,"locality","cnuc_ibge"
