"Código de barras","Num. Tombo","Coleção","Família","Gênero","Táxon","Coletor","Num. Coleta","Data Coleta","Categoria Tipus","Determinador","Data Determinação","Tipo Coleção","Pais","Estado/Provincia","Cidade","Localidade","Latitude","Longitude","Unidade Conservação","Origem","Status"
"SPSF38504",,,"POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma squamulosa (Kaulf.) de la Sota","T.B.Breier & J.Breier",896,"//",,,,,,,,,,,"Estação Ecológica dos Caetetus","Nativa","NE"
"NA",57760,"BHCB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","Salino, A; Dittrich, VAO; Meinberg, AC; Morais, PO",6343,"9/3/2001",,"Almeida, TE",,,,,,,,,"Estação Ecológica de Bananal","Nativa","LC"
"CESJ023658","NA","CESJ","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","A. Salino;","s.n.","25/2/1989",,"A. Salino","25/2/1989",,,,,"Parque Nacional de Caparaó, Vale Verde. Sobre rocha, na beira do riacho.",0,0,"Parque Nacional do Caparaó","Nativa","LC"
"FURB13306","FURB 27870","FURB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","Cadorin, T.J.;Grosch, B.,Zimmermann, R.",2829,"24/6/2010",,"Cadorin, TJ","24/6/2010",,"Brasil",,"Florianópolis","Parque Municipal da Lagoa do Peri.","-27,7241666666666653","-48,5349999999999966","Monumento Natural Municipal da Lagoa do Peri","Nativa","LC"
"MBML013675",,"MBML","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","L. Kollmann;et al",3155,"12/10/2000",,"L. Sylvestre/30-09-2002","s. d.",,"Brasil",,"Castelo","Parque Estadual do Forno Grande","-20,519166666666667","-41,1005555555555588","Parque Estadual do Forno Grande","Nativa","LC"
"RB413431",,"RB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","L.S. Sylvestre",1577,"//",,,,,,,,,,,"Reserva Biológica do Tinguá","Nativa","LC"
"RB00607319",455768,"RB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","Campos Porto, P.",1554,"24/9/1927",,"C.E. Jascone",,,"Brasil",,"Itatiaia","Parque Nacional de Itatiaia. Maromba.",,,"Parque Nacional do Itatiaia","Nativa","LC"
"RB00711795","RB 547651","RB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","C.M. Mynssen",1326,"24/7/2012",,"C.Mynssen & L.Sylvestre","10/8/2012",,"Brasil",,"Santa Maria Madalena","Rio Macapá.","-21,8761111","-41,9119444","Parque Estadual do Desengano","Nativa","LC"
"RB00521702",,"RB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","P.H. Labiak",4643,"15/2/2008",,"P. Labiak",2012,,"Brasil",,"Cariacica","Localidade de Alegre, trilha do Pau Oco. . Reserva Biológica de Duas Bocas","-20,2913888888888891","-40,5194444444444457","Reserva Biológica de Duas Bocas","Nativa","LC"
"UPCB0009262",,"UPCB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","Obermüller, F.;",707,"/4/2013",,"Labiak, P.H.","8/2014",,"Brasil",,"Brasileia","Reserva Extrativista Chico Mendes, Seringal Porongaba. Floresta Densa.","-10,8236111111111111","-68,767222222222216","Reserva Extrativista Chico Mendes","Nativa","LC"
"UPCB0009248","UPCB 78982","UPCB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma tecta (Kaulf.) Alston","Mazziero, F.F.F.",608,"21/9/2011",,"Mazziero, F. F. F.","1/10/2011",,"Brasil",,"Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana. Floresta ombrófila densa.","-24,5388889","-48,6930555","Parque Estadual Turístico do Alto Ribeira","Nativa","LC"
"HSTM003582","HSTM 3582","HSTM","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma thurnii (Baker) R.M.Tryon","Almeida, T.E.",4251,"14/2/2016",,"Almeida, T.E.","14/2/2016",,"Brasil",,"Placas","Floresta Nacional do Tapajós, na altura do km 160 da BR-163 (Rodovia Cuiabá-Santarém). Floresta Estacional Semidecidual.","-3,7069444","-54,8441666","Floresta Nacional do Tapajós","Nativa","NE"
"INPA 295192",,"INPA","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma thurnii (Baker) R.M. Tryon & Stolze.","Marcusso",2238,"//",,,,,,,,,,,"Parque Nacional de Anavilhanas","Nativa","NE"
"INPA0268651",,"INPA","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma thurnii (Baker) R.M.Tryon","L. O. Demarchi",382,"//",,,,,,,,,,,"Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","NE"
"NY01075442","NA","NY","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma thurnii (Baker) R.M.Tryon","P. Fiaschi;",3313,"22/8/2008",,"T. E. Almeida",2013,,"Brazil",,,"PARNA Serra do Divisor. Trilha para a Cachoeira Formosa.","-7,44638888888888939","-73,6574999999999989","Parque Nacional da Serra do Divisor","Nativa","NE"
"CEPEC 126961",,"CEPEC","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","F.B. Matos",1833,"//",,,,,,,,,,,"Parque Nacional do Pau Brasil","nativa","NE"
"FURB13360","FURB 22190","FURB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","Stival-Santos, A.;Silveira, S.,Legal, E.",1931,"10/3/2010",,"Stival-Santos, A","30/3/2010",,"Brasil",,"Florianópolis","Parque Municipal Lagoa do Peri.","-27,7297222222222217","-48,5116666666666632","Monumento Natural Municipal da Lagoa do Peri","Nativa","NE"
,62903,"HRCB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","G.M. Marcusso","s.n.","//",,,,,,,,,,,"Parque Estadual de Porto Ferreira","Nativa","NE"
"HUENF00012801","HUENF 11977","HUENF","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","D.R. Couto",4593,"7/7/2019",,"D.R. Couto","7/7/2019",,"Brasil",,"Campos dos Goytacazes","Conceição do Imbé. As margens do rio Sabiá (Zona de amortecimento do P.E.Desengano).","-21,8369444","-41,7394444","Parque Estadual do Desengano","Nativa","NE"
"MBML013569",13569,"MBML","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","M. Alves",1950,"2/6/2000",,,"s. d.",,"Brasil",,"Cariacica","REBIO de Duas Bocas","-20,272777777777776","-40,4791666666666714","Reserva Biológica de Duas Bocas","Nativa","NE"
"RB00688993","RB 400083","RB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","P. R. Farág",436,"//",,,,,,,,,,,"Parque Estadual da Costa do Sol","Nativa","NE"
"RB00739245","RB 560918","RB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","M.G.Bovini",3654,"6/1/2012",,"C.Mynssen",,,"Brasil",,"Rio de Janeiro","Monumento Natural das Ilhas Cagarras, ilha Comprida, área descampada. .","-23,0416666","-43,2091667","Monumento Natural do Arquipélago das Ilhas Cagarras","Nativa","NE"
"RB01481846","RB 844835","RB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. et Fisch.) Copel.","L.S. Sylvestre",2040,"//",,"L.S. Sylvestre",,,"Brasil",,"Nova Iguaçu","Caminho do Ouro (ou Estrada do Comércio), proximidades das ruínas de Santana das Palmeiras.","-22,5666667","-43,4666667","Reserva Biológica do Tinguá","Nativa","NE"
"SAMES05939","SAMES 5939","SAMES","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","R.Coelho",187,"14/4/2012",,,,,"Brasil",,"Conceição da Barra","Reserva Biológica do Córrego Grande. Mata de Tabuleiro, Km 4 ao 5.","-18,2625000","-39,8050000","Reserva Biológica do Córrego Grande","Nativa","NE"
"SPSF38496",,"SPSF","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","T.B.Breier & J.C.Budke",427,"//",,,,,,,,,,,"Parque Estadual Carlos Botelho","Nativa","NE"
"UEC138891",,"UEC","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","Breier, T.B.; Bahrami, A.K.",834,"//",,,,,,,,,,,"Estação Ecológica de Assis","Nativa","NE"
"UPCB0009287","UPCB 21273","UPCB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","J. Prado",424,"19/1/1993",,"Labiak, P.H.",,,"Brasil",,"Guaraqueçaba","Restinga atrás da Vila de Superagüi.","-25,4166667","-48,1666667","Parque Nacional do Superagui","Nativa","NE"
"UPCB0009316","UPCB 91700","UPCB","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","Mazziero, F.F.F.",1172,"16/8/2012",,"Mazziero, F.F.F.","22/8/2012",,"Brasil",,"Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR) Núcleo Santana.",,,"Parque Estadual Turístico do Alto Ribeira","Nativa","NE"
"VIC046944",,"VIC","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","P.B. Schwartsburd",3689,"//",,,,,,,,,,,"Parque Estadual Mata das Flores","Nativa","NE"
"VIES004934",4934,"VIES","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","Behar, L.",281,"26/7/1990",,"Behar, L.; Viégas, G.M.F.",1990,,"Brasil",,"Guarapari","Setiba.",,,"Parque Estadual Paulo César Vinha","Nativa","NE"
"VIES047124","VIES 47124","VIES","POLYPODIACEAE","Microgramma","POLYPODIACEAE Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","Dutra, S.C.;Alves-Araújo, A.,Scheidegger, A.F.A.,Sossai, B.G.,Nepomuceno, A.,Nichio-Amaral, R.",22,"29/10/2019",,,"s. d.",,"Brasil",,"Conceição da Barra","Trilha da Sede Abandonada. Flona do Rio Preto",,,"Floresta Nacional do Rio Preto","Nativa","NE"
,141400,"BHCB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","A. Salino",14909,"//",,,,,,,,,,,"Reserva Biológica de Duas Bocas","Nativa","LC"
"NA",57728,"BHCB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","Salino, A; Dittrich, VAO; Meinberg, AC; Morais, PO",6310,"8/3/2001",,"Almeida, TE",,,,,,,,,"Estação Ecológica de Bananal","Nativa","LC"
"CESJ022898","NA","CESJ","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","M.C. Brügger;et al.","FPNC324","15/10/1988",,"V.A.O. Dittrich","9/2014",,,,,"Parque Nacional do Caparaó, Cachoeira Bonita",0,0,"Parque Nacional do Caparaó","Nativa","LC"
"MBML024106",,"MBML","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","A. P. Fontana;et al",976,"30/10/2004",,"P. Labiak/10-07-2007","s. d.",,"Brasil",,"Castelo","Parque Estadual do Forno Grande","-20,519166666666667","-41,1005555555555588","Parque Estadual do Forno Grande","Nativa","LC"
"RB00555800",407284,"RB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","Sylvestre, L. S.",1736,"16/6/2004",,"P.H. Labiak",,,"Brasil",,"Bocaina de Minas","Parque Nacional do Itatiaia. Caminho para o Alto dos Brejos.","-22,285555500000001","-44,6133333000000007","Parque Nacional do Itatiaia","Nativa","LC"
"RB01481751","RB 844755","RB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","L.S. Sylvestre",1588,"14/12/2001",,"L. Sylvestre",,,"Brasil",,"Miguel Pereira","Trilha para o Rancho dos Bobos, Riacho Nova Estrela","-22,5708334","-43,4688889","Reserva Biológica do Tinguá","Nativa","LC"
"NA",32069,"SPSF","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado.","A.Salino",6347,"9/3/2001",,,,,,,,,,,"Estação Ecológica de Bananal","Nativa","LC"
"UEC59890",,"UEC","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","Lombardi, J.A.",128,"//",,,,,,,,,,,"Parque Estadual Carlos Botelho","Nativa","LC"
"UPCB0009341","UPCB 66983","UPCB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris achilleifolia (Kaulf.) R.Y. Hirai & J. Prado","Labiak, P.H. et al.",4579,"13/2/2008",,"Labiak, P.H.","10/2008",,"Brasil",,"Castelo","Parque Estadual do Forno Grande, localidade de Bateias.","-20,5269444444444424","-41,1016666666666666","Parque Estadual do Forno Grande","Nativa","LC"
"RB00770020","RB 571309","RB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris caucana (Hieron.) R.Y. Hirai & J. Prado","R.C. Forzza;G. Martinelli,D.P. Costa,M.A. Moraes,M.A. Nadruz,M.R. Blind",7118,"19/9/2012",,"R.Y. Hirai &. J. Prado",2014,,"Brasil",,"Santa Isabel do Rio Negro","Trilha da Bacia do Gelo para o Pico. Parque Nacional do Pico da Neblina","-0,79527777777777775","-66,0233333333333263","Parque Nacional do Pico da Neblina","Nativa","NE"
"NA",57772,"BHCB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris gradata (Baker) R.Y. Hirai & J. Prado","Salino, A; Dittrich, VAO; Meinberg, AC; Morais, PO",6355,"10/3/2001",,"Almeida, TE",,,,,,,,,"Estação Ecológica de Bananal","Nativa","LC"
"BHCB122880",,"BHCB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris gradata (Baker) R.Y. Hirai & J. Prado","A. Salino",13722,"//",,,,,,,,,,,"Parque Estadual do Forno Grande","Nativa","LC"
"RB370065",,"RB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris gradata (Baker) R.Y. Hirai & J. Prado","L.S. Sylvestre",1622,"//",,,,,,,,,,,"Reserva Biológica do Tinguá","Nativa","LC"
"RB00525924",465967,"RB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris gradata (Baker) R.Y. Hirai & J. Prado","Sylvestre, L.S",1875,"/12/2006",,"P.H. Labiak",,,"Brasil",,"Itatiaia","Parque Nacional de Itatiaia.Maromba. Trilha para o Véu da Noiva.",,,"Parque Nacional do Itatiaia","Nativa","LC"
"RB00494670","RB 31691","RB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris gradata (Baker) R.Y. Hirai & J. Prado","J. Santos Lima",13169,"3/3/1934",,"R.Y. Hirai",,,"Brasil",,"Santa Maria Madalena","Alto do Desengano.",,,"Parque Estadual do Desengano","Nativa","LC"
"US01611015",1498262,"US","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris gradata (Baker) R.Y. Hirai & J. Prado","Y. Mexia;",4052,"30/11/1929",,,"s. d.",,,,,"State of Espiritu Santo, S. E. sopes of Serra da Caparao",,,"Parque Nacional do Caparaó","Nativa","LC"
"INPA0286949",,"INPA","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris nana (Fée) R.Y. Hirai & J. Prado","Klein, VP",304,"//",,,,,,,,,,,"Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","NE"
"BHCB01110412",124370,"BHCB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris setosa (Kaulf.) R.Y. Hirai & J. Prado","Salino, A.",13816,"12/9/2008",,"Almeida, TE","2012-2-7",,,,,"Parque Nacional do Caparaó. /RPPN Águas do Caparaó-Cachoeira Alta. Floresta Ombrófila Densa Montana ao longo do córrego do Veadinho.","-20,5969444","-41,7811111","Parque Nacional do Caparaó","Nativa","LC"
"RB00596341",34559,"RB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris setosa (Kaulf.) R.Y. Hirai & J. Prado","Brade",15888,"18/7/1937",,"P.H. Labiak",,,"Brasil",,"Itatiaia","Rio Bonito. Itatiaia.",,,"Parque Nacional do Itatiaia","Nativa","LC"
"RB00806146","RB 583662","RB","POLYPODIACEAE","Moranopteris","POLYPODIACEAE Moranopteris truncicola (Klotzsch) R.Y. Hirai & J. Prado","G. Martinelli;M.A.Moraes, R.Forzza, D.Pinheiro, M.Nadruz, R.Azoury, M.R.Blind",17820,"21/9/2012",,"Salino, A.","28/9/2020",,"Brasil",,"Santa Isabel do Rio Negro","Parque Nacional do Pico da Neblina, picada da Bacia do Gelo para igarapé Ariabuzinho.","-0,788611111111111152","-66,0230555555555583","Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00494668",,"RB","POLYPODIACEAE","Mycopteris","POLYPODIACEAE Mycopteris semihirsuta (Klotzsch) Sundue","A.C. Brade",19878,"18/5/1949",,"P. Labiak","9/2000",,"Brasil",,"Castelo","Forno Grande.",,,"Parque Estadual do Forno Grande","Nativa","EN"
"BHCB01110423","BHCB 120942","BHCB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","T.E. Almeida",1373,"19/6/2008",,"Almeida, TE","19/2/2008",,"Brasil",,"Buenópolis","Parque Nacional das Sempre Vivas. Caminho para a Serra do Mocó, passando pelo córrego do Mocó. Campos rupestres, Campos limpos, Campos sujos, Cerrado sentido restrito e Matas de galeria.","-17,9294445","-43,8461111","Parque Nacional das Sempre Vivas","nativa","NE"
"FURB13436","FURB 22546","FURB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","Cadorin, T.J.;Grosch, B.,Zimmermann, R.",1544,"10/3/2010",,"Cadorin, TJ","10/3/2010",,"Brasil",,"Florianópolis","Parque Municipal da Lagoa do Peri.","-27,7241666666666653","-48,5349999999999966","Monumento Natural Municipal da Lagoa do Peri","Nativa","NE"
"FURB13430","FURB 24745","FURB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","Schmitt, J.L.;Cristofolini, C.,Caglioni, E.",1950,"23/4/2010",,"Gasper, AL de","23/4/2010",,"Brasil",,"Orleans","Rio Minador.","-28,1700000000000017","-49,4099999999999966","Parque Nacional de São Joaquim","Nativa","NE"
"HRCB 72833",,"HRCB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","G.M. Marcusso",1023,"//",,,,,,,,,,,"Parque Estadual da Pedra Azul","Nativa","NE"
"HSTM003674","HSTM 3674","HSTM","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","Almeida, T.E.",4272,"2/4/2016",,,,,"Brasil",,"Rurópolis","Floresta Nacional do Tapajós, trilha que leva a Rio, 5km após a comunidade de Piçarreiro (sentido Rurópolis). Na altura do km 193 da BR-163 (Rodovia Cuiabá-Santarém). Floresta Estacional Semidecidual e Mata Ciliar.","-3,9227778","-54,8780556","Floresta Nacional do Tapajós","Nativa","NE"
"MBML013618",,"MBML","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","L. Kollmann;et al",3150,"12/10/2000",,"L. Sylvestre/30-09-2002","s. d.",,"Brasil",,"Castelo","Parque Estadual do Forno Grande","-20,519166666666667","-41,1005555555555588","Parque Estadual do Forno Grande","Nativa","NE"
"NY00677573",,"NY","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","D. C. Daly;",11889,"18/5/2003",,"R. C. Moran","s. d.",,"Brazil",,,"Bom Futuro,"" Associaçao Chico Mendes, km 52 of Brasiléia-Assis Brasil road, 18 km on Ramal (side road) ""Tocandeira.","-10,7447222222222205","-69,0491666666666646","Reserva Extrativista Chico Mendes","Nativa","NE"
"RB00689003",219355,"RB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","P.J.M. Maas",3223,"12/10/1977",,"Labiak",,,"Brasil",,"Itatiaia","Parque Nacional do Itatiaia, disturbed forest near Veu da Noiva. Itatiaia.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB01142662",654531,"RB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","L.J.T. Cardoso",1479,"4/5/2015",,,,,"Brasil",,"Resende","Próximo a Visconde de Mauá, Trilha da Pedra Selada.","-22,2969444","-44,4438889","Parque Estadual da Pedra Selada","Nativa","NE"
"RB01346672",740761,"RB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","L.S. Leoni",3564,"15/11/1996",,"L.S. Leoni","1996-11-26",,,,,"Parque Nacional",,,"Parque Nacional do Caparaó","Nativa","NE"
"RB01176362","RB 659638","RB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","P. Rosa",1012,"25/8/2016",,"C. Mynssen","14/9/2016",,"Brasil",,"Santa Maria Madalena","Trilha para Pico do Desengano, área de mata nebular anterior ao primeiro paredão de bromélias, área de encosta.","-21,8844444","-41,9158333","Parque Estadual do Desengano","Nativa","NE"
"SPSF32184",32184,"SPSF","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","A.Salino",6292,"8/3/2001",,,,,,,,,,,"Estação Ecológica de Bananal","Nativa","NE"
"UPCB0009414","UPCB 84489","UPCB","POLYPODIACEAE","Niphidium","POLYPODIACEAE Niphidium crassifolium (L.) Lellinger","Mazziero, F.F.F.",662,"21/9/2011",,"Mazziero, F.F.F.","1/10/2011",,"Brasil",,"Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana.",,,"Parque Estadual Turístico do Alto Ribeira","Nativa","NE"
"RB00581831",487762,"RB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma camptophyllaria (Fée) M.G.Price","Damasceno, E. R.",418,"27/11/2009",,"E. R. Damasceno",,,"Brasil",,"Itatiaia","Parque Nacional do Itatiaia. Trilha Rui Braga - Rebouças/Sede. Próximo ao Abrigo Macieiras.","-22,4172222999999988","-44,6352777000000032","Parque Nacional do Itatiaia","Nativa","NE"
"FURB13481","FURB 38739","FURB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma chnoophora (Kunze) Salino & Costa Assis","Bresolin, A.;Souza, N.L.",1418,"14/4/1980",,"Labiak, PH",1997,,"Brasil",,"Florianópolis","Cachoeira Pequena, Lagoa do Peri.",,,"Monumento Natural Municipal da Lagoa do Peri","Nativa","NE"
"UPCB0009474","UPCB 84478","UPCB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma chnoophora (Kunze) Salino & Costa Assis","Mazziero, F.F.F.",585,"21/9/2011",,"Mazziero, F.F.F.","12/3/2013",,"Brasil",,"Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana.",,,"Parque Estadual Turístico do Alto Ribeira","Nativa","NE"
,141448,"BHCB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma dulce (Poir.) F.C. Assis & Salino","A. Salino",14958,"//",,,,,,,,,,,"Reserva Biológica de Duas Bocas","Nativa","NE"
"RB00532186",,"RB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma filicula (Kaulf.) M.G.Price","P.H. Labiak;M.M. Saavedra,C.N. Fraga, L. Kollmann, A.P. Fontana, R. Goldenberg, P. Viana",4813,"17/7/2008",,"Pereira, J.B.S.","17/2/2010",,"Brasil",,"Castelo","Trilha para o Forninho. . Parque Estadual do Forno Grande","-20,5161111111111119","-41,0836111111111109","Parque Estadual do Forno Grande","Nativa","NE"
"RB413739",,"RB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma filicula (Kaulf.) M.G. Price","L.S. Sylvestre",1475,"//",,,,,,,,,,,"Reserva Biológica do Tinguá","Nativa","NE"
"VIC046990",,"VIC","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma filicula (Kaulf.) M.G.Price","P.B. Schwartsburd",3735,"//",,,,,,,,,,,"Parque Estadual Mata das Flores","Nativa","NE"
"NA",82100,"BHCB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma paradiseae (Langsd. & Fisch.) M.G.Price","Salino, A; Carvalho, FA; Almeida, TE; Mota, NFO",8818,"18/6/2003",,"Assis, FC",,,,,,,,,"Estação Ecológica de Bananal","Nativa","NE"
"BHCB122781",,"BHCB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma paradiseae (Langsd. & Fisch) M.G. Price","A. Salino",13623,"//",,,,,,,,,,,"Parque Estadual do Forno Grande","Nativa","NE"
"FURB58702","FURB 58702","FURB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma paradiseae (Langsd. & Fisch.) M.G.Price","Kassner-Filho, A.;Santos, D.,Bollmann, G.,Althoff, L.F.",2382,"13/3/2018",,"Gasper, A.L.","4/2018",,"Brasil",,"Urubici",,"-28,080277777777777","-49,4066666666666663","Parque Nacional de São Joaquim","Nativa","NE"
"MBM159926","MBM 159926","MBM","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma paradiseae (Langsd. & Fisch.) M.G.Price","J. Prado",419,"19/1/1993",,"Labiak, P","s. d.",,"Brazil",,"Guaraqueçaba","Restinga atrás da Vila de Superagüi","0,0","0,0","Parque Nacional do Superagui","Nativa","NE"
"RB00693521",332864,"RB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma paradiseae (Langsd. & Fisch.) M.G.Price","S. J. Silva Neto",566,"22/5/1995",,"L.Sylvestre",,,"Brasil",,"Itatiaia","Estrada para o Pico das Agulhas Negras.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"SPSF15464",,"SPSF","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma pectinata (L.) M.G.Price","M. Kirizawa & M.Sugiyama",2691,"//",,,,,,,,,,,"Parque Estadual Carlos Botelho","Nativa","NE"
"BHCB01110577","BHCB 107109","BHCB","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma pectinatiformis (Lindm.) M.G.Price","T.E. Almeida",902,"29/4/2007",,"Salino, A",,,"Brasil",,"Bocaiúvas","Parque Nacional das Sempre Vivas. Caminho entre Campo de São Domingo e a Serra do Landi, passando pelo córrego do Landi. Campos Limpos; capão de mata, campos rupestres e campos sujos.","-17,9055556","-43,7702778","Parque Nacional das Sempre Vivas","nativa","NE"
"CEPEC 126975",,"CEPEC","POLYPODIACEAE","Pecluma","POLYPODIACEAE Pecluma pectinatiformis (Lindm.) M.G.Price","F.B. Matos",1847,"//",,,,,,,,,,,"Parque Nacional do Pau Brasil","nativa","NE"
