"Código de barras","Num. Tombo","Coleção","Família","Gênero","Táxon","Coletor","Num. Coleta","Data Coleta","Categoria Tipus","Determinador","Data Determinação","Tipo Coleção","Pais","Estado/Provincia","Cidade","Localidade","Latitude","Longitude","Unidade Conservação","Origem","Status"
"ESA109945",,"ESA","EBENACEAE","Diospyros","EBENACEAE Diospyros inconstans Jacq.","Franco, G.A.D.C. & Furlan, E.",4510,"//",,"Wallnöfer, B.","4/2/2019",,"Brasil",,"Gália",,,,"Estação Ecológica dos Caetetus","Nativa","LC"
"FURB23629","FURB 29879","FURB","EBENACEAE","Diospyros","EBENACEAE Diospyros inconstans Jacq.","Stival-Santos, A.;Silveira, S.,Legal, E.",2050,"13/3/2010",,"Sobral, M","15/8/2010",,"Brasil",,"Florianópolis","Rua: Servidão Marcelino Antônio Nunes, Bairro Vargem do Bom Jesus.","-27,4513888888888893","-48,4197222222222194","Monumento Natural Municipal da Lagoa do Peri","Nativa","LC"
"RB00076817","RB 298332","RB","EBENACEAE","Diospyros","EBENACEAE Diospyros inconstans Jacq.","C.Farney",2781,"//",,,,,,,,,,,"Parque Estadual da Costa do Sol","Nativa","LC"
"NA",151134,"UEC","EBENACEAE","Diospyros","EBENACEAE Diospyros inconstans Jacq.","Torres, RB; Figueiredo, N; Oliveira, AR",224,"10/6/1987",,"Torres, RB",,,,,,,,,"Estação Ecológica de Angatuba","Nativa","LC"
"NY00471915",,"NY","EBENACEAE","Diospyros","EBENACEAE Diospyros lasiocalyx (Mart.) B.Walln.","M. Silveira;",1659,"8/5/1999",,"M. Silveira","29/6/1999",,"Brazil",,,"Reserva Extrativista Chico Mendes, Seringal Porongaba, colocaçao Santa Rita.","-10,8202777777777772","-68,7716666666666612","Reserva Extrativista Chico Mendes","Nativa","NE"
"RB01397518","NA","RB","EBENACEAE","Diospyros","EBENACEAE Diospyros lasiocalyx (Mart.) B.Walln.","Grupo de Coletores do Núcleo Juçara;",56,"28/10/2013",,"Wallnöfer, B.","16/9/2019",,"Brasil",,"Conceição da Barra","Sede da Flona. Núcleo Juçara, Matriz 056 - próximo a caixa d´água. Floresta Nacional do Rio Preto","-18,3561111111111117","-39,8449999999999989","Floresta Nacional do Rio Preto","Nativa","NE"
"SPSF00042942",,"SPSF","EBENACEAE","Diospyros","EBENACEAE Diospyros lasiocalyx (Mart.) B.Walln.","N.Guerin; G.Durigan; E.Furlan",151,"//",,,,,,,,,,,"Estação Ecológica de Santa Bárbara","Nativa","NE"
"SPSF23615",,"SPSF","EBENACEAE","Diospyros","EBENACEAE Diospyros lasiocalyx (Mart.) B.Walln.","G.Durigan & O.T. Aguiar & J.A.Pastore","s.n.","//",,,,,,,,,,,"Estação Ecológica de Assis","Nativa","NE"
"P04570812","NA","P","EBENACEAE","Diospyros","EBENACEAE Diospyros manausensis Cavalcante","P.J.M. Maas;,J.F. Lima,K. Kubitzki,W.C. Steward,J.F. Ramos,W.S. Pinheiro,Maas, J.F. Lima,K. Kubitzki,W.C. Steward,J.F. Ramos,W.S. Pinheiro","P/13185","21/5/1971",,,"s. d.",,"Brasil",,,"Vicinity of Porangaba, Rio Juruá-Mirim.",,,"Parque Nacional da Serra do Divisor","Nativa","DD"
"MG126614",,"MG","EBENACEAE","Diospyros","EBENACEAE Diospyros poeppigiana A.DC.","C. A. Cid Ferreira",504,"19/8/1979",,"Wallnöfer, B.","12/8/2020",,"Brasil",,"Itapiranga","Itapiranga",,,"Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","NE"
"UNIP00011","UNIP 11","UNIP","EBENACEAE","Diospyros","EBENACEAE Diospyros poeppigiana A.DC.","Câmara, P.S.",87,"18/4/1997",,"Wallnöfer, B.","12/2/2018",,"Brasil",,"Manaus","Rio Negro. Arquipélago de Anavilhanas.",,,"Parque Nacional de Anavilhanas","Nativa","NE"
"HDJF 1647",,"HDJF","EBENACEAE","Diospyros","EBENACEAE Diospyros sericea A.DC.","T.J.O. Otoni",16,"//",,,,,,,,,,,"Parque Nacional das Sempre Vivas","nativa","NE"
"INPA 287787",,"INPA","EBENACEAE","Diospyros","EBENACEAE Diospyros vestita Benoist","Paciencia, MLB",2592,"//",,,,,,,,,,,"Parque Nacional de Anavilhanas","Nativa","NE"
"HRJ 1617",,"HRJ","ECTOCARPACEAE","Ectocarpus","ECTOCARPACEAE Asteronema breviarticulatum (J. Agardh) Ouriques & Bouzon",,,"//",,,,,,,,,,,"Área de Proteção Ambiental do Arquipélago de Trindade e Martim Vaz","Nativa","NE"
"HUNI00002885","HUNI 2885","HUNI","ECTOCARPACEAE","Ectocarpus","ECTOCARPACEAE Ectocarpus fasciculatus Harv.","R.P. Silva",,"29/9/2011",,"J.C. De Paula","21/11/2017",,"Brasil",,"Arraial do Cabo","Prainha.",,,"Reserva Extrativista Marinha do Arraial do Cabo","Nativa","NE"
"RB01374561","RB 752654","RB","ECTOCARPACEAE","Ectocarpus",,"Y. Yoneshigue",,"21/1/1982",,,,,"Brasil",,"Arraial do Cabo","Ponta da cabeça.",,,"Reserva Extrativista Marinha do Arraial do Cabo","Desconhecida","NE"
"RB01408284","RB 784524","RB","ECTOCARPACEAE","Kuckuckia","ECTOCARPACEAE Kuckuckia spinosa (Kütz.) Kuckuck","Y. Yoneshigue",,"30/12/1980",,,,,"Brasil",,"Arraial do Cabo","Saco do Inglês.",,,"Reserva Extrativista Marinha do Arraial do Cabo","Nativa","NE"
"FLOR0066932","FLOR 66932","FLOR","ELAEOCARPACEAE","Crinodendron","ELAEOCARPACEAE Crinodendron brasiliense Reitz & L.B.Sm.","Funez, L.A.;Comin, M.,Ribeiro-Nardes, W.",8677,"9/10/2018",,"Funez, L.A.","10/4/2019",,"Brasil",,"Urubici","Parque Nacional de São Joaquim. Santa Bárbara, parcela TS-2500. Parque Nacional de São Joaquim","-28,1563888888888876","-49,62777777777778","Parque Nacional de São Joaquim","Nativa","NE"
"MO3029649","NA","MO","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea garckeana K.Schum.","D.G. Campbell",6291,"//",,,,,,,,,,,"Parque Nacional da Serra do Divisor","Nativa","LC"
"RB00655375","RB 515540","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea garckeana K.Schum.","D.C.Daly;J.D.Mitchell, F.C.S.Walthier, L.B.Assis, L.S.Saraiva, M.E.M.Braga",11965,"27/9/2003",,"M.Nadruz","14/10/2010",,"Brasil",,"Brasiléia","Bom Futuro"", Reserva Extrativista Chico Mendes, k 52 of Brasiléia-Assis Brasil road, 18km on Ramal (side road) ""Tocandeira"".","-10,7186111111111106","-69,0047222222222274","Reserva Extrativista Chico Mendes","Nativa","LC"
"W20060021368","NA","W","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea garckeana K.Schum.","Hopkins,M.J.G. et al.;",519,"//",,"M. J. E. Code","s. d.",,"Brazil",,,"Roraima: T. F. Roraima, Brazil, Ilha de Maracá, Mun. Alto Alegre. SEMA Estação. 3°22'N 61°20'W.",,,"Estação Ecológica de Maracá","Nativa","LC"
,173921,,"ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea grandis Ducke","D.C. Daly",6818,"//",,,,,,,,,,,"Reserva Extrativista Chico Mendes","Nativa","LC"
"ESA109584",,"ESA","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","Souza, V.C.",30033,"//",,,"s. d.",,"Brasil",,"Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",,,"Parque Estadual Carlos Botelho","Nativa","NE"
191936,,"IAN","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","Nascimento, E.A.P.","s.n.","//",,,,,,,,,,,"Floresta Nacional do Tapajós","Nativa","NE"
"MBM095244",,"MBM","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","Klein, RM;Bresolin, A.,Klein, R.M.",7878,"15/10/1968",,"Smith","s. d.",,"Brazil",,"Florianópolis","Morro do Ribeirão",0,0,"Monumento Natural Municipal da Lagoa do Peri","Nativa","NE"
"NA",3299429,"MO","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","B.W. Nelson",2667,"//",,,,,,,,,,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00475567",333983,"RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","R. Guedes",2303,"8/11/1993",,"João Marcelo A. Braga",,,"Brasil",,"Itatiaia","Parque Nacional de Itatiaia. Proximidades do Abrigo número 3.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"RB00526850","NA","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","Haroldo C. de Lima;I.B.Silva,F.A Obermuller, E.C. Consuelo",6735,"14/11/2007",,"M. Nadruz","12/2/2010",,"Brasil",,"Mâncio Lima","Alto Rio Moa. Parque Nacional da Serra do Divisor, pé da serra trilha para o mirante.","-7,45194444444444493","-73,6683333333333366","Parque Nacional da Serra do Divisor","Nativa","NE"
"RB01380047","RB 758040","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","G. Martinelli",19949,"21/11/2017",,,,,"Brasil",,"Santa Maria Madalena","estrada de Águas Frias para Morumbeca.","-21,8944444","-41,9516667","Parque Estadual do Desengano","Nativa","NE"
"RB01449258","RB 820839","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","M. Verdi",8099,"15/5/2018",,"M. Gomes","12/7/2018",,"Brasil",,"Valença","Estrada-Parque, entre PESC e PNM Açude da Concórdia.","-22,3538889","-43,7325000","Parque Estadual da Serra da Concórdia","Nativa","NE"
"RBR00026028","RBR 26028","RBR","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","H.C. Rodrigues","s.n.","11/6/1994",,,"s. d.",,"Brasil",,"Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, linha 3. Reserva Biológica do Tinguá",,,"Reserva Biológica do Tinguá","Nativa","NE"
"VIES042582","VIES 42582","VIES","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","Sossai, B.G.;Alves-Araújo, A.,Miranda, V.S.,Nicchio, R.,Mendes, B.,Nepomuceno, A.,Dias, L.F.D.",397,"21/2/2019",,,2020,,"Brasil",,"Conceição da Barra","Trilha do Canastra. Flona do Rio Preto",,,"Floresta Nacional do Rio Preto","Nativa","NE"
"W20060016409","NA","W","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea guianensis (Aubl.) Benth.","Hopkins,M.J.G. et al.;",522,"//",,"M. J. E. Code","s. d.",,"Brazil",,,"Roraima: T. F. Roraima, Brazil, Ilha de Maracá, Mun. Alto Alegre. SEMA Estação. 3°22'N 61°20'W.",,,"Estação Ecológica de Maracá","Nativa","NE"
,4966,"HRCB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","J.E.A. Bertoni","s.n.","//",,,,,,,,,,,"Parque Estadual de Porto Ferreira","Nativa","LC"
"HUEMG000137","NA","HUEMG","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","B.V.Tinti;B.A.P.Cosenza,C.G.Viana",287,"21/3/2006",,"A. Araújo","1/1/2019",,,,,"PARNA Caparaó, Vale Verde",,,"Parque Nacional do Caparaó","Nativa","LC"
"RB00475572",342310,"RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","A. Quinet",192,"18/5/1999",,"D. Sampaio","16/4/2015",,"Brasil",,"Itatiaia","Parque Nacional de Itatiaia. Trilha do Hotel Simon para o Três Picos.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","LC"
"RB00766460","RB 569986","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","F.B. Matos",1896,"2/11/2003",,"Nadruz","28/3/2013",,"Brasil",,"Prado","Parque Nacional do Descobrimento. Entrada a direita no km 18 da estrada principal que atravessa o Parque.","-17,1833333333333","-39,3333333333333","Parque Nacional do Descobrimento","nativa","LC"
"RB00872550","RB 604246","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","A.A. Valente",192,"3/10/2002",,"M.A.N. Coelho","27/1/2014",,"Brasil",,"Santa Maria Madalena","Parque Estadual do Desengano, Morumbeca do Imbé .",,,"Parque Estadual do Desengano","Nativa","LC"
"RB01200236","RB 668188","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","H.C. de Lima",8457,"3/11/2016",,"Haroldo C. de Lima","12/2016",,"Brasil",,"Nova Iguaçu","Tinguá, Represa de Macuco, margens do rio Macuco. Mata de encosta. Reserva Biológica do Tinguá","-22,5808333333333","-43,4352777777778","Reserva Biológica do Tinguá","Nativa","LC"
"RB01378951","RB 756501","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","V.C. Souza",30034,"//",,"Nadruz","13/12/2017",,"Brasil",,"Sete Barras","Parcela permanente. Parque Estadual de Carlos Botelho","-24,1913888888888877","-47,924722222222222","Parque Estadual Carlos Botelho","Nativa","LC"
"RB01382397","RB 760133","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","C. Baez",1418,"2/2/2018",,"M. Verdi","3/5/2018",,"Brasil",,"Valença","Cumeeira acessada por um pasto próximoa Estrada Parque que liga o PESC e o PNM Açude da Concórdia .","-22,3550000","-43,7330556","Parque Estadual da Serra da Concórdia","Nativa","LC"
"RB00529099",,"RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott.) Planch. ex Benth","R. Goldenberg",1062,"//",,,,,,,,,,,"Parque Estadual do Forno Grande","Nativa","LC"
"SPSF00043194",,"SPSF","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","R.L.Miashike & N.M.Ivanauskas & J.B.Silva & S.D.Machado",23,"//",,,,,,,,,,,"Parque Estadual Turístico do Alto Ribeira","Nativa","LC"
"NA",151132,"UEC","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","Torres, RB; Figueiredo, N; Oliveira, AR",153,"11/3/1987",,"Sampaio, D",,,,,,,,,"Estação Ecológica de Angatuba","Nativa","LC"
"ESA64989",,,"ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea hirsuta (Schott) Planch. ex Benth.","Gorenstein, M.R.",5831,"//",,,,,,,,,,,"Estação Ecológica dos Caetetus","Nativa","LC"
"ESA109979",,"ESA","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea lasiocoma K.Schum.","Franco, G.A.D.C. & Furlan, E.",4544,"//",,,"s. d.",,"Brasil",,"Gália",,,,"Estação Ecológica dos Caetetus","Nativa","LC"
"R010065840","R 239577","R","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea lasiocoma K.Schum.","Klein, R.M.;",6966,"20/12/1966",,,"s. d.",,"Brasil",,"Florianópolis","Morro do Ribeirão; Ilha de Santa Caratina.",,,"Monumento Natural Municipal da Lagoa do Peri","Nativa","LC"
"SPSF42280",42280,"SPSF","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea lasiocoma K.Schum.","R.T.Polisel & N.M.Ivanauskas & R.P.S.Lattore & E.Rocha",610,"29/3/2008",,"N.M.Ivanauskas",,,,,,,,,"Estação Ecológica de Bananal","Nativa","LC"
"VIC017955",17955,"VIC","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea lasiocoma K.Schum.","Luiza.A.","s.n.","//",,,,,,,,,,,"Floresta Nacional do Rio Preto","Nativa","LC"
"MO3030202","NA","MO","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea laurifolia (Benth.) Benth.","D.G. Campbell",6216,"//",,,,,,,,,,,"Parque Nacional da Serra do Divisor","Nativa","NE"
"INPA0288613",,"INPA","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea longicaudata Ducke","L. O. Demarchi",1489,"//",,,,,,,,,,,"Reserva de Desenvolvimento Sustentável do Uatumã","Nativa","LC"
"MO260973",,"MO","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea longicaudata Ducke","Nilo T. Silva;Umbelino Brazão",60865,"23/1/1966",,"T. D. Pennington (K),",2015,,"Brazil",,,"Plants of the Third Serra da Neblina Expedition 1965-1966. Rio Negro, Rio Cauaburí, Rio Maturacá, Brasil. Between Missão Salesiana and Serra Pirapucú.",,,"Parque Nacional do Pico da Neblina","Nativa","LC"
,201489,,"ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea obtusa (Splitg.) Schum.","L.A. Lima",258,"//",,,,,,,,,,,"Reserva Extrativista Chico Mendes","Nativa","NE"
"P05606981",,"P","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea obtusifolia (Moric.) Schum.","R. Galvão",1,"24/8/1879",,,"s. d.",,"Brasil",,"Nova Iguaçu","Tinguá",,,"Reserva Biológica do Tinguá","Nativa","EN"
"SAMES09970","SAMES 9970","SAMES","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea obtusifolia (Moric.) Schum","M.Ribeiro",1627,"19/3/2011",,"Ribeiro, M.; Siqueira, G.",,,"Brasil",,"Conceição da Barra","Floresta Alta, km 4 na estrada que circunda a reserva, trecho conservado, sub-bosque sombreado.","-18,2555556","-39,8194445","Reserva Biológica do Córrego Grande","Nativa","EN"
"NA",3299437,"MO","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea sinemariensis Aubl.","B.W. Nelson",2705,"//",,,,,,,,,,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"SAMES01990","SAMES 1990","SAMES","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea sinemariensis Aubl.","M.Ribeiro",648,"16/10/2011",,"Menezes,L.F.T.","5/6/2012",,"Brasil",,"Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta sobre Tabuleiro, estrada Interna km 2.","-18,2625000","-39,8050000","Reserva Biológica do Córrego Grande","Nativa","NE"
,201438,,"ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea sinemariensis Aubl.","L.A. Lima",323,"//",,,,,,,,,,,"Reserva Extrativista Chico Mendes","Nativa","NE"
"RB00563388","RB 482324","RB","ELAEOCARPACEAE","Sloanea","ELAEOCARPACEAE Sloanea spathulata Earle Sm.","D. C. Daly;J. Ramos,H. Borges, L. A. Lima",7056,"31/10/1991",,"Sampaio, D.",2018,,"Brasil",,"Brasiléia","Serringal Poromgaba. Colocação São José. 25 km N of km 4 Brasiléia-Assis Brasil road.","-10,75","-68,75","Reserva Extrativista Chico Mendes","Nativa","VU"
"RB01030751",156662,"RB","ENTODONTACEAE","Entodon","ENTODONTACEAE Entodon jamesonii (Taylor) Mitt.","Gurgel",,"23/8/1926",,"D.K. Hemigues et A.P. Luigi-Ponzo",,,"Brasil",,,"Serra de Itatiaia.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"NY02792143","NA",,"ENTODONTACEAE","Erythrodontium","ENTODONTACEAE Erythrodontium longisetum (Hook.) Paris",,,"//",,,,,,,,,,,"Parque Nacional do Itatiaia","Nativa","NE"
"R000081093","NA",,"EPHEMERACEAE","Ephemerum","EPHEMERACEAE Ephemerum pachyneuron Müll.Hal.",,,"//",,,,,,,,,,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB01219113","RB 674239","RB","ERICACEAE","Agarista","ERICACEAE Agarista angustissima Taub.","G. Martinelli",19740,"4/11/2016",,"R.Mello-Silva","7/2/2018",,"Brasil",,"Diamantina","trilha ntre a Pedra Redonda e Serra do Galho. campos rupestres. Parque Nacional Sempre Vivas","-17,96","-43,7883333333333","Parque Nacional das Sempre Vivas","nativa","NE"
"UEC177011",,"UEC","ERICACEAE","Agarista","ERICACEAE Agarista chlorantha (Cham.) G.Don","Dalbeto, AC; Durigan, G",144,"//",,,,,,,,,,,"Estação Ecológica de Santa Bárbara","Nativa","LC"
"NA","BHCB 136421","BHCB","ERICACEAE","Agarista","ERICACEAE Agarista coriifolia (Thunb.) Hook. ex Nied.",,,"//",,,,,,,,,,,"Parque Nacional do Caparaó","Nativa","NE"
"RB00431830",25372,"RB","ERICACEAE","Agarista","ERICACEAE Agarista eucalyptoides (Cham. & Schltdl.) G.Don","Brade",14086,"/9/1934",,,"13/11/2003",,"Brasil",,,"Itatiaia.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"UB 205759",,"UB","ERICACEAE","Agarista","ERICACEAE Agarista glaberrima (Sleumer) Judd","T.R.B. Mello",233,"//",,,,,,,,,,,"Parque Nacional das Sempre Vivas","nativa","LC"
"RB00431694",379983,"RB","ERICACEAE","Agarista","ERICACEAE Agarista hispidula (DC.) Hook. ex Nied.","S. J. Silva Neto",834,"26/9/1995",,"V. P. Mezabarba","23/3/2004",,"Brasil",,"Itatiaia","Parque nacional de Itatiaia. Planalto, trilha para as Prateleiras.","-22,25","-44,566666699999999","Parque Nacional do Itatiaia","Nativa","NE"
"RB00562060","RB 481503","RB","ERICACEAE","Agarista","ERICACEAE Agarista hispidula (DC.) J.D. Hook. ex Nied.","A.P. Fontana",2213,"11/7/2006",,"F.B.SANTOS","6/2017",,"Brasil",,"Domingos Martins","Pedra Azul, Pedra das Flores, cume. Floresta Ombrófila Densa, Aforamento rochoso com Mata Nebular. Parque Estadual Pedra Azul","-21,1138888888889","-41,0230555555556","Parque Estadual da Pedra Azul","Nativa","NE"
"IBGE00076770","IBGE 76770","IBGE","ERICACEAE","Agarista","ERICACEAE Agarista niederleinii (Sleumer) Judd","Verdi, M;Klemz, G,Hasckel, RP",2118,"6/4/2009",,"Sobral, M","17/7/2009",,"Brasil",,"Urubici","Serra do Corvo Branco. Folha Cartográfica SH-22-X-B Coordenada Coletada. Parque Nacional de São Joaquim.","-28,0577777777777797","-49,3699999999999974","Parque Nacional de São Joaquim","Nativa","LC"
"RB00432234",25363,"RB","ERICACEAE","Agarista","ERICACEAE Agarista oleifolia (Cham.) G.Don","Brade",14027,"/9/1934",,"V. P. Mezabarba","13/11/2003",,"Brasil",,,"Itatiaia, Rio d´Ouro.",,,"Parque Nacional do Itatiaia","Nativa","NE"
"RB01345904",740516,"RB","ERICACEAE","Agarista","ERICACEAE Agarista oleifolia (Cham.) G.Don","L.S. Leoni",4042,"14/10/1998",,"L.S. Leoni",,,,,,"Alto Caparaó - Parque Nacional.",,,"Parque Nacional do Caparaó","Nativa","NE"
"SPF00221322",,"SPF","ERICACEAE","Agarista","ERICACEAE Agarista oleifolia (Cham.) G.Don","M.M.T. Cota",749,"//",,,,,,,,,,,"Parque Nacional das Sempre Vivas","nativa","NE"
"UEC071000",,"UEC","ERICACEAE","Agarista","ERICACEAE Agarista pulchella Cham. ex G.Don","Meira Neto, JAA; Martins, E; Siqueira, MF",646,"//",,,,,,,,,,,"Estação Ecológica de Santa Bárbara","Nativa","LC"
"VIES024076",24076,"VIES","ERICACEAE","Agarista","ERICACEAE Agarista revoluta (Spreng.) J.D. Hook. Ex Nied.","Guarnier, J.C.",15,"15/5/2017",,"Gomes, J.M.L.","3/8/2017",,"Brasil",,"Guarapari","Parque Estadual Paulo César Vinha. Trilha do Mirante, entrada à 750 metros da Trilha Principal.","-20,996388888888891","-40,6997222222222206","Parque Estadual Paulo César Vinha","Nativa","LC"
"RB01200232","RB 668184","RB","ERICACEAE","Agarista","ERICACEAE Agarista uleana (Sleumer) Judd","H.C. de Lima",8453,"3/11/2016",,"Dalastra, C.H.","31/8/2021",,"Brasil",,"Petrópolis","Estrada do Imperador, próximo a Vargem Grande. Mata de altitude. Reserva Biológica do Tinguá","-22,4827777777778","-43,2677777777778","Reserva Biológica do Tinguá","Nativa","VU"
"RB00770160","RB 571449","RB","ERICACEAE","Bejaria","ERICACEAE Bejaria aestuans L.","R.C. Forzza;G. Martinelli,D.P. Costa,M.A. Moraes,M.A.Nadruz,M.R. Blind",7272,"22/9/2012",,"R.G. Barbosa-Silva","6/1/2015",,"Brasil",,"Santa Isabel do Rio Negro","Trilha da Bacia do Gelo para Serra do Vento. Mata ciliar com campo arbustivo com grandes populações de Bromeliaceae. Parque Nacional do Pico da Neblina","-0,787222222222222268","-66,0238888888888908","Parque Nacional do Pico da Neblina","Nativa","NE"
"NY00009810",,"NY","ERICACEAE","Bejaria","ERICACEAE Bejaria neblinensis Maguire","B. Maguire;",60477,"2/12/1965",,,"s. d.",,"Brazil",,,"Serra da Neblina. Rio Negro, Rio Cauaburí. Alt. 2500-2800 m.","-0,804722222222222228","-66,0063888888888926","Parque Nacional do Pico da Neblina","Nativa","NE"
"RB00806128","RB 583644","RB","ERICACEAE","Disterigma","ERICACEAE Disterigma humboldtii (Klotzsch) Nied.","G. Martinelli;M.A.Moraes, R.Forzza, D.Pinheiro, M.Nadruz, R.Azoury, M.R.Blind",17800,"19/9/2012",,"R. G. Barbosa-Silva","6/1/2015",,"Brasil",,"Santa Isabel do Rio Negro","Parque Nacional do Pico da Neblina, base do Pico da Neblina, Bacia do Gelo.","-0,789166666666666683","-66,0213888888888931","Parque Nacional do Pico da Neblina","Nativa","NE"
"ESA107029",,"ESA","ERICACEAE","Gaultheria","ERICACEAE Gaultheria bradeana Sleumer","Romão, G.O.;Rodrigues, C.D.,Dantas, A.P.T.",1784,"//",,"Romão, G.O.","s. d.",,"Brasil",,"Urubici","Morro da Igreja, entre a 1° e a 2° portaria da área militar. 1822m.s.m.",,,"Parque Nacional de São Joaquim","Nativa","NE"
"RB00571170",81883,"RB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria bradeana Sleumer","MGF",21266,"/11/1952",,"James L. Luteyn",,,"Brasil",,"Itatiaia",,,,"Parque Nacional do Itatiaia","Nativa","NE"
"NY02176202",,"NY","ERICACEAE","Gaultheria","ERICACEAE Gaultheria erecta Vent.","B. Maguire;","60445A","1/12/1965",,"J. L. Luteyn","s. d.",,"Brazil",,,"Serra de Neblina, summit.",,,"Parque Nacional do Pico da Neblina","Nativa","NE"
"NA",65942,"BHCB","ERICACEAE","Gaultheria","ERICACEAE Gaultheria eriophylla (Pers.) Sleumer ex Burtt","Morais, PO; Salino, A; Dittrich, VAO; Carvalho, A; Teixeira, LCRS",138,"12/9/2001",,,,,,,,,,,"Estação Ecológica de Bananal","Nativa","NE"
"MBML023054",,"MBML","ERICACEAE","Gaultheria","ERICACEAE Gaultheria eriophylla (Pers.) Sleumer ex. Burtt","L. Kollmann;et al",7158,"30/10/2004",,"G.O.Romão/30-08-2012","s. d.",,"Brasil",,"Castelo","Parque Estadual do Forno Grande","-20,519166666666667","-41,1005555555555588","Parque Estadual do Forno Grande","Nativa","NE"
