"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Acanthaceae","Justicia","lythroides","(Pohl ex Nees) V.A.W.Graham","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","305025","Splink","SP","Souza, V.C.","11347","Native","Ouro","17 km da cidade em direção a Iacanga (Sp-321), Fazenda Santo Antonio/Ruy Barbosa","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","SP030713","Splink","SP","Souza, V.C.","11328","Native","Ouro","17 Km de Ibitinga em direção a Iacanga (SP - 321). Fazenda Santo Antônio/Ruy Barbosa","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Alismataceae","Echinodorus","macrophyllus","(Kunth) Micheli","ALISMATACEAE Echinodorus macrophyllus (Kunth) Micheli","RBR00004942","Splink","RBR","Grotta, A.S.","s/n°","Native","Latão","Roseira, No brejo.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Anacardiaceae","Anacardium","occidentale","L.","ANACARDIACEAE Anacardium occidentale L.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Anacardiaceae","Harpephyllum","caffrum","Bernh. ex C. Krauss","ANACARDIACEAE Harpephyllum caffrum Bernh. ex C. Krauss","SPF00078292","Splink","SPF","Pickel, B.J.","s.n.","Cultivated","Bronze","Cultivado num quintal.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apiaceae","Coriandrum","sativum","L.","APIACEAE Coriandrum sativum L.","ESA007681","Splink","ESA","Sanches, F.R.",,"Cultivated","Prata",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Allamanda","cathartica","L.","APOCYNACEAE Allamanda cathartica L.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Mandevilla","emarginata","(Vell.) C.Ezcurra","APOCYNACEAE Mandevilla emarginata (Vell.) C.Ezcurra","SPSF00003296","Splink","SPSF","Pickel, D.B.",,"Native","Bronze","na mata","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Prestonia","coalita","(Vell.) Woodson","APOCYNACEAE Prestonia coalita (Vell.) Woodson","305029","Splink","SP","Souza, V.C.","11348","Native","Ouro","17 km de Ibitinga em direção à Iacanga (SP-321). Fazenda Santo Antônio/Ruy Barbosa","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA","Angiosperms","Apocynaceae","Prestonia","tomentosa","R.Br.","APOCYNACEAE Prestonia tomentosa R.Br.","SPF00010711","Splink","SPF","Grotta, A.S.","s.n.","Native","Bronze",,"Não"
