"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Acanthaceae","Ruellia","angustiflora","(Nees) Lindau ex Rambo","ACANTHACEAE Ruellia angustiflora (Nees) Lindau ex Rambo","50962","Splink","IAC","Torres, R.B.","286","Native","Prata","Estação Ecológica de Angatuba (IF)","Não"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","UEC097612","Splink","UEC","Torres, R.B.","286","Native","Bronze","Estação Ecológica de Angatuba. Mata Secundária.","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Alstroemeriaceae","Bomarea","edulis","(Tussac) Herb.","ALSTROEMERIACEAE Bomarea edulis (Tussac) Herb.","51608","Splink","IAC","Torres, R.B.","127","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Amaranthaceae","Chamissoa","altissima","(Jacq.) Kunth","AMARANTHACEAE Chamissoa altissima (Jacq.) Kunth","50961","Splink","IAC","Torres, R.B.","201","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","UEC080266","Splink","UEC","Torres, R.B.","256","Native","Prata","Estação Ecológica de Angatuba. Mata Secundária.","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","50957","Splink","IAC","Torres, R.B.","258","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Anacardiaceae","Schinus","terebinthifolia","Raddi","ANACARDIACEAE Schinus terebinthifolia Raddi","UEC077589","Splink","UEC","Torres, R.B.","s.n.","Native","Prata","Estação Ecológica de Angatuba. Mata Secundária.","Não"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","50956","Splink","IAC","Torres, R.B.","s/nº","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Annonaceae","Annona","cacans","Warm.","ANNONACEAE Annona cacans Warm.","50988","Splink","IAC","Torres, R.B.","297","Native","Ouro","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Annonaceae","Annona","emarginata","(Schltdl.) H.Rainer","ANNONACEAE Annona emarginata (Schltdl.) H.Rainer","50954","Splink","IAC","Torres, R.B.","s/nº","Native","Ouro","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Annonaceae","Xylopia","brasiliensis","Spreng.","ANNONACEAE Xylopia brasiliensis Spreng.","50953","Splink","IAC","Torres, R.B.","296","Native","Ouro","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae",,,"Juss.","APOCYNACEAE Apocynaceae Juss.","UEC195369","Splink","UEC",,"8",,"Latão",,"Não"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.","50978","Splink","IAC","Torres, R.B.","210","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Aspidosperma","australe","Müll.Arg.","APOCYNACEAE Aspidosperma australe Müll.Arg.","UEC037475","Splink","UEC","Torres, R.B.","304","Native","Ouro","Estação Ecológica de Angatuba. Mata Secundária.","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Aspidosperma","camporum","Müll.Arg.","APOCYNACEAE Aspidosperma camporum Müll.Arg.","151166","GBIF","UEC","Torres, R.B.","50","Native","Ouro","Estação Ecológica de Angatuba. Mata Secundária.","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Aspidosperma","cylindrocarpon","Müll.Arg.","APOCYNACEAE Aspidosperma cylindrocarpon Müll.Arg.","50950","Splink","IAC","Torres, R.B.","284","Native","Ouro","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Aspidosperma","tomentosum","Mart. & Zucc.","APOCYNACEAE Aspidosperma tomentosum Mart. & Zucc.","50949","Splink","IAC","Torres, R.B.","s/nº","Native","Ouro","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.","50946","Splink","IAC","Torres, R.B.","155","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Peschiera","hystrix","(Steud.) A.DC.","APOCYNACEAE Peschiera hystrix (Steud.) A.DC.","151162","GBIF","UEC","Torres, R.B.","80",,"Prata","Estação Ecológica de Angatuba. Mata Secundária.","Não"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Tabernaemontana","catharinensis","A.DC.","APOCYNACEAE Tabernaemontana catharinensis A.DC.","50944","Splink","IAC","Torres, R.B.","215","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Apocynaceae","Tabernaemontana","hystrix","Steud.","APOCYNACEAE Tabernaemontana hystrix Steud.","50943","Splink","IAC","Torres, R.B.","80","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Aquifoliaceae","Ilex","brasiliensis","(Spreng.) Loes.","AQUIFOLIACEAE Ilex brasiliensis (Spreng.) Loes.","SPSF00038174","Splink","SPSF","Guerin, N.","121","Native","Prata","Estação Ecológica","Não"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Aquifoliaceae","Ilex","dumosa","Reissek","AQUIFOLIACEAE Ilex dumosa Reissek","50963","Splink","IAC","Torres, R.B.","305","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
"ESTAÇÃO ECOLÓGICA DE ANGATUBA","Angiosperms","Aquifoliaceae","Ilex","paraguariensis","A.St.-Hil.","AQUIFOLIACEAE Ilex paraguariensis A.St.-Hil.","50964","Splink","IAC","Torres, R.B.","124","Native","Prata","Estação Ecológica de Angatuba (IF)","Sim"
