"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2024-08-06T09:13:02",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"50635","12","A. Maruyama & L. Cicco",,,,,,,,,,,,"2015","05","17",,,,,,,,"SP","Guarulhos","Guarulhos",,,,,"-23.370833","-46.459444",,,,,,,,,,,,"A. Maruyama",,"2015-05-17",,,"Achyrocline satureioides",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Achyrocline",,,,"satureioides",,,,,,,,,,,,,,"Achyrocline satureioides",,,,,,,"Brasil","917","917",,,,,,,"(Lam.) DC.","Splink","17",,,"05",,"2015",,,,"SPSF00050635","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Maruyama, A.","12","2015","Maruyama, A.","2015","Cicco, L.","Maruyama",,"brazil","sao paulo","guarulhos",,,"municipality","brazil_sao paulo_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county","brazil_sao paulo_guarulhos","Brazil","São Paulo","Guarulhos",,"ibge",TRUE,-23.370833,-46.459444,"coord_original","seconds",988751,"Low","ok_same_resolution","Achyrocline satureioides","(Lam.) DC.","possibly_ok","Asteraceae","Achyrocline satureioides","(Lam.) DC.","species","name accepted","bfo-108826",,,"Achyrocline satureioides (Lam.) DC.","Achyrocline","Asteraceae","low","Achyrocline satureioides"
"speciesLink",,,"2025-02-17T13:25:49",,,"95",,"INPA","INPA",,"Preservedspecimen",,,,"265095","212.0","Yano, O",,,,,,,,,,,,"1974","04","23",,,,,,,,"São Paulo","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga",,,,"-23.3251","-46.381",,,,,,,,,,,,,,,,,"Acroporium",,,,,,,"Plantae",,,,,"Sematophyllaceae",,,,"Acroporium",,,,,,,,,,,,,,,,,,"Acroporium",,,,,,,"Brasil",,,,,,,"-23.3251000000","-46.3810000000",,"Splink",,,,,,,,,,"INPA0265095",,,,,,,,,,,,,,,,,,,"INPA",,"Yano, O.","212","1974",,,,"Yano",,"brazil","sao paulo","sao paulo","parque estadual das fontes do ipiranga",,"locality","brazil_sao paulo_sao paulo_parque estadual fontes ipiranga","brazil_sao paulo_sao paulo_pe fontes ipiranga (antigo parque estado sao paulo)",-23.655584,-46.623656,"locality","brazil_sao paulo_sao paulo_pe fontes ipiranga (antigo parque estado sao paulo)","Brazil","São Paulo","São Paulo","PE das Fontes do Ipiranga","treeco",TRUE,-23.3251,-46.381,"coord_original","miliseconds",1533121,"Low","ok_same_resolution","Acroporium sp.",,"indet",,"Acroporium sp.",,"genus","not found",,,,"Acroporium sp.","Acroporium","Pteridaceae","unknown",
"gbif","2.47015606709128e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6604893",,,,,,"HUEFS","HUEFS",,"PRESERVED_SPECIMEN",,,"6604893","HUEFS00029459","833","Garcia, R.J.F.",,,,,"PRESENT",,,,,,"1996-04-30","1996","4","30",,,,,,,"BR","São Paulo",,"São Paulo","Ferraz de Vasconcelos, Mata das Sete Cruzes, caminho entre São Paulo (Cidade Tiradentes) e Suzano (rio Guaió).",,,,"-23.372222","-46.381944",,,,,,,,,,,,"F.França",,,,,"Aegiphila sellowiana Cham.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",,"Lamiaceae",,,,"Aegiphila","Aegiphila",,,"sellowiana",,,"species",,"SYNONYM",,"6cb1a437-f8a6-4bdc-a534-87cf2b710427",,,TRUE,FALSE,"Aegiphila verticillata","Aegiphila verticillata Vell.","Aegiphila sellowiana Cham.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/huefs/huefs/0/2/94/59/huefs00029459.dzi","Brasil",,,,,,,,,"Cham.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HUEFS",,"Garcia, R.J.F.","833","1996","Franca, F.",,,"Garcia",,"brazil","sao paulo","sao paulo","mata das sete cruzes",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge",TRUE,-23.372222,-46.381944,"coord_original","seconds",896284,"Low","check_local.2municip.","Aegiphila integrifolia","(Jacq.) Moldenke","name_w_authors","Lamiaceae","Aegiphila integrifolia","(Jacq.) Moldenke","species","replaced synonym","bfo-23320","Aegiphila integrifolia","(Jacq.) Moldenke","Aegiphila integrifolia (Jacq.) Moldenke","Aegiphila","Lamiaceae","high","Aegiphila integrifolia"
"gbif","1.48104818894905e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5283358",,,,,,"SPF","SPF",,"PRESERVED_SPECIMEN",,,"5283358","SPF00225619","111","Furlan, CM",,,,,"PRESENT",,,,,,"2016-06-29","2016","6","29","29/06/16",,,"Arbusto fortemente aromático, folhas verticiladas, inflorescências terminais, flores pequenas e brancas. Voucher de estudo fitoquímico.; Cultivada em arborização urbana.",,,"BR","São Paulo",,"São Paulo","Butantã. Praça Elis Regina.",,,,"-23.334167","-46.430556",,,,,,,,,,,,"Motta, LB",,,,,"Aloysia citriodora Palau",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",,"Verbenaceae",,,,"Aloysia","Aloysia",,,"citriodora",,,"species",,"ACCEPTED",,"f5d836d5-cb15-4178-8f57-68ef1d6551e9",,,TRUE,FALSE,"Aloysia citriodora","Aloysia citriodora Palau","Aloysia citriodora Palau","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/spf/spf/0/22/56/19/spf00225619.dzi","Brasil","768","0",,,,,,,"Paláu","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPF",,"Furlan, C.M.","111","2016","Motta, L.B.",,,"Furlan",,"brazil","sao paulo","sao paulo","butanta",,"locality","brazil_sao paulo_sao paulo_butanta","brazil_sao paulo_sao paulo_butanta",-23.57034889,-46.7266134,"locality","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge",TRUE,-23.334167,-46.430556,"coord_original","seconds",610405,"Low","ok_same_resolution","Aloysia citrodora","Palau","name_w_authors","Verbenaceae","Aloysia citrodora","Palau","species","name misspelled","bfo-39633",,,"Aloysia citrodora Palau","Aloysia","Verbenaceae","low","Aloysia citrodora"
"gbif","1.48095350719682e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4281378",,,,,,"SPF","SPF",,"PRESERVED_SPECIMEN",,,"4281378","SPF00139785","264","Groppo, M",,,,,"PRESENT",,,,,,"1997-04-08","1997","4","8","08/04/97",,,,,,"BR","São Paulo",,"São Paulo","Cidade Universitária Armando de Salles Oliveira",,,,"-23.33","-46.43",,,,,,,,,,,,"Groppo, M",,,,,"Alternanthera brasiliana (L.) Kuntze",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",,"Amaranthaceae",,,,"Alternanthera","Alternanthera",,,"brasiliana",,,"species",,"ACCEPTED",,"f5d836d5-cb15-4178-8f57-68ef1d6551e9",,,TRUE,FALSE,"Alternanthera brasiliana","Alternanthera brasiliana (L.) Kuntze","Alternanthera brasiliana (L.) Kuntze","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/spf/spf/0/13/97/85/spf00139785.dzi","Brasil","-9999","0",,,,,,,"(L.) Kuntze","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPF",,"Groppo, M.","264","1997","Groppo, M.",,,"Groppo",,"brazil","sao paulo","sao paulo","cidade universitaria armando de salles oliveira",,"locality","brazil_sao paulo_sao paulo_cidade universitaria armando salles oliveira","brazil_sao paulo_sao paulo_campus usp (cuaso)",-23.565901,-46.728624,"locality","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge",TRUE,-23.33,-46.43,"coord_original","miliseconds",601854,"Low","ok_same_resolution","Alternanthera brasiliana","(L.) Kuntze","name_w_authors","Amaranthaceae","Alternanthera brasiliana","(L.) Kuntze","species","name accepted","bfo-4302",,,"Alternanthera brasiliana (L.) Kuntze","Alternanthera","Amaranthaceae","low","Alternanthera brasiliana"
"speciesLink",,,"2023-06-29T16:35:06",,,"259",,"UFRGS","ICN",,"S",,,,"208058","1020","Giancotti, C",,,,,,,,,,,,"1991","03","18",,,,,,,,"SP","São Paulo","São Paulo","Instituto Astronômico e Geofísico",,,,"-23.325","-46.381111",,,,,,,,,,,,"Visnadi, SR",,"2013-12-NA",,,"Anoplolejeunea conferta",,,,,,,"Plantae","Marchantiophyta",,,,"Lejeuneaceae",,,,"Anoplolejeunea",,,,"conferta",,,,,,,,,,,,,,"Anoplolejeunea conferta",,,,,,,"Brasil","760","760",,,,,"-23.325","-46.381111","(Meiss.) Evans","Splink",,,,"12",,"2013",,,,,"América do Sul",,,,,,,,,,,,,,,,,,"ICN",,"Giancotti, C.","1020","1991","Visnadi, S.R.","2013",,"Giancotti",,"brazil","sao paulo","sao paulo","instituto astronomico e geofisico",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge",TRUE,-23.325,-46.381111,"coord_original","seconds",1590122,"Low","check_local.2municip.","Anoplolejeunea conferta","(Meiss.) Evans","possibly_ok",,"Anoplolejeunea conferta","(Meiss.) Evans","species","not found",,,,"Anoplolejeunea conferta (Meiss.) Evans","Anoplolejeunea","Anisophylleaceae","low","Anoplolejeunea conferta"
"gbif","1.8347016771408e-314","http://mus.utu.fi/TBR.122875 Source: FinBIF",,,,,,"TUR","TUR",,"PRESERVED_SPECIMEN",,,"http://mus.utu.fi/MY.4002956","http://mus.utu.fi/TBR.122875","Giancotti, C.; 883","Giancotti, C.",,,,,"PRESENT",,,,,,"1990-12-18T00:00Z","1990","12","18",,"Na bordas de um riachinho,",,,,,"BR","São Paulo",,,,,"760",,"-23.325","-46.381111",,,,,,,,,,"Aphanolejeunea sicaefolia",,"Giacontii, C.",,,,,"Aphanolejeunea sicaefolia",,,,,,,"Plantae","Marchantiophyta","Jungermanniopsida","Porellales",,"Lejeuneaceae",,,,"Cololejeunea","Aphanolejeunea",,,"sicaefolia",,,"species",,"SYNONYM",,"e9484ac9-4459-47e0-ba62-9c88b8ef031a",,,TRUE,FALSE,"Cololejeunea sicifolia","Cololejeunea sicifolia (A.Evans) Pócs & Bernecker","Aphanolejeunea sicaefolia (Gottsche ex Steph.) A.Evans","null",FALSE,"LATIN_AMERICA","EUROPE","NE",,"Brazil",,,,,"EPSG:4326",,,,"(Gottsche ex Steph.) A.Evans","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TUR",,"Giancotti, C.","883","1990","Giacontii, C.",,,"Giancotti",,"brazil","sao paulo",,,,"stateProvince","brazil_sao paulo","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam",TRUE,-23.325,-46.381111,"coord_original","seconds",679216,"Low","ok_same_resolution","Aphanolejeunea sicaefolia","(Gottsche ex Steph.) A.Evans","name_w_authors",,"Aphanolejeunea sicaefolia","(Gottsche ex Steph.) A.Evans","species","not found",,,,"Aphanolejeunea sicaefolia (Gottsche ex Steph.) A.Evans","Aphanolejeunea","Fabaceae","low","Aphanolejeunea sicaefolia"
"speciesLink",,,"2023-06-29T16:35:06",,,"259",,"UFRGS","ICN",,"S",,,,"207977","1058","Giancotti, C",,,,,,,,,,,,"1991","04","04",,,,,,,,"SP","São Paulo","São Paulo","Instituto de Botânica",,,,"-23.325","-46.381111",,,,,,,,,,,,"Visnadi, SR",,"2013-12-NA",,,"Aphanolejeunea sicifolia",,,,,,,"Plantae","Marchantiophyta",,,,"Lejeuneaceae",,,,"Aphanolejeunea",,,,"sicifolia",,,,,,,,,,,,,,"Aphanolejeunea sicifolia",,,,,,,"Brasil","760","760",,,,,"-23.325","-46.381111","A. Evans","Splink",,,,"12",,"2013",,,,,"América do Sul",,,,,,,,,,,,,,,,,,"ICN",,"Giancotti, C.","1058","1991","Visnadi, S.R.","2013",,"Giancotti",,"brazil","sao paulo","sao paulo","instituto de botanica",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge",TRUE,-23.325,-46.381111,"coord_original","seconds",1590128,"Low","check_local.2municip.","Aphanolejeunea sicifolia","A. Evans","possibly_ok",,"Aphanolejeunea sicifolia","A. Evans","species","not found",,,,"Aphanolejeunea sicifolia A. Evans","Aphanolejeunea","Rosaceae","low","Aphanolejeunea sicifolia"
"speciesLink",,,"2025-05-09T11:10:13",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"127456","1852","Eiten, G; Eiten, LT",,,,,,,,,,,,"1960","04","12",,,,,,,,"São Paulo","Mairiporã","Mairiporã",,,,,"-23.333333","-46.433333",,,,,,,,,,,,"Hirao, YV",,"2011-02-28",,,"Aphelandra longiflora",,,,,,,"Plantae",,,,,"Acanthaceae",,,,"Aphelandra",,,,"longiflora",,,,,,,,,,,,,,"Aphelandra longiflora",,,,,,,"Brasil","800","1000",,,,,"-23.333333","-46.433333","(Lindl.) Profice","Splink","28",,,"02",,"2011",,,,,,,,,,,,,,,,,,,,,,,"SP",,"Eiten, G.","1852","1960","Hirao, Y.V.","2011","Eiten, L.T.","Eiten",,"brazil","sao paulo","mairipora",,,"municipality","brazil_sao paulo_mairipora","brazil_sao paulo_mairipora",-23.3173791,-46.56126261,"county","brazil_sao paulo_mairipora","Brazil","São Paulo","Mairiporã",,"ibge",TRUE,-23.333333,-46.433333,"coord_original","minutes",1247559,"Low","ok_same_resolution","Aphelandra longiflora","(Lindl.) Profice","possibly_ok","Acanthaceae","Aphelandra longiflora","(Lindl.) Profice","species","name accepted","bfo-4097",,,"Aphelandra longiflora (Lindl.) Profice","Aphelandra","Acanthaceae","low","Aphelandra longiflora"
"gbif","1.48102604344461e-314","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4982056",,,,,,"SPF","SPF",,"PRESERVED_SPECIMEN",,,"4982056","SPF00139799","294","Groppo, M",,,,,"PRESENT",,,,,,"1997-12-20","1997","12","20","20/12/97",,,"Liana herbácea, na borda. Látex branco.",,,"BR","São Paulo",,"São Paulo","Cidade Universitária Armando de Salles Oliveira, Reserva da Cidade Universitaria ""Armando de Salles Oliveira"" CXXUASO.",,,,"-23.33","-46.43",,,,,,,,,,,,,,,,,"Apocynaceae",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Gentianales",,"Apocynaceae",,,,,,,,,,,"family",,"ACCEPTED",,"f5d836d5-cb15-4178-8f57-68ef1d6551e9",,,TRUE,FALSE,,"Apocynaceae","Apocynaceae","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/spf/spf/0/13/97/99/spf00139799.dzi","Brasil","-9999","0",,,,,,,,"GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPF",,"Groppo, M.","294","1997",,,,"Groppo",,"brazil","sao paulo","sao paulo","reserva da cidade universitaria ""armando de salles oliveira"" cxxuaso",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge",TRUE,-23.33,-46.43,"coord_original","miliseconds",608707,"Low","check_local.2municip.","Apocynaceae","Juss.","family_as_genus","Apocynaceae","Apocynaceae","Juss.","family","name accepted","bfo-48",,,"Apocynaceae Juss.",,"Apocynaceae","unknown",
