"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Acanthaceae","Ruellia",,"L.","ACANTHACEAE Ruellia L.","HRCB058677","Splink","HRCB","Biral, L.","758",,"Bronze","Bela Vista","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Adoxaceae","Sambucus","australis","Cham. & Schltdl.","ADOXACEAE Sambucus australis Cham. & Schltdl.","HRCB056363","Splink","HRCB","Biral, L.B.","644","Native","Bronze","UNESP-Campus Bela Vista Jardim Experimental","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","HRCB061802","Splink","HRCB","Biral, L.","936","Native","Bronze","Câmpus da Unesp Bela Vista, próximo à Central de Aulas II","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Annonaceae","Annona",,"L.","ANNONACEAE Annona L.","HRCB056811","Splink","HRCB","Biral, L.","674",,"Latão","Unesp Rio Claro Campus Bela Vista","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Apocynaceae","Rauvolfia","sellowii","Müll.Arg.","APOCYNACEAE Rauvolfia sellowii Müll.Arg.","HRCB056360","Splink","HRCB","Biral, L.","641","Native","Latão","Unesp - campus Bela Vista Em frente ao Depto. de Matemática","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Apocynaceae","Tabernaemontana","divaricata","(L.) R.Br. ex Roem. & Schult.","APOCYNACEAE Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.","HRCB058674","Splink","HRCB","Biral, L.","756","Cultivated","Bronze","Grêmio Bela Vista.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Araceae","Pistia","stratiotes","L.","ARACEAE Pistia stratiotes L.","92294327","GBIF","Observations","Gussoni, C.O.",,"Native","Bronze","Tanquã","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Aristolochiaceae","Aristolochia","arcuata","Mast.","ARISTOLOCHIACEAE Aristolochia arcuata Mast.","HRCB056699","Splink","HRCB","Biral, L.","663","Native","Bronze","Unesp Campus Bela Vista","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Asteraceae","Chromolaena","laevigata","(Lam.) R.M.King & H.Rob.","ASTERACEAE Chromolaena laevigata (Lam.) R.M.King & H.Rob.","HRCB056807","Splink","HRCB","Biral, L.","670","Native","Ouro","Unesp Campus Bela Vista Área abaixo do CEIS ( Centro de Insetos Sociais)","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Asteraceae","Eupatorium",,"L.","ASTERACEAE Eupatorium L.","65901","GBIF","HRCB","Biral, L.","1130",,"Latão","Campus Unesp Bela Vista Jardim próximo ao prédio central do IB","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Asteraceae|Rosaceae","Agrimonia",,"L.","ASTERACEAE|ROSACEAE Agrimonia L.","HRCB065901","Splink","HRCB","Biral, L.","1130",,"Latão","Campus Unesp Bela Vista Jardim próximo ao prédio central do IB","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Bignoniaceae",,,"Juss.","BIGNONIACEAE Bignoniaceae Juss.","56815","GBIF","HRCB","Biral, L.","678",,"Latão","UNESP Campus Bela Vista Área abaixo do CEIS (Centro de Estudos de Insetos Sociais)","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Bromeliaceae","Tillandsia","tricholepis","Baker","BROMELIACEAE Tillandsia tricholepis Baker","190509819","GBIF","Observations","Gussoni, C.O.",,"Native","Bronze","Ibitiruna, Piracicaba - SP, Brasil","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA","Angiosperms","Calophyllaceae","Calophyllum","brasiliense","Cambess.","CALOPHYLLACEAE Calophyllum brasiliense Cambess.","HRCB060316","Splink","HRCB","Biral, L.","844","Native","Bronze","Campus Unesp Bela Vista.","Não"
