"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2023-06-29T09:34:01",,,"64",,"IAC","IAC",,"PreservedSpecimen",,,,"31901","s/nº","J.C.R. Macedo",,,,,,,,,,,,"1991","04","15",,,,,,,,"São Paulo","Piracaia","Piracaia",,,,,"-23.0539","-46.3581",,,,,,,,,,,,"F.N. Costa",,"1998-07-14",,,"Abuta selloana",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales",,"Menispermaceae",,,,"Abuta",,,,"selloana",,,,,,,,,,,,,,"Abuta selloana",,,,,,,"Brasil",,,,,,,"-23.0539","-46.3581","Eichler","Splink","14",,,"07",,"1998",,,,,,,,,,,,,,,,,,,,,,,"IAC",,"Macedo, J.C.R.",,"1991","Costa, F.N.","1998",,"Macedo",,"brazil","sao paulo","piracaia",,,"municipality","brazil_sao paulo_piracaia","brazil_sao paulo_piracaia",-23.0467249,-46.30289819,"county","brazil_sao paulo_piracaia","Brazil","São Paulo","Piracaia",,"ibge",TRUE,-23.0539,-46.3581,"coord_original","miliseconds",1015776,"Low","ok_same_resolution","Abuta selloana","Eichler","possibly_ok","Menispermaceae","Abuta selloana","Eichler","species","name accepted","bfo-19749",,,"Abuta selloana Eichler","Abuta","Menispermaceae","low","Abuta selloana"
"speciesLink",,,"2021-12-09T11:06:02",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"18941","s.n.","Campos Novaes, J",,,,,,,,,,,,,,,,,,,,,,"São Paulo","Atibaia","Atibaia",,,,,"-23.110001","-46.549999",,"21675",,,,,,,,,,,,,,,"Acacia decurrens",,,,,,,"Plantae",,,,,"Fabaceae",,,,"Acacia",,,,"decurrens",,,,,,,,,,,,,,"Acacia decurrens",,,,,,,"Brasil",,,,,,,"0","0","Willd.","Splink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP",,"Novaes, J.C.",,,,,,"Novaes",,"brazil","sao paulo","atibaia",,,"municipality","brazil_sao paulo_atibaia","brazil_sao paulo_atibaia",-23.12313459,-46.5869214,"county","brazil_sao paulo_atibaia","Brazil","São Paulo","Atibaia",,"ibge",TRUE,-23.110001,-46.549999,"coord_original","miliseconds",1148249,"Low","ok_same_resolution","Acacia decurrens","Willd.","possibly_ok","Fabaceae","Acacia decurrens","Willd.","species","name accepted","bfo-636944",,,"Acacia decurrens Willd.","Acacia","Fabaceae","unknown","Acacia decurrens"
"gbif","1.95313450833861e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10268457490",,,,,,,,"PRESENT",,,,,,"2020-10-15T20:35:05.953Z","2020","10","15",,,,,,,"BR",,,,,,,,"-22.969007","-46.708523",,,,,,,,,,,,,,,,,"Acacia podalyriifolia A.Cunn. ex G.Don",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Fabales",,"Fabaceae",,,,"Acacia","Acacia",,,"podalyriifolia",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Acacia podalyriifolia","Acacia podalyriifolia A.Cunn. ex G.Don","Acacia podalyriifolia A.Cunn. ex G.Don","queries",FALSE,"LATIN_AMERICA","EUROPE","LC",,"BR",,,,,"WGS84",,,,"G.Don","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2020",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam",TRUE,-22.969007,-46.708523,"coord_original","miliseconds",699949,"Low","ok_same_resolution","Acacia podalyriifolia","A.Cunn. ex G.Don","name_w_authors","Fabaceae","Acacia podalyriifolia","A.Cunn. ex G.Don","species","name accepted","bfo-609676",,,"Acacia podalyriifolia A.Cunn. ex G.Don","Acacia","Fabaceae","unknown","Acacia podalyriifolia"
"speciesLink",,,"2021-12-09T11:04:47",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"313949","1665","Cordeiro, I; Barros, F",,,,,,,,,,,,"1997","10","06",,,,,,,,"São Paulo","Mairiporã","Mairiporã","Rodovia Fernão Dias, Km 67, Instituto Mairiporã, fragmento da mata. Beira da mata",,,,"-23.309999","-46.580002",,"15840",,,,,,,,,,"Sousa, AAC",,"2018-08-01",,,"Acalypha accedens",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Acalypha",,,,"accedens",,,,,,,,,,,,,,"Acalypha accedens",,,,,,,"Brasil",,,,,,,"0","0","Müll.Arg.","Splink","01",,,"08",,"2018",,,,"SP0313949",,,,,,,,,,,,,,,,,,,"SP",,"Cordeiro, I.","1665","1997","Sousa, A.A.C.","2018","Barros, F.","Cordeiro",,"brazil","sao paulo","mairipora","rodovia fernao dias",,"locality","brazil_sao paulo_mairipora","brazil_sao paulo_mairipora",-23.3173791,-46.56126261,"county","brazil_sao paulo_mairipora","Brazil","São Paulo","Mairiporã",,"ibge",TRUE,-23.309999,-46.580002,"coord_original","miliseconds",1200068,"Low","check_local.2municip.","Acalypha accedens","Müll.Arg.","possibly_ok","Euphorbiaceae","Acalypha accedens","Müll.Arg.","species","name accepted","bfo-35604",,,"Acalypha accedens Müll.Arg.","Acalypha","Euphorbiaceae","high","Acalypha accedens"
"speciesLink",,,"2025-04-07T10:53:26",,,"2",,"UNICAMP","UEC",,"S",,,,"70615","763","Tamashiro, JY; Belinello, R; Souza, JP; Fernandes, GD; Ivanauskas, NM; Miyagi, PH",,,,,,,,,,,,"1995","04","10",,,,,,,,"São Paulo","Nazaré Paulista","Nazaré Paulista","estrada de terra para Piracicaba",,,,"-23.18","-46.389999",,"18850",,,,,,,,,,"Sousa, AAC",,"2017-05-04",,,"Acalypha brasiliensis",,,,,,,"Plantae","Magnoliopsida",,,,"Euphorbiaceae",,,,"Acalypha",,,,"brasiliensis",,,,,,,,,,,,,,"Acalypha brasiliensis",,,,,,,"Brazil",,,,,,,"0","0","Müll.Arg.","Splink","04",,,"05",,"2017",,,,"UEC135429",,,,,,,,,,,,,,,,,,,"UEC",,"Tamashiro, J.Y.","763","1995","Sousa, A.A.C.","2017","Belinello, R.; Souza, J.P.; Fernandes, G.D.; Ivanauskas, N.M.; Miyagi, P.H.","Tamashiro",,"brazil","sao paulo","nazare paulista","estrada de terra para piracicaba",,"locality","brazil_sao paulo_nazare paulista","brazil_sao paulo_nazare paulista",-23.19131303,-46.36638664,"county","brazil_sao paulo_nazare paulista","Brazil","São Paulo","Nazaré Paulista",,"ibge",TRUE,-23.18,-46.389999,"coord_original","miliseconds",1289730,"Low","check_local.2municip.","Acalypha brasiliensis","Müll.Arg.","possibly_ok","Euphorbiaceae","Acalypha brasiliensis","Müll.Arg.","species","name accepted","bfo-17440",,,"Acalypha brasiliensis Müll.Arg.","Acalypha","Euphorbiaceae","high","Acalypha brasiliensis"
"speciesLink",,,"2021-12-09T11:04:49",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"429292","279","Santos, LB; Lombardi, JA; Saka, MN",,,,,,,,,,,,"2009","05","28",,,,,,,,"São Paulo","Botucatu","Botucatu","Parque Ecológica da Pavuna, da sede até a trilha da esquerda na entrada das cachoeiras, depois à esquerda na bifurcação até cachoeira final",,,,"-22.8375","-46.511111",,,,,,,,,,,,"Sousa, AAC",,"2018-09-NA",,,"Acalypha gracilis",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Acalypha",,,,"gracilis",,,,,,,,,,,,,,"Acalypha gracilis",,,,,,,"Brasil","750","750",,,,,"-22.8375","-46.511111","Spreng.","Splink",,,,"09",,"2018",,,,"SP0429292",,,,,,,,,,,,,,,,,,,"SP",,"Santos, L.B.","279","2009","Sousa, A.A.C.","2018","Lombardi, J.A.; Saka, M.N.","Santos",,"brazil","sao paulo","botucatu","parque ecologica da pavuna",,"locality","brazil_sao paulo_botucatu","brazil_sao paulo_botucatu",-22.86266727,-48.46836983,"county","brazil_sao paulo_botucatu","Brazil","São Paulo","Botucatu",,"ibge",TRUE,-22.8375,-46.511111,"coord_original","seconds",1200124,"Low","check_local.2municip.","Acalypha gracilis","Spreng.","possibly_ok","Euphorbiaceae","Acalypha gracilis","Spreng.","species","name accepted","bfo-29142",,,"Acalypha gracilis Spreng.","Acalypha","Euphorbiaceae","high","Acalypha gracilis"
"speciesLink",,,"2021-12-09T11:04:49",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"465162","308","Santos, LB",,,,,,,,,,,,"2009","06","15",,,,,,,,"São Paulo","Botucatu","Botucatu","Parque Ecológico da Pavuna, da sede até a primeira cachoeira pela trilha da direita.",,,,"-22.8375","-46.511111",,,,,,,,,,,,"Sousa, AAC",,"2016-07-NA",,,"Acalypha multicaulis",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Acalypha",,,,"multicaulis",,,,,,,,,,,,,,"Acalypha multicaulis",,,,,,,"Brasil","750","750",,,,,"-22.8375","-46.511111","Müll.Arg.","Splink",,,,"07",,"2016",,,,"SP052195",,,,,,,,,,,,,,,,,,,"SP",,"Santos, L.B.","308","2009","Sousa, A.A.C.","2016",,"Santos",,"brazil","sao paulo","botucatu","parque ecologico da pavuna",,"locality","brazil_sao paulo_botucatu_parque ecologico pavuna","brazil_sao paulo_botucatu_parque ecologico pavuna",-22.837659,-48.509988,"locality","brazil_sao paulo_botucatu_parque ecologico pavuna","Brazil","São Paulo","botucatu","parque ecologico pavuna","splink_jabot",TRUE,-22.8375,-46.511111,"coord_original","seconds",1148354,"Low","ok_same_resolution","Acalypha multicaulis","Müll.Arg.","possibly_ok","Euphorbiaceae","Acalypha multicaulis","Müll.Arg.","species","name accepted","bfo-17441",,,"Acalypha multicaulis Müll.Arg.","Acalypha","Euphorbiaceae","high","Acalypha multicaulis"
"speciesLink",,,"2023-06-29T09:29:36",,,"64",,"IAC","IAC",,"PreservedSpecimen",,,,"26322","s/nº","A.S. Antônio",,,,,,,,,,,,"1975","05","19",,,,,,,,"São Paulo","Bragança Paulista","Bragança Paulista","Estação Itatiba, Bragança Paulista",,,,"-22.9519","-46.5419",,,,,,,,,,,,"L.C. Bernacci",,"1997-11-12",,,"Acanthaceae",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",,"Acanthaceae",,,,,,,,,,,,,,,,,,,,,,"Acanthaceae",,,,,,,"Brasil",,,,,,,"-22.9519","-46.5419",,"Splink","12",,,"11",,"1997",,,,,,,,,,,,,,,,,,,,,,,"IAC",,"Antonio, A.S.",,"1975","Bernacci, L.C.","1997",,"Antonio",,"brazil","sao paulo","braganca paulista","estacao itatiba",,"locality","brazil_sao paulo_braganca paulista","brazil_sao paulo_braganca paulista",-22.93823956,-46.55574894,"county","brazil_sao paulo_braganca paulista","Brazil","São Paulo","Bragança Paulista",,"ibge",TRUE,-22.9519,-46.5419,"coord_original","miliseconds",1015838,"Low","check_local.2municip.","Acanthaceae","Juss.","family_as_genus","Acanthaceae","Acanthaceae","Juss.","family","name accepted","bfo-33",,,"Acanthaceae Juss.",,"Acanthaceae","low",
"gbif","1.95593786349265e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10501193595",,,,,,,,"PRESENT",,,,,,"2021-11-01T16:48:14.888Z","2021","11","1",,,,,,,"BR",,,,,,,,"-23.183452","-46.621615","8",,,,,,,,,,,,,,,,"Acanthospermum australe (Loefl.) Kuntze",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Acanthospermum","Acanthospermum",,,"australe",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Acanthospermum australe","Acanthospermum australe (Loefl.) Kuntze","Acanthospermum australe (Loefl.) Kuntze","queries",FALSE,"LATIN_AMERICA","EUROPE","NE",,"BR","890.1","890.1",,,"WGS84",,,,"(Loefl.) Kuntze","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2021",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam",TRUE,-23.183452,-46.621615,"coord_original","miliseconds",708788,"Low","ok_same_resolution","Acanthospermum australe","(Loefl.) Kuntze","name_w_authors","Asteraceae","Acanthospermum australe","(Loefl.) Kuntze","species","name accepted","bfo-103231",,,"Acanthospermum australe (Loefl.) Kuntze","Acanthospermum","Asteraceae","unknown","Acanthospermum australe"
"gbif","1.95403162236295e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10549993874",,,,,,,,"PRESENT",,,,,,"2022-04-09T13:47:51.090Z","2022","4","9",,,,,,,"BR",,,,,,,,"-23.012853","-46.403959","21",,,,,,,,,,,,,,,,"Acanthospermum hispidum DC.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Acanthospermum","Acanthospermum",,,"hispidum",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Acanthospermum hispidum","Acanthospermum hispidum DC.","Acanthospermum hispidum DC.","queries",FALSE,"LATIN_AMERICA","EUROPE","NE",,"BR","825.01","825.01",,,"WGS84",,,,"DC.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2022",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam",TRUE,-23.012853,-46.403959,"coord_original","miliseconds",702978,"Low","ok_same_resolution","Acanthospermum hispidum","DC.","name_w_authors","Asteraceae","Acanthospermum hispidum","DC.","species","name accepted","bfo-103232",,,"Acanthospermum hispidum DC.","Acanthospermum","Asteraceae","unknown","Acanthospermum hispidum"
