"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","1.21190618380897e-314",,"2021-12-09 11:15:41",,,"https://specieslink.net/col/1",,"IPA/SP","SP",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/1/392413","392413","63","Santos, AL; et al.",,,,,"PRESENT",,,,,,"2007-05-16","2007","5","16",,,,,,,"BR","São Paulo",,"São José do Barreiro","Serra da Bocaina, Fazenda Floresta. Estrada para Pousada Recanto da Bocaina.",,,,"-22.719722","-44.6175",,,,,,,,,,,,"Viana, PL",,"2007-10-01",,,"Axonopus siccus (Nees) Kuhlm.",,,,,,,"Plantae","Tracheophyta","Liliopsida","Poales",,"Poaceae",,,,"Axonopus","Axonopus",,,"siccus",,,"species",,"ACCEPTED",,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,"Axonopus siccus","Axonopus siccus (Nees) Kuhlm.","Axonopus siccus (Nees) Kuhlm.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP042180","Brasil","1500","1500",,,"WGS84",,,,"(Nees) Kuhlm.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP","code not found","Santos, A.L.","63","2007","Viana, P.L.","2007",,"Santos",,"brazil","sao paulo","sao jose do barreiro","serra da bocaina, fazenda floresta, estrada para pousada recanto da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge",TRUE,-22.719722,-44.6175,"coord_original","seconds",477123,"Low","check_local.2municip.","Axonopus siccus","(Nees) Kuhlm.","name_w_authors","Poaceae","Axonopus siccus","(Nees) Kuhlm.","species","name accepted","bfo-13053",,,"Axonopus siccus (Nees) Kuhlm.","Axonopus","Poaceae","high","Axonopus siccus"
"gbif","1.2677130664668e-314",,"2020-01-16 17:18:37",,"04.936.616/0001-20",,,"JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN",,,"urn:catalog:JBRJ:RB:1425361","RB01425361","164","D.S. Gissi; J. Prado, R.Y. Hirai e D.T. Vasques",,,,,"PRESENT",,,,,,"2015-02-23","2015","2","23",,,,"Presença de riacho",,,"BR","São Paulo",,"São José do Barreiro","Trilha atrás da Pousada Campos da Bocaina",,,,"-22.72","-44.618889",,,,,,,,,,,,"D.S. Gissi",,"2015-02-01",,,"Cheiroglossa palmata (L.) C.Presl",,,,,,,"Plantae","Tracheophyta","Polypodiopsida","Ophioglossales",,"Ophioglossaceae",,,,"Cheiroglossa","Cheiroglossa",,,"palmata",,,"species",,"ACCEPTED",,"4300f8d5-1ae5-49e5-a101-63894b005868",,"StillImage",TRUE,FALSE,"Cheiroglossa palmata","Cheiroglossa palmata (L.) C.Presl","Cheiroglossa palmata (L.) C.Presl","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/42/53/61/01425361.jpg","Brasil",,,,,,,"22º43´12´´","44º37´8´´W","(L.) C.Presl","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RB",,"Gissi, D.S.","164","2015","Gissi, D.S.","2015","Prado, J.; Hirai, R.Y.; Vasques, D.T.","Gissi",,"brazil","sao paulo","sao jose do barreiro","trilha atras da pousada campos da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge",TRUE,-22.72,-44.618889,"coord_original","seconds",503739,"Low","check_local.2municip.","Cheiroglossa palmata","(L.) C.Presl","name_w_authors","Ophioglossaceae","Cheiroglossa palmata","(L.) C.Presl","species","name accepted","bfo-116053",,,"Cheiroglossa palmata (L.) C.Presl","Cheiroglossa","Ophioglossaceae","low","Cheiroglossa palmata"
"gbif","1.26771287032273e-314",,"2020-01-16 17:06:02",,"04.936.616/0001-20",,,"JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN",,,"urn:catalog:JBRJ:RB:1425358","RB01425358","163","D.S. Gissi; J. Prado, R.Y. Hirai e D.T. Vasques",,,,,"PRESENT",,,,,,"2015-02-23","2015","2","23",,,,,,,"BR","São Paulo",,"São José do Barreiro","Trilha atrás da Pousada Campos da Bocaina",,,,"-22.72","-44.618889",,,,,,,,,,,,"D.S. Gissi",,"2015-02-01",,,"Phlegmariurus acerosus (Sw.) B.Øllg.",,,,,,,"Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales",,"Lycopodiaceae",,,,"Phlegmariurus","Phlegmariurus",,,"acerosus",,,"species",,"ACCEPTED",,"4300f8d5-1ae5-49e5-a101-63894b005868",,"StillImage",TRUE,FALSE,"Phlegmariurus acerosus","Phlegmariurus acerosus (Sw.) B.Øllg.","Phlegmariurus acerosus (Sw.) B.Øllg.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/42/53/58/01425358.jpg","Brasil",,,,,,,"22º43´12´´","44º37´8´´W","(Sw.) B.Øllg.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RB",,"Gissi, D.S.","163","2015","Gissi, D.S.","2015","Prado, J.; Hirai, R.Y.; Vasques, D.T.","Gissi",,"brazil","sao paulo","sao jose do barreiro","trilha atras da pousada campos da bocaina",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"ibge",TRUE,-22.72,-44.618889,"coord_original","seconds",503709,"Low","check_local.2municip.","Phlegmariurus acerosus","(Sw.) B.Øllg.","name_w_authors","Lycopodiaceae","Phlegmariurus acerosus","(Sw.) B.Øllg.","species","name accepted","bfo-128495",,,"Phlegmariurus acerosus (Sw.) B.Øllg.","Phlegmariurus","Lycopodiaceae","low","Phlegmariurus acerosus"
