"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","class","order","occurrenceRemarks","barcode","continentocean","phylum","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLatitude","verbatimLongitude","typeStatus","individualcount","preparationtype","fieldNumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","38211","Monteverdia gonoclada","Plantae","Celastraceae","Monteverdia","2006","08","03","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","I.S. Marques","2020","01","24","13","gonoclada","R.Cielo-Filho & O. T. Aguiar & J. A. Pastore & C.R.Lima & D.F.Bueno","-48.771667","-23.535833","2024-08-06T09:13:01","((Mart.)) Biral","500","Magnoliopsida","Aquifoliales","<nO>COLETA: Arvoreta 2-3m, frutos.; GEOGRAFIA: Trilha 2.;</nO>","SPSF00038211","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2020-01-24",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","500","2006","Marques, I.S.","2020","Aguiar, O.T.; Pastore, J.A.; Lima, C.R.; Bueno, D.F.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Monteverdia gonoclada","(Mart.) Biral","possibly_ok","Celastraceae","Monteverdia gonoclada","(Mart.) Biral","species","author misspelled","bfo-605640",,,"Monteverdia gonoclada (Mart.) Biral","Monteverdia","Celastraceae","low","Monteverdia gonoclada"
"speciesLink","SPSF","38082","Moquiniastrum polymorphum","Plantae","Asteraceae","Moquiniastrum","2007","05","15","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","N.Roque","2016","07","04","13","polymorphum","J. A. Pastore & J.B.Baitello & C.R.Lima & D.F.Bueno","-48.75","-23.515556","2024-08-06T09:13:18","(Less.) G. Sancho","1407","Magnoliopsida","Asterales","<nO>COLETA: Na mata.&nf;Árvore muito frequente na área, 4m., frutos da estação anterior.&nf;Nome popular: ""cambará"".; GEOGRAFIA: trilha 4.;</nO>","SPSF00038082","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2016-07-04",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1407","2007","Roque, N.","2016","Baitello, J.B.; Lima, C.R.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Moquiniastrum polymorphum","(Less.) G. Sancho","possibly_ok","Asteraceae","Moquiniastrum polymorphum","(Less.) G. Sancho","species","name accepted","bfo-130869",,,"Moquiniastrum polymorphum (Less.) G. Sancho","Moquiniastrum","Asteraceae","high","Moquiniastrum polymorphum"
"speciesLink","SPSF","38966","Muellera campestris","Plantae","Fabaceae","Muellera","2007","12","06","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen",,,,,"13","campestris","O. T. Aguiar & J. B. Baitello & R.Cielo-Filho","-48.745833","-23.505556","2024-08-06T09:13:59","Mart. ex Benth.","787","Magnoliopsida","Fabales","<nO>COLETA: Árvore, 8m, flores claras, coletada próximo ao viveiro. Obs: face inferior da folha nervuras secundárias fortemente marcadas com pilosidade ferruginea.; GEOGRAFIA: Mata Ciliar do rio da Cachoeirinha.;</nO>","SPSF00038966","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema",,,,,,,,,,,,,,,,,,,"SPSF",,"Aguiar, O.T.","787","2007","s.n.","n.d.","Baitello, J.B.; Cielo Filho, R.","Aguiar",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Muellera campestris","(Mart. ex Benth.) M.J. Silva & A.M.G. Azevedo","possibly_ok","Fabaceae","Muellera campestris","(Mart. ex Benth.) M.J. Silva & A.M.G. Azevedo","species","author misspelled","bfo-134213",,,"Muellera campestris (Mart. ex Benth.) M.J. Silva & A.M.G. Azevedo","Muellera","Fabaceae","unknown","Muellera campestris"
"speciesLink","SPSF","39242","Muellera pluvialis","Plantae","Fabaceae","Muellera","2008","01","31","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J.B.Baitello","2008","01","31","13","pluvialis","C.R.Lima & R.Cielo-Filho & J.B.Baitello","-48.74","-23.5075","2024-08-06T09:13:59","(Tul.) Malme","80","Magnoliopsida","Fabales","<nO>COLETA: Árvore 3m, fruto imaturo verde.; GEOGRAFIA: Mata( borda) da Guarita.;</nO>","SPSF00039242","América do Sul","Magnoliophyta","610","610",,,,,,,,"SPLINK","Paranapanema","2008-01-31",,,,,,,,,,,,,,,,,,"SPSF",,"Lima, C.R.","80","2008","Baitello, J.B.","2008","Cielo Filho, R.; Baitello, J.B.","Lima",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Muellera fluvialis","(Lindm.) Burkart","possibly_ok","Fabaceae","Muellera fluvialis","(Lindm.) Burkart","species","name misspelled","bfo-621400",,,"Muellera fluvialis (Lindm.) Burkart","Muellera","Fabaceae","low","Muellera fluvialis"
"speciesLink","SPSF","38538","Mutisia coccinea","Plantae","Asteraceae","Mutisia","2007","07","25","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","M.Monge","2011","01","28","13","coccinea","J. B. Baitello & R.Cielo-Filho & M. T. Z. Toniato & C. R. Lima","-48.746389","-23.548889","2024-08-06T09:13:18","A.St-Hil.","1855","Magnoliopsida","Asterales","<nO>COLETA: Flor vermelha, beira da entrda próxima à entradada trilha RSH2.; GEOGRAFIA: Trilha Ribeirão Santa Helena 2.;</nO>","SPSF00038538","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2011-01-28",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1855","2007","Monge, M.","2011","Cielo Filho, R.; Toniato, M.T.Z.; Lima, C.R.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Mutisia coccinea","A.St.-Hil.","possibly_ok","Asteraceae","Mutisia coccinea","A.St.-Hil.","species","author misspelled","bfo-104873",,,"Mutisia coccinea A.St.-Hil.","Mutisia","Asteraceae","high","Mutisia coccinea"
"speciesLink","SPSF","38734","Calyptranthes concinna","Plantae","Myrtaceae","Calyptranthes","2007","09","27","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T. Aguiar","2008","05","13","13","concinna","C.R.Lima & J. A. Pastore & J.B.Baitello & E.Adriano & D.F.Bueno","-48.738889","-23.529722","2024-08-06T09:15:42","DC.","77","Magnoliopsida","Myrtales","<nO>COLETA: Árvore 4m, frutos imaturos verdes.; GEOGRAFIA: Em frente ao talhão 31 de Pinus, borda de mata.;</nO>","SPSF00038734","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2008-05-13",,,,,,,,,,,,,,,,,,"SPSF",,"Lima, C.R.","77","2007","Aguiar, O.T.","2008","Pastore, J.A.; Baitello, J.B.; Adriano, E.; Bueno, D.F.","Lima",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","possibly_ok","Myrtaceae","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","species","replaced synonym","bfo-616152","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","Myrcia glomerata (Cambess.) G.P.Burton & E.Lucas","Myrcia","Myrtaceae","high","Myrcia glomerata"
"speciesLink","SPSF","38613","Myrcia hebepetala","Plantae","Myrtaceae","Myrcia","2007","08","30","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T. Aguiar","2014","08","25","13","hebepetala","O. T. Aguiar & J. B. Baitello & C. R. Lima","-48.780278","-23.539722","2024-08-06T09:15:59","DC.","743","Magnoliopsida","Myrtales","<nO>COLETA: Frutos imaturos verde amarelados, árvore de 3m.; GEOGRAFIA: Trilha 4.;</nO>","SPSF00038613","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2014-08-25",,,,,,,,,,,,,,,,,,"SPSF",,"Aguiar, O.T.","743","2007","Aguiar, O.T.","2014","Baitello, J.B.; Lima, C.R.","Aguiar",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia hebepetala","DC.","possibly_ok","Myrtaceae","Myrcia hebepetala","DC.","species","name accepted","bfo-10702",,,"Myrcia hebepetala DC.","Myrcia","Myrtaceae","high","Myrcia hebepetala"
"speciesLink","SPSF","38805","Myrcia multiflora","Plantae","Myrtaceae","Myrcia","2007","09","27","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T.Aguiar","2022","01","24","13","multiflora","J. A. Pastore & J.B.Baitello & C.R.Lima & E.Adriano & D.F.Bueno","-48.753611","-23.520278","2024-08-06T09:15:59","(Lam.) DC.","1513","Magnoliopsida","Myrtales","<nO>COLETA: Arvoreta com botões florais esverdeados.; GEOGRAFIA: Borda da mata em frente ao talhão 31 do Pinus.;</nO>","SPSF00038805","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2022-01-24",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1513","2007","Aguiar, O.T.","2022","Baitello, J.B.; Lima, C.R.; Adriano, E.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia multiflora","(Lam.) DC.","possibly_ok","Myrtaceae","Myrcia multiflora","(Lam.) DC.","species","name accepted","bfo-10730",,,"Myrcia multiflora (Lam.) DC.","Myrcia","Myrtaceae","high","Myrcia multiflora"
"speciesLink","SPSF","38986","Myrcia selloi","Plantae","Myrtaceae","Myrcia","2007","12","05","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T. Aguiar","2022","01","18","13","selloi","O.T. Aguiar & J.B.Baitello & R.Cielo-Filho","-48.732222","-23.52","2024-08-06T09:16:03","(Spreng.) N.Silveira","807","Magnoliopsida","Myrtales","<nO>COLETA: Arbusto de 1 m de altura; frutos verde.; GEOGRAFIA: Sob talhão de Pinus;</nO>","SPSF00038986","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2022-01-18",,,,,,,,,,,,,,,,,,"SPSF",,"Aguiar, O.T.","807","2007","Aguiar, O.T.","2022","Baitello, J.B.; Cielo Filho, R.","Aguiar",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia selloi","(Spreng.) N.Silveira","possibly_ok","Myrtaceae","Myrcia selloi","(Spreng.) N.Silveira","species","name accepted","bfo-10756",,,"Myrcia selloi (Spreng.) N.Silveira","Myrcia","Myrtaceae","high","Myrcia selloi"
"speciesLink","SPSF","39251","Myrcia splendens","Plantae","Myrtaceae","Myrcia","2008","01","31","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T.Aguiar","2016","06","20","13","splendens","C.R.Lima & R.Cielo-Filho & J.B.Baitello","-48.745833","-23.513889","2024-08-06T09:16:04","(Sw.) DC.","89","Magnoliopsida","Myrtales","<nO>COLETA: Árvore de 4 m de altura; fruto maduro roxo e imaturo verde.; GEOGRAFIA: Trilha 5.;</nO>","SPSF00039251","América do Sul","Magnoliophyta","610","610",,,,,,,,"SPLINK","Paranapanema","2016-06-20",,,,,,,,,,,,,,,,,,"SPSF",,"Lima, C.R.","89","2008","Aguiar, O.T.","2016","Cielo Filho, R.; Baitello, J.B.","Lima",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia splendens","(Sw.) DC.","possibly_ok","Myrtaceae","Myrcia splendens","(Sw.) DC.","species","name accepted","bfo-10759",,,"Myrcia splendens (Sw.) DC.","Myrcia","Myrtaceae","high","Myrcia splendens"
"speciesLink","SPSF","38438","Myrcia venulosa","Plantae","Myrtaceae","Myrcia","2006","11","22","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T. Aguiar","2007","07","18","13","venulosa","R.Cielo-Filho & O. T. Aguiar & J. A. Pastore & D.F.Bueno","-48.756389","-23.513611","2024-08-06T09:16:04","DC.","533","Magnoliopsida","Myrtales","<nO>COLETA: Arvoreta 2,5m altura, folhas pilosas na face inferior, flores.;</nO>","SPSF00038438","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-07-18",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","533","2006","Aguiar, O.T.","2007","Aguiar, O.T.; Pastore, J.A.; Bueno, D.F.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia venulosa","DC.","possibly_ok","Myrtaceae","Myrcia venulosa","DC.","species","name accepted","bfo-10776",,,"Myrcia venulosa DC.","Myrcia","Myrtaceae","high","Myrcia venulosa"
"speciesLink","SPSF","39272","Myrciaria delicatula","Plantae","Myrtaceae","Myrciaria","2008","01","31","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T. Aguiar","2008","05","13","13","delicatula","C.R.Lima & J.B.Baitello & R.Cielo-Filho","-48.74","-23.5075","2024-08-06T09:16:04","(DC.) O.Berg","100","Magnoliopsida","Myrtales","<nO>COLETA: Flores em botão, árvore 7 m, casca variegada branca.; GEOGRAFIA: Mata (borda) da guarita.;</nO>","SPSF00039272","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2008-05-13",,,,,,,,,,,,,,,,,,"SPSF",,"Lima, C.R.","100","2008","Aguiar, O.T.","2008","Baitello, J.B.; Cielo Filho, R.","Lima",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrciaria delicatula","(DC.) O.Berg","possibly_ok","Myrtaceae","Myrciaria delicatula","(DC.) O.Berg","species","name accepted","bfo-10789",,,"Myrciaria delicatula (DC.) O.Berg","Myrciaria","Myrtaceae","high","Myrciaria delicatula"
"speciesLink","SPSF","38672","Eugenia ligustrina","Plantae","Myrtaceae","Eugenia","2007","08","30","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O. T. Aguiar","2007","08","30","13","ligustrina","C. R. Lima & O. T. Aguiar & J. B. Baitello","-48.780278","-23.539722","2024-08-06T09:15:52","Kiaersk.","38","Magnoliopsida","Myrtales","<nO>COLETA: Árvore de 6m, com botões florais e flores claras.; GEOGRAFIA: Trilha 4.;</nO>","SPSF00038672","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-08-30",,,,,,,,,,,,,,,,,,"SPSF",,"Lima, C.R.","38","2007","Aguiar, O.T.","2007","Aguiar, O.T.; Baitello, J.B.","Lima",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrciaria disticha","O.Berg","possibly_ok","Myrtaceae","Myrciaria disticha","O.Berg","species","name misspelled|replaced synonym","bfo-10790","Myrciaria disticha","O.Berg","Myrciaria disticha O.Berg","Myrciaria","Myrtaceae","high","Myrciaria disticha"
"speciesLink","SPSF","39214","Myrciaria floribunda","Plantae","Myrtaceae","Myrciaria","2008","01","30","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O.T. Aguiar","2008","05","13","13","floribunda","R.Cielo-Filho & J.B.Baitello & C.R.Lima","-48.780278","-23.529167","2024-08-06T09:16:04","(H.West ex Willd.) O.Berg","637","Magnoliopsida","Myrtales","<nO>COLETA: Flores brancas.; GEOGRAFIA: Palmital.;</nO>","SPSF00039214","América do Sul","Magnoliophyta","610","610",,,,,,,,"SPLINK","Paranapanema","2008-05-13",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","637","2008","Aguiar, O.T.","2008","Baitello, J.B.; Lima, C.R.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrciaria floribunda","(H.West ex Willd.) O.Berg","possibly_ok","Myrtaceae","Myrciaria floribunda","(H.West ex Willd.) O.Berg","species","name accepted","bfo-10792",,,"Myrciaria floribunda (H.West ex Willd.) O.Berg","Myrciaria","Myrtaceae","high","Myrciaria floribunda"
"speciesLink","SPSF","38941","Tournefortia paniculata","Plantae","Boraginaceae","Tournefortia","2007","12","05","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","N.T.Ranga","2008","05","19","13","paniculata","J. B. Baitello & R.Cielo-Filho & O. T. Aguiar","-48.7375","-23.51","2024-08-06T09:14:19","Cham.","1960","Magnoliopsida","Lamiales","<nO>COLETA: Liana, flores verde amareladas.; GEOGRAFIA: Grevilea.;</nO>","SPSF00038941","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2008-05-19",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1960","2007","Ranga, N.T.","2008","Cielo Filho, R.; Aguiar, O.T.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myriopus paniculatus","(Cham.) Feuillet","possibly_ok","Heliotropiaceae","Myriopus paniculatus","(Cham.) Feuillet","species","replaced synonym","bfo-134365","Myriopus paniculatus","(Cham.) Feuillet","Myriopus paniculatus (Cham.) Feuillet","Myriopus","Heliotropiaceae","low","Myriopus paniculatus"
"speciesLink","SPSF","38645","Myroxylon peruiferum","Plantae","Fabaceae","Myroxylon","2007","08","28","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","O. T. Aguiar","2007","08","28","13","peruiferum","J. B. Baitello & O. T. Aguiar & C. R. Lima","-48.746944","-23.549167","2024-08-06T09:13:59","L.f.","1888","Magnoliopsida","Fabales","<nO>COLETA: Árvore 20m, início de floração. Nome popular: cabreuva parda.; GEOGRAFIA: Trilha 1.;</nO>","SPSF00038645","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-08-28",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1888","2007","Aguiar, O.T.","2007","Aguiar, O.T.; Lima, C.R.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myroxylon peruiferum","L.f.","possibly_ok","Fabaceae","Myroxylon peruiferum","L.f.","species","name accepted","bfo-29797",,,"Myroxylon peruiferum L.f.","Myroxylon","Fabaceae","low","Myroxylon peruiferum"
"speciesLink","SPSF","38949","Myrsine coriacea","Plantae","Primulaceae","Myrsine","2007","12","06","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","A.Maruyama","2016","07","01","13","coriacea","O. T. Aguiar & J. B. Baitello & R.Cielo-Filho","-48.737778","-23.507778","2024-08-06T09:13:33","((Sw.) R.Br. ex Roem. & Schult.)","770","Magnoliopsida","Ericales","<nO>COLETA: Arvoreta, 3m, fruto maduro preto.; GEOGRAFIA: Grevilea.;</nO>","SPSF00038949","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2016-07-01",,,,,,,,,,,,,,,,,,"SPSF",,"Aguiar, O.T.","770","2007","Maruyama, A.","2016","Baitello, J.B.; Cielo Filho, R.","Aguiar",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.","possibly_ok","Primulaceae","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.","species","author misspelled","bfo-10228",,,"Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","Myrsine","Primulaceae","low","Myrsine coriacea"
