"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","class","order","occurrenceRemarks","barcode","continentocean","phylum","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLatitude","verbatimLongitude","typeStatus","individualcount","preparationtype","fieldNumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","39237","Cissus erosa","Plantae","Vitaceae","Cissus","2008","01","30","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J.B.Baitello","2008","01","30","13","erosa","J.B.Baitello & C.R.Lima & R.Cielo-Filho","-48.7475","-23.523056","2024-08-06T09:16:20","Rich.","2000","Magnoliopsida","Rhamnales","<nO>COLETA: Trepadeira, flores vermelhas, frutos verdes.; GEOGRAFIA: Açude.;</nO>","SPSF00039237","América do Sul","Magnoliophyta","610","610",,,,,,,,"SPLINK","Paranapanema","2008-01-30",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2000","2008","Baitello, J.B.","2008","Lima, C.R.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cissus erosa","Rich.","possibly_ok","Vitaceae","Cissus erosa","Rich.","species","name accepted","bfo-15257",,,"Cissus erosa Rich.","Cissus","Vitaceae","low","Cissus erosa"
"speciesLink","SPSF","39240","Citharexylum myrianthum","Plantae","Verbenaceae","Citharexylum","2008","01","31","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen",,,,,"13","myrianthum","J.B.Baitello & C.R.Lima & R.Cielo-Filho","-48.743056","-23.536667","2024-08-06T09:14:24","Cham.","2003","Magnoliopsida","Lamiales","<nO>COLETA: Árvore 10m, frutos vermelhos.; GEOGRAFIA: Matinha Bebedouro da Mula, não é mata de brejo, muita tapirira, rapanea, syagrus, angico branco, cambará, croton, chapeuzinho.;</nO>","SPSF00039240","América do Sul","Magnoliophyta","610","610",,,,,,,,"SPLINK","Paranapanema",,,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2003","2008","s.n.","n.d.","Lima, C.R.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Citharexylum myrianthum","Cham.","possibly_ok","Verbenaceae","Citharexylum myrianthum","Cham.","species","name accepted","bfo-15136",,,"Citharexylum myrianthum Cham.","Citharexylum","Verbenaceae","unknown","Citharexylum myrianthum"
"speciesLink","SPSF","38100","Clematis dioica","Plantae","Ranunculaceae","Clematis","2007","05","17","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J. A. Pastore","2007","07","28","13","dioica","J. A. Pastore & J.B.Baitello & C.R.Lima & D.F.Bueno","-48.772222","-23.51","2024-08-06T09:16:20","L.","1412","Magnoliopsida","Ranunculales","<nO>COLETA: Liana, frutos creme esverdeados; GEOGRAFIA: Trilha 4.;</nO>","SPSF00038100","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-07-28",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1412","2007","Pastore, J.A.","2007","Baitello, J.B.; Lima, C.R.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Clematis dioica","L.","possibly_ok","Ranunculaceae","Clematis dioica","L.","species","name accepted","bfo-20641",,,"Clematis dioica L.","Clematis","Ranunculaceae","low","Clematis dioica"
"speciesLink","SPSF","38074","Clethra scabra","Plantae","Clethraceae","Clethra","2007","05","15","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J.B.Baitello","2007","05","24","13","scabra","J.B.Baitello & J. A. Pastore & C.R.Lima & D.F.Bueno","-48.75","-23.515556","2024-08-06T09:13:33","Pers.","1813","Magnoliopsida","Ericales","<nO>COLETA: Árvore jovem, 2 metros de altura, frutos ferrugíneos.; GEOGRAFIA: Trilha 4.;</nO>","SPSF00038074","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-05-24",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1813","2007","Baitello, J.B.","2007","Pastore, J.A.; Lima, C.R.; Bueno, D.F.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Clethra scabra","Pers.","possibly_ok","Clethraceae","Clethra scabra","Pers.","species","name accepted","bfo-6824",,,"Clethra scabra Pers.","Clethra","Clethraceae","low","Clethra scabra"
"speciesLink","SPSF","38071","Coccocypselum cordifolium","Plantae","Rubiaceae","Coccocypselum","2007","05","15","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J.B.Baitello","2007","05","24","13","cordifolium","J. A. Pastore & J.B.Baitello & C.R.Lima & D.F.Bueno","-48.75","-23.515556","2024-08-06T09:16:30","Nees & Mart.","1402","Magnoliopsida","Rubiales","<nO>COLETA: Planta rasteira, formando um tapete no solo da mata, herbácea, frutos azulados.; GEOGRAFIA: Trilha 4.;</nO>","SPSF00038071","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-05-24",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1402","2007","Baitello, J.B.","2007","Baitello, J.B.; Lima, C.R.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Coccocypselum cordifolium","Nees & Mart.","possibly_ok","Rubiaceae","Coccocypselum cordifolium","Nees & Mart.","species","name accepted","bfo-13881",,,"Coccocypselum cordifolium Nees & Mart.","Coccocypselum","Rubiaceae","low","Coccocypselum cordifolium"
"speciesLink","SPSF","38085","Coccocypselum lanceolatum","Plantae","Rubiaceae","Coccocypselum","2007","05","15","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","S.L.J.Mendacolli","2008","03","07","13","lanceolatum","J.B.Baitello & J. A. Pastore & C.R.Lima & D.F.Bueno","-48.733333","-23.5","2024-08-06T09:16:30","(Ruiz & Pav.) Pers.","1818","Magnoliopsida","Rubiales","<nO>COLETA: Herbácea rasteira, frutos roxos.; GEOGRAFIA: Trilha 5.;</nO>","SPSF00038085","América do Sul","Magnoliophyta","636","636",,,,,,,,"SPLINK","Paranapanema","2008-03-07",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1818","2007","Mendacolli, S.L.J.","2008","Pastore, J.A.; Lima, C.R.; Bueno, D.F.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Coccocypselum lanceolatum","(Ruiz & Pav.) Pers.","possibly_ok","Rubiaceae","Coccocypselum lanceolatum","(Ruiz & Pav.) Pers.","species","name accepted","bfo-13886",,,"Coccocypselum lanceolatum (Ruiz & Pav.) Pers.","Coccocypselum","Rubiaceae","low","Coccocypselum lanceolatum"
"speciesLink","SPSF","38132","Condylocarpon isthmicum","Plantae","Apocynaceae","Condylocarpon","2007","05","15","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","G.A.D.C. Franco","2007","05","31","13","isthmicum","J. A. Pastore & J.B.Baitello & C.R.Lima & D.F.Bueno","-48.75","-23.515556","2024-08-06T09:14:08","(Vell.) A.DC.","1432","Magnoliopsida","Gentianales","<nO>COLETA: Mata baixa, solo inundável.&nf;Liana latescente, frutos verdes.; GEOGRAFIA: Trilha 4;</nO>","SPSF00038132","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-05-31",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1432","2007","Franco, G.A.D.C.","2007","Baitello, J.B.; Lima, C.R.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Condylocarpon isthmicum","(Vell.) A.DC.","possibly_ok","Apocynaceae","Condylocarpon isthmicum","(Vell.) A.DC.","species","name accepted","bfo-4549",,,"Condylocarpon isthmicum (Vell.) A.DC.","Condylocarpon","Apocynaceae","medium","Condylocarpon isthmicum"
"speciesLink","SPSF","38107","Copaifera langsdorffii","Plantae","Fabaceae","Copaifera","2007","05","15","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","05","29","13","langsdorffii","J. A. Pastore & J.B.Baitello & C.R.Lima & D.F.Bueno","-48.733333","-23.5","2024-08-06T09:13:49","Desf.","1419","Magnoliopsida","Fabales","<nO>COLETA: Árvore 16m, frutos imaturos verdes.; GEOGRAFIA: Trilha 5.;</nO>","SPSF00038107","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-05-29",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1419","2007","Cielo Filho, R.","2007","Baitello, J.B.; Lima, C.R.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Copaifera langsdorffii","Desf.","possibly_ok","Fabaceae","Copaifera langsdorffii","Desf.","species","name accepted","bfo-22896",,,"Copaifera langsdorffii Desf.","Copaifera","Fabaceae","medium","Copaifera langsdorffii"
"speciesLink","SPSF","38533","Cordia sellowiana","Plantae","Boraginaceae","Cordia","2007","07","25","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","08","03","13","sellowiana","J. B. Baitello & R.Cielo-Filho & M. T. Z. Toniato & C. R. Lima","-48.748333","-23.534167","2024-08-06T09:14:15","Cham.","1850","Magnoliopsida","Lamiales","<nO>COLETA: Flores brancas, 6m, ao lado do viveiro.; GEOGRAFIA: Sede, matinha ao lado do viveiro.;</nO>","SPSF00038533","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-08-03",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1850","2007","Cielo Filho, R.","2007","Cielo Filho, R.; Toniato, M.T.Z.; Lima, C.R.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cordia sellowiana","Cham.","possibly_ok","Cordiaceae","Cordia sellowiana","Cham.","species","name accepted","bfo-16528",,,"Cordia sellowiana Cham.","Cordia","Cordiaceae","medium","Cordia sellowiana"
"speciesLink","SPSF","38945","Cordia superba","Plantae","Boraginaceae","Cordia","2007","12","05","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","12","17","13","superba","O. T. Aguiar & J. B. Baitello & R.Cielo-Filho","-48.737778","-23.507778","2024-08-06T09:14:18","Cham.","766","Magnoliopsida","Lamiales","<nO>COLETA: Arvoreta, 4m, fruto imaturo verde.; GEOGRAFIA: Grevilea.;</nO>","SPSF00038945","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-12-17",,,,,,,,,,,,,,,,,,"SPSF",,"Aguiar, O.T.","766","2007","Cielo Filho, R.","2007","Baitello, J.B.; Cielo Filho, R.","Aguiar",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cordia superba","Cham.","possibly_ok","Cordiaceae","Cordia superba","Cham.","species","name accepted","bfo-16530",,,"Cordia superba Cham.","Cordia","Cordiaceae","medium","Cordia superba"
"speciesLink","SPSF","38112","Cordia trichotoma","Plantae","Boraginaceae","Cordia","2007","05","17","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J.B.Baitello","2007","05","28","13","trichotoma","J.B.Baitello & J. A. Pastore & C.R.Lima & D.F.Bueno","-48.770556","-23.513889","2024-08-06T09:14:18","(Vell.) Arrab. ex Steud.","1832","Magnoliopsida","Lamiales","<nO>COLETA: Borda da mata.&nf;Árvore 6m, flores brancas e frutos acastanhados.&nf;Nome popular: ""louro pardo"".; GEOGRAFIA: Trilha 3.;</nO>","SPSF00038112","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-05-28",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1832","2007","Baitello, J.B.","2007","Pastore, J.A.; Lima, C.R.; Bueno, D.F.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cordia trichotoma","(Vell.) Arráb. ex Steud.","possibly_ok","Cordiaceae","Cordia trichotoma","(Vell.) Arráb. ex Steud.","species","author misspelled","bfo-16536",,,"Cordia trichotoma (Vell.) Arráb. ex Steud.","Cordia","Cordiaceae","low","Cordia trichotoma"
"speciesLink","SPSF","38108","Alibertia concolor","Plantae","Rubiaceae","Alibertia","2007","05","16","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","05","29","13","concolor","J. A. Pastore & J.B.Baitello & C.R.Lima & D.F.Bueno","-48.747222","-23.548056","2024-08-06T09:16:26","(Cham.) K.Schum.","1420","Magnoliopsida","Rubiales","<nO>COLETA: Arbusto, frutos de coloração verde e bordô.; GEOGRAFIA: Trilha 5.;</nO>","SPSF00038108","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-05-29",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1420","2007","Cielo Filho, R.","2007","Baitello, J.B.; Lima, C.R.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cordiera concolor","(Cham.) Kuntze","possibly_ok","Rubiaceae","Cordiera concolor","(Cham.) Kuntze","species","replaced synonym","bfo-13891","Cordiera concolor","(Cham.) Kuntze","Cordiera concolor (Cham.) Kuntze","Cordiera","Rubiaceae","medium","Cordiera concolor"
"speciesLink","SPSF","38891","Cordyline spectabilis","Plantae","Asparagaceae","Cordyline","2007","12","04","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","12","14","13","spectabilis","R.Cielo-Filho & O. T. Aguiar & J. B. Baitello","-48.766389","-23.522778","2024-08-06T09:12:37","Kunth & Bouché","578","Liliopsida","Liliales","<nO>COLETA: Área aberta, 1,5m, fruto verde. Nome popular: guarãna.; GEOGRAFIA: Trilha 1.;</nO>","SPSF00038891","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-12-14",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","578","2007","Cielo Filho, R.","2007","Aguiar, O.T.; Baitello, J.B.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cordyline spectabilis","Kunth & Bouché","possibly_ok","Asparagaceae","Cordyline spectabilis","Kunth & Bouché","species","name accepted","bfo-8539",,,"Cordyline spectabilis Kunth & Bouché","Cordyline","Asparagaceae","medium","Cordyline spectabilis"
"speciesLink","SPSF","38899","Croton floribundus","Plantae","Euphorbiaceae","Croton","2007","12","04","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2008","02","15","13","floribundus","R.Cielo-Filho & O. T. Aguiar & J. B. Baitello","-48.739444","-23.529167","2024-08-06T09:15:07","Spreng.","586","Magnoliopsida","Malpighiales","<nO>COLETA: 10m, flores em botão.; GEOGRAFIA: Matinha da Sede, borda.;</nO>","SPSF00038899","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2008-02-15",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","586","2007","Cielo Filho, R.","2008","Aguiar, O.T.; Baitello, J.B.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Croton floribundus","Spreng.","possibly_ok","Euphorbiaceae","Croton floribundus","Spreng.","species","name accepted","bfo-17512",,,"Croton floribundus Spreng.","Croton","Euphorbiaceae","medium","Croton floribundus"
"speciesLink","SPSF","38908","Croton urucurana","Plantae","Euphorbiaceae","Croton","2007","12","05","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","12","05","13","urucurana","R.Cielo-Filho & O. T. Aguiar & J. B. Baitello","-48.740278","-23.533611","2024-08-06T09:15:07","Baill.","595","Magnoliopsida","Malpighiales","<nO>COLETA: 5m, flores em botão.; GEOGRAFIA: Caminho da casinha do motor.;</nO>","SPSF00038908","América do Sul","Magnoliophyta","630","630",,,,,,,,"SPLINK","Paranapanema","2007-12-05",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","595","2007","Cielo Filho, R.","2007","Aguiar, O.T.; Baitello, J.B.","Cielo Filho",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Croton urucurana","Baill.","possibly_ok","Euphorbiaceae","Croton urucurana","Baill.","species","name accepted","bfo-17546",,,"Croton urucurana Baill.","Croton","Euphorbiaceae","medium","Croton urucurana"
"speciesLink","SPSF","38116","Cupania vernalis","Plantae","Sapindaceae","Cupania","2007","05","16","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","R.Cielo-Filho","2007","05","29","13","vernalis","J.B.Baitello & J. A. Pastore & C.R.Lima & D.F.Bueno","-48.746667","-23.514444","2024-08-06T09:16:57","Cambess.","1836","Magnoliopsida","Sapindales","<nO>COLETA: Mata.&nf;Árvore 13m, flores cor creme, levementre perfumadas.; GEOGRAFIA: Trilha 5.;</nO>","SPSF00038116","América do Sul","Magnoliophyta",,,,,,,,,,"SPLINK","Paranapanema","2007-05-29",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1836","2007","Cielo Filho, R.","2007","Pastore, J.A.; Lima, C.R.; Bueno, D.F.","Baitello",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cupania vernalis","Cambess.","possibly_ok","Sapindaceae","Cupania vernalis","Cambess.","species","name accepted","bfo-32717",,,"Cupania vernalis Cambess.","Cupania","Sapindaceae","medium","Cupania vernalis"
"speciesLink","SPSF","38254","Cuphea calophylla ssp. mesostemon","Plantae","Lythraceae","Cuphea","2006","11","23","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema",,"IF","PreservedSpecimen","J.A.Pastore","2008","01","23","13","calophylla","J. A. Pastore & R.Cielo-Filho & O. T. Aguiar & D.F.Bueno","-48.773333","-23.509722","2024-08-06T09:15:22","Schltdl.","1458","Magnoliopsida","Myrtales","<nO>COLETA: Herbácea, flores cor lilás.; GEOGRAFIA: Trilha 4.;</nO>","SPSF00038254","América do Sul","Magnoliophyta",,,"ssp. mesostemon",,,,,,,"SPLINK","Paranapanema","2008-01-23",,,,,,,,,,,,,,,,,,"SPSF",,"Pastore, J.A.","1458","2006","Pastore, J.A.","2008","Cielo Filho, R.; Aguiar, O.T.; Bueno, D.F.","Pastore",,"brazil","sao paulo","paranapanema","estacao ecologica de paranapanema",,"locality","brazil_sao paulo_paranapanema_estacao ecologica paranapanema","brazil_sao paulo_paranapanema_estacao ecologica paranapanema",-23.516349,-48.761479,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cuphea calophylla var. mesostemon","(Koehne) S.A.Graham","subspecies","Lythraceae","Cuphea calophylla var. mesostemon","(Koehne) S.A.Graham","variety","author misspelled|replaced synonym","bfo-605567","Cuphea calophylla var. mesostemon","(Koehne) S.A.Graham","Cuphea calophylla var. mesostemon (Koehne) S.A.Graham","Cuphea","Lythraceae","low","Cuphea calophylla"
