"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","recordNumber","barcode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentocean","class","order","individualcount","fieldNumber","infraspecificEpithet","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","SPSF","39446","Fuchsia regia (Vand. ex Vell.) Munz","Plantae","Onagraceae","Fuchsia","2008","2","28","Brasil","Sp",,"Parque Estadual da Cantareira, Hortolândia","IF","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/13","regia","O. T. Aguiar & C. de Moura & F.E.S.P.Vilela & F.A.R.D.Arzolla","-46.536389","-23.364167","2024-08-06 09:16:08","(Vell.) Munz","J.B.Baitello",,"820",,"1146","1146",,,,,,"Magnoliopsida","Myrtales",,,,,,,,,"GBIF","Mairiporã","2008-03-17","Fuchsia regia (Vand. ex Vell.) Munz",,"BR",,,"2008-02-28",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mairipora","parque estadual da cantareira, hortolandia",,"locality","brazil_sao paulo_mairipora","brazil_sao paulo_mairipora",-23.3173791,-46.56126261,"county","1086908045",,,,"https://specieslink.net/guid/13/39446",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fuchsia",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Fuchsia regia","Fuchsia regia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mairipora","Brazil","São Paulo","Mairiporã",,"check_local.2municip.","Fuchsia regia","(Vell.) Munz","name_w_authors","Onagraceae","Fuchsia regia","(Vell.) Munz","species","author misspelled","bfo-3955",,,"Fuchsia regia (Vell.) Munz","Fuchsia","Onagraceae","unknown","Fuchsia regia"
"user","RB","RB00576273","Frullania brasiliensis Raddi","Plantae","Frullaniaceae","Frullania","1993","10","5","Brasil","São Paulo",,"Parque Estadual da Cantareira. Trilha do Pé-de-galinha.","JBRJ",,"Preserved Specimen",,,,"brasiliensis","D.P.Costa et al",,,,"Raddi","D.P.Costa",,"1901",,"1100",,,,,,,,,,,,,,,,,,"São Paulo","2003-6",,,"BR",,,"1993-10-05",,,,,,,"sp.","Physical Object",,,,"RB",,"Costa, D.P.","1901","1993","Costa, D.P.","2003",,"Costa",,"brazil","sao paulo","sao paulo","parque estadual da cantareira",,"locality","brazil_sao paulo_sao paulo_parque estadual cantareira","brazil_sao paulo_sao paulo_pe cantareira",-23.436334,-46.638625,"locality",,,,,"urn:catalog:JBRJ:RB:576273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/57/62/73/00576273.jpg",,,,,,,,,,,,,,,,,"2017-10-06 18:25:22+00","Hepáticas","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ok_same_resolution","Fuirena umbellata","Rottb.","name_w_authors","Cyperaceae","Fuirena umbellata","Rottb.","species","name misspelled|replaced synonym","bfo-7210",,,"Fuirena umbellata Rottb.","Fuirena","Cyperaceae","low","Fuirena umbellata"
"gbif","IAC","35988","Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo","Plantae","Rubiaceae","Galianthe","1995","4","20","Brasil","São Paulo",,"Parque Estadual da Cantareira, Chapada","IAC","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/64","brasiliensis","O.T. Aguiar et al.","-46.6361","-23.5475","2023-09-15 15:17:01","(Spreng.) E.L.Cabral & Bacigalupo","N.M. Bacigalupo",,"562",,,,,,,,,"Magnoliopsida","Gentianales",,,,,,,,,"GBIF","São Paulo","1998-07-20","Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo",,"BR",,,"1995-04-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual da cantareira, chapada",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","1090563006",,,,"https://specieslink.net/guid/64/35988",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galianthe",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Galianthe brasiliensis","Galianthe brasiliensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"check_local.2municip.","Galianthe brasiliensis","(Spreng.) E.L.Cabral & Bacigalupo","name_w_authors","Rubiaceae","Galianthe brasiliensis","(Spreng.) E.L.Cabral & Bacigalupo","species","name accepted","bfo-14002",,,"Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo","Galianthe","Rubiaceae","unknown","Galianthe brasiliensis"
"gbif","MBM","248443","Galinsoga parviflora Cav.","Plantae","Asteraceae","Galinsoga","1986","1",,"Brazil","São Paulo",,"Museu da Pedra Grande, Parque Estadual da Cantareira.","MBM","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/40","parviflora","Marinho, L",,,"2025-01-01 00:01:03","Cav.","Magenta, MAG",,"11",,,,,,,,,"Magnoliopsida","Asterales",,,,,,,,,"GBIF","São Paulo",,"Galinsoga parviflora Cav.",,"BR",,,"1986-01",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual da cantareira",,"locality","brazil_sao paulo_sao paulo_parque estadual cantareira","brazil_sao paulo_sao paulo_pe cantareira",-23.436334,-46.638625,"locality","1095579053",,,,"https://specieslink.net/guid/40/248443",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galinsoga",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Galinsoga parviflora","Galinsoga parviflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/MBM248443","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ok_same_resolution","Galinsoga parviflora","Cav.","name_w_authors","Asteraceae","Galinsoga parviflora","Cav.","species","name accepted","bfo-104150",,,"Galinsoga parviflora Cav.","Galinsoga","Asteraceae","unknown","Galinsoga parviflora"
"gbif","SPSF","42657","Galium hypocarpium (L.) Endl. ex Griseb.","Plantae","Rubiaceae","Galium","2009","8","4","Brasil","Sp",,"Parque Estadual da Cantareira, Hortolândia","IF","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/13","hypocarpium","F.A.R.D.P Arzolla & F.E.S.P.Vilela","-46.5375","-23.366389","2024-08-06 09:16:31","(L.) Endl. ex Griseb.","R.Simão-Bianchini",,"1375",,"1160","1160",,,,,,"Magnoliopsida","Gentianales",,,,,,,,,"GBIF","Mairiporã","2009-12-18","Galium hypocarpium (L.) Endl. ex Griseb.",,"BR",,,"2009-08-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mairipora","parque estadual da cantareira, hortolandia",,"locality","brazil_sao paulo_mairipora","brazil_sao paulo_mairipora",-23.3173791,-46.56126261,"county","1086911211",,,,"https://specieslink.net/guid/13/42657",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galium",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Galium hypocarpium","Galium hypocarpium","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mairipora","Brazil","São Paulo","Mairiporã",,"check_local.2municip.","Galium hypocarpium","(L.) Endl. ex Griseb.","name_w_authors","Rubiaceae","Galium hypocarpium","(L.) Endl. ex Griseb.","species","name accepted","bfo-14032",,,"Galium hypocarpium (L.) Endl. ex Griseb.","Galium","Rubiaceae","unknown","Galium hypocarpium"
"gbif","HRCB","38738","Garcinia gardneriana (Planch. & Triana) Zappi","Plantae","Clusiaceae","Garcinia","2000","12","7","Brasil","São Paulo",,"Parque Estadual da Cantareira Região de Águas Claras","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/15","gardneriana","Arzolla, F.A.R.D.P.",,,"2024-12-18 09:15:05","(Planch. & Triana) Zappi","Aguia, O.T. & Franco, G.A.D.C.",,"202",,,,,,,,,"Magnoliopsida","Malpighiales",,,,,,,,,"GBIF","Mairiporã","2000-12-07","Garcinia gardneriana (Planch. & Triana) Zappi",,"BR",,,"2000-12-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mairipora","parque estadual da cantareira regiao de aguas claras",,"locality","brazil_sao paulo_mairipora","brazil_sao paulo_mairipora",-23.3173791,-46.56126261,"county","1090690691",,,,"https://specieslink.net/guid/15/38738",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garcinia",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,FALSE,FALSE,"Garcinia gardneriana","Garcinia gardneriana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mairipora","Brazil","São Paulo","Mairiporã",,"check_local.2municip.","Garcinia gardneriana","(Planch. & Triana) Zappi","name_w_authors","Clusiaceae","Garcinia gardneriana","(Planch. & Triana) Zappi","species","name accepted","bfo-6853",,,"Garcinia gardneriana (Planch. & Triana) Zappi","Garcinia","Clusiaceae","unknown","Garcinia gardneriana"
"gbif","SPSF","38826","Geonoma schottiana Mart.","Plantae","Arecaceae","Geonoma","2007","9","18","Brasil","Sp",,"Parque Estadual da Cantareira - Núcleo Cabuçú","IF","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/13","schottiana","C. de Moura & J. A. Pastore & F.E.S.P.Vilela","-46.532222","-23.394722","2024-08-06 09:12:28","Mart.","J. A. Pastore",,"111",,"810","810",,,,,,"Liliopsida","Arecales",,,,,,,,,"GBIF","Guarulhos","2007-09-30","Geonoma schottiana Mart.",,"BR",,,"2007-09-18",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","guarulhos","parque estadual da cantareira - nucleo cabucu",,"locality","brazil_sao paulo_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county","1086907454",,,,"https://specieslink.net/guid/13/38826",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geonoma",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Geonoma schottiana","Geonoma schottiana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_guarulhos","Brazil","São Paulo","Guarulhos",,"check_local.2municip.","Geonoma schottiana","Mart.","name_w_authors","Arecaceae","Geonoma schottiana","Mart.","species","name accepted","bfo-26579",,,"Geonoma schottiana Mart.","Geonoma","Arecaceae","unknown","Geonoma schottiana"
"gbif","MBM","248419","Tetrapterys martiana Nied.","Plantae","Malpighiaceae","Niedenzuella",,,,"Brazil","São Paulo",,"Parque Estadual da Cantareira.","MBM","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/40","martiana","Aguiar, OT",,,"2025-01-01 00:01:03","Nied.","Anderson, WR",,"236",,,,,,,,,"Magnoliopsida","Malpighiales",,,,,,,,,"GBIF","São Paulo",,"Niedenzuella leucosepala (Griseb.) W.R.Anderson",,"BR",,,,,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual da cantareira",,"locality","brazil_sao paulo_sao paulo_parque estadual cantareira","brazil_sao paulo_sao paulo_pe cantareira",-23.436334,-46.638625,"locality","1095579083",,,,"https://specieslink.net/guid/40/248419",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tetrapterys",,,,,,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9",,,FALSE,FALSE,"Niedenzuella leucosepala","Tetrapteris martiana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/MBM248419","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ok_same_resolution","Glicophyllum pohlianum","(Nied.) R.F.Almeida","name_w_authors","Malpighiaceae","Glicophyllum pohlianum","(Nied.) R.F.Almeida","species","name misspelled|replaced synonym","bfo-623310","Glicophyllum pohlianum","(Nied.) R.F.Almeida","Glicophyllum pohlianum (Nied.) R.F.Almeida","Glicophyllum","Malpighiaceae","unknown","Glicophyllum pohlianum"
"gbif","SPSF","37636","Gomesa laxiflora (Lindl.) Klotzsch ex Rchb.f.","Plantae","Orchidaceae","Gomesa","2007","12","13","Brasil","Sp",,"Parque Estadual da Cantareira - Núcleo Cabuçú","IF","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/13","laxiflora","F. A. R. D. P. Arzolla & C. de Moura & J.A.Pastore & G.C.R.de Paula","-46.532778","-23.395833","2024-08-06 09:12:42","(Lindl.) Kl. & Rchb.f.","F. de Barros",,"1229",,"750","750",,,,,,"Liliopsida","Asparagales",,,,,,,,,"GBIF","Guarulhos","2009-04-27","Gomesa laxiflora (Lindl.) Klotzsch ex Rchb.f.",,"BR",,,"2007-12-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","guarulhos","parque estadual da cantareira - nucleo cabucu",,"locality","brazil_sao paulo_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county","1086906298",,,,"https://specieslink.net/guid/13/37636",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gomesa",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Gomesa laxiflora","Gomesa laxiflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_guarulhos","Brazil","São Paulo","Guarulhos",,"check_local.2municip.","Gomesa laxiflora","(Lindl.) Klotzsch ex Rchb.f.","name_w_authors","Orchidaceae","Gomesa laxiflora","(Lindl.) Klotzsch ex Rchb.f.","species","name accepted","bfo-11616",,,"Gomesa laxiflora (Lindl.) Klotzsch ex Rchb.f.","Gomesa","Orchidaceae","unknown","Gomesa laxiflora"
"gbif","SP","412789","Gomesa recurva R.Br.","Plantae","Orchidaceae","Gomesa","2005","7","20","Brasil","São Paulo",,"Parque Estadual da Cantareira, Região do pinheirinho, trilha, Floresta Ombrófila Densa Montana","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/1","recurva","Pastore, JA; Arzolla, FARDP; Santos, JR",,,"2021-12-09 11:14:14","R.Br.","Barros, F",,"1317",,"1040","1040",,,,,,"Liliopsida","Asparagales",,,,,,,,,"GBIF","Mairiporã","2009-04-27","Gomesa recurva R.Br.",,"BR",,,"2005-07-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mairipora","parque estadual da cantareira",,"locality","brazil_sao paulo_mairipora_parque estadual cantareira","brazil_sao paulo_mairipora_pe cantareira",-23.417031,-46.637861,"locality","2452928920",,,,"https://specieslink.net/guid/1/412789",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gomesa",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Gomesa recurva","Gomesa recurva","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mairipora","Brazil","São Paulo","Mairiporã",,"ok_same_resolution","Gomesa recurva","R.Br.","name_w_authors","Orchidaceae","Gomesa recurva","R.Br.","species","name accepted","bfo-11619",,,"Gomesa recurva R.Br.","Gomesa","Orchidaceae","unknown","Gomesa recurva"
"gbif","HUEFS","113313","Gomesa sarcodes (Lindl.) M.W.Chase & N.H.Williams","Plantae","Orchidaceae","Gomesa","1992","12","14","Brasil","São Paulo",,"Parque Estadual da Cantareira.","UEFS","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/204","sarcodes","Yano, O",,,"2024-10-29 07:30:54","(Lindl.) M.W.Chase & N.H.Williams","T.E.C.Meneguzzo",,"17813",,,,,,,,,"Liliopsida","Asparagales",,,,,,,,,"GBIF","Cananéia","2014-10-01","Gomesa sarcodes (Lindl.) M.W.Chase & N.H.Williams",,"BR",,,"1992-12-14",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","cananeia","parque estadual da cantareira",,"locality","brazil_sao paulo_cananeia","brazil_sao paulo_cananeia",-25.024888,-47.952513,"county","1094830856",,,,"https://specieslink.net/guid/204/113313",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gomesa",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Gomesa sarcodes","Gomesa sarcodes","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/HUEFS0113313","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_cananeia","Brazil","São Paulo","Cananéia",,"check_local.2municip.","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","name_w_authors","Orchidaceae","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","species","name accepted","bfo-122270",,,"Gomesa sarcodes (Lindl.) M.W.Chase & N.H.Williams","Gomesa","Orchidaceae","unknown","Gomesa sarcodes"
"gbif","SPSF","36792","Gonatogyne brasiliensis (Baill.) Müll.Arg.","Plantae","Phyllanthaceae","Gonatogyne","2006","7","19","Brasil","Sp",,"Parque Estadual da Cantareira","IF","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/13","brasiliensis","F. A. R. D. P. Arzolla & G.C.R.de Paula & F.E.S.P.Vilela & J.R.dos Santos & C.S.Nunes & V.Gregorato","-46.623333","-23.439444","2024-08-06 09:13:38","(Baill.) Müll.Arg.","I.Cordeiro",,"1014",,"930","930",,,,,,"Magnoliopsida","Malpighiales",,,,,,,,,"GBIF","São Paulo","2007-03-01","Gonatogyne brasiliensis (Baill.) Müll.Arg.",,"BR",,,"2006-07-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao paulo","parque estadual da cantareira",,"locality","brazil_sao paulo_sao paulo_parque estadual cantareira","brazil_sao paulo_sao paulo_pe cantareira",-23.436334,-46.638625,"locality","1086905471",,,,"https://specieslink.net/guid/13/36792",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gonatogyne",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Gonatogyne brasiliensis","Gonatogyne brasiliensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ok_same_resolution","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","name_w_authors","Phyllanthaceae","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","species","name accepted","bfo-38471",,,"Gonatogyne brasiliensis (Baill.) Müll.Arg.","Gonatogyne","Phyllanthaceae","unknown","Gonatogyne brasiliensis"
"gbif","SPSF","39190","Guapira opposita (Vell.) Reitz","Plantae","Nyctaginaceae","Guapira","2007","9","20","Brasil","Sp",,"Parque Estadual da Cantareira, Hortolândia","IF","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/13","opposita","C. de Moura & F. A. R. D. P. Arzolla & F.E.S.P.Vilela","-46.524444","-23.358056","2024-08-06 09:13:28","(Vell.) Reitz","F. A. R. D. P. Arzolla",,"153",,"1120","1120",,,,,,"Magnoliopsida","Caryophyllales",,,,,,,,,"GBIF","Mairiporã","2007-09-20","Guapira opposita (Vell.) Reitz",,"BR",,,"2007-09-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mairipora","parque estadual da cantareira, hortolandia",,"locality","brazil_sao paulo_mairipora","brazil_sao paulo_mairipora",-23.3173791,-46.56126261,"county","1086907822",,,,"https://specieslink.net/guid/13/39190",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guapira",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Guapira opposita","Guapira opposita","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mairipora","Brazil","São Paulo","Mairiporã",,"check_local.2municip.","Guapira opposita","(Vell.) Reitz","name_w_authors","Nyctaginaceae","Guapira opposita","(Vell.) Reitz","species","name accepted","bfo-10913",,,"Guapira opposita (Vell.) Reitz","Guapira","Nyctaginaceae","unknown","Guapira opposita"
"gbif","SPSF","37532","Guarea guidonia (L.) Sleumer","Plantae","Meliaceae","Guarea","2007","11","8","Brasil","Sp",,"Parque Estadual da Cantareira - Núcleo Cabuçú","IF","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/13","guidonia","C. de Moura & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & G.C.R.de Paula","-46.5325","-23.393889","2024-08-06 09:16:47","Vahl","F. A. R. D. P. Arzolla",,"125",,"810","810",,,,,,"Magnoliopsida","Sapindales",,,,,,,,,"GBIF","Guarulhos","2007-11-27","Guarea guidonia (L.) Sleumer",,"BR",,,"2007-11-08",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","guarulhos","parque estadual da cantareira - nucleo cabucu",,"locality","brazil_sao paulo_guarulhos","brazil_sao paulo_guarulhos",-23.40223932,-46.45462761,"county","1086906221",,,,"https://specieslink.net/guid/13/37532",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guarea",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Guarea guidonia","Guarea guidonia ssp. tuberculata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_guarulhos","Brazil","São Paulo","Guarulhos",,"check_local.2municip.","Guarea guidonia","(L.) Sleumer","name_w_authors","Meliaceae","Guarea guidonia","(L.) Sleumer","species","name accepted","bfo-9995",,,"Guarea guidonia (L.) Sleumer","Guarea","Meliaceae","unknown","Guarea guidonia"
"gbif","HPL","12078","Guarea macrophylla M.Vahl","Plantae","Meliaceae","Guarea","2008","5","20","Brasil","Sp",,"Coletado no Parque Estadual da Cantareira, Núcleo Águas Claras, sub-bosque de reflorestamento com araucária.","JBP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/281","macrophylla","M. Del Bel, R.T. Polisel & R.L.R. dos Santos","-46.633611","-23.420556","2015-07-02 14:42:44","Vahl subsp. Tuberculata","J.A. Pastore",,"7",,"1077","1077",,,,,,"Magnoliopsida","Sapindales",,,,,,,,,"GBIF","Mairiporã","2008-12-08","Guarea macrophylla M.Vahl",,"BR",,,"2008-05-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mairipora","coletado no parque estadual da cantareira",,"locality","brazil_sao paulo_mairipora","brazil_sao paulo_mairipora",-23.3173791,-46.56126261,"county","1099312126",,,,"https://specieslink.net/guid/281/12078",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guarea",,,,,,"e153bbae-f9cd-46a6-a4dd-db74983c7075",,,TRUE,FALSE,"Guarea macrophylla","Guarea macrophylla","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mairipora","Brazil","São Paulo","Mairiporã",,"check_local.2municip.","Guarea macrophylla","Vahl","name_w_authors","Meliaceae","Guarea macrophylla","Vahl","species","author misspelled","bfo-9997",,,"Guarea macrophylla Vahl","Guarea","Meliaceae","unknown","Guarea macrophylla"
