"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Anacardiaceae","Anacardium","humile","A.St.-Hil.","ANACARDIACEAE Anacardium humile A.St.-Hil.","SPSF00020826","Splink","SPSF","Bertoni, J.E.A.","318","Native","Ouro","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Anacardiaceae","Tapirira","obtusa","(Benth.) J.D.Mitch.","ANACARDIACEAE Tapirira obtusa (Benth.) J.D.Mitch.","6213","Splink","SPFw","Ceccantini, G.C.T.B.C.","4082","Native","Ouro","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Annonaceae","Annona","coriacea","Mart.","ANNONACEAE Annona coriacea Mart.","BHCB066340","Splink","BHCB","Pires, J.",,"Native","Latão","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Annonaceae","Annona","crassiflora","Mart.","ANNONACEAE Annona crassiflora Mart.","BHCB066379","Splink","BHCB","Pires, J.",,"Native","Latão","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.","SPSF00013006","Splink","SPSF","Castro, A.A.I.F.","19743","Native","Latão","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Annonaceae","Xylopia","aromatica","(Lam.) Mart.","ANNONACEAE Xylopia aromatica (Lam.) Mart.","SPFR009897","Splink","SPFR","Mechi, M.R.","44A","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Aspidosperma","polyneuron","Müll.Arg.","APOCYNACEAE Aspidosperma polyneuron Müll.Arg.","4052","Splink","SPFw","Ceccantini, G.C.T.L.M.","3938","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Aspidosperma","tomentosum","Mart. & Zucc.","APOCYNACEAE Aspidosperma tomentosum Mart. & Zucc.","TEPB0008274","Splink","TEPB","Castro, J.A.",,"Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.","SPF00211808","Splink","SPF","Ceccantini, G.C.T.","4083","Native","Ouro","Parque Estadual Vassununga, Trilha do Pedregulho.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Forsteronia","glabrescens","Müll.Arg.","APOCYNACEAE Forsteronia glabrescens Müll.Arg.","SPFR010295","Splink","SPFR","Andena, S.R.","22","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Forsteronia","pilosa","(Vell.) Müll.Arg.","APOCYNACEAE Forsteronia pilosa (Vell.) Müll.Arg.","HRCB041469","Splink","HRCB","Tibirica, Y.J.A.","73","Native","Bronze","Parque Estadual de Vassununga Gleba Maravilha (borda da mata)","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Forsteronia","pubescens","A.DC.","APOCYNACEAE Forsteronia pubescens A.DC.","SPF00171624","Splink","SPF","Tibirica, Y.J.A.",,"Native","Bronze","Parque Estadual Vassununga, Gleba Maravilha (borda da mata). Floresta estacional semidecidual.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Forsteronia","thyrsoidea","(Vell.) Müll.Arg.","APOCYNACEAE Forsteronia thyrsoidea (Vell.) Müll.Arg.","HRCB041728","Splink","HRCB","Tibirica, Y.J.A.",,"Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha (borda da mata)","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Funastrum","clausum","(Jacq.) Schltr.","APOCYNACEAE Funastrum clausum (Jacq.) Schltr.","HRCB041726","Splink","HRCB","Tibirica, Y.J.A.","76","Native","Latão","Parque Estadual de Vassununga Gleba Maravilha (borda da mata)","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Hancornia","speciosa","Gomes","APOCYNACEAE Hancornia speciosa Gomes","TEPB0008276","Splink","TEPB","Castro, J.A.",,"Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Himatanthus","obovatus","(Müll. Arg.) Woodson","APOCYNACEAE Himatanthus obovatus (Müll. Arg.) Woodson","TEPB0008275","Splink","TEPB","Castro, J.A.",,"Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Odontadenia","lutea","(Vell.) Markgr.","APOCYNACEAE Odontadenia lutea (Vell.) Markgr.","SPFR010389","Splink","SPFR","Mechi, M.R.","89","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Apocynaceae","Prestonia","lagoensis","(Müll.Arg.) Woodson","APOCYNACEAE Prestonia lagoensis (Müll.Arg.) Woodson","HRCB041773","Splink","HRCB","Tibirica, Y.J.A.","38","Native","Bronze","Parque Estadual de Vassununga Gleba Maravilha (borda da mata)","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Aquifoliaceae","Ilex","affinis","Gardner","AQUIFOLIACEAE Ilex affinis Gardner","SPSF00039399","Splink","SPSF","Santos, R.L.R.","4","Native","Prata","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Araliaceae","Didymopanax","vinosus","(Cham. & Schltdl.) Marchal","ARALIACEAE Didymopanax vinosus (Cham. & Schltdl.) Marchal","SPF00199619","Splink","SPF","Mechi, M.R.","6C","Native","Ouro","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Araliaceae","Schefflera",,"J.R.Forst. & G.Forst.","ARALIACEAE Schefflera J.R.Forst. & G.Forst.","7142","Splink","SPFw","Ceccantini, G.C.T.M.","4132",,"Latão","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Arecaceae","Geonoma","brevispatha","Barb.Rodr.","ARECACEAE Geonoma brevispatha Barb.Rodr.","SPSF00039402","Splink","SPSF","Santos, R.L.R.","9","Native","Prata","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Arecaceae","Syagrus","loefgrenii","Glassman","ARECACEAE Syagrus loefgrenii Glassman","UEC050261","Splink","UEC","Castro, A.A.J.F.","19720","Native","Ouro","Parque Estadual Vassununga Gleba Pé de Gigante, Rod. Anhanguera, km 255-7.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asclepiadaceae",,,"Juss.","ASCLEPIADACEAE Apocynaceae Juss.","6013","Splink","SPFw","Ceccantini, G.C.T.B.C.","4083",,"Latão","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Ferns and Lycophytes","Aspleniaceae","Asplenium","balansae","(Baker) Sylvestre","ASPLENIACEAE Asplenium balansae (Baker) Sylvestre","69392","Splink","BHCB","Colli, A.T.","28","Native","Bronze","Parque Estadual da Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Ferns and Lycophytes","Aspleniaceae","Asplenium","cristatum","Lam.","ASPLENIACEAE Asplenium cristatum Lam.","100249","Splink","BHCB","Colei",,"Native","Bronze","Parque Estadual da Vassununga, Gleba Maravilha.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Aldama","arenaria","(Baker) E.E.Schill. & Panero","ASTERACEAE Aldama arenaria (Baker) E.E.Schill. & Panero","SPF00152463","Splink","SPF","Magenta, M.A.G.","387","Native","Prata","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Aspilia","clausseniana","Baker","ASTERACEAE Aspilia clausseniana Baker","SPF00152436","Splink","SPF","Magenta, M.A.G.","385","Native","Latão","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Baccharis","quitensis","Kunth","ASTERACEAE Baccharis quitensis Kunth","R010090433","GBIF","R","Tibirica, Y.A.J.","129","Native","Ouro","Parque Estadual de Vassununga, Gleba Maravilha.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Baccharis","trinervis","Pers.","ASTERACEAE Baccharis trinervis Pers.","UEC113609","Splink","UEC","Tibirica, Y.J.A.","129","Native","Ouro","Parque Estadual de Vassununga, Gleba Maravilha.&nf;21°41' a 21º44' S&nf;47°34' a 47°39' W","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Chresta","sphaerocephala","DC.","ASTERACEAE Chresta sphaerocephala DC.","SPFR010384","Splink","SPFR","Mechi, M.R.","107","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Chromolaena","barbacensis","(Hieron.) R.M.King & H.Rob.","ASTERACEAE Chromolaena barbacensis (Hieron.) R.M.King & H.Rob.","SPFR009879","Splink","SPFR","Mechi, M.R.","91","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Chromolaena","squalida","(DC.) R.M.King & H.Rob.","ASTERACEAE Chromolaena squalida (DC.) R.M.King & H.Rob.","HUFU00044632","Splink","HUFU","Merchi, M.R.","87","Native","Ouro","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Chrysolaena","obovata","(Less.) Dematt.","ASTERACEAE Chrysolaena obovata (Less.) Dematt.","SPSF00055724","Splink","SPSF","Silva, M.C.M.","65","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Elephantopus","biflorus","(Less.) Sch.Bip.","ASTERACEAE Elephantopus biflorus (Less.) Sch.Bip.","SPSF00055725","Splink","SPSF","Silva, M.C.M.","41","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Elephantopus","mollis","Kunth","ASTERACEAE Elephantopus mollis Kunth","SPSF00055726","Splink","SPSF","Silva, M.C.M.","28","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Eremanthus","mattogrossensis","Kuntze","ASTERACEAE Eremanthus mattogrossensis Kuntze","SPSF00012954","Splink","SPSF","Castro, A.A.I.F.","19735","Native","Latão","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Hoehnephytum","trixoides","(Gardner) Cabrera","ASTERACEAE Hoehnephytum trixoides (Gardner) Cabrera","SPFR009875","Splink","SPFR","Mechi, M.R.","111","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Lessingianthus","onopordioides","(Baker) H.Rob.","ASTERACEAE Lessingianthus onopordioides (Baker) H.Rob.","SPFR010383","Splink","SPFR","Mechi, M.R.","90","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Mikania","glomerata","Spreng.","ASTERACEAE Mikania glomerata Spreng.","HRCB041722","Splink","HRCB","Tibirica, Y.J.A.",,"Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Mikania","lundiana","DC.","ASTERACEAE Mikania lundiana DC.","HRCB041764","Splink","HRCB","Tibirica, Y.J.A.","163","Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Mikania","micrantha","Kunth","ASTERACEAE Mikania micrantha Kunth","HRCB041765","Splink","HRCB","Tibirica, Y.J.A.","170","Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Mikania","ramosissima","Gardner","ASTERACEAE Mikania ramosissima Gardner","35989","Splink","UFMT","Tibirica, Y.J.A.","158","Native","Ouro","Parque Estadual de Vassununga, Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Moquiniastrum","pulchrum","(Cabrera) G.Sancho","ASTERACEAE Moquiniastrum pulchrum (Cabrera) G.Sancho","SPFR010448","Splink","SPFR","Mechi, M.R.","92","Native","Ouro","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Piptocarpha","rotundifolia","(Less.) Baker","ASTERACEAE Piptocarpha rotundifolia (Less.) Baker","SPFR010427","Splink","SPFR","Mechi, M.R.","55","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Pseudogynoxys","cabrerae","H.Rob. & Cuatrec.","ASTERACEAE Pseudogynoxys cabrerae H.Rob. & Cuatrec.","HRCB041791","Splink","HRCB","Tibirica, Y.J.A.","121","Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Sem",,"Identificação De Família","ASTERACEAE Sem Identificação De Família","6235","Splink","SPFw","Ceccantini, G.C.T.B.C.","4078",,"Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Trichogonia","attenuata","G.M.Barroso","ASTERACEAE Trichogonia attenuata G.M.Barroso","SPSF00055728","Splink","SPSF","Silva, M.C.M.","1","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Tridax","procumbens","L.","ASTERACEAE Tridax procumbens L.","SPSF00055729","Splink","SPSF","Silva, M.C.M.","21","Naturalized","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Vernonanthura","membranacea","(Gardner) H.Rob.","ASTERACEAE Vernonanthura membranacea (Gardner) H.Rob.","SPFR009899","Splink","SPFR","Mechi, M.R.","95","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Asteraceae","Vernonia","phosphorica",,"ASTERACEAE Vernonia phosphorica","SPSF00012951","Splink","SPSF","Castro, A.A.I.F.","19734",,"Latão","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Balanophoraceae","Scybalium","fungiforme","Schott & Endl.","BALANOPHORACEAE Scybalium fungiforme Schott & Endl.","8126","Splink","SPFw","Costa, L.T.C.C.T.","137","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Adenocalymma","bracteatum","(Cham.) DC.","BIGNONIACEAE Adenocalymma bracteatum (Cham.) DC.","UEC139343","Splink","UEC","Martins, F.R.","9981","Native","Ouro","Parque estadual de Vassununga, Mata Cape","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Adenocalymma","marginatum","(Cham.) DC.","BIGNONIACEAE Adenocalymma marginatum (Cham.) DC.","HRCB041786","Splink","HRCB","Tibirica, Y.J.A.","60","Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Adenocalymma","paulistarum","Bureau & K.Schum.","BIGNONIACEAE Adenocalymma paulistarum Bureau & K.Schum.","PMSP011185","GBIF","PMSP","Tibirica, Y.J.A.",,"Native","Ouro","Parque Estadual de Vassununga. Gleba Maravilha (borda da mata), floresta estacional semidecidual. Coor. S 21°41' a 21°44' W 47°34' a 47°39'.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Adenocalymma","peregrinum","(Miers) L.G.Lohmann","BIGNONIACEAE Adenocalymma peregrinum (Miers) L.G.Lohmann","SPF00180622","Splink","SPF","Mechi, M.R.","28","Native","Ouro","Parque Estadual Vassununga, Gleba Cerrado Pé-de-gigante.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Amphilophium","elongatum","(Vahl) L.G.Lohmann","BIGNONIACEAE Amphilophium elongatum (Vahl) L.G.Lohmann","HRCB041736","Splink","HRCB","Tibirica, Y.J.A.","44","Native","Ouro","Parque Estadual de Vassununga Gleba Pé-de-Gigante","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Amphilophium","paniculatum","(L.) Kunth","BIGNONIACEAE Amphilophium paniculatum (L.) Kunth","HRCB041734","Splink","HRCB","Tibirica, Y.J.A.",,"Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Anemopaegma","arvense","(Vell.) Stellfeld ex de Souza","BIGNONIACEAE Anemopaegma arvense (Vell.) Stellfeld ex de Souza","SPSF00055730","Splink","SPSF","Silva, M.C.M.","77","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Bignonia","binata","Thunb.","BIGNONIACEAE Bignonia binata Thunb.","UB1287244","Splink","UB","Tibirica, Y.J.A.",,"Native","Ouro","Parque Estadual de Vassununga, Gleba Maravilha (borda da mata).","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Bignonia","campanulata","Cham.","BIGNONIACEAE Bignonia campanulata Cham.","PMSP011223","GBIF","PMSP","Tibirica, Y.J.A.",,"Native","Ouro","Parque Estadual de Vassununga. Gleba Maravilha (borda da mata), floresta estacional semidecidual. Coor. S 21°41' a 21°44' W 47°34' a 47°39'.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae",,,"Juss.","BIGNONIACEAE Bignoniaceae Juss.","TEPB0008304","Splink","TEPB",,,,"Latão","Parque Estadual de Vassununga.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Cuspidaria","floribunda","(DC.) A.H.Gentry","BIGNONIACEAE Cuspidaria floribunda (DC.) A.H.Gentry","HRCB041716","Splink","HRCB","Tibirica, Y.J.A.","53","Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Fridericia","chica","(Bonpl.) L.G.Lohmann","BIGNONIACEAE Fridericia chica (Bonpl.) L.G.Lohmann","HRCB044994","Splink","HRCB","Tibirica, Y.J.A.",,"Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Fridericia","florida","(DC.) L.G.Lohmann","BIGNONIACEAE Fridericia florida (DC.) L.G.Lohmann","HRCB041715","Splink","HRCB","Tibirica, Y.J.A.","91","Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha (interior da mata, copa da árvore)","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Handroanthus","umbellatus","(Sond.) Mattos","BIGNONIACEAE Handroanthus umbellatus (Sond.) Mattos","SPSF00025266","Splink","SPSF","Bertoni, J.E.A.","439","Native","Bronze","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Jacaranda","decurrens","Cham.","BIGNONIACEAE Jacaranda decurrens Cham.","SPFR010422","Splink","SPFR","Mechi, M.R.","20B","Native","Bronze","Parque Estadual de Vassununga - Gleba de Cerrado Pé de Gigante","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Jacaranda","rufa","Silva Manso","BIGNONIACEAE Jacaranda rufa Silva Manso","SPFR010285","Splink","SPFR","Mechi, M.R.","97","Native","Bronze","Parque Estadual de Vassununga - Gleba de Cerrado Pé de Gigante","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Lundia","obliqua","Sond.","BIGNONIACEAE Lundia obliqua Sond.","46001","Splink","JPB","Tibirica, Y.J.A.","JPB46001","Native","Ouro","Parque Estadual de Vassununga, Gleba Maravilha. Floresta Estacional Semidecidual; Borda da Mata","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Mansoa","difficilis","(Cham.) Bureau & K.Schum.","BIGNONIACEAE Mansoa difficilis (Cham.) Bureau & K.Schum.","101690782","Splink","MO-DUPLICATES","Martins","9978","Native","Latão","Santa Rita do Passa Quatro, Parque Estadual de Vassununga.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Stizophyllum","perforatum","(Cham.) Miers","BIGNONIACEAE Stizophyllum perforatum (Cham.) Miers","HRCB041778","Splink","HRCB","Tibirica, Y.J.A.","61","Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Tanaecium","pyramidatum","(Rich.) L.G.Lohmann","BIGNONIACEAE Tanaecium pyramidatum (Rich.) L.G.Lohmann","HRCB041785","Splink","HRCB","Tibirica, Y.J.A.","148","Native","Bronze","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Tynanthus","fasciculatus","(Vell.) Miers","BIGNONIACEAE Tynanthus fasciculatus (Vell.) Miers","HRCB041787","Splink","HRCB","Tibirica, Y.J.A.","70","Native","Ouro","Parque Estadual de Vassununga Gleba Maravilha","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Bignoniaceae","Tynanthus","micranthus","Corr.Mello ex K.Schum.","BIGNONIACEAE Tynanthus micranthus Corr.Mello ex K.Schum.","PMSP011225","GBIF","PMSP","Tibirica, Y.J.A.",,"Native","Ouro","Parque Estadual de Vassununga. Gleba Maravilha (borda da mata), floresta estacional semidecidual. Coor. S 21°41' a 21°44' W 47°34' a 47°39'.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Bryophytes","Burmanniaceae","Campylopus","sehnemii","E.B. Bartram","BURMANNIACEAE Campylopus sehnemii E.B. Bartram","SP063964","Splink","SP-BRYOPHYTA","Yano, O.","31880",,"Latão","Parque estadual de Vassununga, Gleba Pé Gigante.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Bryophytes","Burmanniaceae","Campylopus","trachyblepharon","(Müll. Hal.) Mitt.","BURMANNIACEAE Campylopus trachyblepharon (Müll. Hal.) Mitt.","SP063963","Splink","SP-BRYOPHYTA","Yano, O.","31831","Native","Latão","Parque estadual de Vassununga, Gleba Pé Gigante.","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Burseraceae","Protium","heptaphyllum","(Aubl.) Marchand","BURSERACEAE Protium heptaphyllum (Aubl.) Marchand","SPFR016337","Splink","SPFR","Mechi, M.R.","109","Native","Bronze","Parque Estadual de Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Burseraceae","Protium","spruceanum","(Benth.) Engl.","BURSERACEAE Protium spruceanum (Benth.) Engl.","SPSF00039403","Splink","SPSF","Santos, R.L.R.","10","Native","Prata","Parque Estadual Vassununga","Não"
"PARQUE ESTADUAL DE VASSUNUNGA","Angiosperms","Burseraceae","Protium","widgrenii","Engl.","BURSERACEAE Protium widgrenii Engl.","SPSF00039410","Splink","SPSF","Santos, R.L.R.","25","Native","Prata","Parque Estadual Vassununga","Não"
