"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Fabaceae","Anadenanthera","peregrina","(L.) Speg.","FABACEAE Anadenanthera peregrina (L.) Speg.","SPF00191536","SPLINK","SPF","Esteves, R.","279","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Poaceae","Andropogon","virgatus","Desv.","POACEAE Andropogon virgatus Desv.","SPF00225737","SPLINK","SPF","Franca, V.G.","37","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Annonaceae","Annona","dolabripetala","Raddi","ANNONACEAE Annona dolabripetala Raddi","SPSF00039141","SPLINK","SPSF","Souza, F.M.","1015","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Solanaceae","Athenaea","fasciculata","(Vell.) I.M.C. Rodrigues & Stehmann","SOLANACEAE Athenaea fasciculata (Vell.) I.M.C. Rodrigues & Stehmann","SPSF00040087","SPLINK","SPSF","Souza, F.M.","783","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","brevifolia","DC.","ASTERACEAE Baccharis brevifolia DC.","RB01373702",,"RB","Franca, V.G.","19","Native","Ouro","Parque Estadual do Jaraguá. Próximo ao bonde","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","caprariifolia","DC.","ASTERACEAE Baccharis caprariifolia DC.","SPSF00008192","SPLINK","SPSF","Custodio Filho, A.","674","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","cognata","DC.","ASTERACEAE Baccharis cognata DC.","RB00809045",,"RB","Heiden, G.","1888","Native","Ouro","Parque Estadual do Jaraguá. Pico do Jaraguá, campo ao lado da trilha de acesso às torres.","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","helichrysoides","DC.","ASTERACEAE Baccharis helichrysoides DC.","490130","SPLINK","SP","Franca, V.G.","38","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","incisa","Hook. & Arn.","ASTERACEAE Baccharis incisa Hook. & Arn.","SPF00225760","SPLINK","SPF","Franca, V.G.","54","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","pentaptera","(Less.) DC.","ASTERACEAE Baccharis pentaptera (Less.) DC.","SPF00225759","SPLINK","SPF","Franca, V.G.","53","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","punctulata","DC.","ASTERACEAE Baccharis punctulata DC.","SPSF00039998","SPLINK","SPSF","Souza, F.M.","1096","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","tarchonanthoides","DC.","ASTERACEAE Baccharis tarchonanthoides DC.","SPF00225775","SPLINK","SPF","Franca, V.G.","5","Native","Ouro","Parque Estadual do Jaraguá, Próximo à antena da TV Band. Crescendo entre rochas.","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Baccharis","trineura","Soria & Zardini","ASTERACEAE Baccharis trineura Soria & Zardini","RB00809048",,"RB","Heiden, G.","1889","Native","Ouro","Parque Estadual do Jaraguá. Pico do Jaraguá, campo ao lado da trilha de acesso às torres.","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Lauraceae","Beilschmiedia","emarginata","(Meisn.) Kosterm.","LAURACEAE Beilschmiedia emarginata (Meisn.) Kosterm.","SPSF00039309","SPLINK","SPSF","Souza, F.M.","1076","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Meliaceae","Cabralea","canjerana","(Vell.) Mart.","MELIACEAE Cabralea canjerana subsp. canjerana (Vell.) Mart.","SPSF00040102","SPLINK","SPSF","Souza, F.M.","795","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Asteraceae","Calea","triantha","(Vell.) Pruski","ASTERACEAE Calea triantha (Vell.) Pruski","490129","SPLINK","SP","Franca, V.G.","39","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Myrtaceae","Campomanesia","pubescens","(Mart. ex DC.) O.Berg","MYRTACEAE Campomanesia pubescens (Mart. ex DC.) O.Berg","SPSF00039357","SPLINK","SPSF","Esteves, R.","226","Native","Ouro","Parque Estadual do Jaraguá","Não"
"PARQUE ESTADUAL DO JARAGUÁ","Angiosperms","Myrtaceae","Campomanesia","xanthocarpa","(Mart.) O.Berg","MYRTACEAE Campomanesia xanthocarpa (Mart.) O.Berg","SPSF00039358","SPLINK","SPSF","Souza, F.M.","966","Native","Ouro","Parque Estadual do Jaraguá","Não"
