"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"PARQUE ESTADUAL DA ARA","Ferns and Lycophytes","Aspleniaceae","Asplenium","claussenii","Hieron.","ASPLENIACEAE Asplenium claussenii Hieron.","CRI008209","REFLORA","CRI","Stival-Santos, A.","629","Native","Ouro","Parque Estadual das Araucárias.","Não"
"PARQUE ESTADUAL DA ARA","Angiosperms","Moraceae","Maclura","tinctoria","(L.) D.Don ex Steud.","MORACEAE Maclura tinctoria (L.) D.Don ex Steud.","MBM207684","Splink","MBM","Bertoni, J.E.A.","317","Native","Prata","Parque Estadual ARA.","Não"
"PARQUE ESTADUAL DA ARA","Angiosperms","Nyctaginaceae","Guapira","opposita","(Vell.) Reitz","NYCTAGINACEAE Guapira opposita (Vell.) Reitz","MBM207629","Splink","MBM","Bertoni, J.E.A.","316","Native","Prata","Parque Estadual Ara.","Não"
