"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Ericaceae","Agarista","hispidula","(DC.) J.D. Hook. ex Nied.","ERICACEAE Agarista hispidula (DC.) J.D. Hook. ex Nied.","SPSF00018097","Splink","SPSF","Robim, M.J.","801","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Agrostis","montevidensis","Döll","POACEAE Agrostis montevidensis var. submutica Döll","SPSF00047856","Splink","SPSF","Barreto, T.E.","174","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Axonopus","siccus","(Nees) Kuhlm.","POACEAE Axonopus siccus (Nees) Kuhlm.","SPSF00047857","Splink","SPSF","Barreto, T.E.","175","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Asteraceae","Baccharis","crispa","Spreng.","ASTERACEAE Baccharis crispa Spreng.","SPSF00018108","Splink","SPSF","Robim, M.J.","800","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Asteraceae","Baccharis","dentata","(Vell.) G.M.Barroso","ASTERACEAE Baccharis dentata (Vell.) G.M.Barroso","SPSF00018110","Splink","SPSF","Robim, M.J.","811","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Asteraceae","Baccharis","pseudomyriocephala","Malag.","ASTERACEAE Baccharis pseudomyriocephala Malag.","SPSF00018121","Splink","SPSF","Robim, M.J.","795","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Dichanthelium","sabulorum","(Ekman) Zuloaga","POACEAE Dichanthelium sabulorum var. polycladum (Ekman) Zuloaga","47858","GBIF","SPSF","Barreto, T.E.","176","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Dichanthelium","sabulorum","(Lam.) Gould & C.A. Clark","POACEAE Dichanthelium sabulorum var. sabulorum (Lam.) Gould & C.A. Clark","SPSF00047858","Splink","SPSF","Barreto, T.E.","176","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Ericaceae","Gaylussacia","amoena","Cham.","ERICACEAE Gaylussacia amoena Cham.","SPSF00018117","Splink","SPSF","Robim, M.J.","813","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
"PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO","Angiosperms","Ericaceae","Gaylussacia","jordanensis","Sleumer","ERICACEAE Gaylussacia jordanensis Sleumer","SPSF00018140","Splink","SPSF","Robim, M.J.","802","Native","Ouro","Parque Estadual Mananciais de Campos do Jordão","Não"
