"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","SP010209","Splink","SP","Aona, L.Y.S.","97-224","Native","Ouro","Instituto Florestal, a cerca de 6 km do Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Bryophytes","Annonaceae","Porella","swartziana","(Weber) Trevis.","ANNONACEAE Porella swartziana (Weber) Trevis.","16614","Splink","SJRP-BRYOPHYTA","Pietrobom-Silva, M.R.","1550","Native","Bronze","Região do pontal do Paranapanema, Parque Estadual do Morro do Diabo, ca 30 km da Sede pela trilha, Córrego 7 de Setembro ou Rio da Onça ou Angelim.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.","SPFR011379","Splink","SPFR","Devide, C.S.","17","Native","Prata","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Aspidosperma","cylindrocarpon","Müll.Arg.","APOCYNACEAE Aspidosperma cylindrocarpon Müll.Arg.","327105","Splink","SP","Baitello, J.B.","171","Native","Ouro","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Aspidosperma","polyneuron","Müll.Arg.","APOCYNACEAE Aspidosperma polyneuron Müll.Arg.","ESA129194","Splink","ESA","Colletta, G.D.","1610","Native","Bronze","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Blepharodon","pictum","(Vahl) W.D.Stevens","APOCYNACEAE Blepharodon pictum (Vahl) W.D.Stevens","UEC040800","Splink","UEC","Pastore, J.F.B.","570","Native","Bronze","Parque Estadual do Morro do Diabo Estrada do 7000, na margem do caminho.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Blepharodon","reflexum","Malme","APOCYNACEAE Blepharodon reflexum Malme","276953","Splink","SP","Pastore, J.A.","570","Native","Bronze","Parque Estadual Morro do Diabo, Estrada da 7000, na margem do caminho","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Forsteronia","cordata","(Müll.Arg.) Woodson","APOCYNACEAE Forsteronia cordata (Müll.Arg.) Woodson","SPF00211784","Splink","SPF","Ceccantini, G.C.T.","3644","Native","Bronze","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Orthosia","urceolata","E.Fourn.","APOCYNACEAE Orthosia urceolata E.Fourn.","276927","Splink","SP","Esteves, R.L.","110","Native","Bronze","Parque Estadual Morro do Diabo, Região do Caldeirão","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae",,,"Müll.Hal.","APOCYNACEAE Orthostichella Müll.Hal.","90178805","GBIF","Tropicos","Silva","1509",,"Bronze","Parque Estadual do Morro do Diabo, Pontal do Parapanema, rod.SP-613 ca 15Km da cidade. Mata latifoliada mesofila tropical seca. Epifira","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae",,,"(Müll. Hal.) Spruce","APOCYNACEAE Orthostichella sp. (Müll. Hal.) Spruce","90178805","Splink","MO-DUPLICATES","Silva","1509",,"Bronze","Parque Estadual do Morro do Diabo, Pontal do Parapanema, rod.SP-613 ca 15Km da cidade. Mata latifoliada mesofila tropical seca. Epifira","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Bryophytes","Apocynaceae","Orthostichella","versicolor","(Müll. Hal.) Hampe","APOCYNACEAE Orthostichella versicolor (Müll. Hal.) Hampe","90178814","Splink","MO-DUPLICATES","Silva","1527","Naturalized","Latão","Parque Estadual do MOrro do Diabo, Pontal de parapanema, Mata latifoliada. epifita","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Rhodocalyx","riedelii","(Müll.Arg.) J.F.Morales & M.E.Endress","APOCYNACEAE Rhodocalyx riedelii (Müll.Arg.) J.F.Morales & M.E.Endress","69307","GBIF","UEC","Aguiar, O.T.","552","Native","Bronze","Parque Estadual do Morro do Diabo, topó do morro, na mata.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Ruehssia","altissima","(Jacq.) F.Esp.Santo & Rapini","APOCYNACEAE Ruehssia altissima (Jacq.) F.Esp.Santo & Rapini","SPF00214427","Splink","SPF","Ceccantini, G.C.T.","3668","Native","Bronze","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Tabernaemontana","catharinensis","A.DC.","APOCYNACEAE Tabernaemontana catharinensis A.DC.","277745","Splink","SP","Kirizawa, M.","3075","Native","Ouro","Parque Estadual Morro do Diabo, Apesal, próximo ao aeroporto","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Apocynaceae","Tabernaemontana","hystrix","Steud.","APOCYNACEAE Tabernaemontana hystrix Steud.","SPF00097150","Splink","SPF","Franco, G.A.D.C.","1307","Native","Prata","Parque Estadual Morro do Diabo, Estrada do 7000, ao longo do caminho.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Aquifoliaceae","Ilex","brasiliensis","(Spreng.) Loes.","AQUIFOLIACEAE Ilex brasiliensis (Spreng.) Loes.","FUEL005223","Splink","FUEL","Faria, H.H.","266","Native","Bronze","Parque Estadual do Morro do Diabo, região do estreito","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Aquifoliaceae","Ilex","brevicuspis","Reissek","AQUIFOLIACEAE Ilex brevicuspis Reissek","SPF00112350","Splink","SPF","Fonseca, E.C.",,"Native","Ouro","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Aquifoliaceae","Ilex","paraguariensis","A.St.-Hil.","AQUIFOLIACEAE Ilex paraguariensis A.St.-Hil.","SPF00097159","Splink","SPF","Baitello, J.B.","720","Native","Ouro","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Bryophytes","Araceae","Lejeunea","laetevirens","Nees & Mont.","ARACEAE Lejeunea laetevirens Nees & Mont.","27652","Splink","SJRP-BRYOPHYTA","Peralta, D.F.","1349","Native","Latão","Parque Estadual do Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Bryophytes","Araceae","Neckeropsis","undulata","(Hedw.) Reichardt","ARACEAE Neckeropsis undulata (Hedw.) Reichardt","90178983","Splink","MO-DUPLICATES","Silva","1557","Native","Bronze","Pontal de Parapanema, parque estadual do Morro do Diabo, ca 30Km da sede pela trilha Corrego 7 de setembro. MAta latifoliada.Epifita","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Araceae","Thaumatophyllum","bipinnatifidum","(Schott ex Endl.) Sakur., Calazans & Mayo","ARACEAE Thaumatophyllum bipinnatifidum (Schott ex Endl.) Sakur., Calazans & Mayo","109100132","GBIF","Observations","Martins, P.H.",,"Native","Bronze","Parque Estadual do Morro do Diabo - Viscenal Rubens Carlos Herling , 028, Km 11 Morro do Diabo - Teodoro Sampaio, SP, 19280-000, Brasil","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Araliaceae","Dendropanax","cuneatus","(DC.) Decne. & Planch.","ARALIACEAE Dendropanax cuneatus (DC.) Decne. & Planch.","OK","Splink","FUEL","Alves, L.M.T.","17","Native","Ouro","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Araliaceae","Didymopanax","calvus","(Cham.) Decne. & Planch.","ARALIACEAE Didymopanax calvus (Cham.) Decne. & Planch.","85761","Splink","UEC","Aguiar, O.T.","480","Native","Ouro","Parque Estadual do Morro do Diabo, Solo arenoso mais ou menos úmido, presença de Mandacarú (porte grande) nos locais mais secos e mirtaceas frequentes. Mata presenvadas.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Araliaceae","Didymopanax","morototoni","(Aubl.) Decne. & Planch.","ARALIACEAE Didymopanax morototoni (Aubl.) Decne. & Planch.","FLOR0074952","Splink","FLOR","Baitello, J.B.","365","Native","Ouro","Parque Estadual Morro do Diabo. Região de Pinus.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Araliaceae","Didymopanax","vinosus","(Cham. & Schltdl.) Marchal","ARALIACEAE Didymopanax vinosus (Cham. & Schltdl.) Marchal","276619","Splink","SP","Baitello, J.B.","684","Native","Ouro","Parque Estadual Morro do Diabo, Estrada do Estreito","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Arecaceae","Geonoma","pohliana","Mart.","ARECACEAE Geonoma pohliana Mart.","288599","Splink","SP","Esteves, R.L.","111","Native","Bronze","Parque Estadual Morro do Diabo, Região do Caldeirão","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Aristolochiaceae","Aristolochia","trilobata","L.","ARISTOLOCHIACEAE Aristolochia trilobata L.","UEC036614","Splink","UEC","Singer, R.B.",,"Native","Bronze","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asparagaceae","Herreria",,"Ruiz & Pav.","ASPARAGACEAE Herreria Ruiz & Pav.",,"Splink","US","Acevedo-Rodriguez, P.","16862",,"Latão","Municipio Teodoro Sampaio; Parque Estadual Morro do Diabo. Trilha to Morro do Diabo.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","auriculatum","Sw.","ASPLENIACEAE Asplenium auriculatum Sw.","MBM197741","Splink","MBM","Silva, M.R.P.","1574","Native","Bronze","Parque Estadual Morro do Diabo.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","auritum","Sw.","ASPLENIACEAE Asplenium auritum Sw.","MO0100748527","Splink","MO","Silva, M.R.","1670","Native","Bronze","Mun. Teodoro Sampaio, Região do Pontal do Paranapanenna, Parque Estadual Morro do Diabo, Trilha do Lago Verde, proximidades da Sede. Mata Latifoliada Mesófila Tropical Seca semidecidua.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","balansae","(Baker) Sylvestre","ASPLENIACEAE Asplenium balansae (Baker) Sylvestre","RBR00013079","Splink","RBR","Pietrobom-Silva, M.R.","1669","Native","Bronze","Pontal do Paranapanema. Parque Estadual Morro do Diabo, trilha do Lago Verde, prox. da Sede.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","claussenii","Hieron.","ASPLENIACEAE Asplenium claussenii Hieron.","HB000015788","Splink","HB","Silva, M.R.","1544","Native","Bronze","Região do Pontal do Paranapanema, ca. 14km da cidade, rodovia SP 613/Teodoro Sampaio/ Rosana. Córrego Tuiuiu ou nascente do córrego da Serra. Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","cuneatum","Lam.","ASPLENIACEAE Asplenium cuneatum Lam.","HB000015806","Splink","HB","Silva, M.R.P.","1629","Native","Bronze","Região do Pontal do Paranapanema, Parque Estadual Morro do Diabo, ca. 17km da Cidade, Rodovia SP 613/Teodoro Sampaio- Rosana, ca. 5km da Rodovia pela trilha, Córrego Caldeirão.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","douglasii","Hook. & Grev.","ASPLENIACEAE Asplenium douglasii Hook. & Grev.","SJRP00013892","Splink","SJRP","Pietrobom-Silva, M.R.","1669","Native","Bronze","Região do Pontal Paranapanema, Parque Estadual Morro do Diabo, trilha do Lago Verde, proximidade da sede","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","flabellulatum","Kunze","ASPLENIACEAE Asplenium flabellulatum Kunze","MBM197743","Splink","MBM","Silva, M.R.P.","1629","Native","Bronze","Parque Estadual Morro do Diabo.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","inaequilaterale","Willd.","ASPLENIACEAE Asplenium inaequilaterale Willd.","SJRP00014005","Splink","SJRP","Pietrobom-Silva, M.R.","3466","Native","Bronze","Região do Pontal do Paranapanema, Parque Estadual do Morro do Diabo, trilha do Lago Verde, proximidades da Sede","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","otites","Link","ASPLENIACEAE Asplenium otites Link","SJRP00014060","Splink","SJRP","Pietrobom-Silva, M.R.","1544","Native","Bronze","Região do pontal do Paranapanema, Parque Estadual Morro do Diabo, cerca 14 Km da cidade, rodovia SP 613, Teodoro Sampaio-Rosana, córrego Tuiuiu ou Nascente do córrego da Serra","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","serratum","L.","ASPLENIACEAE Asplenium serratum L.","MO0100758239","Splink","MO","Silva, M.R.","1572","Native","Bronze","Regiao do Pontal do Paranapanema, PARQUE ESTADUAL MORRO DO DIABO, CA. 30 km da Sede pela trilha. Corrego 7 de Setembro ou Rio da Onca ou Angelim.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Asplenium","stuebelianum","Hieron.","ASPLENIACEAE Asplenium stuebelianum Hieron.","MBM197739","Splink","MBM","Silva, M.R.P.","1572","Native","Bronze","Parque Estadual do Morro do Diabo.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Ferns and Lycophytes","Aspleniaceae","Hymenasplenium","triquetrum","(N. Murak. & R.C. Moran) L. Regalado & Prada","ASPLENIACEAE Hymenasplenium triquetrum (N. Murak. & R.C. Moran) L. Regalado & Prada","SJRP00014161","Splink","SJRP","Pietrobom-Silva, M.R.","1597","Native","Bronze","Região do Pontal do Paranapanema, Parque Estadual Morro do Diabo, ca. 17 km da cidade, Rodovia SP 613/Teodoro Sampaio-Rosana, cerca 5 km da Rodovia pela Trilha, Córrego Caldeirão.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Austroeupatorium","inulaefolium","(Kunth) R.M.King & H.Rob.","ASTERACEAE Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.","278638","Splink","SP","Esteves, R.L.","92","Native","Bronze","Parque Estadual Morro do Diabo, Estrada do 7.000","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Baccharis","dracunculifolia","DC.","ASTERACEAE Baccharis dracunculifolia DC.","SPSF00027138","Splink","SPSF","Lucca, A.L.T.","206","Native","Ouro","Parque Estadual do Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Baccharis","punctulata","DC.","ASTERACEAE Baccharis punctulata DC.","HUFU00042105","Splink","HUFU","Oliveira, R.S.","15","Native","Ouro","Parque Estadual do Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Baccharis","trinervis","Pers.","ASTERACEAE Baccharis trinervis Pers.","SPSF00012228","Splink","SPSF","Leitao Filho, H.F.","18426","Native","Ouro","Parque Estadual do Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Bidens","pilosa","L.","ASTERACEAE Bidens pilosa L.","278539","Splink","SP","Esteves, R.L.","97","Naturalized","Bronze","Parque Estadual Morro do Diabo, Estrada do Porto Angelim, na orla.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Chaptalia","nutans","(L.) Pol.","ASTERACEAE Chaptalia nutans (L.) Pol.","FUEL031617","Splink","FUEL","Sanches, A.C.",,"Native","Ouro","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Chromolaena","squalida","(DC.) R.M.King & H.Rob.","ASTERACEAE Chromolaena squalida (DC.) R.M.King & H.Rob.","278857","Splink","SP","Pastore, J.A.","527","Native","Bronze","Parque Estadual Morro do Diabo, Estrada do Estreito","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Chrysolaena","cognata","(Less.) Dematt.","ASTERACEAE Chrysolaena cognata (Less.) Dematt.","277830","Splink","SP","Kirizawa, M.","3142","Native","Bronze","Parque Estadual do Morro do Diabo, Rodovia Arlindo Beril, ca. 6 km da cidade; beira da rodovia","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Dasyphyllum","brasiliense","(Spreng.) Cabrera","ASTERACEAE Dasyphyllum brasiliense (Spreng.) Cabrera",,"Splink","ALCB","Leitao Filho, H.F.","s/n","Native","Ouro","Parque Estadual do Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Eclipta","prostrata","(L.) L.","ASTERACEAE Eclipta prostrata (L.) L.","IPA0067043","Splink","IPA","Baitello, J.B.",,"Native","Ouro","Parque Estadual do Morro do Diabo, Córrego da Onça.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Elephantopus",,"L.","ASTERACEAE Elephantopus L.","278621","Splink","SP","Baitello, J.B.","682",,"Latão","Parque Estadual Morro do Diabo, Região do Caldeirão","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Emilia","fosbergii","Nicolson","ASTERACEAE Emilia fosbergii Nicolson","14305","Splink","FUEL","Henrique, L.",,"Naturalized","Ouro","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Erechtites",,"Raf.","ASTERACEAE Erechtites Raf.","UEC068530","Splink","UEC","Aona, L.Y.S.","97/250",,"Latão","Beira do Rio Paranapiacaba, caminho em direção a sede do Parque Estadual Morro do Diabo.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Eupatorium",,"L.","ASTERACEAE Eupatorium L.","67028","GBIF","IPA","Pastore, J.A.","527",,"Latão","Parque Estadual do Morro do diabo, estrada do estreito, área degradada, com presença de 'mandacaru'.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Lepidaploa","chamissonis","(Less.) H.Rob.","ASTERACEAE Lepidaploa chamissonis (Less.) H.Rob.","HUFU00046807","Splink","HUFU","Oliveira, R.S.","34","Native","Ouro","Parque Estadual do Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Lepidaploa","salzmannii","(DC.) H.Rob.","ASTERACEAE Lepidaploa salzmannii (DC.) H.Rob.","79720","GBIF","UEC","Almeida, F.S.","29","Native","Bronze","Parque Estadual do Morro do Diabo. Trilha do Morro do Diabo.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Mikania","micrantha","Kunth","ASTERACEAE Mikania micrantha Kunth","277746","Splink","SP","Kirizawa, M.","3074","Native","Ouro","Parque Estadual Morro do Diabo, Sapesal, próximo ao aeroporto","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Moquiniastrum","polymorphum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum polymorphum (Less.) G. Sancho","SPSF00011313","Splink","SPSF","Pastore, J.A.","206","Native","Ouro","Parque Estadual do Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Orthopappus","angustifolius","(Sw.) Gleason","ASTERACEAE Orthopappus angustifolius (Sw.) Gleason","SPSF00017862","Splink","SPSF","Baitello, J.B.","725","Native","Bronze","Parque Estadual do Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Piptocarpha","axillaris","(Less.) Baker","ASTERACEAE Piptocarpha axillaris (Less.) Baker","UEC162053","Splink","UEC","Casa, G.D.","00000","Native","Ouro","Brasil, SP, Teodoro Sampaio.Trilha do Morro;Parque Estadual Morro do Diabo.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Piptocarpha","sellowii","(Sch.Bip.) Baker","ASTERACEAE Piptocarpha sellowii (Sch.Bip.) Baker","UEC113183","Splink","UEC","Kolb, R.M.","000","Native","Bronze","Parque Estadual Morro do Diabo, Trilha Morro do Diabo.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Bryophytes","Asteraceae","Plagiochila","macrostachya","Lindenb.","ASTERACEAE Plagiochila macrostachya Lindenb.","16620","Splink","SJRP-BRYOPHYTA","Pietrobom-Silva, M.R.","1595","Native","Bronze","Região do Pontal do Paranapanema, Parque Estadual do Morro do Diabo, ca 17 km da cidade, Rodovia SP 613 Teodoro Sampaio - Rosana, ca. 5 km da Rodovia pela trilha, Córrego do Caldeirão / Ribeirão Bonito.","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Porophyllum","ruderale","(Jacq.) Cass.","ASTERACEAE Porophyllum ruderale (Jacq.) Cass.","278752","Splink","SP","Franco, G.A.D.C.","1314","Native","Prata","Parque Estadual Morro do Diabo, Estrada do Porto Angelim, na margem do caminho","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Angiosperms","Asteraceae","Praxelis","grandiflora","(DC.) Sch.Bip.","ASTERACEAE Praxelis grandiflora (DC.) Sch.Bip.","FUEL031341","Splink","FUEL","Almeida, F.S.","40","Native","Ouro","Parque Estadual Morro do Diabo","Não"
"PARQUE ESTADUAL DO MORRO DO DIABO","Bryophytes","Asteraceae","Sphagnum","brachybolax","Müll.Hal. ex Warnst.","ASTERACEAE Sphagnum brachybolax Müll.Hal. ex Warnst.","90037046","GBIF","Tropicos","Silva, M.R.","1602","Native","Bronze","Munic. Teodoro. Parque Estadual Morro do Diabo, ca 17 km da Cidade, Rodovia SP 613 Teodoro Sampalo-Rosana, ca 5 km da Rodovia pela trilha, Corrego do Caldeirao/Ribeirao Bonito.","Não"
