"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","recordNumber","barcode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","class","order","individualcount","fieldNumber","infraspecificEpithet","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","BHCB","91954","Solanum capoerum Dunal","Plantae","Solanaceae","Solanum","1985","4","5","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Mata de galeria próxima à entrada do parque.","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","capoerum","Sá, CFC de",,,"2024-09-03 19:47:24","Dunal",,,"659",,,,,"1800","1800",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2018-03-01","Solanum rhytidoandrum Sendtn.",,"BR",,,"1985-04-05",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, mata de galeria proxima a entrada do parque",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1913566764",,,,"https://specieslink.net/guid/220/91954",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,FALSE,FALSE,"Solanum rhytidoandrum","Solanum capoerum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum capoerum","Dunal","name_w_authors","Solanaceae","Solanum capoerum","Dunal","species","name accepted","bfo-121433",,,"Solanum capoerum Dunal","Solanum","Solanaceae","unknown","Solanum capoerum"
"user","RB","RB00833835","Solanum cladotrichum Dunal","Plantae","Solanaceae","Solanum","1985","4","5","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina.","JBRJ",,"Preserved Specimen",,,,"cladotrichum","C. Farney",,,,"Dunal","L.L. Giacomin",,"659",,,,,"1800",,,,,,,,,,,,,,"São José do Barreiro","2014-1",,,"BR",,,"1985-04-05","Mata de Galeria Próxima a entrada do Parque",,,,,,"sp.","Physical Object",,,,"RB",,"Farney, C.","659","1985","Giacomin, L.L.","2014",,"Farney",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:833835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/83/38/35/00833835-1.jpg|jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/83/38/35/00833835.jpg",,,,,,,,,,,,,,,,,"2017-10-16 22:11:08+00","Angiospermas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Solanum cladotrichum","Dunal","name_w_authors","Solanaceae","Solanum cladotrichum","Dunal","species","name accepted","bfo-14749",,,"Solanum cladotrichum Dunal","Solanum","Solanaceae","high","Solanum cladotrichum"
"gbif","BHCB","152762","Solanum concinnum Schott ex Sendtn.","Plantae","Solanaceae","Solanum","2011","5","2","Brasil","São Paulo",,"Outskirts of parque Nacional Serra da Bocaina. Road frrom park administrative headquarrters at São José do Barreiro to alojamento at entrance to park.","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","concinnum","Agra, MF; Bohs, LA; Giacomin, LL; Guidicelli, GC; Jorge, TB","-44.581389","-22.659444","2020-12-11 11:42:08","Schott ex Sendtn.",,,"7350",,,,,"667","667",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2011-05-01","Solanum concinnum Schott ex Sendtn.",,"BR",,,"2011-05-02",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","outskirts of parque nacional serra da bocaina, road frrom park administrative headquarrters at sao jose do barreiro to alojamento at entrance to park",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1499618453",,,,"https://specieslink.net/guid/220/152762",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Solanum concinnum","Solanum concinnum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/BHCB035757","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum concinnum","Schott ex Sendtn.","name_w_authors","Solanaceae","Solanum concinnum","Schott ex Sendtn.","species","name accepted","bfo-14752",,,"Solanum concinnum Schott ex Sendtn.","Solanum","Solanaceae","unknown","Solanum concinnum"
"user","RB","RB00941132","Solanum megalochiton Mart.","Plantae","Solanaceae","Solanum","2014","6","3","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, trilha que sai da pousada 'Campos da Bocaina' até a Pedra Alta. Ramanescente de mata.","JBRJ",,"Preserved Specimen","22º43´26´´","44º36´28´´W",,"megalochiton","M.G.Bovini; J.F.Baumgratz et M.Nadruz","-44.6077778","-22.7238889",,"Mart.","Y.F.GOUVÉA",,"3991",,,,,,,,,,,,,,,,,,,"São José do Barreiro","2016-7",,,"BR",,,"2014-06-03",,,,,,,"sp.","Physical Object",,,,"RB",,"Bovini, M.G.","3991","2014","Y.f.gouvea","2016","Baumgratz, J.F.; Nadruz, M.","Bovini",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:941132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/94/11/32/00941132.jpg",,,,,,,,,,,,,,,,,"2016-07-08 15:09:11+00","Angiospermas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Solanum didymum","Dunal","name_w_authors","Solanaceae","Solanum didymum","Dunal","species","replaced synonym","bfo-88088","Solanum didymum","Dunal","Solanum didymum Dunal","Solanum","Solanaceae","low","Solanum didymum"
"gbif","BHCB","152772","Solanum hexandrum Vell.","Plantae","Solanaceae","Solanum","2011","5","2","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Road from park administrative headquarters at São José do Barreiro to alojamento at entrance to park","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","hexandrum","Agra, MF; Bohs, LA; Giacomin, LL; Giudicelli, GC; Jorge, TB","-44.633056","-22.684444","2024-09-03 19:47:24","Vell.",,,"7359",,,,,"1323","1323",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2018-03-01","Solanum hexandrum Vell.",,"BR",,,"2011-05-02",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, road from park administrative headquarters at sao jose do barreiro to alojamento at entrance to park",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1087654591",,,,"https://specieslink.net/guid/220/152772",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Solanum hexandrum","Solanum hexandrum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/BHCB002583","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum hexandrum","Vell.","name_w_authors","Solanaceae","Solanum hexandrum","Vell.","species","name accepted","bfo-14779",,,"Solanum hexandrum Vell.","Solanum","Solanaceae","unknown","Solanum hexandrum"
"gbif","RB","RB00716602","Solanum inodorum Vell.","Plantae","Solanaceae","Solanum","2011","5","3","Brasil","São Paulo",,"Parque Nacional Serra da Bocaina. Mais road trough park from entrance at alojamento.","JBRJ","Tracheophyta","PRESERVED_SPECIMEN","22º44´28´´","44º36´58´´W",,"inodorum","M.F. Agra; et al.","-44.616111","-22.741111","2017-11-19 14:58:01","Vell.","L.L. Giacomin",,"7367",,,,,"1490",,,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2011-05-01","Solanum inodorum Vell.",,"BR",,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","2011-05-03",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional serra da bocaina, mais road trough park from entrance at alojamento",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1424416251","04.936.616/0001-20",,,"urn:catalog:JBRJ:RB:716602",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"4300f8d5-1ae5-49e5-a101-63894b005868",,,TRUE,FALSE,"Solanum inodorum","Solanum inodorum Vell.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum inodorum","Vell.","name_w_authors","Solanaceae","Solanum inodorum","Vell.","species","name accepted","bfo-14783",,,"Solanum inodorum Vell.","Solanum","Solanaceae","unknown","Solanum inodorum"
"gbif","BHCB","152780","Solanum inornatum Witasek","Plantae","Solanaceae","Solanum","2011","5","3","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Main road through park from entrance at alojamento. Trail to Cachoeira Santo Isidro","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","inornatum","Agra, MF; Bohs, LA; Giacomin, LL; Guidicelli, GC; Jorge, TB","-44.616389","-22.7475","2024-09-03 19:47:25","Witasek",,,"7377",,,,,"1486","1486",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2011-05-01","Solanum inornatum Witasek",,"BR",,,"2011-05-03",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, main road through park from entrance at alojamento",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1087654553",,,,"https://specieslink.net/guid/220/152780",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Solanum inornatum","Solanum inornatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum inornatum","Witasek","name_w_authors","Solanaceae","Solanum inornatum","Witasek","species","name accepted","bfo-14784",,,"Solanum inornatum Witasek","Solanum","Solanaceae","unknown","Solanum inornatum"
"gbif","BHCB","152782","Solanum cladotrichum Mart. ex Dunal","Plantae","Solanaceae","Solanum","2011","5","3","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Main road through park from entrance at lodge. Trail to Cachoeira Santo Isidro.","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","cladotrichum","Agra, MF; Bohs, LA; Giacomin, LL; Guidicelli, GC; Jorge, TB","-44.613889","-22.748056","2024-09-03 19:47:24","Dunal",,,"7371",,,,,"1436","1436",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2017-07-01","Solanum jussiaei Dunal",,"BR",,,"2011-05-03",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, main road through park from entrance at lodge",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1135820439",,,,"https://specieslink.net/guid/220/152782",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Solanum jussiaei","Solanum cladotrichum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum jussiaei","Dunal","name_w_authors","Solanaceae","Solanum jussiaei","Dunal","species","replaced synonym","bfo-14794","Solanum jussiaei","Dunal","Solanum jussiaei Dunal","Solanum","Solanaceae","unknown","Solanum jussiaei"
"gbif","BHCB","152776","Solanum kleinii L.B.Sm. & Downs","Plantae","Solanaceae","Solanum","2011","5","2","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Just behind alojamento at entrance to park","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","kleinii","Agra, MF; Bohs, LA; Giacomin, LL; Giudicelli, GC; Jorge, TB","-44.616944","-22.733611","2020-12-11 11:42:14","L.B.Sm. & Downs",,,"7363",,,,,"1507","1507",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2012-07-10","Solanum kleinii L.B.Sm. & Downs",,"BR",,,"2011-05-02",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, just behind alojamento at entrance to park",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1087654546",,,,"https://specieslink.net/guid/220/152776",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Solanum kleinii","Solanum kleinii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","EN",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum kleinii","L.B.Sm. & Downs","name_w_authors","Solanaceae","Solanum kleinii","L.B.Sm. & Downs","species","name accepted","bfo-14795",,,"Solanum kleinii L.B.Sm. & Downs","Solanum","Solanaceae","unknown","Solanum kleinii"
"speciesLink","CVJBFZB","2589","Solanum latiflorum","Plantae","Solanaceae","Solanum","2011","05","05","Brasil","São Paulo","São José do Barreiro","Outskirts of Parque Nacional Serra da Bocaina. Road from park administrative headquarters at São José do Barreiro to alojamento at entrance to park.","FZB-BH","Magnoliophyta","LivingSpecimen","22º41'13,96""","44º37'56,77""","408","latiflorum","Agra, M.F.; Bohs, L.; Giacomin, L. L.;Guidicelli, G. C.; Jorge, T. B.","-44.5699996948242","-22.6399993896484","2023-06-01T10:38:47","Bohs.","Bohs, L.","30784","AGRA7389",,"2011","05",,"1384","1384","<nO>254</nO>",,,"Solanales","0",,,,,,,"SPLINK","São José do Barreiro","2011-05-NA",,,,,,,,,,,,,,,,,,"CVJBFZB","not in IH","Agra, M.F.","AGRA7389","2011","Bohs, L.","2011","Bohs, L.; Giacomin, L.L.; Guidicelli, G.C.; Jorge, T.B.","Agra",,"brazil","sao paulo","sao jose do barreiro","outskirts of parque nacional serra da bocaina, road from park administrative headquarters at sao jose do barreiro to alojamento at entrance to park",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum latiflorum","Bohs","possibly_ok","Solanaceae","Solanum latiflorum","Bohs","species","author misspelled","bfo-14799",,,"Solanum latiflorum Bohs","Solanum","Solanaceae","high","Solanum latiflorum"
"speciesLink","CVJBFZB","2585","Solanum melissarum","Plantae","Solanaceae","Solanum","2011","05","04","Brasil","São Paulo","São José do Barreiro","Parque Nacional Serra da Bocaina. Main road through park from entrance at alojamento past Fazenda Das Posses. Turnoff on trail to Fazenda do Simeon.","FZB-BH","Magnoliophyta","LivingSpecimen","22º47'04,76""","44º36'15,82""","408","melissarum","Agra, M.F.; Bohs, L.; Giacomin, L. L.;Guidicelli, G. C.; Jorge, T. B.","-44.5699996948242","-22.6399993896484","2023-06-01T10:38:47","Bohs.","Bohs, L.","30784","AGRA7381",,"2011","05",,"1198","1198","<nO>254</nO>",,,"Solanales","1",,,,,,,"SPLINK","São José do Barreiro","2011-05-NA",,,,,,,,,,,,,,,,,,"CVJBFZB","not in IH","Agra, M.F.","AGRA7381","2011","Bohs, L.","2011","Bohs, L.; Giacomin, L.L.; Guidicelli, G.C.; Jorge, T.B.","Agra",,"brazil","sao paulo","sao jose do barreiro","parque nacional serra da bocaina, main road through park from entrance at alojamento past fazenda das posses, turnoff on trail to fazenda do simeon",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum melissarum","Bohs","possibly_ok","Solanaceae","Solanum melissarum","Bohs","species","author misspelled","bfo-14811",,,"Solanum melissarum Bohs","Solanum","Solanaceae","high","Solanum melissarum"
"gbif","BHCB","152796","Solanum nigrescens M.Martens & Galeotti","Plantae","Solanaceae","Solanum","2011","5","5","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Outskirts of Parque. Road from park administrative headquarters at São José do Barreiro to housing at entrance to park","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","nigrescens","Agra, MF; Bohs, LA; Giacomin, LL; Guidicelli, GC; Jorge, TB","-44.6325","-22.693056","2024-09-03 19:47:25","M.Martens & Galeotti",,,"7388",,,,,"1584","1584",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2011-05-01","Solanum nigrescens M.Martens & Galeotti",,"BR",,,"2011-05-05",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, outskirts of parque, road from park administrative headquarters at sao jose do barreiro to housing at entrance to park",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1087654568",,,,"https://specieslink.net/guid/220/152796",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Solanum nigrescens","Solanum nigrescens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum nigrescens","M.Martens & Galeotti","name_w_authors","Solanaceae","Solanum nigrescens","M.Martens & Galeotti","species","name accepted","bfo-14813",,,"Solanum nigrescens M.Martens & Galeotti","Solanum","Solanaceae","unknown","Solanum nigrescens"
"gbif","BHCB","150840","Solanum rufescens Sendtn.","Plantae","Solanaceae","Solanum","2011","5","4","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Trilha principal do parque, entre a Fazenda das Posses e o Rio da Prata","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","rufescens","Giudicelli, GC; Giacomin, LL; Jorge, TB; Bohs, LA; Agra, MF","-45.025","-23.269722","2020-12-11 11:42:21","Sendtn.",,,"15",,,,,"1389","1389",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro",,"Solanum rufescens Sendtn.",,"BR",,,"2011-05-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, trilha principal do parque, entre a fazenda das posses e o rio da prata",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1087653835",,,,"https://specieslink.net/guid/220/150840",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Solanum rufescens","Solanum rufescens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum rufescens","Sendtn.","name_w_authors","Solanaceae","Solanum rufescens","Sendtn.","species","name accepted","bfo-14846",,,"Solanum rufescens Sendtn.","Solanum","Solanaceae","unknown","Solanum rufescens"
"gbif","BHCB","152794","Solanum argenteum Blanchet ex Dunal","Plantae","Solanaceae","Solanum","2011","5","4","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina, Main road through park from entrance at alojamento to Fazenda Das Posses. At trailhead to Cachoeira das Posses.","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/220","argenteum","Agra, MF; Bohs, LA; Giacomin, LL; Giudicelli, GC; Jorge, TB","-44.604444","-22.773889","2024-09-03 19:47:24","Dunal",,,"7384",,,,,"1299","1299",,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","São José do Barreiro","2011-05-01","Solanum swartzianum Roem. & Schult.",,"BR",,,"2011-05-04",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina, main road through park from entrance at alojamento to fazenda das posses",,"locality","brazil_sao paulo_sao jose barreiro","brazil_sao paulo_sao jose barreiro",-22.74888367,-44.58687717,"county","1087654573",,,,"https://specieslink.net/guid/220/152794",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba",,,TRUE,FALSE,"Solanum swartzianum","Solanum argenteum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao jose barreiro","Brazil","São Paulo","São José do Barreiro",,"check_local.2municip.","Solanum swartzianum","Roem. & Schult.","name_w_authors","Solanaceae","Solanum swartzianum","Roem. & Schult.","species","replaced synonym","bfo-14872","Solanum swartzianum","Roem. & Schult.","Solanum swartzianum Roem. & Schult.","Solanum","Solanaceae","unknown","Solanum swartzianum"
"user","RB","RB01379713","Specklinia","Plantae","Orchidaceae","Specklinia","2011","10","0","Brasil","São Paulo",,"Parque Nacional da Serra da Bocaina","JBRJ",,"Preserved Specimen","22º43´0´´","44º37´W",,"Specklinia","Meneguzzo, T.E.C.","-44.6166667","-22.7166667",,,"H.L.Silva",,"s.n.",,,,,,,,,,,,,,,,,,,"São José do Barreiro","2020-3-12",,,"BR",,,"2011-10-00",,,,,,,"gen.","Physical Object",,,,"RB",,"Meneguzzo, T.E.C.","s.n.","2011","Silva, H.L.","2020",,"Meneguzzo",,"brazil","sao paulo","sao jose do barreiro","parque nacional da serra da bocaina",,"locality","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina",-22.74484201,-44.61460885,"locality",,,,,"urn:catalog:JBRJ:RB:1379713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/37/97/13/01379713.jpg",,,,,,,,,,,,,,,,,"2020-10-07 13:56:15+00","Angiospermas","brazil_sao paulo_sao jose barreiro_parque nacional serra bocaina","Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina","ok_same_resolution","Specklinia","Lindl.","indet","Orchidaceae","Specklinia","Lindl.","genus","name accepted","bfo-12237",,,"Specklinia Lindl.","Specklinia","Orchidaceae","low",
