"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Anacardiaceae","Toxicodendron",,"Mill.","ANACARDIACEAE Toxicodendron Mill.","SPF00222827","Splink","SPF","Silva-Luz, C.L.","114",,"Ouro","Parque Estadual da Cantareira, Núcleo Águas Claras. Av. Senador José Emírio de Marais. Divisa dos municípios de São Paulo e Mairiporã. Trilha para Pedra Grande, lado direito da estrada.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Anisophylleaceae","Anoplolejeunea","conferta","(Meiss.) Evans","ANISOPHYLLEACEAE Anoplolejeunea conferta (Meiss.) Evans","076288","Splink","ICN","Michel, E.L.","2234","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Annonaceae","Annona","dolabripetala","Raddi","ANNONACEAE Annona dolabripetala Raddi","SPSF00039435","Splink","SPSF","Aguiar, O.T.","816","Native","Ouro","Parque Estadual da Cantareira, Morro do Pavão","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Annonaceae","Annona","emarginata","(Schltdl.) H.Rainer","ANNONACEAE Annona emarginata (Schltdl.) H.Rainer","HRCB038721","Splink","HRCB","Arzolla, F.A.R.D.P.","230","Native","Ouro","Parque Estadual da Cantareira Região de Águas Claras","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Annonaceae","Guatteria","australis","A.St.-Hil.","ANNONACEAE Guatteria australis A.St.-Hil.","UEC009556","Splink","UEC","Arzolla, F.A.R.D.P.","1067","Native","Prata","Parque Estadual da Cantareira, Estrada da Pedra Grande.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Annonaceae","Polytrichaceae","sp.","(Raddi) G.L.Sm.","ANNONACEAE Polytrichaceae pseudopolytrichum sp. (Raddi) G.L.Sm.","HUSC014140","Splink","HUSC","Yano, O.","16735",,"Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Annonaceae",,,,"ANNONACEAE Polytrichaceae sp.","14140","GBIF","HUSC","Yano, O.","16735",,"Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Apiaceae","Apium","sellowianum","H.Wolff","APIACEAE Apium sellowianum H.Wolff","SPSF00035193","Splink","SPSF","Arzolla, F.A.R.D.P.","922","Naturalized","Bronze","Parque Estadual da Cantareira - Núcleo Cabuçú","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Apocynaceae","Aspidosperma","olivaceum","Müll.Arg.","APOCYNACEAE Aspidosperma olivaceum Müll.Arg.","UEC109036","Splink","UEC","Arzolla, F.A.R.D.P.","142","Native","Ouro","Parque Estadual da Cantareira, Região de Águas Claras.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Apocynaceae","Ditassa","tomentosa","(Decne.) Fontella","APOCYNACEAE Ditassa tomentosa (Decne.) Fontella","SPSF00039526","Splink","SPSF","Aguiar, O.T.","826","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Apocynaceae","Forsteronia","velloziana","(A.DC.) Woodson","APOCYNACEAE Forsteronia velloziana (A.DC.) Woodson","SPSF00037611","Splink","SPSF","Arzolla, F.A.R.D.P.","1214","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Apocynaceae","Mandevilla","atroviolacea","(Stadelm.) Woodson","APOCYNACEAE Mandevilla atroviolacea (Stadelm.) Woodson","SPSF00037575","Splink","SPSF","Arzolla, F.A.R.D.P.","1189","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Apocynaceae","Orthostichella","pachygastrella","(Müll. Hal. ex Aöngstr.) Allem & Magill","APOCYNACEAE Orthostichella pachygastrella (Müll. Hal. ex Aöngstr.) Allem & Magill","207829","Splink","ICN","Yano, O.","15841","Naturalized","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Aquifoliaceae","Ilex","dumosa","Reissek","AQUIFOLIACEAE Ilex dumosa Reissek","SPF00191521","GBIF","SPF","Arzolla, F.A.R.D.P.","1333","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araceae","Anthurium","langsdorffii","Schott","ARACEAE Anthurium langsdorffii Schott","SPSF00037537","Splink","SPSF","Arzolla, F.A.R.D.P.","1151","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araceae","Anthurium","scandens","(Aubl.) Engl.","ARACEAE Anthurium scandens (Aubl.) Engl.","SPSF00038827","Splink","SPSF","Moura, C.","112","Native","Bronze","Parque Estadual da Cantareira - Núcleo Cabuçú","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araceae","Anthurium","sellowianum","Kunth","ARACEAE Anthurium sellowianum Kunth","SP049384","Splink","SP","Kirizawa, M.","3546","Native","Ouro","Parque Estadual Cantareira, Núcleo Engordador, Mata Atlântica de encosta, parcialmente alterada, trilha da Cachoeira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Araceae","Lejeunea","acanthogona","(Steph.) Gradst. & C.J.Bastos","ARACEAE Lejeunea acanthogona (Steph.) Gradst. & C.J.Bastos","CESJ070982","Splink","CESJ","Yano, O.","16813","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Araceae","Lejeunea","cristulata","(Steph.) E. Reiner & Goda","ARACEAE Lejeunea cristulata (Steph.) E. Reiner & Goda","HUSC013920","Splink","HUSC","Yano, O.","17840",,"Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Araceae","Lejeunea","flava","(Sw.) Nees","ARACEAE Lejeunea flava (Sw.) Nees","CESJ070980","Splink","CESJ","Yano, O.","16758","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Araceae","Lejeunea","obtusangula","Spruce","ARACEAE Lejeunea obtusangula Spruce","HUFABC001682","Splink","HUFABC","Yano, O.","16648",,"Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araceae","Philodendron",,"Schott","ARACEAE Philodendron Schott","SPSF00033499","Splink","SPSF","Arzolla, F.A.R.D.P.","637",,"Latão","Parque Estadual da Cantareira, Chapada","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Araceae","Philonotis","hastata","(Duby) Wijk & Margad.","ARACEAE Philonotis hastata (Duby) Wijk & Margad.","HUFABC001687","Splink","HUFABC","Yano, O.","16737","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araceae","Zantedeschia","aethiopica","(L.) Spreng.","ARACEAE Zantedeschia aethiopica (L.) Spreng.","73678660","GBIF","Observations","Bernardes, L.",,"Cultivated","Bronze","Parque Estadual da Cantareira, São Paulo - SP, Brasil","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araliaceae","Dendropanax","cuneatus","(DC.) Decne. & Planch.","ARALIACEAE Dendropanax cuneatus (DC.) Decne. & Planch.","UEC109230","Splink","UEC","Hoch, A.M.","03","Native","Ouro","Parque Estadual da Cantareira, Núcleo Pedra Grande. Região de Chapada.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araliaceae","Dendropanax","nebulosus","Fiaschi & Jung-Mend.","ARALIACEAE Dendropanax nebulosus Fiaschi & Jung-Mend.","SPF00222830","Splink","SPF","Silva-Luz, C.L.","111","Native","Ouro","Parque Estadual da Cantareira, Núcleo Águas Claras. Av. Senador José Emírio de Marais. Divisa dos municípios de São Paulo e Mairiporã. ca. de 200 m do início da trilha para Pedra Grande. Lado direito da estrada.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araliaceae","Didymopanax","angustissimus","Marchal","ARALIACEAE Didymopanax angustissimus Marchal","FLOR0074949","Splink","FLOR","Arzolla, F.A.R.D.P.","150","Native","Ouro","Parque Estadual da Cantareira. Região de Águas Claras.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Araliaceae","Hydrocotyle",,"L.","ARALIACEAE Hydrocotyle L.","SPF00222833","Splink","SPF","Silva-Luz, C.L.","108",,"Latão","Parque Estadual da Cantareira, Núcleo Águas Claras. Av. Senador José Emírio de Marais. Divisa dos municípios de São Paulo e Mairiporã. Trilha para Pedra Grande. Beira da estrada.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Arecaceae","Geonoma","schottiana","Mart.","ARECACEAE Geonoma schottiana Mart.","SPSF00038826","Splink","SPSF","Moura, C.","111","Native","Bronze","Parque Estadual da Cantareira - Núcleo Cabuçú","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asclepiadaceae",,,"Juss.","ASCLEPIADACEAE Apocynaceae Juss.","SPSF00043491","Splink","SPSF","Arzolla, F.A.R.D.P.","1420",,"Latão","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Ferns and Lycophytes","Aspleniaceae","Asplenium","bradeanum","Handro","ASPLENIACEAE Asplenium bradeanum Handro","SPSF00037553","Splink","SPSF","Arzolla, F.A.R.D.P.","1167","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Ferns and Lycophytes","Aspleniaceae","Asplenium","claussenii","Hieron.","ASPLENIACEAE Asplenium claussenii Hieron.","SPSF00037550","Splink","SPSF","Arzolla, F.A.R.D.P.","1164","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Ferns and Lycophytes","Aspleniaceae","Asplenium","harpeodes","Kunze","ASPLENIACEAE Asplenium harpeodes Kunze","SPSF00039431","Splink","SPSF","Arzolla, F.A.R.D.P.","1254","Native","Bronze","Parque Estadual da Cantareira, Morro do Pavão","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Ferns and Lycophytes","Aspleniaceae","Asplenium","mucronatum","C.Presl","ASPLENIACEAE Asplenium mucronatum C.Presl","SPF00222818","Splink","SPF","Silva-Luz, C.L.","123","Native","Bronze","Parque Estadual da Cantareira, Núcleo Águas Claras. Av. Senador José Emírio de Marais. Divisa dos municípios de São Paulo e Mairiporã. Trilha das Águas, junto ao córrego.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Ferns and Lycophytes","Aspleniaceae","Asplenium","scandicinum","Kaulf.","ASPLENIACEAE Asplenium scandicinum Kaulf.","SPSF00034995","Splink","SPSF","Pastore, J.A.","1336","Native","Bronze","Parque Estadual da Cantareira, Pinheirinho","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Ambrosia","polystachya","DC.","ASTERACEAE Ambrosia polystachya DC.","SPSF00037602","Splink","SPSF","Arzolla, F.A.R.D.P.","1204","Native","Prata","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae",,,"Bercht. & J.Presl","ASTERACEAE Asteraceae Bercht. & J.Presl","SPSF00042638","Splink","SPSF","Arzolla, F.A.R.D.P.","1355",,"Latão","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Austroeupatorium","inulaefolium","(Kunth) R.M.King & H.Rob.","ASTERACEAE Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.","145721","GBIF","UEC","Arzolla, F.A.R.D.P.","1407","Native","Ouro","Parque Estadual da Cantareira, Núicleo Pedra Grande, clareira antrópica sob a torre 11 da linha de transmissão, acesso pela Estrada da Cuca. altitude 890m","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Baccharis","anomala","DC.","ASTERACEAE Baccharis anomala DC.","ICN00046697","Splink","ICN","Arzola, F.A.R.D.P.","859","Native","Ouro","Parque Estadual da Cantareira região de Pinheirinho","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Baccharis","ligustrina","DC.","ASTERACEAE Baccharis ligustrina DC.","SPSF00041823","Splink","SPSF","Arzolla, F.A.R.D.P.","1112","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Baccharis","montana","DC.","ASTERACEAE Baccharis montana DC.","SPSF00043122","Splink","SPSF","Arzolla, F.A.R.D.P.","1398","Native","Ouro","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Baccharis","oblongifolia","(Ruiz & Pav.) Pers.","ASTERACEAE Baccharis oblongifolia (Ruiz & Pav.) Pers.","UEC069674","Splink","UEC","Arzolla, F.A.R.D.P.","1112","Native","Ouro","Brasil, Estado de São Paulo, Município de Mairiporã, Parque Estadual da Cantareira, Serra da Pirucaia.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Dasyphyllum","flagellare","(Casar.) Cabrera","ASTERACEAE Dasyphyllum flagellare (Casar.) Cabrera","UEC032029","Splink","UEC","Arzolla, F.A.R.D.P.","1120","Native","Ouro","Parque Estadual da Cantareira, Crista da Serra da Pirucaia, Hortolândia.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Dasyphyllum","lanceolatum","(Less.) Cabrera","ASTERACEAE Dasyphyllum lanceolatum (Less.) Cabrera","SPSF00040961","Splink","SPSF","Arzolla, F.A.R.D.P.","1332","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Eremanthus","erythropappus","(DC.) MacLeish","ASTERACEAE Eremanthus erythropappus (DC.) MacLeish","SPSF00037618","Splink","SPSF","Arzolla, F.A.R.D.P.","1223","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Eupatorium","inulaefolium","H.B. & K.","ASTERACEAE Eupatorium inulaefolium H.B. & K.","HRJ00006756","Splink","HRJ","Tamashiro, J.Y.","204",,"Latão","Parque Estadual da Cantareira.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Eupatorium","sp.",,"ASTERACEAE Eupatorium inulaefolium sp.","HRJ00006756","GBIF","HRJ","Tamashiro, J.Y.","204",,"Latão","Parque Estadual da Cantareira.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Galinsoga","parviflora","Cav.","ASTERACEAE Galinsoga parviflora Cav.","SPSF00035008","Splink","SPSF","Pastore, J.A.","1326","Naturalized","Bronze","Parque Estadual da Cantareira, Pinheirinho","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Heterocondylus","alatus","(Vell.) R.M.King & H.Rob.","ASTERACEAE Heterocondylus alatus (Vell.) R.M.King & H.Rob.","SPSF00042640","Splink","SPSF","Arzolla, F.A.R.D.P.","1357","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Mikania","hirsutissima","DC.","ASTERACEAE Mikania hirsutissima DC.","UEC017373","Splink","UEC","Pastore, J.A.","1321","Native","Bronze","Parque Estadual da Cantareira. Região do Pinheirinho. Trilha.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Mikania","microcephala","DC.","ASTERACEAE Mikania microcephala DC.","SPSF00034972","Splink","SPSF","Arzolla, F.A.R.D.P.","859","Native","Bronze","Parque Estadual da Cantareira, Pinheirinho","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Mikania","smilacina","DC.","ASTERACEAE Mikania smilacina DC.","UEC017345","Splink","UEC","Cassalho, A.",,"Native","Ouro","Parque Estadual da Cantareira, região de Hortolândia.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Mikania","trinervis","Hook. & Arn.","ASTERACEAE Mikania trinervis Hook. & Arn.","SPSF00042643","Splink","SPSF","Arzolla, F.A.R.D.P.","1360","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Moquiniastrum","polymorphum","(Less.) G. Sancho","ASTERACEAE Moquiniastrum polymorphum (Less.) G. Sancho","UEC089930","Splink","UEC","Koscinski, M.",,"Native","Ouro","Parque estadual da Cantareira.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Pentacalia","desiderabilis","(Vell.) Cuatrec.","ASTERACEAE Pentacalia desiderabilis (Vell.) Cuatrec.","SPSF00042653","Splink","SPSF","Arzola, F.A.R.D.P.","1371","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Piptocarpha","axillaris","(Less.) Baker","ASTERACEAE Piptocarpha axillaris (Less.) Baker","SPSF00042634","Splink","SPSF","Arzolla, F.A.R.D.P.","1351","Native","Bronze","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Piptocarpha","oblonga","(Gardner) Baker","ASTERACEAE Piptocarpha oblonga (Gardner) Baker","UEC017275","Splink","UEC","Pastore, J.A.","434","Native","Ouro","Parque estadual da Cantareira, região do Engordador.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Piptocarpha","quadrangularis","(Vell.) Baker","ASTERACEAE Piptocarpha quadrangularis (Vell.) Baker","UEC069694","Splink","UEC","Moura, C.","142","Native","Bronze","Parque Estadual da Cantareira, Bairro Hortolândia.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Piptocarpha","regnellii","(Sch.Bip.) Cabrera","ASTERACEAE Piptocarpha regnellii (Sch.Bip.) Cabrera","SPSF00035219","Splink","SPSF","Frade, L.C.",,"Native","Prata","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Asteraceae","Plagiochila","bifaria","(Sw.) Lindenb.","ASTERACEAE Plagiochila bifaria (Sw.) Lindenb.","207801","Splink","ICN","Yano, O.","17806","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Asteraceae","Plagiochila","raddiana","Lindenb.","ASTERACEAE Plagiochila raddiana Lindenb.","207817","Splink","ICN","Yano, O.","17779","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Asteraceae","Plagiochila","simplex","(Sw.) Lindenb.","ASTERACEAE Plagiochila simplex (Sw.) Lindenb.","PACA117415","Splink","PACA-BRYOPHYTES","Yano, O.","16666","Native","Bronze","Parque estadual da cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Smallanthus","connatus","(Spreng.) H.Rob.","ASTERACEAE Smallanthus connatus (Spreng.) H.Rob.","279206","Splink","SP","Franco, G.A.D.C.","1328","Native","Bronze","Parque Estadual da Cantareira, Chapada","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Bryophytes","Asteraceae","Sphagnum","magellanicum","Brid.","ASTERACEAE Sphagnum magellanicum Brid.","HUFABC001745","Splink","HUFABC","Yano, O.","17954","Native","Bronze","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Symphyopappus","compressus","(Gardner) B.L.Rob.","ASTERACEAE Symphyopappus compressus (Gardner) B.L.Rob.","SPSF00037643","Splink","SPSF","Arzolla, F.A.R.D.P.","1236","Native","Prata","Parque Estadual da Cantareira - Núcleo Cabuçú","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Verbesina","floribunda","Gardner","ASTERACEAE Verbesina floribunda Gardner","SPSF00042633","Splink","SPSF","Arzolla, F.A.R.D.P.","1350","Native","Prata","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Vernonanthura","diffusa","(Less.) H. Rob.","ASTERACEAE Vernonanthura diffusa (Less.) H. Rob.","MBM296589","Splink","MBM","Arzolla, F.A.R.D.P.","283",,"Prata","Parque Estadual da Cantareira.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Vernonanthura","divaricata","(Spreng.) H.Rob.","ASTERACEAE Vernonanthura divaricata (Spreng.) H.Rob.","SPSF00039193","Splink","SPSF","Moura, C.","156","Native","Prata","Parque Estadual da Cantareira, Hortolândia","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Vernonanthura","hilairiana","(Gardner) A.J.Vega & M.Dematt.","ASTERACEAE Vernonanthura hilairiana (Gardner) A.J.Vega & M.Dematt.","279207","Splink","SP","Baitello, J.B.","759","Native","Bronze","Parque Estadual da Cantareira, Núcleo Engordador, trilha do Macuco","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Vernonanthura","petiolaris","(DC.) H.Rob.","ASTERACEAE Vernonanthura petiolaris (DC.) H.Rob.","UEC136854","Splink","UEC","Arzolla, F.A.R.D.P.","1024","Native","Ouro","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Vernonanthura","polyanthes","(Sprengel) Vega & Dematteis","ASTERACEAE Vernonanthura polyanthes (Sprengel) Vega & Dematteis","SPSF00019013","Splink","SPSF","Baitello, J.B.","759","Native","Prata","Parque Estadual da Cantareira","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Vernonanthura","puberula","(Less.) H.Rob.","ASTERACEAE Vernonanthura puberula (Less.) H.Rob.","182870","Splink","ICN","Pastore, J.A.",,"Native","Bronze","Parque Estadual da Cantareira região do Pinheirinho","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae","Vernonanthura","viscidula","(Less.) H.Rob.","ASTERACEAE Vernonanthura viscidula (Less.) H.Rob.","296589","GBIF","MBM","Arzolla, F.A.R.D.P.","283","Native","Prata","Parque Estadual da Cantareira.","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Asteraceae|Rosaceae","Agrimonia",,"L.","ASTERACEAE|ROSACEAE Agrimonia L.","SPSF00018967","Splink","SPSF","Esteves, R.","1190",,"Latão","Parque Estadual da Cantareira, Chapada","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Basellaceae","Anredera","tucumanensis","(Lillo & Hauman) Sperling","BASELLACEAE Anredera tucumanensis (Lillo & Hauman) Sperling","295803","Splink","SP","Ogawa, K.","2","Native","Bronze","Parque Estadual da Cantareira, Nucleo Pedra Grande. Região de Chapada","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Begoniaceae","Begonia","convolvulacea","(Klotzsch) A.DC.","BEGONIACEAE Begonia convolvulacea (Klotzsch) A.DC.","SPSF00035199","Splink","SPSF","Arzolla, F.A.R.D.P.","928","Native","Bronze","Parque Estadual da Cantareira - Núcleo Cabuçú","Não"
"PARQUE ESTADUAL DA CANTAREIRA","Angiosperms","Begoniaceae","Begonia","fruticosa","(Klotzsch) A.DC.","BEGONIACEAE Begonia fruticosa (Klotzsch) A.DC.","SPF00102884","Splink","SPF","Franco, G.A.D.C.","1337","Native","Prata","Parque Estadual da Cantareira, Núcleo Engordador. Trilha da Cachoeira.","Não"
