"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Aphelandra","chamissoniana","Nees","ACANTHACEAE Aphelandra chamissoniana Nees","SPF00154097","Splink","SPF","Costa, F.N.","346","Native","Bronze",,"Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Aphelandra","ornata","(Nees) T.Anderson","ACANTHACEAE Aphelandra ornata (Nees) T.Anderson","UEC004104","Splink","UEC","Mello-Silva, R.","1000","Native","Ouro","Estrada vicinal não pavimentada, lado direito da Rodovia SP 165 (trecho Sete Barras - Eldorado, não pavimentado), 3 Km além do distrito de Quarto Vergueiro (9 Km da bifurcação).","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Dyschoriste","schottiana","(Nees) Kobuski","ACANTHACEAE Dyschoriste schottiana (Nees) Kobuski","SPSF00036068","Splink","SPSF","Carboni, M.","201","Native","Ouro","P.E.Jacupiranga - Núcleo Cedro","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Herpetacanthus",,"Nees","ACANTHACEAE Herpetacanthus Nees","142875","Splink","UEC","Oriani, A.","486",,"Latão","Parque Estadual de Jacupiranga, Núcleo caverna do Diabo. Trilha do Araçá. Floresta Ombrófila Densa Baixo Montanta Ribeirinha Degradada com afloramento de calcário.","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Hygrophila","costata","Nees & T. Nees","ACANTHACEAE Hygrophila costata Nees & T. Nees","RB00983696","JABOT","RB","Oriani, A.","460","Native","Bronze","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Araçá. Parque Estadual de Jacupiranga","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Justicia","kleinii","Wassh. & L.B.Sm.","ACANTHACEAE Justicia kleinii Wassh. & L.B.Sm.","SPSF00058369","Splink","SPSF","Shirasuna, R.T.","5222","Native","Bronze","Parque Estadual Caverna do Diabo","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Justicia","schenckiana","Lindau","ACANTHACEAE Justicia schenckiana Lindau","73190","GBIF","UEC","Leitao Filho, H.F.","32975","Native","Ouro","Parque Estadual Jacupiranga, Núcleo Caverna do Diabo, trilha da Caverna e Trilha dos Moradores","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Lepidagathis","kameyamana","Gnanasek. & Arisdason","ACANTHACEAE Lepidagathis kameyamana Gnanasek. & Arisdason","76612","GBIF","UEC","Souza, V.C.","9057","Native","Ouro","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha para o mirante mais alto.","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","SPSF00036459","Splink","SPSF","Braidotti, J.C.","4","Native","Bronze","P.E.Jacupiranga - Núcleo Caverna do Diabo","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Sanchezia","oblonga","Ruiz & Pav.","ACANTHACEAE Sanchezia oblonga Ruiz & Pav.","165787337","GBIF","Observations","Dominguez, Y.",,"Native","Ouro","Eldorado - State of São Paulo, 11960-000, Brazil","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Acanthaceae","Thunbergia","alata","Bojer ex Sims","ACANTHACEAE Thunbergia alata Bojer ex Sims","UEC179355","Splink","UEC","Campos-Rocha, A.","334","Naturalized","Latão","propriedade de Douglas C. Ribeiro, na subida da serra, sentido sede, entre juçaras","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Amaryllidaceae","Zephyranthes","blumenavia","(K.Koch & C.D.Bouché ex Carrière) Nic.García & Dutilh","AMARYLLIDACEAE Zephyranthes blumenavia (K.Koch & C.D.Bouché ex Carrière) Nic.García & Dutilh","SPSF00057426","Splink","SPSF","Shirasuna, R.T.","5205","Native","Bronze","Parque Estadual Caverna do Diabo","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Annonaceae","Annona","dolabripetala","Raddi","ANNONACEAE Annona dolabripetala Raddi","SPSF00036170","Splink","SPSF","Braidotti, J.C.","133","Native","Ouro","P.E.Jacupiranga - Núcleo Cedro","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Annonaceae","Annona","sylvatica","A.St.-Hil.","ANNONACEAE Annona sylvatica A.St.-Hil.","UEC030603","Splink","UEC","Oriani, A.","687","Native","Ouro","Parque Estadual de Jacupiranga, Núcleo Cedro. Trlha Véu da Noiva. Floresta Ombrófila Densa Montana Degradada.","Não"
"PARQUE ESTADUAL CAVERNA DO DIABO","Angiosperms","Apocynaceae","Aspidosperma",,"Mart. & Zucc.","APOCYNACEAE Aspidosperma Mart. & Zucc.","SORO009021","Splink","SORO","Cardoso-Leite, E.",,,"Bronze","Parque Estadual Caverna do Diabo. Trilha do Bugio","Não"
