"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","yearIdentified","monthIdentified","dayIdentified","barcode","infraspecificEpithet","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","phylum","preparationtype","relationshiptype","relatedcatalogitem","class","order","individualcount","fieldNumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","35023","Collaea speciosa","Plantae","Fabaceae","Collaea","2004","11","05","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.B.Baitello","13","speciosa","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:13:49","(Loisel.) DC.","1728","2005","08","03","SPSF00035023",,,,,,"<nO>COLETA: XLS: SPSFNovo; Arvoreta, flores avermelhadas; GEOGRAFIA: borda da mata de fundo de vale&nf;;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Fabales",,,,"SPLINK","Franco da Rocha","2005-08-03",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1728","2004","Baitello, J.B.","2005",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Collaea speciosa","(Loisel.) DC.","possibly_ok","Fabaceae","Collaea speciosa","(Loisel.) DC.","species","name accepted","bfo-29551",,,"Collaea speciosa (Loisel.) DC.","Collaea","Fabaceae","low","Collaea speciosa"
"speciesLink","SPF","166611","Collaea stenophylla","Plantae","Leguminosae","Collaea","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Silva, GR","7","stenophylla","Camara, AJ","-46.720001","-23.32","2023-12-20T16:01:14","(Hook. & Arn.) Benth.","s.n.","2023","08",,"SPF00166611",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2023-08-NA",,,,,,,,,,,,,,,,,,"SPF",,"Camara, A.J.","s.n.","2002","Silva, G.R.","2023",,"Camara",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Collaea stenophylla","(Hook. & Arn.) Benth.","possibly_ok","Fabaceae","Collaea stenophylla","(Hook. & Arn.) Benth.","species","name accepted","bfo-101060",,,"Collaea stenophylla (Hook. & Arn.) Benth.","Collaea","Fabaceae","low","Collaea stenophylla"
"speciesLink","HUFABC","001914","Conyza primulifolia","Plantae","Asteraceae","Conyza","2017","12","06","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Estrada para o ovo da pata. Campo nativo do lado esquerdo antes da bifurcação para a torre de observação setor B",,"UFABC","PreservedSpecimen","Monge, M","634","primulifolia","Keller, VC; Wolfsdorff, G","-46.699422","-23.344892","2024-07-05T09:51:59","(Lam.) Cuatrec. & Lourteig","123","2018","05","06","HUFABC001914",,"-23.344892","-46.699422",,,"<nO>Erva, flores amarelas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2018-05-06",,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","123","2017","Monge, M.","2018","Wolfsdorff, G.","Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, estrada para o ovo da pata",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Conyza primulifolia","(Lam.) Cuatrec. & Lourteig","possibly_ok","Asteraceae","Conyza primulifolia","(Lam.) Cuatrec. & Lourteig","species","name accepted","bfo-5285",,,"Conyza primulifolia (Lam.) Cuatrec. & Lourteig","Conyza","Asteraceae","high","Conyza primulifolia"
"gbif","SPSF","57118","Cordiera myrciifolia (K.Schum.) Perss. & Delprete","Plantae","Rubiaceae","Cordiera","2020","2","19","Brasil","Sp",,"Parque Estadual do Juquery",,"IF","PRESERVED_SPECIMEN","I.C.Rossatto","https://specieslink.net/col/13","myrciifolia","I.C.Rossatto & C.P.Bruniera & J.V.S.Pereira","-46.689444","-23.338056","2024-08-06 09:16:30","C.H.Perss. & Delprete","32",,,,,,,,"789","789",,,"Tracheophyta",,,,"Magnoliopsida","Gentianales",,,,"GBIF","Franco da Rocha",,"Cordiera myrciifolia (K.Schum.) Perss. & Delprete",,"BR",,,"2020-02-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality","4953430601",,,,"https://specieslink.net/guid/13/57118",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cordiera",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Cordiera myrciifolia","Cordiera myrciifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_franco rocha_parque estadual juquery","Brazil","São Paulo","franco rocha","parque estadual juquery","ok_same_resolution","Cordiera myrciifolia","(K.Schum.) C.H.Perss. & Delprete","name_w_authors","Rubiaceae","Cordiera myrciifolia","(K.Schum.) C.H.Perss. & Delprete","species","author misspelled","bfo-13892",,,"Cordiera myrciifolia (K.Schum.) C.H.Perss. & Delprete","Cordiera","Rubiaceae","unknown","Cordiera myrciifolia"
"speciesLink","SPSF","57118","Cordiera myrciifolia","Plantae","Rubiaceae","Cordiera","2020","02","19","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery",,"IF","PreservedSpecimen","I.C.Rossatto","13","myrciifolia","I.C.Rossatto & C.P.Bruniera & J.V.S.Pereira","-46.689444","-23.338056","2024-08-06T09:16:30","C.H.Perss. & Delprete","32",,,,"SPSF00057118",,,,"789","789","<nO>COLETA: Arvoreta de aprox. 2 m de altura; folhas membranáceas; flores alvas de corola curta.; GEOGRAFIA: Mata de galeria. Trilha da Penitenciária.;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Rubiales",,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"SPSF",,"Rossatto, I.C.","32","2020","Rossatto, I.C.","n.d.","Bruniera, C.P.; Pereira, J.V.S.","Rossatto",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cordiera rugulata","C.H.Perss. & Delprete","possibly_ok","Rubiaceae","Cordiera rugulata","C.H.Perss. & Delprete","species","name misspelled","bfo-613829",,,"Cordiera rugulata C.H.Perss. & Delprete","Cordiera","Rubiaceae","low","Cordiera rugulata"
"speciesLink","HUFABC","000575","Crotalaria spectabilis","Plantae","Fabaceae","Crotalaria","2017","11","18","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Ao pegar a estrada para trilhas Parque do Juquery, virando a primeira esquerda, dentro de uma área cercada com muro de tijolos.",,"UFABC","PreservedSpecimen",,"634","spectabilis","Sanches, TA","-46.691067","-23.336247","2024-07-05T09:52:09","Roth","1",,,,"HUFABC000575",,"-23.336247","-46.691067",,,"<nO>Arbusto, cerca de 1m alt. Fruto verde claro, não observada a flor</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Sanches, T.A.","1","2017","s.n.","n.d.",,"Sanches",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, ao pegar a estrada para trilhas parque do juquery",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Crotalaria spectabilis","Röth","possibly_ok","Fabaceae","Crotalaria spectabilis","Röth","species","author misspelled","bfo-82990",,,"Crotalaria spectabilis Röth","Crotalaria","Fabaceae","unknown","Crotalaria spectabilis"
"speciesLink","HUFABC","001937","Crotalaria unifoliolata","Plantae","Fabaceae","Crotalaria","2017","12","13","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B",,"UFABC","PreservedSpecimen",,"634","unifoliolata","Keller, VC","-46.701828","-23.345083","2024-07-05T09:52:09","Benth.","131",,,,"HUFABC001937",,"-23.345083","-46.701828",,,"<nO>Sub-arbusto, flores amarelas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","131","2017","s.n.","n.d.",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Crotalaria unifoliolata","Benth.","possibly_ok","Fabaceae","Crotalaria unifoliolata","Benth.","species","name accepted","bfo-29581",,,"Crotalaria unifoliolata Benth.","Crotalaria","Fabaceae","unknown","Crotalaria unifoliolata"
"speciesLink","HUFABC","002178","Croton didrichsenii","Plantae","Euphorbiaceae","Croton","2018","01","16","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B",,"UFABC","PreservedSpecimen",,"634","didrichsenii","Keller, VC","-46.701828","-23.345083","2024-07-05T09:52:06","G.L.Webster","166",,,,"HUFABC002178",,"-23.345083","-46.701828",,,"<nO>Sub-arbusto, flores brancas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","166","2018","s.n.","n.d.",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Croton didrichsenii","G.L.Webster","possibly_ok","Euphorbiaceae","Croton didrichsenii","G.L.Webster","species","name accepted","bfo-29192",,,"Croton didrichsenii G.L.Webster","Croton","Euphorbiaceae","unknown","Croton didrichsenii"
"speciesLink","SPSF","52358","Croton floribundus","Plantae","Euphorbiaceae","Croton","2017","11","06","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","A.P.N.Pereira","13","floribundus","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:15:07","Spreng.","2717","2020","12","11","SPSF00052358",,,,,,"<nO>COLETA: Arvoreta, flores.; GEOGRAFIA: Trecho de mata.;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Malpighiales",,,,"SPLINK","Franco da Rocha","2020-12-11",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2717","2017","Pereira, A.P.N.","2020",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Croton floribundus","Spreng.","possibly_ok","Euphorbiaceae","Croton floribundus","Spreng.","species","name accepted","bfo-17512",,,"Croton floribundus Spreng.","Croton","Euphorbiaceae","low","Croton floribundus"
"speciesLink","SPF","166595","Croton lundianus","Plantae","Euphorbiaceae","Croton","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Caruzo, MBR","7","lundianus","Freire, GQ","-46.720001","-23.32","2023-12-20T15:59:26","(Didr.) Müll.Arg.","s.n.","2005","06",,"SPF00166595",,"0","0",,,"<nO>Subarbusto não lenhoso, com diminutas flores brancas em inflorescência, folhas simples.</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2005-06-NA",,,,,,,,,,,,,,,,,,"SPF",,"Freire, G.Q.","s.n.","2002","Caruzo, M.B.R.","2005",,"Freire",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Croton lundianus","(Didr.) Müll.Arg.","possibly_ok","Euphorbiaceae","Croton lundianus","(Didr.) Müll.Arg.","species","name accepted","bfo-17523",,,"Croton lundianus (Didr.) Müll.Arg.","Croton","Euphorbiaceae","high","Croton lundianus"
"speciesLink","SPF","166596","Croton vulnerarius","Plantae","Euphorbiaceae","Croton","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Caruzo, MBR","7","vulnerarius","Altoe, AM","-46.720001","-23.32","2023-12-20T15:59:30","Baill.","s.n.","2005","06",,"SPF00166596",,"0","0",,,"<nO>Planta arbórea com flroes díclinas de pétalas amarelas.; Campo cerrado.</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2005-06-NA",,,,,,,,,,,,,,,,,,"SPF",,"Altoe, A.M.","s.n.","2002","Caruzo, M.B.R.","2005",,"Altoe",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Croton vulnerarius","Baill.","possibly_ok","Euphorbiaceae","Croton vulnerarius","Baill.","species","name accepted","bfo-35971",,,"Croton vulnerarius Baill.","Croton","Euphorbiaceae","high","Croton vulnerarius"
"speciesLink","SPF","168393","Curtia","Plantae","Gentianaceae","Curtia","2005","04","13","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen",,"7",,"Calió, MF","-46.720001","-23.32","2023-12-20T15:59:49",,"95",,,,"SPF00168393",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"SPF",,"Calio, M.F.","95","2005","s.n.","n.d.",,"Calio",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Curtia","Cham. & Schltdl.","indet","Gentianaceae","Curtia","Cham. & Schltdl.","genus","name accepted","bfo-7757",,,"Curtia Cham. & Schltdl.","Curtia","Gentianaceae","high",
"speciesLink","SPSF","30659","Cyrtopodium pallidum","Plantae","Orchidaceae","Cyrtopodium","2002","11","25","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","F.de Barros","13","pallidum","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:12:38",,"1281","2003","09","01","SPSF00030659",,,,,,"<nO>COLETA: XLS: SPSFAntigo&nf;Herbácea ereta até 50cm altura; labelo ""pink"" e branco; sépalas maculadas de roxo.; GEOGRAFIA: campo limpo apos queimada&nf;;</nO>","América do Sul","Magnoliophyta",,,,"Liliopsida","Orchidales",,,,"SPLINK","Franco da Rocha","2003-09-01",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1281","2002","Barros, F.","2003",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cyrtopodium pallidum","Rchb.f. & Warm.","possibly_ok","Orchidaceae","Cyrtopodium pallidum","Rchb.f. & Warm.","species","name accepted","bfo-11450",,,"Cyrtopodium pallidum Rchb.f. & Warm.","Cyrtopodium","Orchidaceae","high","Cyrtopodium pallidum"
"speciesLink","SPSF","30782","Dalbergia brasiliensis","Plantae","Fabaceae","Dalbergia","2002","12","26","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.B.Baitello","13","brasiliensis","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:13:50",,"1367","2002","12","26","SPSF00030782",,,,,,"<nO>COLETA: XLS: SPSFAntigo&nf;borda da mata de fundo de vale&nf;Arvoreta de flores cor creme;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Fabales",,,,"SPLINK","Franco da Rocha","2002-12-26",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1367","2002","Baitello, J.B.","2002",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Dalbergia brasiliensis","Vogel","possibly_ok","Fabaceae","Dalbergia brasiliensis","Vogel","species","name accepted","bfo-29592",,,"Dalbergia brasiliensis Vogel","Dalbergia","Fabaceae","low","Dalbergia brasiliensis"
"speciesLink","MACK","3389","Dalbergia miscolobium","Plantae","Fabaceae","Dalbergia","2017","05","12","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UPM","PreservedSpecimen","J. Naomi","427","miscolobium","R. L. Silva","-46.7200012207031","-23.3199996948242","2020-01-20T14:40:27","Benth.","4",,,,"HMACK00003389-R.L.Silva4-12/5/2017 ParqueEstadualdoJuquery FrancodaRocha SP Brasil",,,,,,,,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"MACK",,"Silva, R.L.","4","2017","Naomi, J.","n.d.",,"Silva",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Dalbergia miscolobium","Benth.","possibly_ok","Fabaceae","Dalbergia miscolobium","Benth.","species","name accepted","bfo-22914",,,"Dalbergia miscolobium Benth.","Dalbergia","Fabaceae","low","Dalbergia miscolobium"
"speciesLink","SPF","168391","Dalechampia triphylla","Plantae","Euphorbiaceae","Dalechampia","2005","04","13","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, No alto da serra.","12135","USP","PreservedSpecimen","Cordeiro, I","7","triphylla","Calió, MF","-46.720001","-23.32","2023-12-20T15:59:32","Lam.","98","2005","06",,"SPF00168391",,"0","0",,,"<nO>Trepadeira. Folhas discolores. Brácteas com nervuras em tom de verde mais escuro. Flores masculinas alvas, femininas verdes e glândulas alvas.; Mata.</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2005-06-NA",,,,,,,,,,,,,,,,,,"SPF",,"Calio, M.F.","98","2005","Cordeiro, I.","2005",,"Calio",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Dalechampia triphylla","Lam.","possibly_ok","Euphorbiaceae","Dalechampia triphylla","Lam.","species","name accepted","bfo-25506",,,"Dalechampia triphylla Lam.","Dalechampia","Euphorbiaceae","high","Dalechampia triphylla"
"speciesLink","SPSF","57502","Danthonia secundiflora","Plantae","Poaceae","Danthonia","2021","06","07","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery",,"IF","PreservedSpecimen","G.Durigan","13","secundiflora","B.H.Campos","-46.673889","-23.343056","2024-08-06T09:12:50","J.Presl","383","2022","11","12","SPSF00057502",,,,"831","831","<nO>COLETA: Touceiras pequenas. Folhas filiformes. Inflorescência arroxeada.; GEOGRAFIA: Campo Cerrado. Solo argiloso.;</nO>","América do Sul","Magnoliophyta",,,,"Liliopsida","Poales",,,,"SPLINK","Franco da Rocha","2022-11-12",,,,,,,,,,,,,,,,,,"SPSF",,"Campos, B.H.","383","2021","Durigan, G.","2022",,"Campos",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Danthonia secundiflora","J.Presl","possibly_ok","Poaceae","Danthonia secundiflora","J.Presl","species","name accepted","bfo-13153",,,"Danthonia secundiflora J.Presl","Danthonia","Poaceae","medium","Danthonia secundiflora"
"speciesLink","HUFABC","001926","Davilla elliptica","Plantae","Dilleniaceae","Davilla","2017","06","11","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Setor A",,"UFABC","PreservedSpecimen",,"634","elliptica","Keller, VC","-46.681969","-23.349081","2024-07-05T09:52:06","A.St.-Hil.","34",,,,"HUFABC001926",,"-23.349081","-46.681969",,,"<nO>Liana</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","34","2017","s.n.","n.d.",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Davilla elliptica","A.St.-Hil.","possibly_ok","Dilleniaceae","Davilla elliptica","A.St.-Hil.","species","name accepted","bfo-17279",,,"Davilla elliptica A.St.-Hil.","Davilla","Dilleniaceae","unknown","Davilla elliptica"
"speciesLink","SPF","150159","Declieuxia cordigera","Plantae","Rubiaceae","Declieuxia","2002","01","17","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Calió, MF","7","cordigera","Pirani, JR","-46.720001","-23.32","2023-12-20T16:07:29","Mart. & Zucc. ex Schult. & Schult.f.","4917","2009","10",,"SPF00150159",,"0","0","860","860",,,,,,,,,,,,"SPLINK","Franco da Rocha","2009-10-NA",,,,,,,,,,,,,,,,,,"SPF",,"Pirani, J.R.","4917","2002","Calio, M.F.","2009",,"Pirani",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.","possibly_ok","Rubiaceae","Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.","species","name accepted","bfo-13918",,,"Declieuxia cordigera Mart. & Zucc. ex Schult. & Schult.f.","Declieuxia","Rubiaceae","high","Declieuxia cordigera"
