"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","yearIdentified","monthIdentified","dayIdentified","barcode","infraspecificEpithet","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","phylum","preparationtype","relationshiptype","relatedcatalogitem","class","order","individualcount","fieldNumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPF","166682","Solanum variabile","Plantae","Solanaceae","Solanum","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","12135","USP","PreservedSpecimen","Agra, MF","7","variabile","Caruzo, MBR","-46.720001","-23.32","2023-12-20T16:09:44","Mart.","16","2009","06",,"SPF00166682",,"0","0",,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2009-06-NA",,,,,,,,,,,,,,,,,,"SPF",,"Caruzo, M.B.R.","16","2002","Agra, M.F.","2009",,"Caruzo",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum variabile","Mart.","possibly_ok","Solanaceae","Solanum variabile","Mart.","species","name accepted","bfo-14880",,,"Solanum variabile Mart.","Solanum","Solanaceae","high","Solanum variabile"
"speciesLink","HUFABC","002082","Solidago chilensis","Plantae","Asteraceae","Solidago","2018","03","06","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Setor A, próximo à torre de observação",,"UFABC","PreservedSpecimen","Monge, M","634","chilensis","Keller, VC","-46.678408","-23.342508","2024-07-05T09:52:02","Meyen","238","2018","05","06","HUFABC002082",,"-23.342508","-46.678408",,,"<nO>Sub-arbusto, flores amarelas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2018-05-06",,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","238","2018","Monge, M.","2018",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solidago chilensis","Meyen","possibly_ok","Asteraceae","Solidago chilensis","Meyen","species","name accepted","bfo-5503",,,"Solidago chilensis Meyen","Solidago","Asteraceae","high","Solidago chilensis"
"speciesLink","SPSF","30950","Spermacoce","Plantae","Rubiaceae","Spermacoce","2003","01","13","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen",,"13",,"J.B.Baitello & F.S.Peres","-46.720001","-23.32","2024-08-06T09:16:41",,"1431",,,,"SPSF00030950",,,,,,"<nO>GEOGRAFIA: campo limpo&nf;;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Rubiales",,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","1431","2003","s.n.","n.d.","Peres, F.S.","Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Spermacoce","L.","indet","Rubiaceae","Spermacoce","L.","genus","name accepted","bfo-14299",,,"Spermacoce L.","Spermacoce","Rubiaceae","unknown",
"speciesLink","HUFABC","002177","Sporobolus cubensis","Plantae","Poaceae","Sporobolus","2018","01","16","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Setor A",,"UFABC","PreservedSpecimen","Rodrigues, R","634","cubensis","Keller, VC","-46.681969","-23.349081","2024-07-05T09:52:23","Hitchc.","165","2018","06","28","HUFABC002177",,"-23.349081","-46.681969",,,"<nO>Erva</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2018-06-28",,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","165","2018","Rodrigues, R.","2018",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Sporobolus cubensis","Hitchc.","possibly_ok","Poaceae","Sporobolus cubensis","Hitchc.","species","name accepted","bfo-13614",,,"Sporobolus cubensis Hitchc.","Sporobolus","Poaceae","low","Sporobolus cubensis"
"speciesLink","HUFABC","002199","Stachytarpheta cayennensis","Plantae","Verbenaceae","Stachytarpheta","2018","02","21","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Subida para a pista de aviação. Estrada logo antes da nascente do cerrado. Lado direito da estrada",,"UFABC","PreservedSpecimen",,"634","cayennensis","Keller, VC; Meirelles, ST","-46.697019","-23.335539","2024-07-05T09:52:30","(Rich.) Vahl","199",,,,"HUFABC002199",,"-23.335539","-46.697019",,,"<nO>Sub-arbusto, flores azuladas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","199","2018","s.n.","n.d.","Meirelles, S.T.","Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, estrada logo antes da nascente do cerrado, lado direito da estrada",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Stachytarpheta cayennensis","(Rich.) Vahl","possibly_ok","Verbenaceae","Stachytarpheta cayennensis","(Rich.) Vahl","species","name accepted","bfo-21466",,,"Stachytarpheta cayennensis (Rich.) Vahl","Stachytarpheta","Verbenaceae","unknown","Stachytarpheta cayennensis"
"speciesLink","HUFABC","002204","Stenocephalum megapotamicum","Plantae","Asteraceae","Stenocephalum","2018","02","21","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B",,"UFABC","PreservedSpecimen",,"634","megapotamicum","Keller, VC; Meirelles, ST","-46.701828","-23.345083","2024-07-05T09:52:02","(Spreng.) Sch.Bip.","204",,,,"HUFABC002204",,"-23.345083","-46.701828",,,"<nO>Sub-arbusto, flores roxas/lilás</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","204","2018","s.n.","n.d.","Meirelles, S.T.","Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Stenocephalum megapotamicum","(Spreng.) Sch.Bip.","possibly_ok","Asteraceae","Stenocephalum megapotamicum","(Spreng.) Sch.Bip.","species","name accepted","bfo-27386",,,"Stenocephalum megapotamicum (Spreng.) Sch.Bip.","Stenocephalum","Asteraceae","unknown","Stenocephalum megapotamicum"
"speciesLink","SPSF","27971","Stevia lundiana","Plantae","Asteraceae","Stevia","2001","04","25","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.A.Pastore","13","lundiana","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:13:19","DC.","994","2011","02","03","SPSF00027971",,,,,,"<nO>COLETA: XLS: SPSFAntigo&nf;Campo cerrado.&nf;Herbácea de flores azuladas.;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Asterales",,,,"SPLINK","Franco da Rocha","2011-02-03",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","994","2001","Pastore, J.A.","2011",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Stevia lundiana","DC.","possibly_ok","Asteraceae","Stevia lundiana","DC.","species","name accepted","bfo-27401",,,"Stevia lundiana DC.","Stevia","Asteraceae","low","Stevia lundiana"
"user","RB","RB01461891","Sticherus lanuginosus (Fée) Nakai","Plantae","Gleicheniaceae","Sticherus","2018","8","22","Brasil","São Paulo",,"Parque Estadual do Juquery, próximo a nascente do Cerrado.",,"JBRJ","Preserved Specimen","E.D. Lozano",,"lanuginosus","E.D. Lozano; U.G. Fernandes, F.O. Souza-Buturi","-46.6955555","-23.3341666",,"(Fée) Nakai","4263",,,,,,"23º20´3´´","46º41´44´´W",,,,,,,,,,,,,,,"Franco da Rocha",,,,"BR",,,"2018-8-22","Em campo sujo. Campo Cerrado.",,,,,,"sp.","Physical Object",,,,"RB",,"Lozano, E.D.","4263","2018","Lozano, E.D.","n.d.","Fernandes, U.G.; Souza-Buturi, F.O.","Lozano",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,"urn:catalog:JBRJ:RB:1461891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/46/18/91/01461891.jpg",,,,,,,,,,,,,,,,,,,"2022-05-16 17:02:00+00","Samambaias e Licófitas","brazil_sao paulo_franco rocha_parque estadual juquery","Brazil","São Paulo","franco rocha","parque estadual juquery","ok_same_resolution","Sticherus lanuginosus","(Fée) Nakai","name_w_authors","Gleicheniaceae","Sticherus lanuginosus","(Fée) Nakai","species","name accepted","bfo-115637",,,"Sticherus lanuginosus (Fée) Nakai","Sticherus","Gleicheniaceae","low","Sticherus lanuginosus"
"speciesLink","SPF","166621","Stigmaphyllon tomentosum","Plantae","Malpighiaceae","Stigmaphyllon","2002","10","19","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Trilha que se inicia perto da guarita, na entrada do Parque e termina na pista de pouso.","12135","USP","PreservedSpecimen","Almeida, RF","7","tomentosum","Pardini, LDN","-46.720001","-23.32","2023-12-20T16:03:04","A.Juss.","4","2013","05",,"SPF00166621",,"0","0",,,"<nO>Planta inteira verde, de caule prostrado. Flores amarelas, sépalas verdes; estames e carpelos verdes.</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2013-05-NA",,,,,,,,,,,,,,,,,,"SPF",,"Pardini, L.D.N.","4","2002","Almeida, R.F.","2013",,"Pardini",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, na entrada do parque e termina na pista de pouso",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Stigmaphyllon tomentosum","A.Juss.","possibly_ok","Malpighiaceae","Stigmaphyllon tomentosum","A.Juss.","species","name accepted","bfo-8965",,,"Stigmaphyllon tomentosum A.Juss.","Stigmaphyllon","Malpighiaceae","high","Stigmaphyllon tomentosum"
"speciesLink","MACK","2982","Stomatanthes dictyophyllus","Plantae","Asteraceae","Stomatanthes","2016","10","07","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UPM","PreservedSpecimen","L. B. M. Modono","427","dictyophyllus","L. T. A. Vieira","-46.7200012207031","-23.3199996948242","2020-01-20T14:40:19","(DC.) R.M.King & H.Rob.","425","2018","06","05",,,,,,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2018-06-05",,,,,,,,,,,,,,,,,,"MACK",,"Vieira, L.T.A.","425","2016","Modono, L.B.M.","2018",,"Vieira",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","possibly_ok","Asteraceae","Stomatanthes dictyophyllus","(DC.) R.M.King & H.Rob.","species","name accepted","bfo-27413",,,"Stomatanthes dictyophyllus (DC.) R.M.King & H.Rob.","Stomatanthes","Asteraceae","low","Stomatanthes dictyophyllus"
"speciesLink","SPSF","51158","Stryphnodendron obovatum","Plantae","Fabaceae","Stryphnodendron","2016","09","19","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.B.Baitello","13","obovatum","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:14:04","Benth.","2673","2016","09","19","SPSF00051158",,,,,,"<nO>COLETA: Arvoreta 2,5m com flores;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Fabales",,,,"SPLINK","Franco da Rocha","2016-09-19",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2673","2016","Baitello, J.B.","2016",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Stryphnodendron rotundifolium","Mart.","possibly_ok","Fabaceae","Stryphnodendron rotundifolium","Mart.","species","replaced synonym","bfo-83743","Stryphnodendron rotundifolium","Mart.","Stryphnodendron rotundifolium Mart.","Stryphnodendron","Fabaceae","low","Stryphnodendron rotundifolium"
"speciesLink","HUFABC","001951","Stylosanthes acuminata","Plantae","Fabaceae","Stylosanthes","2017","12","13","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Setor A, próximo à torre de observação",,"UFABC","PreservedSpecimen",,"634","acuminata","Keller, VC","-46.678408","-23.342508","2024-07-05T09:52:10","M.B.Ferreira & Sousa Costa","145",,,,"HUFABC001951",,"-23.342508","-46.678408",,,"<nO>Sub-arbusto, flores amarelas</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","145","2017","s.n.","n.d.",,"Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Stylosanthes acuminata","M.B.Ferreira & Sousa Costa","possibly_ok","Fabaceae","Stylosanthes acuminata","M.B.Ferreira & Sousa Costa","species","name accepted","bfo-29855",,,"Stylosanthes acuminata M.B.Ferreira & Sousa Costa","Stylosanthes","Fabaceae","unknown","Stylosanthes acuminata"
"speciesLink","SPSF","49213","Stylosanthes grandifolia","Plantae","Fabaceae","Stylosanthes","2014","11","17","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","IF","PreservedSpecimen","J.B.Baitello","13","grandifolia","J.B.Baitello","-46.720001","-23.32","2024-08-06T09:14:04","M.B.Ferreira & Sousa Costa","2665","2014","11","17","SPSF00049213",,,,,,"<nO>COLETA: Subarbusto; flores amarelas.&nf;02 DUPLICATAS; GEOGRAFIA: Campo Cerrado pós fogo.;</nO>","América do Sul","Magnoliophyta",,,,"Magnoliopsida","Fabales",,,,"SPLINK","Franco da Rocha","2014-11-17",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2665","2014","Baitello, J.B.","2014",,"Baitello",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Stylosanthes grandifolia","M.B.Ferreira & Sousa Costa","possibly_ok","Fabaceae","Stylosanthes grandifolia","M.B.Ferreira & Sousa Costa","species","name accepted","bfo-29864",,,"Stylosanthes grandifolia M.B.Ferreira & Sousa Costa","Stylosanthes","Fabaceae","low","Stylosanthes grandifolia"
"speciesLink","SPF","214821","Styrax camporum","Plantae","Styracaceae","Styrax","2011","09","17","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery",,"USP","PreservedSpecimen","Loeuille, B","7","camporum","Loeuille, B","-46.699722","-23.345611","2024-01-30T15:24:24","Pohl","570","2011","11","17","SPF00214821",,"-23.345611","-46.699722","850","850",,,,,,,,,,,,"SPLINK","Franco da Rocha","2011-11-17",,,,,,,,,,,,,,,,,,"SPF",,"Loeuille, B.","570","2011","Loeuille, B.","2011",,"Loeuille",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Styrax camporum","Pohl","possibly_ok","Styracaceae","Styrax camporum","Pohl","species","name accepted","bfo-21251",,,"Styrax camporum Pohl","Styrax","Styracaceae","high","Styrax camporum"
"user","HUFU","HUFU00026316","Styrax pohlii A.DC.",,"Styracaceae","Styrax","2004","03","09","Brasil","São Paulo",,"Parque Estadual do Juquery , Cerrado.",,"HUFU",,"Arzolla, FARDP",,,"Arzola, FARDP","0","0",,"A.DC.","757",,,,,,"0º 0' 0"""" S","0º 0' 0"""" W",,,,,,,,,,,,,"não","REFLORA","Franco da Rocha","16/03/2005",,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pohlii","STYRACACEAE Styrax pohlii A.DC.",,,,,,,,,,,"HUFU",,,,"Vilela, F.E.S.P.,Vilela, FESP","09/03/2004",,,"METRO",,,,,,,,"brazil_sao paulo_franco rocha_parque estadual juquery","Brazil","São Paulo","franco rocha","parque estadual juquery","ok_same_resolution","Styrax pohlii","A.DC.","name_w_authors","Styracaceae","Styrax pohlii","A.DC.","species","name accepted","bfo-21256",,,"Styrax pohlii A.DC.","Styrax","Styracaceae","high","Styrax pohlii"
"speciesLink","HUFABC","002052","Symphyopappus cuneatus","Plantae","Asteraceae","Symphyopappus","2018","03","05","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Setor A, estrada a esquerda antes da torre de observação",,"UFABC","PreservedSpecimen","Dall Agnol, R.T.","634","cuneatus","Keller, VC; Pereira-Silva, E","-46.676675","-23.341711","2024-07-05T09:52:02","(DC.) Sch.Bip. ex Baker","210","2024","05","19","HUFABC002052",,"-23.341711","-46.676675",,,"<nO>Sub-arbusto</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha","2024-05-19",,,,,,,,,,,,,,,,,,"HUFABC",,"Keller, V.C.","210","2018","Agnol, R.T.D.","2024","Pereira-Silva, E.","Keller",,"brazil","sao paulo","franco da rocha","parque estadual do juquery, estrada a esquerda antes da torre de observacao",,"locality","brazil_sao paulo_franco rocha","brazil_sao paulo_franco rocha",-23.31425638,-46.73543782,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Symphyopappus cuneatus","(DC.) Sch.Bip. ex Baker","possibly_ok","Asteraceae","Symphyopappus cuneatus","(DC.) Sch.Bip. ex Baker","species","name accepted","bfo-27425",,,"Symphyopappus cuneatus (DC.) Sch.Bip. ex Baker","Symphyopappus","Asteraceae","low","Symphyopappus cuneatus"
"speciesLink","MBM","415179","Symplocaceae","Plantae","Symplocaceae",,"2018","8","22","Brazil","São Paulo","Franco da Rocha","Parque Estadual do Juquery.","12135","MBM","PreservedSpecimen",,"40",,"Fernandes, UG; Souza-Buturi, FO; Lozano, ED; Ribeiro, W","-46.720001","-23.32","2025-06-01T00:01:00",,"673",,,,"MBM415179",,,,,,"<nO>Arvoreta tortuosa, ca. 2 m alt. tronco com casca bastante suberosa; folhas cartáceas de cor verde claro, com nervuras primárias e secudárias amareladas; flores muito odoríferas, com cálice verde, corolas alvas, estames com filetes alvos e anteras am;</nO>",,,,,,,,,,,"SPLINK","Franco da Rocha",,,,,,,,,,,,,,,,,,,"MBM",,"Fernandes, U.G.","673","2018","s.n.","n.d.","Souza-Buturi, F.O.; Lozano, E.D.; Ribeiro, W.","Fernandes",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Symplocaceae","Desf.","family_as_genus","Symplocaceae","Symplocaceae","Desf.","family","name accepted","bfo-231",,,"Symplocaceae Desf.",,"Symplocaceae","unknown",
"speciesLink","MACK","2929","Symplocos oblongifolia","Plantae","Symplocaceae","Symplocos","2015","10","03","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","12135","UPM","PreservedSpecimen","J. A. C. Curado","427","oblongifolia","G. Amole","-46.7200012207031","-23.3199996948242","2020-01-20T14:40:53","Casar.","33","2017",,,,,,,,,,,,,,,,,,,,"SPLINK","Franco da Rocha","2017-NA-NA",,,,,,,,,,,,,,,,,,"MACK",,"Amole, G.","33","2015","Curado, J.A.C.","2017",,"Amole",,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Symplocos oblongifolia","Casar.","possibly_ok","Symplocaceae","Symplocos oblongifolia","Casar.","species","name accepted","bfo-115607",,,"Symplocos oblongifolia Casar.","Symplocos","Symplocaceae","low","Symplocos oblongifolia"
"user","HUEFS","HUEFS00179647","Symplocos pubescens Klotzsch ex Benth.",,"Symplocaceae","Symplocos","2002","01","23","Brasil","São Paulo",,"Parque Estadual do Juquery, campo cerrado.",,"HUEFS",,"J.A.Pastore",,,"Baitello, J.B.","0","0",,"Klotzsch ex Benth.","1063",,,,,,,,,,,,,,,,,,,,"não","REFLORA","Franco da Rocha","--/01/2003",,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","franco da rocha","parque estadual do juquery",,"locality","brazil_sao paulo_franco rocha_parque estadual juquery","brazil_sao paulo_franco rocha_parque estadual juquery",-23.348245,-46.691991,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pubescens","SYMPLOCACEAE Symplocos pubescens Klotzsch ex Benth.",,,,,,,,,,,"HUEFS",,,,,"23/01/2002",,,"METRO",,,,,,,,"brazil_sao paulo_franco rocha_parque estadual juquery","Brazil","São Paulo","franco rocha","parque estadual juquery","ok_same_resolution","Symplocos pubescens","Klotzsch ex Benth.","name_w_authors","Symplocaceae","Symplocos pubescens","Klotzsch ex Benth.","species","name accepted","bfo-14915",,,"Symplocos pubescens Klotzsch ex Benth.","Symplocos","Symplocaceae","high","Symplocos pubescens"
