"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","continentocean","class","order","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","SORO","11074","Chloris Sw.","Plantae","Poaceae","Chloris","2024","7","12","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Portão II","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391",,"Guilherme, A.",,,"2024-11-12 10:31:08",,,,,,,,"299",,,,,,,"Liliopsida","Poales",,,,,,,,"GBIF","Iperó",,"Chloris Sw.",,"BR",,,"2024-07-12",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387462",,,,"https://specieslink.net/guid/391/11074",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chloris",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,,"Chloris","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Chloris","Sw.","name_w_authors","Poaceae","Chloris","Sw.","genus","name accepted","bfo-13081",,,"Chloris Sw.","Chloris","Poaceae","unknown",
"speciesLink","SHPR","3379","Chrysophyllum gonocarpum","Plantae","Sapotaceae","Chrysophyllum","2022","07","07","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","gonocarpum","Biral, L. | G.A. de Góes","-47.623056","-23.431944","2022-08-29T23:10:25","(Mart. & Eichler ex Miq.) Engl.","SHPR003379","2022","07",,"23°25'55"" S","47°37'23"" W","3744",,,"<nO>Árvore, 3 m de altura, látex branco, escasso, frutos imaturos verdes.Habitat: Floresta estacional semidecidual, em diversos estágios de conservação.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3744","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","possibly_ok","Sapotaceae","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","species","name accepted","bfo-14457",,,"Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl.","Chrysophyllum","Sapotaceae","low","Chrysophyllum gonocarpum"
"speciesLink","SHPR","3248","Chrysophyllum marginatum","Plantae","Sapotaceae","Chrysophyllum","2022","07","04","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","marginatum","Biral, L. | G.A. de Góes","-47.596667","-23.424722","2022-08-29T23:10:25","(Hook. & Arn.) Radlk.","SHPR003248","2022","07",,"23°25'29"" S","47°35'48"" W","3638",,,"<nO>Árvore, corola amarelo-esverdeada.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3638","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","possibly_ok","Sapotaceae","Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","species","name accepted","bfo-14462",,,"Chrysophyllum marginatum (Hook. & Arn.) Radlk.","Chrysophyllum","Sapotaceae","low","Chrysophyllum marginatum"
"gbif","SP","285243","Chusquea ramosissima Lindm.","Plantae","Poaceae","Chusquea","1994","7","6","Brasil","São Paulo",,"Floresta Nacional de Ipanema","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Clark, LG","https://specieslink.net/col/1","ramosissima","Mamede, MCH; et al.","-47.656972","-23.421806","2021-12-09 11:15:52","Lindm.",,,,,,,"583",,,,,,,"Liliopsida","Poales",,,,,,,,"GBIF","Iperó","2005-07-01","Chusquea ramosissima Lindm.",,"BR",,,"1994-07-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","2452870631",,,,"https://specieslink.net/guid/1/285243",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chusquea",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,"Chusquea ramosissima","Chusquea ramosissima","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SP042486","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Chusquea ramosissima","Lindm.","name_w_authors","Poaceae","Chusquea ramosissima","Lindm.","species","name accepted","bfo-13113",,,"Chusquea ramosissima Lindm.","Chusquea","Poaceae","unknown","Chusquea ramosissima"
"gbif","SHPR","3298","Cissus verticillata (L.) Nicolson & C.E.Jarvis","Plantae","Vitaceae","Cissus","2022","7","6","Brasil","São Paulo",,"Floresta Nacional de Ipanema.","UTFPR-SL","Tracheophyta","PRESERVED_SPECIMEN","L. Biral","https://specieslink.net/col/667","verticillata","Biral, L.;G.A. de Góes","-47.590278","-23.438611","2023-09-01 16:52:30","(L.) Nicolson & C.E. Jarvis",,,,,,,"3685",,,,,,,"Magnoliopsida","Vitales",,,,,,,,"GBIF","Iperó","2022-07-01","Cissus verticillata (L.) Nicolson & C.E.Jarvis",,"BR",,,"2022-07-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4952088224",,,,"https://specieslink.net/guid/667/3298",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cissus",,,,,,"a776a61d-f01e-4a8e-8fb0-c69d08795118",,,TRUE,FALSE,"Cissus verticillata","Cissus verticillata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Cissus verticillata","(L.) Nicolson & C.E.Jarvis","name_w_authors","Vitaceae","Cissus verticillata","(L.) Nicolson & C.E.Jarvis","species","name accepted","bfo-15270",,,"Cissus verticillata (L.) Nicolson & C.E.Jarvis","Cissus","Vitaceae","unknown","Cissus verticillata"
"gbif","ESA","152031","Citharexylum myrianthum Cham.","Plantae","Verbenaceae","Citharexylum",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza jun/2022","https://specieslink.net/col/8","myrianthum","Oliveira, J. R.",,,"2024-07-23 11:26:51",,,,,,,,"92",,,,,,,"Magnoliopsida","Lamiales",,,,,,,,"GBIF","Campinas",,"Citharexylum myrianthum Cham.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955302980",,,,"https://specieslink.net/guid/8/152031",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Citharexylum",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Citharexylum myrianthum","Citharexylum myrianthum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/ESA152031","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Citharexylum myrianthum","Cham.","name_w_authors","Verbenaceae","Citharexylum myrianthum","Cham.","species","name accepted","bfo-15136",,,"Citharexylum myrianthum Cham.","Citharexylum","Verbenaceae","unknown","Citharexylum myrianthum"
"gbif","ESA","152057","Citrus L.","Plantae","Rutaceae","Citrus",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8",,"Hussni, N.F.Q.",,,"2024-07-23 11:26:45",,,,,,,,"1017",,,,,,,"Magnoliopsida","Sapindales",,,,,,,,"GBIF","Campinas",,"Citrus L.",,"BR",,,,,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955302986",,,,"https://specieslink.net/guid/8/152057",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Citrus",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,,"Citrus sp.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/ESA152057","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Citrus","L.","name_w_authors","Rutaceae","Citrus","L.","genus","name accepted","bfo-361",,,"Citrus L.","Citrus","Rutaceae","unknown",
"gbif","IAC","50663","Clethra scabra Pers.","Plantae","Clethraceae","Clethra",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema - Área 1","IAC","Tracheophyta","PRESERVED_SPECIMEN","M.F. Casali","https://specieslink.net/col/64","scabra","M.F. Casali & P.K. Gonçalves","-47.6886","-23.3503","2023-06-29 09:26:35","Pers.",,,,,,,"99",,,,,,,"Magnoliopsida","Ericales",,,,,,,,"GBIF","Iperó","2009-06-30","Clethra scabra Pers.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema - area 1",,"locality","brazil_sao paulo_ipero","brazil_sao paulo_ipero",-23.40398758,-47.62908987,"county","1090577522",,,,"https://specieslink.net/guid/64/50663",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clethra",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Clethra scabra","Clethra scabra","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"check_local.2municip.","Clethra scabra","Pers.","name_w_authors","Clethraceae","Clethra scabra","Pers.","species","name accepted","bfo-6824",,,"Clethra scabra Pers.","Clethra","Clethraceae","unknown","Clethra scabra"
"gbif","IAC","56059","Clibadium armanii (Balb.) Sch.Bip. ex O.E.Schulz","Plantae","Asteraceae","Clibadium","2012","12","19","Brasil","São Paulo",,"Floresta Nacional de Ipanema","IAC","Tracheophyta","PRESERVED_SPECIMEN","R. Simão-Bianchini & M. Pastore","https://specieslink.net/col/64","armanii","M. Pastore; O.L.M. Silva & M.E.L. Lima","-47.6886","-23.3503","2023-09-15 15:14:37","(Balb.) Sch.Bip. ex O.E.Schulz",,,,,,,"212",,,,,,,"Magnoliopsida","Asterales",,,,,,,,"GBIF","Iperó","2013-02-18","Clibadium armanii (Balb.) Sch.Bip. ex O.E.Schulz",,"BR",,,"2012-12-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1213516509",,,,"https://specieslink.net/guid/64/56059",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clibadium",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Clibadium armanii","Clibadium armanii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Clibadium armanii","(Balb.) Sch.Bip. ex O.E.Schulz","name_w_authors","Asteraceae","Clibadium armanii","(Balb.) Sch.Bip. ex O.E.Schulz","species","name accepted","bfo-16067",,,"Clibadium armanii (Balb.) Sch.Bip. ex O.E.Schulz","Clibadium","Asteraceae","unknown","Clibadium armanii"
"gbif","ESA","152042","Colubrina glandulosa Perkins","Plantae","Rhamnaceae","Colubrina",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","glandulosa","Hussni, N.F.Q.",,,"2024-07-23 11:26:40",,,,,,,,"1000",,,,,,,"Magnoliopsida","Rosales",,,,,,,,"GBIF","Campinas",,"Colubrina glandulosa Perkins",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955302983",,,,"https://specieslink.net/guid/8/152042",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colubrina",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Colubrina glandulosa","Colubrina glandulosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Colubrina glandulosa","Perkins","name_w_authors","Rhamnaceae","Colubrina glandulosa","Perkins","species","name accepted","bfo-20651",,,"Colubrina glandulosa Perkins","Colubrina","Rhamnaceae","unknown","Colubrina glandulosa"
"speciesLink","SHPR","3391","Copaifera langsdorffii","Plantae","Fabaceae","Copaifera","2022","07","07","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","langsdorffii","Biral, L. | G.A. de Góes","-47.623056","-23.431944","2022-08-29T23:10:23","Desf.","SHPR003391","2022","07",,"23°25'55"" S","47°37'23"" W","3756",,,"<nO>Árvore, 3,5 m de altura, frutos esverdeados.Habitat: Floresta estacional semidecidual, em diversos estágios de conservação.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3756","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Copaifera langsdorffii","Desf.","possibly_ok","Fabaceae","Copaifera langsdorffii","Desf.","species","name accepted","bfo-22896",,,"Copaifera langsdorffii Desf.","Copaifera","Fabaceae","low","Copaifera langsdorffii"
"gbif","SORO","2084","Cordia abyssinica R.Br.","Plantae","Cordiaceae","Cordia","2008","11","29","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","abyssinica","Casali, M.F.;Damasceno, V.F.F.",,,"2024-11-12 10:30:01","R. Br.",,,,,,,"193",,,,,,,"Magnoliopsida","Boraginales",,,,,,,,"GBIF","Iperó",,"Cordia africana Lam.",,"BR",,,"2008-11-29",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719614",,,,"https://specieslink.net/guid/391/2084",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cordia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Cordia africana","Cordia abyssinica","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Cordia africana","Lam.","name_w_authors","Cordiaceae","Cordia africana","Lam.","species","replaced synonym","bfo-614460","Cordia africana","Lam.","Cordia africana Lam.","Cordia","Cordiaceae","unknown","Cordia africana"
"gbif","ESA","152035","Cordia myxa L.","Plantae","Cordiaceae","Cordia",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","myxa","Hussni, N.F.Q.",,,"2024-07-23 11:25:34",,,,,,,,"975",,,,,,,"Magnoliopsida","Boraginales",,,,,,,,"GBIF","Campinas",,"Cordia myxa L.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955302981",,,,"https://specieslink.net/guid/8/152035",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cordia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Cordia myxa","Cordia myxa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/ESA152035","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Cordia myxa","L.","name_w_authors","Cordiaceae","Cordia myxa","L.","species","name accepted","bfo-614462",,,"Cordia myxa L.","Cordia","Cordiaceae","unknown","Cordia myxa"
"speciesLink","SHPR","3271","Cordia sellowiana","Plantae","Boraginaceae","Cordia","2022","07","05","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","sellowiana","Biral, L. | G.A. de Góes","-47.616667","-23.45","2022-08-29T23:10:21","Cham.","SHPR003271","2022","07",,"23°27' S","47°37' W","3661",,,"<nO>Árvore, 2,5 m de altura, corola branco-esverdeada.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3661","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cordia sellowiana","Cham.","possibly_ok","Cordiaceae","Cordia sellowiana","Cham.","species","name accepted","bfo-16528",,,"Cordia sellowiana Cham.","Cordia","Cordiaceae","low","Cordia sellowiana"
"gbif","ESA","152077","Cordia superba Cham.","Plantae","Cordiaceae","Cordia",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","superba","Hussni, N.F.Q.",,,"2024-07-23 11:25:35",,,,,,,,"1245",,,,,,,"Magnoliopsida","Boraginales",,,,,,,,"GBIF","Campinas",,"Cordia superba Cham.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955289726",,,,"https://specieslink.net/guid/8/152077",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cordia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Cordia superba","Cordia superba","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/ESA152077","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Cordia superba","Cham.","name_w_authors","Cordiaceae","Cordia superba","Cham.","species","name accepted","bfo-16530",,,"Cordia superba Cham.","Cordia","Cordiaceae","unknown","Cordia superba"
"gbif","ESA","152060","Cordia trichotoma (Vell.) Arráb. ex Steud.","Plantae","Cordiaceae","Cordia",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza out/2021","https://specieslink.net/col/8","trichotoma","Oliveira, A. M",,,"2024-07-23 11:25:35",,,,,,,,"108",,,,,,,"Magnoliopsida","Boraginales",,,,,,,,"GBIF","Campinas",,"Cordia trichotoma (Vell.) Arráb. ex Steud.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955302987",,,,"https://specieslink.net/guid/8/152060",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cordia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Cordia trichotoma","Cordia trichotoma","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/ESA152060","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Cordia trichotoma","(Vell.) Arráb. ex Steud.","name_w_authors","Cordiaceae","Cordia trichotoma","(Vell.) Arráb. ex Steud.","species","name accepted","bfo-16536",,,"Cordia trichotoma (Vell.) Arráb. ex Steud.","Cordia","Cordiaceae","unknown","Cordia trichotoma"
"gbif","SORO","11067","Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson","Plantae","Myrtaceae","Corymbia","2024","7","12","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Campo George Oetterer","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","citriodora","Guilherme, A.",,,"2024-11-12 10:30:36","(Hook.) K.D.Hill & L.A.S.Johnson",,,,,,,"292",,,,,,,"Magnoliopsida","Myrtales",,,,,,,,"GBIF","Iperó",,"Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson",,"BR",,,"2024-07-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387449",,,,"https://specieslink.net/guid/391/11067",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corymbia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Corymbia citriodora","Corymbia citrodora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Corymbia citriodora","(Hook.) K.D.Hill & L.A.S.Johnson","name_w_authors","Myrtaceae","Corymbia citriodora","(Hook.) K.D.Hill & L.A.S.Johnson","species","name accepted","bfo-614472",,,"Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson","Corymbia","Myrtaceae","unknown","Corymbia citriodora"
