"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","continentocean","class","order","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SHPR","3319","Serpocaulon catharinae","Plantae","Polypodiaceae","Serpocaulon","2022","07","06","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Monilophyta","PreservedSpecimen","L. Biral","667","catharinae","Biral, L. | G.A. de Góes","-47.590278","-23.438611","2022-08-29T23:10:26","(Langsd. & Fisch.) A.R. Sm.","SHPR003319","2022","07",,"23°26'19"" S","47°35'25"" W","3706",,,"<nO>Epífita, em tronco caído.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3706","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","possibly_ok","Polypodiaceae","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","species","author misspelled","bfo-91749",,,"Serpocaulon catharinae (Langsd. & Fisch.) A.R.Sm.","Serpocaulon","Polypodiaceae","low","Serpocaulon catharinae"
"speciesLink","SHPR","3334","Serpocaulon fraxinifolium","Plantae","Polypodiaceae","Serpocaulon","2022","07","07","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Monilophyta","PreservedSpecimen","L. Biral","667","fraxinifolium","Biral, L. | G.A. de Góes","-47.609444","-23.433333","2022-08-29T23:10:26","(Jacq.) A.R. Sm.","SHPR003334","2022","07",,"23°26'00"" S","47°36'34"" W","3721",,,"<nO>Epífita.Habitat: Floresta estacional semidecidual com trechos de afloramentos rochosos.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3721","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serpocaulon fraxinifolium","(Jacq.) A.R.Sm.","possibly_ok","Polypodiaceae","Serpocaulon fraxinifolium","(Jacq.) A.R.Sm.","species","author misspelled","bfo-91751",,,"Serpocaulon fraxinifolium (Jacq.) A.R.Sm.","Serpocaulon","Polypodiaceae","low","Serpocaulon fraxinifolium"
"speciesLink","SHPR","3265","Setaria sulcata","Plantae","Poaceae","Setaria","2022","07","05","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen","L. Biral","667","sulcata","Biral, L. | G.A. de Góes","-47.616667","-23.45","2022-08-29T23:10:25","Raddi","SHPR003265","2022","07",,"23°27' S","47°37' W","3655",,,"<nO>Herbácea, cariopses marrons.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó","2022-07-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3655","2022","Biral, L.","2022","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Setaria sulcata","Raddi","possibly_ok","Poaceae","Setaria sulcata","Raddi","species","name accepted","bfo-13594",,,"Setaria sulcata Raddi","Setaria","Poaceae","low","Setaria sulcata"
"speciesLink","SHPR","3310","Smilax","Plantae","Smilacaceae","Smilax","2022","07","06","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen",,"667",,"Biral, L. | G.A. de Góes","-47.590278","-23.438611","2022-08-29T23:10:25","L.","SHPR003310",,,,"23°26'19"" S","47°35'25"" W","3697",,,"<nO>Trepadeira, flores verdes, anteras brancas.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3697","2022","s.n.","n.d.","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Smilax","L.","indet","Smilacaceae","Smilax","L.","genus","name accepted","bfo-14551",,,"Smilax L.","Smilax","Smilacaceae","unknown",
"gbif","ESA","152115","Solanum granulosoleprosum Dunal","Plantae","Solanaceae","Solanum",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","granulosoleprosum","Hussni, N.F.Q.",,,"2024-07-23 11:26:50",,,,,,,,"1144",,,,,,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","Campinas",,"Solanum granulosoleprosum Dunal",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955376472",,,,"https://specieslink.net/guid/8/152115",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Solanum granulosoleprosum","Solanum granulosoleprosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Solanum granulosoleprosum","Dunal","name_w_authors","Solanaceae","Solanum granulosoleprosum","Dunal","species","name accepted","bfo-14775",,,"Solanum granulosoleprosum Dunal","Solanum","Solanaceae","unknown","Solanum granulosoleprosum"
"gbif","IAC","50670","Solanum paniculatum L.","Plantae","Solanaceae","Solanum","2008","9","27","Brasil","São Paulo",,"Floresta Nacional de Ipanema - Área 2","IAC","Tracheophyta","PRESERVED_SPECIMEN","J.R. Stehmann","https://specieslink.net/col/64","paniculatum","M.F. Casali & V.F.F. Damasceno","-47.6886","-23.3503","2023-09-15 15:21:42","L.",,,,,,,"112",,,,,,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","Iperó","2009-06-27","Solanum paniculatum L.",,"BR",,,"2008-09-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema - area 2",,"locality","brazil_sao paulo_ipero","brazil_sao paulo_ipero",-23.40398758,-47.62908987,"county","1090577551",,,,"https://specieslink.net/guid/64/50670",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Solanum paniculatum","Solanum paniculatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"check_local.2municip.","Solanum paniculatum","L.","name_w_authors","Solanaceae","Solanum paniculatum","L.","species","name accepted","bfo-14821",,,"Solanum paniculatum L.","Solanum","Solanaceae","unknown","Solanum paniculatum"
"gbif","IAC","50669","Solanum variabile Mart.","Plantae","Solanaceae","Solanum","2008","10","31","Brasil","São Paulo",,"Floresta Nacional de Ipanema - Área 2","IAC","Tracheophyta","PRESERVED_SPECIMEN","J.R. Stehmann","https://specieslink.net/col/64","variabile","M.F. Casali & E.A. Costa Jr.","-47.6886","-23.3503","2023-09-15 15:21:46","Mart.",,,,,,,"159",,,,,,,"Magnoliopsida","Solanales",,,,,,,,"GBIF","Iperó","2009-06-30","Solanum variabile Mart.",,"BR",,,"2008-10-31",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema - area 2",,"locality","brazil_sao paulo_ipero","brazil_sao paulo_ipero",-23.40398758,-47.62908987,"county","1090577516",,,,"https://specieslink.net/guid/64/50669",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Solanum variabile","Solanum variabile","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"check_local.2municip.","Solanum variabile","Mart.","name_w_authors","Solanaceae","Solanum variabile","Mart.","species","name accepted","bfo-14880",,,"Solanum variabile Mart.","Solanum","Solanaceae","unknown","Solanum variabile"
"gbif","SORO","2194","Spathodea campanulata Beauverd","Plantae","Bignoniaceae","Spathodea","2008","11","29","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","campanulata","Casali, M.F.;Damasceno, V.F.F.",,,"2024-11-12 10:29:52","P. Beauv.",,,,,,,"195",,,,,,,"Magnoliopsida","Lamiales",,,,,,,,"GBIF","Iperó",,"Spathodea campanulata Beauverd",,"BR",,,"2008-11-29",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719745",,,,"https://specieslink.net/guid/391/2194",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spathodea",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Spathodea campanulata","Spathodea campanulata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Spathodea campanulata","P. Beauv.","name_w_authors","Bignoniaceae","Spathodea campanulata","P. Beauv.","species","author misspelled","bfo-140031",,,"Spathodea campanulata P. Beauv.","Spathodea","Bignoniaceae","unknown","Spathodea campanulata"
"gbif","SORO","11057","Stifftia chrysantha J.C.Mikan","Plantae","Asteraceae","Stifftia","2024","4","26","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Área de escalada","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","chrysantha","Guilherme, A.;Medeiros, A.","-47.606507","-23.437375","2024-11-12 10:29:50","J.C.Mikan",,,,,,,"279",,,,,,,"Magnoliopsida","Asterales",,,,,,,,"GBIF","Iperó",,"Stifftia chrysantha J.C.Mikan",,"BR",,,"2024-04-26",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387427",,,,"https://specieslink.net/guid/391/11057",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stifftia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,TRUE,TRUE,"Stifftia chrysantha","Stifftia chrysantha","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Stifftia chrysantha","J.C.Mikan","name_w_authors","Asteraceae","Stifftia chrysantha","J.C.Mikan","species","name accepted","bfo-5507",,,"Stifftia chrysantha J.C.Mikan","Stifftia","Asteraceae","unknown","Stifftia chrysantha"
"speciesLink","SHPR","3256","Struthanthus","Plantae","Loranthaceae","Struthanthus","2022","07","04","Brasil","São Paulo","Iperó","Floresta Nacional de Ipanema.","UTFPR-SL","Anthophyta","PreservedSpecimen",,"667",,"Biral, L. | G.A. de Góes","-47.596667","-23.424722","2022-08-29T23:10:24","Mart.","SHPR003256",,,,"23°25'29"" S","47°35'48"" W","3646",,,"<nO>Hemiparasita, flores verdes.Habitat: Floresta estacional semidecidual.</nO>",,,"América do Sul",,,"exsicata",,,,,,,"SPLINK","Iperó",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3646","2022","s.n.","n.d.","Goes, G.A.","Biral",,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Struthanthus","Mart.","indet","Loranthaceae","Struthanthus","Mart.","genus","name accepted","bfo-8702",,,"Struthanthus Mart.","Struthanthus","Loranthaceae","unknown",
"gbif","SORO","627","Styrax camporum Pohl","Plantae","Styracaceae","Styrax","2008","11","29","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","camporum","Casali, M. F.;Damasceno, V. F. F.",,,"2024-11-12 10:31:13","Pohl",,,,,,,"185",,,,,,,"Magnoliopsida","Ericales",,,,,,,,"GBIF","Iperó",,"Styrax camporum Pohl",,"BR",,,"2008-11-29",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087718462",,,,"https://specieslink.net/guid/391/627",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Styrax",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Styrax camporum","Styrax camporum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Styrax camporum","Pohl","name_w_authors","Styracaceae","Styrax camporum","Pohl","species","name accepted","bfo-21251",,,"Styrax camporum Pohl","Styrax","Styracaceae","unknown","Styrax camporum"
"gbif","SORO","632","Styrax pohlii A.DC.","Plantae","Styracaceae","Styrax","2008","10","17","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","pohlii","Casali, M. F.;Costa Jr, E. A.",,,"2024-11-12 10:31:13","A. DC.",,,,,,,"139",,,,,,,"Magnoliopsida","Ericales",,,,,,,,"GBIF","Iperó",,"Styrax pohlii A.DC.",,"BR",,,"2008-10-17",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087718473",,,,"https://specieslink.net/guid/391/632",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Styrax",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Styrax pohlii","Styrax pohlii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Styrax pohlii","A.DC.","name_w_authors","Styracaceae","Styrax pohlii","A.DC.","species","name accepted","bfo-21256",,,"Styrax pohlii A.DC.","Styrax","Styracaceae","unknown","Styrax pohlii"
"gbif","SORO","11062","Syngonium podophyllum Schott","Plantae","Araceae","Syngonium","2024","7","12","Brasil","São Paulo",,"Floresta Nacional de Ipanema, Campo George Oetterer","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","podophyllum","Guilherme, A.",,,"2024-11-12 10:29:49","Schott",,,,,,,"287",,,,,,,"Liliopsida","Alismatales",,,,,,,,"GBIF","Iperó",,"Syngonium podophyllum Schott",,"BR",,,"2024-07-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953387446",,,,"https://specieslink.net/guid/391/11062",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Syngonium",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Syngonium podophyllum","Syngonium podophyllum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Syngonium podophyllum","Schott","name_w_authors","Araceae","Syngonium podophyllum","Schott","species","name accepted","bfo-5081",,,"Syngonium podophyllum Schott","Syngonium","Araceae","unknown","Syngonium podophyllum"
"gbif","ESA","152092","Tabebuia roseoalba (Ridl.) Sandwith","Plantae","Bignoniaceae","Tabebuia",,,,"Brasil","São Paulo",,"Floresta Nacional de Ipanema (FLONA)","ESALQ","Tracheophyta","PRESERVED_SPECIMEN","V.C.Souza nov/2021","https://specieslink.net/col/8","roseoalba","Hussni, N.F.Q.",,,"2024-09-04 16:27:08",,,,,,,,"1177",,,,,,,"Magnoliopsida","Lamiales",,,,,,,,"GBIF","Campinas",,"Tabebuia roseoalba (Ridl.) Sandwith",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campinas","floresta nacional de ipanema flona",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","4955376466",,,,"https://specieslink.net/guid/8/152092",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tabebuia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Tabebuia roseoalba","Tabebuia roseoalba","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NT",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"check_local.2municip.","Tabebuia roseoalba","(Ridl.) Sandwith","name_w_authors","Bignoniaceae","Tabebuia roseoalba","(Ridl.) Sandwith","species","name accepted","bfo-114338",,,"Tabebuia roseoalba (Ridl.) Sandwith","Tabebuia","Bignoniaceae","unknown","Tabebuia roseoalba"
"gbif","SORO","10379","Tabernaemontana catharinensis A.DC.","Plantae","Apocynaceae","Tabernaemontana","2009","2","27","Brasil","São Paulo",,"Floresta Nacional de Ipanema. Coleta realizada na área 1","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","catharinensis","Casali, M.F.;Cardoso-Leite, E.;Santos, I.P.","-47.37116","-23.2453","2024-11-12 10:29:47","A.DC.",,,,,,,"241",,,,,,,"Magnoliopsida","Gentianales",,,,,,,,"GBIF","Iperó",,"Tabernaemontana catharinensis A.DC.",,"BR",,,"2009-02-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","4953384328",,,,"https://specieslink.net/guid/391/10379",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tabernaemontana",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,TRUE,TRUE,"Tabernaemontana catharinensis","Tabernaemontana catharinensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Tabernaemontana catharinensis","A.DC.","name_w_authors","Apocynaceae","Tabernaemontana catharinensis","A.DC.","species","name accepted","bfo-4861",,,"Tabernaemontana catharinensis A.DC.","Tabernaemontana","Apocynaceae","unknown","Tabernaemontana catharinensis"
"gbif","SORO","1700","Tamarindus Tourn. ex L.","Plantae","Fabaceae","Tamarindus","2008","3","13","Brasil","São Paulo",,"Floresta Nacional de Ipanema","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391",,"Bataghin, F.A.",,,"2024-11-12 10:30:16",,,,,,,,"FNI 33",,,,,,,"Magnoliopsida","Fabales",,,,,,,,"GBIF","Iperó",,"Tamarindus Tourn. ex L.",,"BR",,,"2008-03-13",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema",,"locality","brazil_sao paulo_ipero_floresta nacional ipanema","brazil_sao paulo_ipero_flona ipanema",-23.432599,-47.623588,"locality","1087719238",,,,"https://specieslink.net/guid/391/1700",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tamarindus",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,,"Tamarindus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"ok_same_resolution","Tamarindus","L.","name_w_authors","Fabaceae","Tamarindus","L.","genus","name accepted","bfo-23200",,,"Tamarindus L.","Tamarindus","Fabaceae","unknown",
"gbif","IAC","50664","Tapirira guianensis Aubl.","Plantae","Anacardiaceae","Tapirira","2009","2","27","Brasil","São Paulo",,"Floresta Nacional de Ipanema - Área 1","IAC","Tracheophyta","PRESERVED_SPECIMEN","M.F. Casali","https://specieslink.net/col/64","guianensis","M.F. Casali; E. Cardoso-Leite & I.P. Santos","-47.6886","-23.3503","2023-06-29 09:34:23","Aubl.",,,,,,,"224",,,,,,,"Magnoliopsida","Sapindales",,,,,,,,"GBIF","Iperó","2009-06-27","Tapirira guianensis Aubl.",,"BR",,,"2009-02-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ipero","floresta nacional de ipanema - area 1",,"locality","brazil_sao paulo_ipero","brazil_sao paulo_ipero",-23.40398758,-47.62908987,"county","1090577530",,,,"https://specieslink.net/guid/64/50664",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tapirira",,,,,,"1064b787-c882-493e-b17d-4ffba363b776",,,TRUE,FALSE,"Tapirira guianensis","Tapirira guianensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ipero","Brazil","São Paulo","Iperó",,"check_local.2municip.","Tapirira guianensis","Aubl.","name_w_authors","Anacardiaceae","Tapirira guianensis","Aubl.","species","name accepted","bfo-4408",,,"Tapirira guianensis Aubl.","Tapirira","Anacardiaceae","unknown","Tapirira guianensis"
