"data_source","collectionCode","catalogNumber","kingdom","family","year","month","day","country","stateProvince","county","institutionCode","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","scientificName","genus","locality","coordinatePrecision","identifiedBy","relatedcatalogitem","specificEpithet","verbatimLatitude","verbatimLongitude","barcode","continentocean","phylum","yearIdentified","monthIdentified","preparationtype","scientificNameAuthorship","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","fieldNumber","individualcount","previouscatalognumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","HRCB","47413","Plantae","Polypodiaceae","2007","5","19","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.933333","-23.216667","2024-12-18 09:17:33","6662",,"Campyloneurum nitidum (Kaulf.) C.Presl","Campyloneurum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Biquinha/Rocinha/Base",,,,"nitidum",,,,,"Tracheophyta",,,,"(Kaulf.) C.Presl",,,"1000","1000","Polypodiopsida","Polypodiales",,,,,"GBIF","Jundiaí",,"Campyloneurum nitidum (Kaulf.) C.Presl",,"BR",,,"2007-05-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1265932251",,,,"https://specieslink.net/guid/15/47413",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campyloneurum",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Campyloneurum nitidum","Campyloneurum nitidum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Campyloneurum nitidum","(Kaulf.) C.Presl","name_w_authors","Polypodiaceae","Campyloneurum nitidum","(Kaulf.) C.Presl","species","name accepted","bfo-91562",,,"Campyloneurum nitidum (Kaulf.) C.Presl","Campyloneurum","Polypodiaceae","unknown","Campyloneurum nitidum"
"speciesLink","HRCB","47434","Plantae","Lamiaceae","2007","05","19","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.933333","-23.216667","2025-06-04T12:50:54","6683","<nO>borda da trilha. Erva ca 1,2 m, folhas herbáceas, flores lilasesHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Hyptis mutabilis","Hyptis","Reserva Biológica Municipal da Serra do Japi, trilha Base/Biquinha/Rocinha/Base",,,,"mutabilis","23º13'S","46º56'W","HRCB047434",,,,,,"Briq.",,,"1000","1000",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6683","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cantinoa mutabilis","(Rich.) Harley & J.F.B.Pastore","possibly_ok","Lamiaceae","Cantinoa mutabilis","(Rich.) Harley & J.F.B.Pastore","species","author misspelled|replaced synonym","bfo-132560","Cantinoa mutabilis","(Rich.) Harley & J.F.B.Pastore","Cantinoa mutabilis (Rich.) Harley & J.F.B.Pastore","Cantinoa","Lamiaceae","unknown","Cantinoa mutabilis"
"speciesLink","HRCB","49395","Plantae","Solanaceae","2008","02","20","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:04:24","7298","<nO>Arbusto ca. 0,5 m, borda da trilha, folhas herbáceas, flores alvas, frutos imaturos verdesHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Capsicum baccatum","Capsicum","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-cachoeira das Jabuticabas-Base",,,,"baccatum","23º13'49,6""S","46º56'08.8""W","HRCB049395",,,,,,"L.",,,"850","850",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7298","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-cachoeira das jabuticabas-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Capsicum baccatum","L.","possibly_ok","Solanaceae","Capsicum baccatum","L.","species","name accepted","bfo-14623",,,"Capsicum baccatum L.","Capsicum","Solanaceae","unknown","Capsicum baccatum"
"gbif","HRCB","48618","Plantae","Cyperaceae","2007","10","22","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:15:18","6933",,"Carex pseudocyperus L.","Carex","Reserva Biológica Municipal da Serra do Japi, trilha Base/trilha a esquerda da porteira da Base/Cidinho/trilha a esquerda do antigo Viveiro de mudas até último ponto",,,,"pseudocyperus",,,,,"Tracheophyta",,,,"L.",,,"850","850","Liliopsida","Poales",,,,,"GBIF","Jundiaí",,"Carex pseudocyperus L.",,"BR",,,"2007-10-22",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1090694138",,,,"https://specieslink.net/guid/15/48618",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carex",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Carex pseudocyperus","Carex pseudocyperus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Carex pseudocyperus","L.","name_w_authors","Cyperaceae","Carex pseudocyperus","L.","species","name accepted","bfo-130223",,,"Carex pseudocyperus L.","Carex","Cyperaceae","unknown","Carex pseudocyperus"
"speciesLink","UEC","115001","Plantae","Vivianiaceae","1998","06","02","Brazil","São Paulo","Jundiaí","UNICAMP","S","2","Leite, EC","-46.25","-23.25","2024-11-25T11:36:42","790","<nO>5,5m.</nO>","Casearia decandra","Casearia","Reserva Biológica Municipal da Serra do Japi.",,"Torres, RB; Ramos, E",,"decandra","-23.25","-46.25","UEC046694",,"Magnoliopsida","2005","09",,"Jacq.",,,,,,,,,,,"SPLINK","Jundiaí","2005-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Leite, E.C.","790","1998","Torres, R.B.","2005",,"Leite","Ramos, E.","brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Casearia decandra","Jacq.","possibly_ok","Salicaceae","Casearia decandra","Jacq.","species","name accepted","bfo-14367",,,"Casearia decandra Jacq.","Casearia","Salicaceae","high","Casearia decandra"
"gbif","UEC","115000","Plantae","Salicaceae","1999","4","1","Brazil","São Paulo",,"UNICAMP","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Cardoso-Leite, E","-46.25","-23.25","2024-11-25 11:36:42","460",,"Casearia obliqua Spreng.","Casearia","Reserva Biológica Municipal da Serra do Japi.",,"Torres, RB; Ramos, E",,"obliqua",,,,,"Tracheophyta",,,,"Spreng.",,,,,"Magnoliopsida","Malpighiales",,,,,"GBIF","Jundiaí","2005-09-01","Casearia obliqua Spreng.",,"BR",,,"1999-04-01",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1089063354",,,,"https://specieslink.net/guid/2/115000",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casearia",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Casearia obliqua","Casearia obliqua","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/UEC046438",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Casearia obliqua","Spreng.","name_w_authors","Salicaceae","Casearia obliqua","Spreng.","species","name accepted","bfo-14378",,,"Casearia obliqua Spreng.","Casearia","Salicaceae","unknown","Casearia obliqua"
"speciesLink","HRCB","49617","Plantae","Flacourtiaceae","2008","03","24","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:02:12","7335","<nO>Árvore ca. 12 m, folhas herbáceas, flores amarelo-esverdeadas, aromáticasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Casearia sylvestris","Casearia","Reserva Biológica Municipal da Serra do Japi, trilha Base/trilha a esquerda da porteira da Base/Cidinho/trilha a esquerda do antigo Viveiro de mudas até último ponto",,,,"sylvestris","23º13'49,6S","46º56'08.8W","HRCB049617",,,,,,"Sw.",,,"850","850",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7335","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Casearia sylvestris","Sw.","possibly_ok","Salicaceae","Casearia sylvestris","Sw.","species","name accepted","bfo-14384",,,"Casearia sylvestris Sw.","Casearia","Salicaceae","unknown","Casearia sylvestris"
"gbif","HRCB","48942","Plantae","Fabaceae","2007","12","4","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:15:56","7002",,"Cassia ferruginea (Schrad.) DC.","Cassia","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-Base",,,,"ferruginea",,,,,"Tracheophyta",,,,"Schrad. ex DC.",,,"850","850","Magnoliopsida","Fabales",,,,,"GBIF","Jundiaí",,"Cassia ferruginea (Schrad.) DC.",,"BR",,,"2007-12-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1090694261",,,,"https://specieslink.net/guid/15/48942",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Cassia ferruginea","Cassia ferruginea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Cassia ferruginea","(Schrad.) Schrad. ex DC.","name_w_authors","Fabaceae","Cassia ferruginea","(Schrad.) Schrad. ex DC.","species","author misspelled","bfo-82785",,,"Cassia ferruginea (Schrad.) Schrad. ex DC.","Cassia","Fabaceae","unknown","Cassia ferruginea"
"speciesLink","SHPR","2704","Plantae","Cucurbitaceae","2021","12","30","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.939722","-23.2325","2022-12-01T15:42:40","3166","<nO>Trepadeira robusta, seiva abundante incolor, flores verde-esbranquiçadas, planta com odor desagradável.Habitat: Floresta estacional semidecidual com elementos de altitude.</nO>","Cayaponia cabocla","Cayaponia","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"cabocla","23°13'57"" S","46°56'23"" W","SHPR002704","América do Sul","Anthophyta","2022","11","exsicata","(Vell.) Mart.",,,,,,,,,,,"SPLINK","Jundiaí","2022-11-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3166","2021","Biral, L.","2022","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cayaponia cabocla","(Vell.) Mart.","possibly_ok","Cucurbitaceae","Cayaponia cabocla","(Vell.) Mart.","species","name accepted","bfo-82106",,,"Cayaponia cabocla (Vell.) Mart.","Cayaponia","Cucurbitaceae","low","Cayaponia cabocla"
"gbif","HRCB","50141","Plantae","Urticaceae","2008","8","21","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.933333","-23.216667","2024-12-18 09:18:00","7453",,"Cecropia glaziovii Snethl.","Cecropia","Reserva Biológica Municipal da Serra do Japi, junto ao portão para o Clube dos Passarinheiros",,,,"glaziovii",,,,,"Tracheophyta",,,,"Snethl.",,,"800","800","Magnoliopsida","Rosales",,,,,"GBIF","Jundiaí",,"Cecropia glaziovii Snethl.",,"BR",,,"2008-08-21",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1265932601",,,,"https://specieslink.net/guid/15/50141",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cecropia",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Cecropia glaziovii","Cecropia glaziovii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Cecropia glaziovii","Snethl.","name_w_authors","Urticaceae","Cecropia glaziovii","Snethl.","species","name accepted","bfo-15039",,,"Cecropia glaziovii Snethl.","Cecropia","Urticaceae","unknown","Cecropia glaziovii"
"speciesLink","HRCB","48418","Plantae","Cecropiaceae","2007","09","17","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:00:26","6868","<nO>borda da trilha e ao longo de córrego dentro da mata. Árvore ca. 7 m, folhas herbáceas, estípulas rosadas, brácteas amarelo-esverdeadas, inflorescências cremeHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Cecropia pachystachya","Cecropia","Reserva Biológica Municipal da Serra do Japi, trilha Base/Passarinheiros/Base",,,,"pachystachya","23º13'49,6S","46º56'08.8W","HRCB048418",,,,,,"Trécul",,,"985","985",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6868","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cecropia pachystachya","Trécul","possibly_ok","Urticaceae","Cecropia pachystachya","Trécul","species","name accepted","bfo-15041",,,"Cecropia pachystachya Trécul","Cecropia","Urticaceae","unknown","Cecropia pachystachya"
"gbif","UEC","115089","Plantae","Meliaceae","1998","4","3","Brazil","São Paulo",,"UNICAMP","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Leite, EC","-46.25","-23.25","2024-11-25 11:30:33","538",,"Cedrela fissilis Vell.","Cedrela","Reserva Biológica Municipal da Serra do Japi.",,,,"fissilis",,,,,"Tracheophyta",,,,"Vell.",,,,,"Magnoliopsida","Sapindales",,,,,"GBIF","Jundiaí",,"Cedrela fissilis Vell.",,"BR",,,"1998-04-03",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1143435371",,,,"https://specieslink.net/guid/2/115089",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedrela",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Cedrela fissilis","Cedrela fissilis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU","https://images.cria.org.br/viewer/UEC021206",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Cedrela fissilis","Vell.","name_w_authors","Meliaceae","Cedrela fissilis","Vell.","species","name accepted","bfo-9990",,,"Cedrela fissilis Vell.","Cedrela","Meliaceae","unknown","Cedrela fissilis"
"speciesLink","HRCB","50654","Plantae","Meliaceae","2008","11","03","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:03:20","7516","<nO>Árvore ca. 10 m, fétida quando cortada, folíolos herbáceos, flores brancasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Cedrela odorata","Cedrela","Reserva Biológica Municipal da Serra do Japi, próximo a porteira da Base",,,,"odorata","23º13'49,6""S","46º56'08.8""W","HRCB050654",,,,,,"L.",,,,,,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7516","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cedrela odorata","L.","possibly_ok","Meliaceae","Cedrela odorata","L.","species","name accepted","bfo-9992",,,"Cedrela odorata L.","Cedrela","Meliaceae","unknown","Cedrela odorata"
"gbif","HRCB","49367","Plantae","Malvaceae","2008","2","19","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:16:54","7270",,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/Base",,,,"speciosa",,,,,"Tracheophyta",,,,"(A.St.-Hil., A.Juss. & Cambess.) Ravenna",,,"985","985","Magnoliopsida","Malvales",,,,,"GBIF","Jundiaí",,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",,"BR",,,"2008-02-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1265932458",,,,"https://specieslink.net/guid/15/49367",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ceiba",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Ceiba speciosa","Ceiba speciosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Ceiba speciosa","(A.St.-Hil.) Ravenna","name_w_authors","Malvaceae","Ceiba speciosa","(A.St.-Hil.) Ravenna","species","author misspelled","bfo-9037",,,"Ceiba speciosa (A.St.-Hil.) Ravenna","Ceiba","Malvaceae","unknown","Ceiba speciosa"
"gbif","HRCB","48949","Plantae","Cannabaceae","2007","12","4","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:18:00","7009",,"Celtis iguanaea (Jacq.) Sarg.","Celtis","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-Base",,,,"iguanaea",,,,,"Tracheophyta",,,,"(Jacq.) Sarg.",,,"850","850","Magnoliopsida","Rosales",,,,,"GBIF","Jundiaí",,"Celtis iguanaea (Jacq.) Sarg.",,"BR",,,"2007-12-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1090694290",,,,"https://specieslink.net/guid/15/48949",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Celtis",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Celtis iguanaea","Celtis iguanaea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Celtis iguanaea","(Jacq.) Sarg.","name_w_authors","Cannabaceae","Celtis iguanaea","(Jacq.) Sarg.","species","name accepted","bfo-106890",,,"Celtis iguanaea (Jacq.) Sarg.","Celtis","Cannabaceae","unknown","Celtis iguanaea"
"speciesLink","HRCB","47366","Plantae","Poaceae","2007","05","18","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:03:54","6615","<nO>borda da trilha. Erva, inflorescência amareladaHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Pennisetum purpureum","Pennisetum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/Base",,,,"purpureum","23º13'49,6S","46º56'08.8W","HRCB047366",,,,,,"Schumach.",,,"985","985",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6615","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cenchrus purpureus","(Schumach.) Morrone","possibly_ok","Poaceae","Cenchrus purpureus","(Schumach.) Morrone","species","replaced synonym","bfo-129132","Cenchrus purpureus","(Schumach.) Morrone","Cenchrus purpureus (Schumach.) Morrone","Cenchrus","Poaceae","unknown","Cenchrus purpureus"
