"data_source","collectionCode","catalogNumber","kingdom","family","year","month","day","country","stateProvince","county","institutionCode","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","scientificName","genus","locality","coordinatePrecision","identifiedBy","relatedcatalogitem","specificEpithet","verbatimLatitude","verbatimLongitude","barcode","continentocean","phylum","yearIdentified","monthIdentified","preparationtype","scientificNameAuthorship","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","fieldNumber","individualcount","previouscatalognumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","HRCB","50297","Plantae","Solanaceae","2008","09","16","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Santos, L.B.","-46.935778","-23.230556","2025-02-04T08:04:25","77","<nO>Borda da trilha. Arbusto, 2m de altura, flores alvas, estames aamrelosHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Solanum campaniforme","Solanum","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-cachoeira das Jabuticabas-Base",,,,"campaniforme","23º13'50S","46º56'08.8W","HRCB050297",,,,,,"Roem. & Schult.",,,"1020","1020",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Santos, L.B.","77","2008","s.n.","n.d.",,"Santos",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-cachoeira das jabuticabas-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum campaniforme","Roem. & Schult.","possibly_ok","Solanaceae","Solanum campaniforme","Roem. & Schult.","species","name accepted","bfo-14741",,,"Solanum campaniforme Roem. & Schult.","Solanum","Solanaceae","unknown","Solanum campaniforme"
"gbif","HRCB","47720","Plantae","Solanaceae","2007","6","12","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:17:56","6752",,"Solanum concinnum Schott ex Sendtn.","Solanum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Passarinheiros/Av. Brasil até próximo a Rodovia Bandeirantes/Base",,,,"concinnum",,,,,"Tracheophyta",,,,"Sendtn.",,,"985","985","Magnoliopsida","Solanales",,,,,"GBIF","Jundiaí",,"Solanum concinnum Schott ex Sendtn.",,"BR",,,"2007-06-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, brasil ate proximo a rodovia bandeirantes/base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1265932326",,,,"https://specieslink.net/guid/15/47720",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Solanum concinnum","Solanum concinuum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Solanum concinnum","Schott ex Sendtn.","name_w_authors","Solanaceae","Solanum concinnum","Schott ex Sendtn.","species","name accepted","bfo-14752",,,"Solanum concinnum Schott ex Sendtn.","Solanum","Solanaceae","unknown","Solanum concinnum"
"speciesLink","SHPR","2734","Plantae","Solanaceae","2021","12","31","Brasil","São Paulo","Jundiaí","UTFPR-SL","PreservedSpecimen","667","Biral, L. | P.A. Freitas","-46.95","-23.233333","2022-08-29T23:10:25","3196","<nO>Arbusto, corola branca, anteras amarelas.Habitat: Floresta estacional semidecidual.</nO>","Solanum decompositiflorum","Solanum","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"decompositiflorum","23°14' S","46°57' W","SHPR002734","América do Sul","Anthophyta","2022","08","exsicata","Sendtn.",,,,,,,,,,,"SPLINK","Jundiaí","2022-08-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","3196","2021","Biral, L.","2022","Freitas, P.A.","Biral",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum decompositiflorum","Sendtn.","possibly_ok","Solanaceae","Solanum decompositiflorum","Sendtn.","species","name accepted","bfo-14758",,,"Solanum decompositiflorum Sendtn.","Solanum","Solanaceae","low","Solanum decompositiflorum"
"speciesLink","HRCB","50149","Plantae","Solanaceae","2008","08","21","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:04:26","7461","<nO>Arbusto ± escandente, folhas herbáceas, cálice verde, corola branca, pétalas com centro lilásHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Solanum didymum","Solanum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/DAE/Base",,,,"didymum","23º13'49,6S","46º56'08.8W","HRCB050149",,,,,,"Dunal",,,"850","850",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7461","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum didymum","Dunal","possibly_ok","Solanaceae","Solanum didymum","Dunal","species","name accepted","bfo-88088",,,"Solanum didymum Dunal","Solanum","Solanaceae","unknown","Solanum didymum"
"gbif","HRCB","47662","Plantae","Solanaceae","2007","4","11","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:17:56","6694",,"Solanum granulosum-leprosum Dunal","Solanum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/Base",,,,"granulosum-leprosum",,,,,"Tracheophyta",,,,"Dunal",,,"850","850","Magnoliopsida","Solanales",,,,,"GBIF","Jundiaí",,"Solanum granulosoleprosum Dunal",,"BR",,,"2007-04-11",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1265932284",,,,"https://specieslink.net/guid/15/47662",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Solanum granulosoleprosum","Solanum granulosumleprosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Solanum granulosoleprosum","Dunal","name_w_authors","Solanaceae","Solanum granulosoleprosum","Dunal","species","name misspelled","bfo-14775",,,"Solanum granulosoleprosum Dunal","Solanum","Solanaceae","unknown","Solanum granulosoleprosum"
"gbif","HRCB","50083","Plantae","Solanaceae","2008","6","23","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.918778","-23.23","2024-12-18 09:17:56","7426",,"Solanum inodorum Vell.","Solanum","Reserva Biológica Municipal da Serra do Japi, estrada da Cascalheira até o fim, depois trilha a direita até o córrego",,,,"inodorum",,,,,"Tracheophyta",,,,"Vell.",,,"960","960","Magnoliopsida","Solanales",,,,,"GBIF","Jundiaí",,"Solanum inodorum Vell.",,"BR",,,"2008-06-23",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, estrada da cascalheira ate o fim",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1265932663",,,,"https://specieslink.net/guid/15/50083",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Solanum inodorum","Solanum inodorum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Solanum inodorum","Vell.","name_w_authors","Solanaceae","Solanum inodorum","Vell.","species","name accepted","bfo-14783",,,"Solanum inodorum Vell.","Solanum","Solanaceae","unknown","Solanum inodorum"
"speciesLink","HRCB","50144","Plantae","Solanaceae","2008","08","21","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:04:26","7456","<nO>Arbusto ca. 1,5 m, folhas herbáceas, ramos viscosos, cálice verde, corola branca, pétalas na base verdes no centro, acúmen roxo, frutos imaturos verdesHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Solanum concinuum","Solanum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/DAE/Base",,,,"concinuum","23º13'49,6S","46º56'08.8W","HRCB050144",,,,,,"Sendtn.",,,"850","850",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7456","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum orbignianum","Sendtn.","possibly_ok","Solanaceae","Solanum orbignianum","Sendtn.","species","name misspelled","bfo-128085",,,"Solanum orbignianum Sendtn.","Solanum","Solanaceae","unknown","Solanum orbignianum"
"speciesLink","HRCB","48996","Plantae","Solanaceae","2007","12","05","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.935778","-23.230278","2025-02-04T08:04:26","7056","<nO>borda da trilha. Erva, no pasto, folhas herbáceas, nervuras creme, corola lilás, anteras amarelasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Solanum palinacanthum","Solanum","Reserva Biológica Municipal da Serra do Japi, Base-Cidinho-estrada da Cascalheira-Av. Brasil Tamega-Base",,,,"palinacanthum","23º13'49,6""S","46º56'08.8""W","HRCB048996",,,,,,"Dunal",,,"957","957",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7056","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-cidinho-estrada da cascalheira-av",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum palinacanthum","Dunal","possibly_ok","Solanaceae","Solanum palinacanthum","Dunal","species","name accepted","bfo-14819",,,"Solanum palinacanthum Dunal","Solanum","Solanaceae","unknown","Solanum palinacanthum"
"gbif","HRCB","50095","Plantae","Solanaceae","2008","6","24","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:17:56","7438",,"Solanum paniculatum L.","Solanum","Reserva Biológica Municipal da Serra do Japi, trilha Base/Mirante/DAE/Rua Bauru/Cidinho/Base",,,,"paniculatum",,,,,"Tracheophyta",,,,"L.",,,"850","850","Magnoliopsida","Solanales",,,,,"GBIF","Jundiaí",,"Solanum paniculatum L.",,"BR",,,"2008-06-24",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","1265932549",,,,"https://specieslink.net/guid/15/50095",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Solanum paniculatum","Solanum paniculatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Solanum paniculatum","L.","name_w_authors","Solanaceae","Solanum paniculatum","L.","species","name accepted","bfo-14821",,,"Solanum paniculatum L.","Solanum","Solanaceae","unknown","Solanum paniculatum"
"speciesLink","HRCB","49659","Plantae","Solanaceae","2008","03","25","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.918778","-23.23","2025-02-04T08:04:26","7377","<nO>Árvore ca. 12 m, folhas herbáceas, frutos imaturos verdesHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Solanum pseudoquina","Solanum","Reserva Biológica Municipal da Serra do Japi, estrada da Cascalheira, depois a direita do Cidinho até além de propriedade particular",,,,"pseudoquina","23º13'48,4""S","46º55'07.6""W","HRCB049659",,,,,,"A.St.-Hil.",,,"960","960",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","7377","2008","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, estrada da cascalheira",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum pseudoquina","A.St.-Hil.","possibly_ok","Solanaceae","Solanum pseudoquina","A.St.-Hil.","species","name accepted","bfo-14836",,,"Solanum pseudoquina A.St.-Hil.","Solanum","Solanaceae","unknown","Solanum pseudoquina"
"speciesLink","HRCB","48270","Plantae","Solanaceae","2007","08","13","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Lombardi, J.A.","-46.465556","-25.661944","2025-02-04T08:04:26","6786","<nO>borda da trilha. Arbusto ca. 2 m, folhas herbáceas, ferrugíneas na face abaxial, cálice ferrugíneo, corola branca, anteras amarelasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Solanum rufescens","Solanum","Reserva Biológica Municipal da Serra do Japi, trilha Estrada Tv Cultura-Cidinho-Base",,,,"rufescens","25º39'43,2""S","46º27'56.0W","HRCB048270",,,,,,"Sendtn.",,,"674","674",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Lombardi, J.A.","6786","2007","s.n.","n.d.",,"Lombardi",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, trilha estrada tv cultura-cidinho-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum rufescens","Sendtn.","possibly_ok","Solanaceae","Solanum rufescens","Sendtn.","species","name accepted","bfo-14846",,,"Solanum rufescens Sendtn.","Solanum","Solanaceae","unknown","Solanum rufescens"
"gbif","HRCB","49389","Plantae","Solanaceae","2008","2","20","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:17:56","7292",,"Solanum sanctae-catharinae Dunal","Solanum","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-cachoeira das Jabuticabas-Base",,,,"sanctae-catharinae",,,,,"Tracheophyta",,,,"Dunal",,,"850","850","Magnoliopsida","Solanales",,,,,"GBIF","Jundiaí",,"Solanum sanctae-catharinae Dunal",,"BR",,,"2008-02-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-cachoeira das jabuticabas-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1265932490",,,,"https://specieslink.net/guid/15/49389",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Solanum sanctae-catharinae","Solanum sanctacatharinae","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Solanum sanctae-catharinae","Dunal","name_w_authors","Solanaceae","Solanum sanctae-catharinae","Dunal","species","name accepted","bfo-14851",,,"Solanum sanctae-catharinae Dunal","Solanum","Solanaceae","unknown","Solanum sanctae-catharinae"
"gbif","HRCB","48667","Plantae","Solanaceae","2007","10","23","Brasil","São Paulo",,"UNESP-RC","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Lombardi, J.A.","-46.935778","-23.230278","2024-12-18 09:17:56","6982",,"Solanum sciadostylis (Sendtn.) Bohs","Solanum","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-Base",,,,"sciadostylis",,,,,"Tracheophyta",,,,"(Sendtn.) Bohs",,,"850","850","Magnoliopsida","Solanales",,,,,"GBIF","Jundiaí",,"Solanum sciadostylis (Sendtn.) Bohs",,"BR",,,"2007-10-23",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","1265932420",,,,"https://specieslink.net/guid/15/48667",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Solanum sciadostylis","Solanum sciadostylis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"check_local.2municip.","Solanum sciadostylis","(Sendtn.) Bohs","name_w_authors","Solanaceae","Solanum sciadostylis","(Sendtn.) Bohs","species","name accepted","bfo-14856",,,"Solanum sciadostylis (Sendtn.) Bohs","Solanum","Solanaceae","unknown","Solanum sciadostylis"
"gbif","SHPR","1762","Plantae","Solanaceae","2021","5","17","Brasil","São Paulo",,"UTFPR-SL","PRESERVED_SPECIMEN","https://specieslink.net/col/667","Biral, L.;P.A. Freitas","-46.933333","-23.233333","2022-08-29 23:10:25","2830",,"Solanum argenteum Blanchet ex Dunal","Solanum","Reserva Biológica Municipal da Serra do Japi",,"L. Biral",,"argenteum",,,,,"Tracheophyta",,,,"Dunal",,,,,"Magnoliopsida","Solanales",,,,,"GBIF","Jundiaí","2022-08-01","Solanum swartzianum Roem. & Schult.",,"BR",,,"2021-05-17",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality","3335002465",,,,"https://specieslink.net/guid/667/1762",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solanum",,,,,,"a776a61d-f01e-4a8e-8fb0-c69d08795118",,,TRUE,FALSE,"Solanum swartzianum","Solanum argenteum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi","Brazil","São Paulo","jundiai","reserva biologica municipal serra japi","ok_same_resolution","Solanum swartzianum","Roem. & Schult.","name_w_authors","Solanaceae","Solanum swartzianum","Roem. & Schult.","species","replaced synonym","bfo-14872","Solanum swartzianum","Roem. & Schult.","Solanum swartzianum Roem. & Schult.","Solanum","Solanaceae","unknown","Solanum swartzianum"
"speciesLink","SOLANACEAE_SOURCE_BR","73115","Plantae","Solanaceae","2011","09","20","Brazil","São Paulo","Jundiaí","BM","O","454","Giacomin, L.L.; Almeida, T.E.; Lombardi, J.A.; Biral, L.; Saka, M.N.","-46.960278","-23.226111","2015-02-10T11:46:53","1622","<nO>arbusto muito ramificado, estolonifero, ramas ferteis eretos; flores alvas; floresta ciliar, sob vegetação arbustiva</nO>","Solanum trachytrichium","Solanum","Reserva Biologica Municipal da Serra da Japi, trilha que liga a base o mirante ao DAE, passando pelo lago",,"Knapp, S.",,"trachytrichium","-23.226111","-46.960278",,"Southern America","Magnoliophyta","2013","11",,"Bitter",,,,,"Dicotyledoneae","Solanales",,,"152733",,"SPLINK","Jundiaí","2013-11-NA",,,,,,,,,,,,,,,,,,"SOLANACEAE_SOURCE_BR","code not found","Giacomin, L.L.","1622","2011","Knapp, S.","2013","Almeida, T.E.; Lombardi, J.A.; Biral, L.; Saka, M.N.","Giacomin",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra da japi",,"locality","brazil_sao paulo_jundiai_reserva biologica municipal serra japi","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.233509,-46.938966,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanum trachytrichium","Bitter","possibly_ok","Solanaceae","Solanum trachytrichium","Bitter","species","name accepted","bfo-14878",,,"Solanum trachytrichium Bitter","Solanum","Solanaceae","high","Solanum trachytrichium"
"speciesLink","HRCB","50293","Plantae","Solanaceae","2008","09","19","Brasil","São Paulo","Jundiaí","UNESP-RC","PreservedSpecimen","15","Santos, L.B.","-46.935778","-23.230556","2025-02-04T08:04:25","73","<nO>Borda da trilha. Arbusto, 1m de altura, flores alvas, estames aamrelasHabitat: Mata atlântica, floresta estacional semidecídua</nO>","Solanum cf.variabile","Solanum","Reserva Biológica Municipal da Serra do Japi, Base-Mirante-estrada para DAE-cachoeira das Jabuticabas-Base",,,,"cf.variabile","23º13'50S","46º56'08.8W","HRCB050293",,,,,,"Mart.",,,"1020","1020",,,,,,,"SPLINK","Jundiaí",,,,,,,,,,,,,,,,,,,"HRCB",,"Santos, L.B.","73","2008","s.n.","n.d.",,"Santos",,"brazil","sao paulo","jundiai","reserva biologica municipal da serra do japi, base-mirante-estrada para dae-cachoeira das jabuticabas-base",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum variabile","Mart.","conferre","Solanaceae","Solanum variabile","Mart.","species","name accepted","bfo-14880",,,"Solanum variabile Mart.","Solanum","Solanaceae","unknown","Solanum variabile"
