"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","identifiedBy","specificEpithet","scientificNameAuthorship","coordinatePrecision","barcode","verbatimLatitude","verbatimLongitude","continentocean","class","order","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualcount","occurrenceRemarks","recordNumber","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","preparationtype","typeStatus","previouscatalognumber","sex","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","HRCB","24926","Critonia megaphylla (Baker) R.M.King & H.Rob.","Plantae","Asteraceae","Critonia","1995","8","23","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Grecco, M.D.N.","-49.516667","-19.916667","2024-12-18 09:13:54","Esteves, R.L.","megaphylla","(Baker) R.M.King & H.Rob.",,,,,,"Magnoliopsida","Asterales",,,,,,,"61",,,,,,,,"GBIF","Paulo de Faria","2002-05-01","Critonia megaphylla (Baker) R.M.King & H.Rob.",,"BR",,,"1995-08-23",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1090686443",,,,"https://specieslink.net/guid/15/24926",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Critonia",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Critonia megaphylla","Critonia megaphylla","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Critonia megaphylla","(Baker) R.M.King & H.Rob.","name_w_authors","Asteraceae","Critonia megaphylla","(Baker) R.M.King & H.Rob.","species","name accepted","bfo-137503",,,"Critonia megaphylla (Baker) R.M.King & H.Rob.","Critonia","Asteraceae","unknown","Critonia megaphylla"
"gbif","SP","298178","Critonia morifolia (Mill.) R.M.King & H.Rob.","Plantae","Asteraceae","Critonia","1995","8","23","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/1","Grecco, MDN; Cardamone, RB; Sartori, A; Stranghetti, V; Rezende, AA; Rosa, AM; Forster, W; D","-49.516667","-19.916667","2021-12-09 11:00:44","Mamede, MCH","morifolia","(Mill.) R.M.King & H.Rob.",,,,,,"Magnoliopsida","Asterales",,,,,,,"61",,,,,,,,"GBIF","Paulo de Faria","2016-06-01","Critonia morifolia (Mill.) R.M.King & H.Rob.",,"BR",,,"1995-08-23",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","2452876920",,,,"https://specieslink.net/guid/1/298178",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Critonia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,"Critonia morifolia","Critonia morifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Critonia morifolia","(Mill.) R.M.King & H.Rob.","name_w_authors","Asteraceae","Critonia morifolia","(Mill.) R.M.King & H.Rob.","species","name accepted","bfo-27004",,,"Critonia morifolia (Mill.) R.M.King & H.Rob.","Critonia","Asteraceae","unknown","Critonia morifolia"
"gbif","HRCB","39331","Croton gracilipes Baill.","Plantae","Euphorbiaceae","Croton","2001","11","20","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria Abrangendo uma área de 435,73 há","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Tomasetto, F.","-49.516667","-19.916667","2024-12-18 09:15:43","Caruzo, M.B.R.","gracilipes","Baill.",,,,,,"Magnoliopsida","Malpighiales",,,,,,,"187",,,,,,,,"GBIF","Paulo de Faria","2004-03-09","Croton gracilipes Baill.",,"BR",,,"2001-11-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria abrangendo uma area de 435",,"locality","brazil_sao paulo_paulo faria","brazil_sao paulo_paulo faria",-20.0664665,-49.46368847,"county","1090690806",,,,"https://specieslink.net/guid/15/39331",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Croton",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Croton gracilipes","Croton gracilipes","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria","Brazil","São Paulo","Paulo de Faria",,"check_local.2municip.","Croton gracilipes","Baill.","name_w_authors","Euphorbiaceae","Croton gracilipes","Baill.","species","name accepted","bfo-29205",,,"Croton gracilipes Baill.","Croton","Euphorbiaceae","unknown","Croton gracilipes"
"gbif","UEC","83270","Cupania vernalis Cambess.","Plantae","Sapindaceae","Cupania","1993","8","18","Brazil","São Paulo",,"Estação Ecológica de Paulo de Faria","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Stranghetti, V",,,"2024-11-25 11:35:01","Somner, GV","vernalis","Cambess.",,,,,,"Magnoliopsida","Sapindales",,,,,,,"167",,,,,,,,"GBIF","Paulo de Faria","1996-12-18","Cupania vernalis Cambess.",,"BR",,,"1993-08-18",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1089039985",,,,"https://specieslink.net/guid/2/83270",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cupania",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Cupania vernalis","Cupania vernalis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/UEC184237",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Cupania vernalis","Cambess.","name_w_authors","Sapindaceae","Cupania vernalis","Cambess.","species","name accepted","bfo-32717",,,"Cupania vernalis Cambess.","Cupania","Sapindaceae","unknown","Cupania vernalis"
"gbif","SJRP","34260","Cupania zanthoxyloides Radlk.","Plantae","Sapindaceae","Cupania","2019","10","5","Brasil","São Paulo",,"Estação Ecológica Paulo de Faria","UNESP-IBILCE","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/27","Jordão, V.M.M.","-49.543854","-19.95972","2024-04-22 10:53:17","Jordão,V.M.M.","zanthoxyloides","Radlk.",,,,,,"Magnoliopsida","Sapindales",,,,,,,"6",,,,,,,,"GBIF","Paulo de Faria","2019-10-12","Cupania zanthoxyloides Radlk.",,"BR",,,"2019-10-05",,,,,,"DOUBTFUL","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","4953389408",,,,"https://specieslink.net/guid/27/34260",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cupania",,,,,,"f70fdd5a-e761-43b6-a854-462826cc7933",,,TRUE,FALSE,"Cupania zanthoxyloides","Cupania zanthoxyloides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SJRP00025979",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Cupania zanthoxyloides","Radlk.","name_w_authors","Sapindaceae","Cupania zanthoxyloides","Radlk.","species","name accepted","bfo-114714",,,"Cupania zanthoxyloides Radlk.","Cupania","Sapindaceae","unknown","Cupania zanthoxyloides"
"gbif","SJRP","29257","Cuspidaria pulchella (Cham.) K.Schum.","Plantae","Bignoniaceae","Cuspidaria","2000","10","9","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria","UNESP-IBILCE","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/27","Rezende, A.A.","-49.516667","-19.916667","2024-04-22 10:52:26",,"pulchella","(Cham.) K.Schum.",,,,,,"Magnoliopsida","Lamiales",,,,,,,,,,,,,,,"GBIF","Paulo de Faria",,"Cuspidaria pulchella (Cham.) Baill.",,"BR",,,"2000-10-09",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1989885838",,,,"https://specieslink.net/guid/27/29257",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuspidaria",,,,,,"f70fdd5a-e761-43b6-a854-462826cc7933",,,TRUE,FALSE,"Cuspidaria pulchella","Cuspidaria pulchella","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SJRP00001866",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Cuspidaria pulchella","(Cham.) K.Schum.","name_w_authors","Bignoniaceae","Cuspidaria pulchella","(Cham.) K.Schum.","species","name accepted","bfo-113237",,,"Cuspidaria pulchella (Cham.) K.Schum.","Cuspidaria","Bignoniaceae","unknown","Cuspidaria pulchella"
"gbif","UEC","82572","Cyperus aggregatus (Willd.) Endl.","Plantae","Cyperaceae","Cyperus","1995","3","29","Brazil","São Paulo",,"Estação Ecológica Paulo de Faria","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Stranghetti, V",,,"2023-03-09 11:23:43","Tucker, GC","aggregatus","(Willd.) Endl.",,,,,,"Liliopsida","Poales",,,,,,,"488",,,,,,,,"GBIF","Paulo de Faria","2000-01-01","Cyperus aggregatus (Willd.) Endl.",,"BR",,,"1995-03-29",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1089039509",,,,"https://specieslink.net/guid/2/82572",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cyperus",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Cyperus aggregatus","Cyperus aggregatus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC043002",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Cyperus aggregatus","(Willd.) Endl.","name_w_authors","Cyperaceae","Cyperus aggregatus","(Willd.) Endl.","species","name accepted","bfo-7172",,,"Cyperus aggregatus (Willd.) Endl.","Cyperus","Cyperaceae","unknown","Cyperus aggregatus"
"gbif","SJRP","10709","Cyperus esculentus L.","Plantae","Cyperaceae","Cyperus","1995","3","15","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria","UNESP-IBILCE","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/27","Valéria Stranghetti","-49.516667","-19.916667","2024-04-22 10:51:23",,"esculentus","L.",,,,,,"Liliopsida","Poales",,,,,,,"479",,,,,,,,"GBIF","Paulo de Faria",,"Cyperus esculentus L.",,"BR",,,"1995-03-15",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1989874763",,,,"https://specieslink.net/guid/27/10709",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cyperus",,,,,,"f70fdd5a-e761-43b6-a854-462826cc7933",,,TRUE,FALSE,"Cyperus esculentus","Cyperus esculentus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Cyperus esculentus","L.","name_w_authors","Cyperaceae","Cyperus esculentus","L.","species","name accepted","bfo-22614",,,"Cyperus esculentus L.","Cyperus","Cyperaceae","unknown","Cyperus esculentus"
"gbif","UEC","83224","Cyperus friburgensis Boeckeler","Plantae","Cyperaceae","Cyperus","1995","3","15","Brazil","São Paulo",,"Estação Ecológica de Paulo de Faria","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Stranghetti, V","-49.516667","-19.916667","2024-11-25 11:10:51","Tucker, GC","friburgensis","Boeck.",,,,,,"Liliopsida","Poales",,,,,,,"479",,,,,,,,"GBIF","Paulo de Faria","2001-01-01","Cyperus friburgensis Boeckeler",,"BR",,,"1995-03-15",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1089039938",,,,"https://specieslink.net/guid/2/83224",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cyperus",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Cyperus friburgensis","Cyperus friburgensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC075254",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Cyperus friburgensis","Boeckeler","name_w_authors","Cyperaceae","Cyperus friburgensis","Boeckeler","species","name accepted","bfo-7182",,,"Cyperus friburgensis Boeckeler","Cyperus","Cyperaceae","unknown","Cyperus friburgensis"
"gbif","SPF","99583","Dalechampia pentaphylla Lam.","Plantae","Euphorbiaceae","Dalechampia","1994","6","28","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria, Estação ecológica.","USP-IB","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/7","Tamashiro, JY",,,"2023-12-20 15:59:32","Tamashiro, JY","pentaphylla","Lam.",,,,,,"Magnoliopsida","Malpighiales",,,,,,,"T252",,,,,,,,"GBIF","Paulo de Faria",,"Dalechampia pentaphylla Lam.",,"BR",,,"1994-06-28",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria, estacao ecologica",,"locality","brazil_sao paulo_paulo faria","brazil_sao paulo_paulo faria",-20.0664665,-49.46368847,"county","2285964171",,,,"https://specieslink.net/guid/7/99583",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalechampia",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Dalechampia pentaphylla","Dalechampia pentaphylla","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00099583",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria","Brazil","São Paulo","Paulo de Faria",,"check_local.2municip.","Dalechampia pentaphylla","Lam.","name_w_authors","Euphorbiaceae","Dalechampia pentaphylla","Lam.","species","name accepted","bfo-29256",,,"Dalechampia pentaphylla Lam.","Dalechampia","Euphorbiaceae","unknown","Dalechampia pentaphylla"
"gbif","UEC","198574","Dalechampia triphylla Lam.","Plantae","Euphorbiaceae","Dalechampia","1995","8","23","Brazil","São Paulo",,"Estação Ecológica de Paulo de Faria","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Grecco, MDN; Stranghetti, V; Cardamone, RB; Taroda, N; Sartori, A; Rosa, AM","-49.516667","-19.916667","2024-11-25 11:20:24","Santos, LB","triphylla","Lam.",,,,,,"Magnoliopsida","Malpighiales",,,,,,,"72",,,,,,,,"GBIF","Paulo de Faria","2009-06-01","Dalechampia triphylla Lam.",,"BR",,,"1995-08-23",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1668718797",,,,"https://specieslink.net/guid/2/198574",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalechampia",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Dalechampia triphylla","Dalechampia triphylla","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC150685",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Dalechampia triphylla","Lam.","name_w_authors","Euphorbiaceae","Dalechampia triphylla","Lam.","species","name accepted","bfo-25506",,,"Dalechampia triphylla Lam.","Dalechampia","Euphorbiaceae","unknown","Dalechampia triphylla"
"gbif","FUEL","17066","Dasyphyllum flagellare (Casar.) Cabrera","Plantae","Asteraceae","Dasyphyllum","1993","5","27","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria","UEL","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/48","Stranghetti, V",,,"2024-12-05 15:03:58",,"flagellare","(Casar.) Cabrera",,,,,,"Magnoliopsida","Asterales",,,,,,,"101",,"0","0",,,,,"GBIF","Paulo de Faria",,"Dasyphyllum flagellare (Casar.) Cabrera",,"BR",,,"1993-05-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","2464834393",,,,"https://specieslink.net/guid/48/17066",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dasyphyllum",,,,,,"78dcee36-b0a2-4679-802d-bc0b5016518b",,,FALSE,FALSE,"Dasyphyllum flagellare","Dasyphyllum flagellare","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Dasyphyllum flagellare","(Casar.) Cabrera","name_w_authors","Asteraceae","Dasyphyllum flagellare","(Casar.) Cabrera","species","name accepted","bfo-5295",,,"Dasyphyllum flagellare (Casar.) Cabrera","Dasyphyllum","Asteraceae","unknown","Dasyphyllum flagellare"
"gbif","UEC","82583","Dasyphyllum vagans (Gardner) Cabrera","Plantae","Asteraceae","Dasyphyllum","1993","5","27","Brazil","São Paulo",,"Estação Ecológica de Paulo de Faria.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/2","Stranghetti, V","-49.530367","-19.922106","2024-11-25 11:15:07","Monge, M","vagans","(Gardner) Cabrera",,,,,,"Magnoliopsida","Asterales",,,,,,,"101",,,,,,,,"GBIF","Paulo de Faria","2010-04-01","Dasyphyllum vagans (Gardner) Cabrera",,"BR",,,"1993-05-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1291047190",,,,"https://specieslink.net/guid/2/82583",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dasyphyllum",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,TRUE,FALSE,"Dasyphyllum vagans","Dasyphyllum vagans","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC016180",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Dasyphyllum vagans","(Gardner) Cabrera","name_w_authors","Asteraceae","Dasyphyllum vagans","(Gardner) Cabrera","species","name accepted","bfo-5308",,,"Dasyphyllum vagans (Gardner) Cabrera","Dasyphyllum","Asteraceae","unknown","Dasyphyllum vagans"
"gbif","HRCB","39358","Dendropanax cuneatus (DC.) Decne. & Planch.","Plantae","Araliaceae","Dendropanax","2001","6","29","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria","UNESP-RC","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/15","Tomasetto, F.","-49.516667","-19.916667","2024-12-18 09:13:42",,"cuneatus","(DC.) Decne. & Planch.",,,,,,"Magnoliopsida","Apiales",,,,,,,"165",,"500","500",,,,,"GBIF","Paulo de Faria",,"Dendropanax cuneatus (DC.) Decne. & Planch.",,"BR",,,"2001-06-29",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1090690821",,,,"https://specieslink.net/guid/15/39358",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dendropanax",,,,,,"fdf55163-54d8-4bc7-862d-7e41068589e3",,,TRUE,FALSE,"Dendropanax cuneatus","Dendropanax cuneatus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Dendropanax cuneatus","(DC.) Decne. & Planch.","name_w_authors","Araliaceae","Dendropanax cuneatus","(DC.) Decne. & Planch.","species","name accepted","bfo-5105",,,"Dendropanax cuneatus (DC.) Decne. & Planch.","Dendropanax","Araliaceae","unknown","Dendropanax cuneatus"
"gbif","SJRP","26592","Diatenopteryx sorbifolia Radlk.","Plantae","Sapindaceae","Diatenopteryx","2001","9","18","Brasil","São Paulo",,"Estação Ecológica de Paulo de Faria","UNESP-IBILCE","Tracheophyta","PRESERVED_SPECIMEN","https://specieslink.net/col/27","F. Tomasetto","-49.516667","-19.916667","2024-04-22 10:53:17",,"sorbifolia","Radlk.",,,,,,"Magnoliopsida","Sapindales",,,,,,,"283",,,,,,,,"GBIF","Paulo de Faria",,"Diatenopteryx sorbifolia Radlk.",,"BR",,,"2001-09-18",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","paulo de faria","estacao ecologica de paulo de faria",,"locality","brazil_sao paulo_paulo faria_estacao ecologica paulo faria","brazil_sao paulo_paulo faria_eec paulo faria",-19.9573,-49.535873,"locality","1989884341",,,,"https://specieslink.net/guid/27/26592",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diatenopteryx",,,,,,"f70fdd5a-e761-43b6-a854-462826cc7933",,,TRUE,FALSE,"Diatenopteryx sorbifolia","Diatenopteryx sorbifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SJRP00010530",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_paulo faria_eec paulo faria","Brazil","São Paulo","Paulo de Faria","EEc de Paulo de Faria","ok_same_resolution","Diatenopteryx sorbifolia","Radlk.","name_w_authors","Sapindaceae","Diatenopteryx sorbifolia","Radlk.","species","name accepted","bfo-32718",,,"Diatenopteryx sorbifolia Radlk.","Diatenopteryx","Sapindaceae","unknown","Diatenopteryx sorbifolia"
