"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Poaceae","Apoclada","simplex","McClure & L.B.Sm.","POACEAE Apoclada simplex McClure & L.B.Sm.","SP040544","Splink","SP","Shirasuna, R.T.","3024","Native","Ouro","Parque Estadual do Rio Turvo","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Poaceae","Aulonemia","aristulata","(Döll) McClure","POACEAE Aulonemia aristulata (Döll) McClure","420267","Splink","SP","Shirasuna, R.T.","2850","Native","Ouro","Parque Estadual do Rio Turvo, Rodovia Régis Bittencourt, km 535, trilha atrás do alojamento do Instituto Florestal, base do Cedro","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Poaceae","Aulonemia","lanciflora","McClure & L.B.Sm.","POACEAE Aulonemia lanciflora McClure & L.B.Sm.","BHCB222329","Splink","BHCB","Shirasuna, R.T.","2856","Native","Ouro","Parque Estadual do Rio Turvo, próximo ao Km 534 da Rodovia Régis Bittencourt.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Poaceae","Chusquea","leptophylla","Nees","POACEAE Chusquea leptophylla Nees","SP042473","Splink","SP","Shirasuna, R.T.","2855","Native","Ouro","Parque Estadual do Rio Turvo, Próximo ao km 534 da Rodovia Régis Bittencourt","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Poaceae","Chusquea","meyeriana","Rupr. ex Döll","POACEAE Chusquea meyeriana Rupr. ex Döll","420266","Splink","SP","Shirasuna, R.T.","2852","Native","Ouro","Parque Estadual do Rio Turvo, Rodovia Regis Bittencourt km 535, trilh atrás do alojamento do Instituto Florestal, base do Cedro, floresta ombrófila densa.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Poaceae","Chusquea","oligophylla","Rupr.","POACEAE Chusquea oligophylla Rupr.","HUEFS0176408","Splink","HUEFS","Shirasuna, R.T.","2846","Native","Ouro","Parque Estadual do Rio Turvo, Rodovia Regis Bittencourt, Km 535, trilha atrás do alojamento do Instituto Florestal, base do Cedro.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Poaceae","Merostachys","multiramea","Hack.","POACEAE Merostachys multiramea Hack.","420272","Splink","SP","Shirasuna, R.T.","2853","Native","Ouro","Parque Estadual do Rio Turvo, Rodovia Regis Bittencourt, km 535, trilha atrás do alojamento do Instituto Florestal, base do Cedro.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Oxalidaceae","Oxalis","pardoensis","(Lourteig) T.Costa & Fiaschi","OXALIDACEAE Oxalis pardoensis (Lourteig) T.Costa & Fiaschi","29439","Splink","EAN",,"4563","Native","Ouro","Parque Estadual do Rio Turvo","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Urticaceae","Urera","nitida","(Vell.) P.Brack","URTICACEAE Urera nitida (Vell.) P.Brack","423540","Splink","SP","Shirasuna, R.T.","2847","Native","Ouro","Parque Estadual do Rio Turvo, Rodovia Regis Bittencourt, Km 535, trilha atrás do alojamento do Instituto Florestal, base do Cedro","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Pteridaceae","Adiantopsis","radiata","(L.) Fée","PTERIDACEAE Adiantopsis radiata (L.) Fée","MBM429528","Splink","MBM","Lozano, E.D.","4526","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Pteridaceae","Adiantum","abscissum","Schrad.","PTERIDACEAE Adiantum abscissum Schrad.","MBM429538","Splink","MBM","Lozano, E.D.","4524","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Pteridaceae","Adiantum","pentadactylon","Langsd. & Fisch.","PTERIDACEAE Adiantum pentadactylon Langsd. & Fisch.","MBM429537","Splink","MBM","Lozano, E.D.","4522","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Pteridaceae","Adiantum","subcordatum","Sw.","PTERIDACEAE Adiantum subcordatum Sw.","MBM429527","Splink","MBM","Lozano, E.D.","4520","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Anemiaceae","Anemia","mandioccana","Raddi","ANEMIACEAE Anemia mandioccana Raddi","MBM429778","Splink","MBM","Canestraro, B.K.","1570","Native","Bronze","Parque Estadual do Rio Turvo, Barra do Azeite, Rio do Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Acanthaceae","Aphelandra","chamissoniana","Nees","ACANTHACEAE Aphelandra chamissoniana Nees","429481","Splink","SP","Shirasuna, R.T.","2849","Native","Bronze","Parque Estadual do Rio Turvo, rodovia Regis Bitencourt, Km 535, base do Cedro","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Solanaceae","Cestrum",,"L.","SOLANACEAE Cestrum L.","MBM406170","Splink","MBM","Ferreira, P.C.","43",,"Bronze","Parque Estadual do Rio Turvo, Próximo ao alojamento do Núcleo Capelinha.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Polypodiaceae","Cochlidium","serrulatum","(Sw.) L.E.Bishop","POLYPODIACEAE Cochlidium serrulatum (Sw.) L.E.Bishop","MBM429782","Splink","MBM","Canestraro, B.K.","1574","Native","Bronze","Parque Estadual do Rio Turvo, Barra do Azeite, Rio do Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Hymenophyllaceae","Crepidomanes","pyxidiferum","(L.) Dubuisson & Ebihara","HYMENOPHYLLACEAE Crepidomanes pyxidiferum (L.) Dubuisson & Ebihara","MBM429781","Splink","MBM","Canestraro, B.K.","1573","Native","Bronze","Parque Estadual do Rio Turvo, Barra do Azeite, Rio do Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Dryopteridaceae","Ctenitis","aspidioides","(C.Presl) Copel.","DRYOPTERIDACEAE Ctenitis aspidioides (C.Presl) Copel.","MBM429533","Splink","MBM","Lozano, E.D.","4521","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Pteridaceae","Doryopteris","collina","(Raddi) J.Sm.","PTERIDACEAE Doryopteris collina (Raddi) J.Sm.","BHCB210355","Splink","BHCB","Canestraro, B.K.","1569","Native","Bronze","Parque Estadual do Rio Turvo, Barra do Azeite, rio do Azeite","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Pteridaceae","Doryopteris","concolor","(Langsd. & Fisch.) Kuhn & Decken","PTERIDACEAE Doryopteris concolor (Langsd. & Fisch.) Kuhn & Decken","MBM429777","Splink","MBM","Canestraro, B.K.","1569","Native","Bronze","Parque Estadual do Rio Turvo, Barra do Azeite, Rio do Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Cyperaceae","Hypolytrum","schraderianum","Nees","CYPERACEAE Hypolytrum schraderianum Nees","MBM441215","Splink","MBM","Lozano, E.D.","4525","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Acanthaceae","Justicia","pygmaea","Lindau","ACANTHACEAE Justicia pygmaea Lindau","446546","Splink","SP","Shirasuna, R.T.","2851","Native","Bronze","Parque Estadual do Rio Turvo, rod. Regis Bittencourt, Km 535, Base do Cedro","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Lygodiaceae","Lygodium","venustum","Sw.","LYGODIACEAE Lygodium venustum Sw.","MBM429526","Splink","MBM","Lozano, E.D.","4519","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Cyperaceae","Rhynchospora","distichophylla","Boeckeler","CYPERACEAE Rhynchospora distichophylla Boeckeler","MBM429557","Splink","MBM","Lozano, E.D.","4523","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Selaginellaceae","Selaginella","suavis","(Spring) Spring","SELAGINELLACEAE Selaginella suavis (Spring) Spring","MBM429534","Splink","MBM","Lozano, E.D.","4528","Native","Bronze","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Thelypteridaceae","Steiropteris","polypodioides","(Raddi) Salino & T.E. Almeida","THELYPTERIDACEAE Steiropteris polypodioides (Raddi) Salino & T.E. Almeida","MBM429779","Splink","MBM","Canestraro, B.K.","1571","Native","Bronze","Parque Estadual do Rio Turvo, Barra do Azeite, Rio do Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Bromeliaceae","Tillandsia","geminiflora","Brongn.","BROMELIACEAE Tillandsia geminiflora Brongn.","MBM406165","Splink","MBM","Ferreira, P.C.","38","Native","Bronze","Parque Estadual do Rio Turvo, Próximo ao alojamento do Núcleo Capelinha.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Euphorbiaceae","Croton","celtidifolius","Baill.","EUPHORBIACEAE Croton celtidifolius Baill.","SP0476618","Splink","SP","Santos, R.F.","6","Native","Latão","Parque Estadual Rio Turvo. Rodovia Regis Bittencourt sentido Paraná ca. Km 537. Encontrada na beira da rodovia. Mata Ombrófila","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Thelypteridaceae","Goniopteris","monosora","(C.Presl) Brade","THELYPTERIDACEAE Goniopteris monosora (C.Presl) Brade","MBM429532","Splink","MBM","Lozano, E.D.","4518","Native","Latão","Parque Estadual do Rio Turvo, próximo ao Rio Azeite.","Não"
"PARQUE ESTADUAL DO RIO TURVO","Bryophytes","Polypodiaceae","Leucobryum","hampe",,"POLYPODIACEAE Leucobryum hampe","80636","GBIF","UFP","Peralta, D.F.","8315",,"Latão","Parque Estadual do Rio Turvo, Br 116, Km 532, Mata Atlântica","Não"
"PARQUE ESTADUAL DO RIO TURVO","Ferns and Lycophytes","Polypodiaceae","Leucobryum","sp.",,"POLYPODIACEAE Leucobryum sp.","UFP081646","Splink","UFP","Peralta, D.F.","8366",,"Latão","Parque Estadual do Rio Turvo, Atraz do Posto Paraíso, BR 116, Km 532","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Passifloraceae","Passalora","eitenii","Medeiros & Dianese","PASSIFLORACEAE Passalora eitenii Medeiros & Dianese","VIC039750","Splink","VIC","Barreto, R.W.","RWB 1678",,"Latão","Parque Estadual do Rio Turvo","Não"
"PARQUE ESTADUAL DO RIO TURVO","Angiosperms","Passifloraceae","Passarola","eitenii","Medeiros & Dianese","PASSIFLORACEAE Passarola eitenii Medeiros & Dianese","VIC30750F","Splink","VIC","Barreto, R.W.","RWB 1678",,"Latão","Parque Estadual do Rio Turvo","Não"
