"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Eriocaulaceae","Eriocaulon","modestum","Kunth","ERIOCAULACEAE Eriocaulon modestum Kunth","SPSF00057714","Splink","SPSF","Pilon, N.","222","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Eriocaulaceae","Floralia","flaccida","(Bong.) Andrino","ERIOCAULACEAE Floralia flaccida (Bong.) Andrino","SPSF00057708","Splink","SPSF","Pilon, N.","215","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Eriocaulaceae","Syngonanthus","caulescens","(Poir.) Ruhland","ERIOCAULACEAE Syngonanthus caulescens (Poir.) Ruhland","SPSF00057705","Splink","SPSF","Pilon, N.","212","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Eriocaulaceae","Syngonanthus","densiflorus","(Körn.) Ruhland","ERIOCAULACEAE Syngonanthus densiflorus (Körn.) Ruhland","SPSF00059428","Splink","SPSF","Dalbeto, A.C.","379","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Euphorbiaceae","Sapium","obovatum","Klotzsch ex Müll.Arg.","EUPHORBIACEAE Sapium obovatum Klotzsch ex Müll.Arg.","210769","GBIF","UEC","Dalbeto, A.C.","61","Native","Prata","Coletada na Floresta Estadual de Assis, campo úmido, próximo à linha do trem.","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Anadenanthera","peregrina","(Benth.) Altschul","FABACEAE Anadenanthera peregrina var. falcata (Benth.) Altschul","BOTUW003028","Splink","BOTUw","Lima, A.C.","503","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Bowdichia","virgilioides","Kunth","FABACEAE Bowdichia virgilioides Kunth","BOTUW003022","Splink","BOTUw","Lima, A.C.","492","Native","Bronze","Floresta Estadual de Assis, Zona Primitiva de cerrado","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Chamaecrista","fagonioides","(Vogel) H.S.Irwin & Barneby","FABACEAE Chamaecrista fagonioides (Vogel) H.S.Irwin & Barneby","SPSF00056974","Splink","SPSF","Durigan, G.","4173B","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Clitoria","densiflora","(Benth.) Benth.","FABACEAE Clitoria densiflora (Benth.) Benth.","UEC066087","Splink","UEC","Pilon, N.A.L.",,"Native","Latão","Arboreto da Floresta Estadual de Assis.","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Crotalaria","micans","Link","FABACEAE Crotalaria micans Link","210761","GBIF","UEC","Dalbeto, A.C.","50","Native","Prata","Coletada na Floresta Estadual de Assis, campo úmido, próximo à linha do trem.","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Hymenaea","stigonocarpa","Mart. ex Hayne","FABACEAE Hymenaea stigonocarpa Mart. ex Hayne","BOTUW003039","Splink","BOTUw","Lima, A.C.","525","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Inga","laurina","(Sw.) Willd.","FABACEAE Inga laurina (Sw.) Willd.","BOTUW003036","Splink","BOTUw","Lima, A.C.","521","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Plathymenia","reticulata","Benth.","FABACEAE Plathymenia reticulata Benth.","SPSF00044036","Splink","SPSF","Melo, A.C.G.",,"Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Stryphnodendron","rotundifolium","Mart.","FABACEAE Stryphnodendron rotundifolium Mart.","BOTUW003023","Splink","BOTUw","Lima, A.C.","493","Native","Bronze","Floresta Estadual de Assis, Zona Primitiva de cerrado","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Stylosanthes","gracilis","Kunth","FABACEAE Stylosanthes gracilis Kunth","SPSF00059434","Splink","SPSF","Dalbeto, A.C.","385","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Fabaceae","Stylosanthes","guianensis","(Aubl.) Sw.","FABACEAE Stylosanthes guianensis (Aubl.) Sw.","SPSF00057738","Splink","SPSF","Pilon, N.","247","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Gentianaceae",,,"Juss.","GENTIANACEAE Gentianaceae Juss.","SPSF00058054","Splink","SPSF","Pilon, N.","248",,"Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Juncaceae","Juncus","densiflorus","Kunth","JUNCACEAE Juncus densiflorus Kunth","SPSF00057722","Splink","SPSF","Pilon, N.","230","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Lamiaceae","Hyptis","balansae","Briq.","LAMIACEAE Hyptis balansae Briq.","SPSF00059435","Splink","SPSF","Dalbeto, A.C.","387","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Lamiaceae","Hyptis","pulchella","Briq.","LAMIACEAE Hyptis pulchella Briq.","210759","GBIF","UEC","Dalbeto, A.C.","47","Native","Prata","Coletada na Floresta Estadual de Assis, campo úmido, próximo à linha do trem.","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Lamiaceae","Hyptis","recurvata","Poit.","LAMIACEAE Hyptis recurvata Poit.","SPSF00057697","Splink","SPSF","Pilon, N.","204","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Lauraceae","Nectandra","nitidula","Nees & Mart.","LAURACEAE Nectandra nitidula Nees & Mart.","SPSF00057719","Splink","SPSF","Pilon, N.","227","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Lythraceae","Lafoensia","vandelliana","Cham. & Schltdl.","LYTHRACEAE Lafoensia vandelliana Cham. & Schltdl.","SPSF00057726","Splink","SPSF","Pilon, N.","235","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malpighiaceae","Banisteriopsis","argyrophylla","(A.Juss.) B.Gates","MALPIGHIACEAE Banisteriopsis argyrophylla (A.Juss.) B.Gates","SPSF00056572","Splink","SPSF","Durigan, G.","4143","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malpighiaceae","Banisteriopsis","campestris","(A.Juss.) Little","MALPIGHIACEAE Banisteriopsis campestris (A.Juss.) Little","SPSF00057522","Splink","SPSF","Durigan, G.","935","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malpighiaceae","Byrsonima","affinis","W.R.Anderson","MALPIGHIACEAE Byrsonima affinis W.R.Anderson","SPSF00043525","Splink","SPSF","Melo, A.C.G.",,"Native","Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malpighiaceae","Byrsonima","crassifolia","(L.) Kunth","MALPIGHIACEAE Byrsonima crassifolia (L.) Kunth","SPSF00043526","Splink","SPSF","Melo, A.C.G.",,"Native","Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malpighiaceae","Byrsonima","intermedia","A.Juss.","MALPIGHIACEAE Byrsonima intermedia A.Juss.","SPSF00043519","Splink","SPSF","Melo, A.C.G.",,"Native","Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malpighiaceae","Byrsonima","laxiflora","Griseb.","MALPIGHIACEAE Byrsonima laxiflora Griseb.","SPSF00043524","Splink","SPSF","Melo, A.C.G.",,"Native","Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malpighiaceae","Heteropterys","campestris","A.Juss.","MALPIGHIACEAE Heteropterys campestris A.Juss.","SPSF00057595","Splink","SPSF","Durigan, G.","4219","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malvaceae","Luehea","grandiflora","Mart.","MALVACEAE Luehea grandiflora Mart.","BOTUW003037","Splink","BOTUw","Lima, A.C.","522","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malvaceae","Melochia","spicata","(K. Schum.) Dorr","MALVACEAE Melochia spicata var. regnellii (K. Schum.) Dorr","UEC176974","Splink","UEC","Dalbeto, A.C.","64","Native","Bronze","Coletada na Floresta Estadual de Assis, campo úmido, próximo à linha do trem.","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malvaceae","Pavonia","guerkeana","R.E.Fr.","MALVACEAE Pavonia guerkeana R.E.Fr.","BOTUW003038","Splink","BOTUw","Lima, A.C.","523","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malvaceae","Sida",,"L.","MALVACEAE Sida L.","SPSF00057769","Splink","SPSF","Pilon, N.","836A",,"Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Malvaceae","Waltheria","indica","L.","MALVACEAE Waltheria indica L.","BOTUW003041","Splink","BOTUw","Lima, A.C.","537","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Melastomataceae","Miconia","albicans","(Sw.) Steud.","MELASTOMATACEAE Miconia albicans (Sw.) Steud.","BOTUW003019","Splink","BOTUw","Lima, A.C.","488","Native","Bronze","Floresta Estadual de Assis, Zona Primitiva de cerrado","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Melastomataceae","Tococa","guianensis","Aubl.","MELASTOMATACEAE Tococa guianensis Aubl.","SPSF00036569","Splink","SPSF","Durigan, G.","2163","Native","Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Moraceae","Brosimum","gaudichaudii","Trécul","MORACEAE Brosimum gaudichaudii Trécul","BOTUW003021","Splink","BOTUw","Lima, A.C.","491","Native","Bronze","Floresta Estadual de Assis, Zona Primitiva de cerrado","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Myrtaceae","Campomanesia","adamantium","(Cambess.) O.Berg","MYRTACEAE Campomanesia adamantium (Cambess.) O.Berg","SPSF00033729","Splink","SPSF","Vallilo, M.I.",,"Native","Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Myrtaceae","Eugenia","aurata","O.Berg","MYRTACEAE Eugenia aurata O.Berg","SPSF00043520","Splink","SPSF","Melo, A.C.G.",,"Native","Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Myrtaceae","Eugenia","klotzschiana","O.Berg","MYRTACEAE Eugenia klotzschiana O.Berg","SPSF00056536","Splink","SPSF","Durigan, G.","4103","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Myrtaceae","Eugenia","lambertiana","DC.","MYRTACEAE Eugenia lambertiana DC.","SPSF00056526","Splink","SPSF","Durigan, G.","4093","Native","Bronze","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Myrtaceae","Eugenia","punicifolia","(Kunth) DC.","MYRTACEAE Eugenia punicifolia (Kunth) DC.","SPSF00043521","Splink","SPSF","Melo, A.C.G.",,"Native","Latão","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Myrtaceae","Myrcia","guianensis","(Aubl.) DC.","MYRTACEAE Myrcia guianensis (Aubl.) DC.","SPSF00057725","Splink","SPSF","Pilon, N.","233","Native","Prata","Floresta Estadual de Assis","Não"
"FLORESTA ESTADUAL DE ASSIS","Angiosperms","Myrtaceae","Myrcia","splendens","(Sw.) DC.","MYRTACEAE Myrcia splendens (Sw.) DC.","SPSF00043522","Splink","SPSF","Melo, A.C.G.","s/n","Native","Ouro","Floresta Estadual de Assis","Não"
