"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae",,,"Juss.","ACANTHACEAE Acanthaceae Juss.","SPFR002417","Splink","SPFR","Marcondes-Ferreira, W.","865",,"Latão","Parque Estadual das Furnas do Bom Jesus","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Justicia","ixodes","Leonard","ACANTHACEAE Justicia ixodes Leonard","SPF00096853","Splink","SPF","Marcondes-Ferreira, W.","865","Native","Ouro","Parque Estadual das Furnas do Bom Jesus","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Justicia","oncodes","(Lindau) Wassh. & C.Ezcurra","ACANTHACEAE Justicia oncodes (Lindau) Wassh. & C.Ezcurra","446697","Splink","SP","Francener, A.","1297","Native","Ouro","Parque Estadual Furnas do Bom Jesus, Núcleo Chapadão","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Justicia","warmingii","Hiern","ACANTHACEAE Justicia warmingii Hiern","US02879104","Splink","US","Marcondes-Ferreira, W.","865","Native","Latão","Pedregulho. Parque Estadual das Furnas do Bom Jesus.","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Lepidagathis","floribunda","(Pohl) Kameyama","ACANTHACEAE Lepidagathis floribunda (Pohl) Kameyama","SPSF00017978","Splink","SPSF","Macedo, E.E.","121","Native","Latão","Parque Estadual Furnas do Bom Jesus","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","SPSF00028551","Splink","SPSF","Macedo, E.E.","302","Native","Bronze","Parque Estadual Furnas do Bom Jesus","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","SPSF00022164","Splink","SPSF","Guillaumon, J.R.","159","Native","Bronze","Parque Estadual das Furnas do Bom Jesus","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Ruellia","elegans","Poir.","ACANTHACEAE Ruellia elegans Poir.","SPSF00022310","Splink","SPSF","Macedo, E.E.","690","Native","Ouro","Parque Estadual das Furnas do Bom Jesus","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Ruellia","geminiflora","Kunth","ACANTHACEAE Ruellia geminiflora Kunth","408974","Splink","SP","Sasaki, D.","824","Native","Ouro","Parque Estadual Furnas do Bom Jesus, encosta próxima ao encontro dos córregos Pedregulho e Bom Jesus","Não"
"PARQUE ESTADUAL DAS FURNAS DO BOM JESUS","Angiosperms","Acanthaceae","Ruellia","jussieuoides","Schltdl. & Cham.","ACANTHACEAE Ruellia jussieuoides Schltdl. & Cham.","SPSF00027419","Splink","SPSF","Custodio, L.","505","Native","Ouro","Parque Estadual Furnas do Bom Jesus","Não"
