"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship.x","downloadedFrom","scientificNameAuthorship.y","dayIdentified","latitude","longitude","monthIdentified","yearIdentified","right","modified_incomplete","scientificNameAuthorship","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2024-08-06T09:12:49",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"57297","5239","R.T.Shirasuna & N.M.Ivanauskas & R.Esteves & E.H.P. Barretto & R.J.F.Garcia",,,,,,,,,,,,"2022","12","12",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava",,,,"-23.773333","-46.772778",,,,,,,,,,,,"R.T.Shirasuna",,"2022-12-12",,,"Andropogon selloanus",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Poales",,"Poaceae",,,,"Andropogon",,,,"selloanus",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,"12",,,"12","2022",,,"(Hack.) Hack.",,"SPSF00057297","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Shirasuna, R.T.","5239","2022","Shirasuna, R.T.","2022","Ivanauskas, N.M.; Esteves, R.; Barretto, E.H.P.; Garcia, R.J.F.","Shirasuna",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Andropogon selloanus","(Hack.) Hack.","possibly_ok","Poaceae","Andropogon selloanus","(Hack.) Hack.","species","name accepted","bfo-12969",,,"Andropogon selloanus (Hack.) Hack.","Andropogon","Poaceae","high","Andropogon selloanus"
"gbif","2.43519016239231e-314",,"2024-10-29 07:17:30",,,"https://specieslink.net/col/204",,"UEFS","HUEFS",,"PRESERVED_SPECIMEN",,,"https://specieslink.net/guid/204/263719","263719","420","Barretto, E.H.P.",,,,,"PRESENT",,,,,,"2015-01-19","2015","1","19",,,,,,,"BR","São Paulo",,"São Paulo","Parque Natural Municipal Jaceguava.",,,,"-23.783333","-46.765833",,,,,,,,,,,,"S.J.de Sordi",,"2019-04-01",,,"Baccharis helichrysoides DC.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Baccharis","Baccharis",,,"helichrysoides",,,"SPECIES",,"ACCEPTED",,"2e684fd6-09e2-4661-910a-0a188b610c04",,,TRUE,FALSE,"Baccharis helichrysoides","Baccharis helichrysoides DC.","Baccharis helichrysoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"Brasil",,,,,"WGS84",,,,"DC.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HUEFS",,"Barretto, E.H.P.","420","2015","Sordi, S.J.","2019",,"Barretto",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Baccharis helichrysoides","DC.","name_w_authors","Asteraceae","Baccharis helichrysoides","DC.","species","name accepted","bfo-5186",,,"Baccharis helichrysoides DC.","Baccharis","Asteraceae","high","Baccharis helichrysoides"
"speciesLink",,,"2024-07-05T09:51:58",,,"634",,"UFABC","HUFABC",,"PreservedSpecimen",,,,"002540","419","Barretto, EHP; Garcia, RJF; Lednik, SB",,,,,,,,,,,,"2015","01","19",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava, Campo sujo.",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"De Sordi, S J",,"2019-11-18",,,"Baccharis sphenophylla",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Baccharis",,,,"sphenophylla",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,"18",,,"11","2019",,,"Dusén ex Malme",,"HUFABC002540",,,,,,,,,,,,,,,,,,,"HUFABC",,"Barretto, E.H.P.","419","2015","Sordi, S.J.","2019","Garcia, R.J.F.; Lednik, S.B.","Barretto",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Baccharis sphenophylla","Dusén ex Malme","possibly_ok","Asteraceae","Baccharis sphenophylla","Dusén ex Malme","species","name accepted","bfo-104369",,,"Baccharis sphenophylla Dusén ex Malme","Baccharis","Asteraceae","high","Baccharis sphenophylla"
"speciesLink",,,"2024-07-05T09:52:29",,,"634",,"UFABC","HUFABC",,"PreservedSpecimen",,,,"002409","121","Pascalicchio, FF; Granato, L; Barretto, EHP; Allemann, R",,,,,,,,,,,,"2018","09","17",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava, campo.",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Honda, S",,"2018-10-02",,,"Spermacoce capitata",,,,,,,"Plantae",,,,,"Rubiaceae",,,,"Spermacoce",,,,"capitata",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,"02",,,"10","2018",,,"Ruiz & Pav.",,"HUFABC002409",,,,,,,,,,,,,,,,,,,"HUFABC",,"Pascalicchio, F.F.","121","2018","Honda, S.","2018","Granato, L.; Barretto, E.H.P.; Allemann, R.","Pascalicchio",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Borreria capitata","(Ruiz & Pav.) DC.","possibly_ok","Rubiaceae","Borreria capitata","(Ruiz & Pav.) DC.","species","replaced synonym","bfo-20694","Borreria capitata","(Ruiz & Pav.) DC.","Borreria capitata (Ruiz & Pav.) DC.","Borreria","Rubiaceae","low","Borreria capitata"
"speciesLink",,,"2024-08-06T09:12:49",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"57291","5233","R.T. Shirasuna et al.",,,,,,,,,,,,"2022","12","12",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava",,,,"-23.773333","-46.772778",,,,,,,,,,,,"R.T.Shirasuna",,"2022-12-12",,,"Cinnagrostis viridiflavescens",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Poales",,"Poaceae",,,,"Cinnagrostis",,,,"viridiflavescens",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,"12",,,"12","2022",,,"(Poir.) P.M.Peterson,Soreng,Romasch. & Barberá",,"SPSF00057291","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Shirasuna, R.T.","5233","2022","Shirasuna, R.T.","2022",,"Shirasuna",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Cinnagrostis viridiflavescens","(Poir.) P.M. Peterson, Soreng, Romasch. & Barberá","possibly_ok","Poaceae","Cinnagrostis viridiflavescens","(Poir.) P.M. Peterson, Soreng, Romasch. & Barberá","species","author misspelled","bfo-620518",,,"Cinnagrostis viridiflavescens (Poir.) P.M. Peterson, Soreng, Romasch. & Barberá","Cinnagrostis","Poaceae","high","Cinnagrostis viridiflavescens"
"speciesLink",,,"2024-08-06T09:15:07",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"57268","7411","N.M.Ivanauskas et al.",,,,,,,,,,,,"2022","12","13",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava",,,,"-23.773333","-46.772778",,,,,,,,,,,,"R.T.Shirasuna",,"2022-12-13",,,"Croton gnaphaloides",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales",,"Euphorbiaceae",,,,"Croton",,,,"gnaphaloides",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,"13",,,"12","2022",,,"Schrad.",,"SPSF00057268","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Ivanauskas, N.M.","7411","2022","Shirasuna, R.T.","2022",,"Ivanauskas",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Croton gnaphaloides","Schrad.","possibly_ok","Euphorbiaceae","Croton gnaphaloides","Schrad.","species","name accepted","bfo-35828",,,"Croton gnaphaloides Schrad.","Croton","Euphorbiaceae","low","Croton gnaphaloides"
"speciesLink",,,"2024-08-06T09:12:43",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"57271","7414","N.M.Ivanauskas et al.",,,,,,,,,,,,"2022","12","13",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava",,,,"-23.773333","-46.772778",,,,,,,,,,,,"R.T.Shirasuna",,"2022-12-13",,,"Cyperus odoratus",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Poales",,"Cyperaceae",,,,"Cyperus",,,,"odoratus",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,"13",,,"12","2022",,,"L.",,"SPSF00057271","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Ivanauskas, N.M.","7414","2022","Shirasuna, R.T.","2022",,"Ivanauskas",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Cyperus odoratus","L.","possibly_ok","Cyperaceae","Cyperus odoratus","L.","species","name accepted","bfo-7189",,,"Cyperus odoratus L.","Cyperus","Cyperaceae","low","Cyperus odoratus"
"speciesLink",,,"2024-08-06T09:12:50",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"57296","5238","R.T.Shirasuna & N.M.Ivanauskas & R.Esteves & E.H.P. Barretto & R.J.F.Garcia",,,,,,,,,,,,"2022","12","12",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava",,,,"-23.773333","-46.772778",,,,,,,,,,,,"R.T.Shirasuna",,"2022-12-12",,,"Echinolaena inflexa",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Poales",,"Poaceae",,,,"Echinolaena",,,,"inflexa",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,"12",,,"12","2022",,,"(Poir.)",,"SPSF00057296","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Shirasuna, R.T.","5238","2022","Shirasuna, R.T.","2022","Ivanauskas, N.M.; Esteves, R.; Barretto, E.H.P.; Garcia, R.J.F.","Shirasuna",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Echinolaena inflexa","(Poir.) Chase","possibly_ok","Poaceae","Echinolaena inflexa","(Poir.) Chase","species","author misspelled","bfo-13191",,,"Echinolaena inflexa (Poir.) Chase","Echinolaena","Poaceae","high","Echinolaena inflexa"
"speciesLink",,,"2024-08-06T09:15:11",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"57269","7412","N.M.Ivanauskas et al.",,,,,,,,,,,,"2022","12","13",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava",,,,"-23.773333","-46.772778",,,,,,,,,,,,"R.T.Shirasuna",,"2022-12-13",,,"Hypericum brasiliense",,,,,,,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales",,"Hypericaceae",,,,"Hypericum",,,,"brasiliense",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,"13",,,"12","2022",,,"Choisy",,"SPSF00057269","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Ivanauskas, N.M.","7412","2022","Shirasuna, R.T.","2022",,"Ivanauskas",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Hypericum brasiliense","Choisy","possibly_ok","Hypericaceae","Hypericum brasiliense","Choisy","species","name accepted","bfo-7995",,,"Hypericum brasiliense Choisy","Hypericum","Hypericaceae","low","Hypericum brasiliense"
"speciesLink",,,"2024-08-06T09:12:50",,,"13",,"IF","SPSF",,"PreservedSpecimen",,,,"57292","5234","R.T.Shirasuna & N.M.Ivanauskas & R.Esteves & E.H.P. Barretto & R.J.F.Garcia",,,,,,,,,,,,"2022","12","12",,,,,,,,"SP","São Paulo","São Paulo","Parque Natural Municipal Jaceguava",,,,"-23.773333","-46.772778",,,,,,,,,,,,"R.T.Shirasuna",,"2022-12-12",,,"Imperata brasiliensis",,,,,,,"Plantae","Magnoliophyta","Liliopsida","Poales",,"Poaceae",,,,"Imperata",,,,"brasiliensis",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,,,,"Splink",,"12",,,"12","2022",,,"Trin.",,"SPSF00057292","América do Sul",,,,,,,,,,,,,,,,,,"SPSF",,"Shirasuna, R.T.","5234","2022","Shirasuna, R.T.","2022","Ivanauskas, N.M.; Esteves, R.; Barretto, E.H.P.; Garcia, R.J.F.","Shirasuna",,"brazil","sao paulo","sao paulo","parque natural municipal jaceguava",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Imperata brasiliensis","Trin.","possibly_ok","Poaceae","Imperata brasiliensis","Trin.","species","name accepted","bfo-13290",,,"Imperata brasiliensis Trin.","Imperata","Poaceae","high","Imperata brasiliensis"
