"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","442457","Splink","SP","Villagra, B.L.P.","256","Native","Bronze","Parque Natural Municipal Nascentes de Paranapiacaba, Olho d'Água","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","SPSF00052684","Splink","SPSF","Rossi, L.","3052","Native","Prata","Estação Ecológica de Itapeti","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","442458","Splink","SP","Villagra, B.L.P.","257","Native","Prata","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 39.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Amaranthaceae","Hebanthe","pulverulenta","Mart.","AMARANTHACEAE Hebanthe pulverulenta Mart.","442459","Splink","SP","Villagra, B.L.P.","258","Native","Prata","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 39.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Amaranthaceae","Iresine","diffusa","Humb. & Bonpl. ex Willd.","AMARANTHACEAE Iresine diffusa Humb. & Bonpl. ex Willd.","SPSF00052685","Splink","SPSF","Rossi, L.","3015","Native","Prata","Estação Ecológica de Itapeti","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.","442460","Splink","SP","Villagra, B.L.P.","259","Native","Prata","Parque Natural Nascentes de Paranapiacaba, Olho D'Água. Parcela 46.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Apocynaceae","Macropharynx","peltata","(Vell.) J.F.Morales & M.E. Endress","APOCYNACEAE Macropharynx peltata (Vell.) J.F.Morales & M.E. Endress","442463","Splink","SP","Villagra, B.L.P.","262","Native","Prata","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 38.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Apocynaceae","Mandevilla","funiformis","(Vell.) K.Schum.","APOCYNACEAE Mandevilla funiformis (Vell.) K.Schum.","442461","Splink","SP","Villagra, B.L.P.","260","Native","Prata","E.B. do Alto da Serra de Paranapiacaba, Trilha 17. Parcela 18.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Apocynaceae","Prestonia","tomentosa","R.Br.","APOCYNACEAE Prestonia tomentosa R.Br.","442464","Splink","SP","Villagra, B.L.P.","263","Native","Prata","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 30.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Ferns and Lycophytes","Aspleniaceae","Asplenium","auritum","Sw.","ASPLENIACEAE Asplenium auritum Sw.","SPSF00052698","Splink","SPSF","Rossi, L.","3047","Native","Bronze","Estação Ecológica de Itapeti","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Ferns and Lycophytes","Aspleniaceae","Asplenium","inaequilaterale","Willd.","ASPLENIACEAE Asplenium inaequilaterale Willd.","165282","Splink","BHCB","Dittrich, V.A.O.","1355","Native","Bronze","Parque Natural Municipal da Serra do Itapeti","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Ferns and Lycophytes","Aspleniaceae","Asplenium","mucronatum","C.Presl","ASPLENIACEAE Asplenium mucronatum C.Presl","165276","Splink","BHCB","Dittrich, V.A.O.","1346","Native","Bronze","Parque Natural Municipal da Serra do Itapeti","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI","Angiosperms","Asteraceae","Calea","pinnatifida","(R.Br.) Less.","ASTERACEAE Calea pinnatifida (R.Br.) Less.","166276755","GBIF","Observations","Dominguez, Y.",,"Native","Bronze","Mogi das Cruzes - State of São Paulo, Brazil","Não"
