"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Euphorbiaceae","Actinostemon","concepcionis","(Chodat & Hassl.) Hochr.","EUPHORBIACEAE Actinostemon concepcionis (Chodat & Hassl.) Hochr.","ESA00137094","REFLORA",,,"2273","Native","Ouro","Estação Ecológica de Caetetus, trilha do Lago","Sim"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Bignoniaceae","Adenocalymma","paulistarum","Bureau & K.Schum.","BIGNONIACEAE Adenocalymma paulistarum Bureau & K.Schum.","RB00610443",,"RB","Udulutsch, R.G.","2378","Native","Ouro","Estação Ecológica dos Caetetus.","Sim"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Euphorbiaceae","Alchornea","triplinervia","(Spreng.) Müll.Arg.","EUPHORBIACEAE Alchornea triplinervia (Spreng.) Müll.Arg.","ESA00137142","REFLORA",,,"2321","Native","Ouro","Estação Ecológica de Caetetus, trilha do cipó","Não"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Rubiaceae","Amaioua","intermedia","Mart. ex Schult. & Schult.f.","RUBIACEAE Amaioua intermedia Mart. ex Schult. & Schult.f.","ESA00137114","REFLORA",,,"2293","Native","Ouro","Estação Ecológica de Caetetus, trilha do Lago","Sim"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Apocynaceae","Aspidosperma","polyneuron","Müll.Arg.","APOCYNACEAE Aspidosperma polyneuron Müll.Arg.","ESA00137109","REFLORA",,,"2288","Native","Ouro","Estação Ecológica de Caetetus, trilha do Lago","Sim"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Anacardiaceae","Astronium","graveolens","Jacq.","ANACARDIACEAE Astronium graveolens Jacq.","ESA00137107","REFLORA",,,"2286","Native","Ouro","Estação Ecológica de Caetetus, trilha do Lago","Sim"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Bignoniaceae","Bignonia","sciuripabulum","(K.Schum.) L.G.Lohmann","BIGNONIACEAE Bignonia sciuripabulum (K.Schum.) L.G.Lohmann","RB00610446",,"RB","Udulutsch, R.G.","1644","Native","Ouro","Estação Ecológica dos Caetetus. Coleta realizada na borda do fragmento florestal.","Sim"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Meliaceae","Cabralea","canjerana","(Vell.) Mart.","MELIACEAE Cabralea canjerana (Vell.) Mart.","ESA00137101","REFLORA",,,"2280","Native","Ouro","Estação Ecológica de Caetetus, trilha do Lago","Sim"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Myrtaceae","Campomanesia","xanthocarpa","(Mart.) O.Berg","MYRTACEAE Campomanesia xanthocarpa (Mart.) O.Berg","ESA00137137","REFLORA",,,"2316","Native","Ouro","Estação Ecológica de Caetetus, trilha do cipó","Sim"
"ESTAÇÃO ECOLÓGICA DOS CAETETUS","Angiosperms","Salicaceae","Casearia","gossypiosperma","Briq.","SALICACEAE Casearia gossypiosperma Briq.","ESA00137146","REFLORA",,,"2325","Native","Ouro","Estação Ecológica de Caetetus, trilha do cipó","Sim"
