"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"APA MATA DO IGUATEMÍ","Angiosperms","Melastomataceae","Pleroma","sellowianum","(Cham.) P.J.F.Guim. & Michelang.","MELASTOMATACEAE Pleroma sellowianum (Cham.) P.J.F.Guim. & Michelang.","SPF00116264","Splink","SPF","Ferreira, G.M.P.","92","Native","Ouro","APA Mata do Iguatemi","Não"
"APA MATA DO IGUATEMÍ","Angiosperms","Myrtaceae","Myrcia","tijucensis","Kiaersk.","MYRTACEAE Myrcia tijucensis Kiaersk.","HUFABC002383","Splink","HUFABC","Barretto, E.H.P.","2103","Native","Prata","APA Mata do Iguatemi","Não"
"APA MATA DO IGUATEMÍ","Angiosperms","Rubiaceae","Galium",,"L.","RUBIACEAE Galium L.","116275","GBIF","SPF","Ferreira, G.M.P.","78",,"Latão","APA Mata do Iguatemi","Não"
