"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTINGA","Angiosperms","Euphorbiaceae","Croton","floribundus","Spreng.","EUPHORBIACEAE Croton floribundus Spreng.","HUFABC002544","Splink","HUFABC","Garcia, R.J.F.","4761","Native","Bronze","RPPN Mutinga","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTINGA","Angiosperms","Malpighiaceae","Banisteriopsis","adenopoda","(A.Juss.) B.Gates","MALPIGHIACEAE Banisteriopsis adenopoda (A.Juss.) B.Gates","HUEFS197802","REFLORA","HUEFS","Marcon, S.L.",,"Native","Ouro","Pirituba. Distrito São Domingos. Borda de mata ao lado da futura RPPN Mutinga, próximo a Rua William Furneau.","Não"
