"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Fabaceae","Acacia","dealbata","Link","FABACEAE Acacia dealbata Link","VIC046531","SPLINK","VIC","Lammel, D.R.","s.n.","Cultivated","Ouro","Parque Estadual de Campos do Jordão, Beira do riacho próximo à entrada do parque.","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Bromeliaceae","Aechmea","distichantha","Lem.","BROMELIACEAE Aechmea distichantha Lem.","RB00132394",,"RB","Carauta, P.","1740","Native","Ouro","Parque Estadual de Campos do Jordão, perto da Pedra Chorona.","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Lamiaceae","Aegiphila","mediterranea","Vell.","LAMIACEAE Aegiphila mediterranea Vell.","SPSF00009584","SPLINK","SPSF","Robim, M.J.","355","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Agrostis","longiberbis","Hack. ex L.B.Sm.","POACEAE Agrostis longiberbis Hack. ex L.B.Sm.","SPSF00059181","SPLINK","SPSF","Shirasuna, R.T.","5440","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Sapindaceae","Allophylus","semidentatus","(Miq.) Radlk.","SAPINDACEAE Allophylus semidentatus (Miq.) Radlk.","SPSF00009036","SPLINK","SPSF","Robim, M.J.","262","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Ferns and Lycophytes","Cyatheaceae","Alsophila","capensis","(Sw.) D.S.Conant","CYATHEACEAE Alsophila capensis subsp. polypodioides (Sw.) D.S.Conant","SPSF00037728","SPLINK","SPSF","Polisel, R.T.","235","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Ferns and Lycophytes","Cyatheaceae","Alsophila","setosa","Kaulf.","CYATHEACEAE Alsophila setosa Kaulf.","HUFU00054979","REFLORA",,,"72","Native","Ouro","Parque Estadual Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Ferns and Lycophytes","Thelypteridaceae","Amauropelta","regnelliana","(C.Chr.) Salino & T.E.Almeida","THELYPTERIDACEAE Amauropelta regnelliana (C.Chr.) Salino & T.E.Almeida","HUFU00053624","REFLORA",,,"256","Native","Ouro","Parque Estadual Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Violaceae","Anchietea","pyrifolia","(Mart.) G.Don","VIOLACEAE Anchietea pyrifolia (Mart.) G.Don","ESA082700","REFLORA",,,"513","Native","Ouro","Parque Estadual de Campos de Jordão. Trilha Celestina. Interior de Floresta com Araucárias, ca. 1900m alt.","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Andropogon","lateralis","Nees","POACEAE Andropogon lateralis Nees","SPSF00057278","SPLINK","SPSF","Ivanauskas, N.M.","7421","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Andropogon","leucostachyus","Kunth","POACEAE Andropogon leucostachyus Kunth","SPSF00055664","SPLINK","SPSF","Ivanauskas, N.M.","6949","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Andropogon","macrothrix","Trin.","POACEAE Andropogon macrothrix Trin.","SPSF00057074","SPLINK","SPSF","Ivanauskas, N.M.","7359","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Andropogon","selloanus","(Hack.) Hack.","POACEAE Andropogon selloanus (Hack.) Hack.","SPSF00055838","SPLINK","SPSF","Ivanauskas, N.M.","7194","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Annonaceae","Annona","emarginata","(Schltdl.) H.Rainer","ANNONACEAE Annona emarginata (Schltdl.) H.Rainer","RB01508487",,"RB","Fiaschi, P.","515","Native","Ouro","Parque Estadual de Campos do Jordão. Trilha Celestina. Interior de floresta com Araucárias.","Não"
"PARQUE ESTADUAL DE CAMPOS DO JORDÃO","Angiosperms","Poaceae","Anthaenantia","lanata","(Kunth) Benth.","POACEAE Anthaenantia lanata (Kunth) Benth.","SPSF00057276","SPLINK","SPSF","Ivanauskas, N.M.","7419","Native","Ouro","Parque Estadual de Campos do Jordão","Não"
