"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship.x","downloadedFrom","scientificNameAuthorship.y","dayIdentified","latitude","longitude","monthIdentified","yearIdentified","right","modified_incomplete","scientificNameAuthorship","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"user",,,,,,,,"CRI","CRI",,,,,,"CRI008209","629","A. Stival-Santos",,,,,,,,,,,,"2009","04","20",,,,,,,,,,"São","Parque Estadual das Araucárias.",,"746",,"-26.4652777777778","-52.5641666666667",,,,,,,,,,,"não","A. L. de Gasper",,"12/05/2009",,,"Asplenium claussenii Hieron.",,,,,,,,,,,,"Aspleniaceae",,,,"Asplenium",,,,,,,"SPECIES",,,,,,,,,"claussenii",,"ASPLENIACEAE Asplenium claussenii Hieron.",,,,,,,"Brasil",,,,,,,"26º 27' 55"""" S","52º 33' 51"""" W",,"REFLORA",,,,,,,,,"Hieron.",,,,,,,,"CRI",,"CRI 9868",,"S. Silveira","20/04/2009",,,"METRO",,,,,"CRI",,"Stival-Santos, A.","629","2009","Gasper, A.L.","2009",,"Stival-Santos",,"brazil",,"sao","parque estadual das araucarias",,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam","ok_same_resolution","Asplenium claussenii","Hieron.","name_w_authors","Aspleniaceae","Asplenium claussenii","Hieron.","species","name accepted","bfo-90690",,,"Asplenium claussenii Hieron.","Asplenium","Aspleniaceae","high","Asplenium claussenii"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"207629","316","Bertoni, JEA",,,,,,,,,,,,,,"1",,,,,,,,"São Paulo","Valinhos","Valinhos","Parque Estadual Ara.",,,,"-22.969999","-46.990002",,"12075",,,,,,,,,,"Franco, GADC",,,,,"Guapira opposita",,,,,,,"Plantae",,,,,"Nyctaginaceae",,,,"Guapira",,,,"opposita",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,,"Splink",,,,,,,,,"(Vell.) Reitz",,"MBM207629",,,,,,,,,,,,,,,,,,,"MBM",,"Bertoni, J.E.A.","316",,"Franco, G.A.D.C.",,,"Bertoni",,"brazil","sao paulo","valinhos","parque estadual ara",,"locality","brazil_sao paulo_valinhos","brazil_sao paulo_valinhos",-22.975078,-46.98110903,"county","brazil_sao paulo_valinhos","Brazil","São Paulo","Valinhos",,"ibge","check_local.2municip.","Guapira opposita","(Vell.) Reitz","possibly_ok","Nyctaginaceae","Guapira opposita","(Vell.) Reitz","species","name accepted","bfo-10913",,,"Guapira opposita (Vell.) Reitz","Guapira","Nyctaginaceae","medium","Guapira opposita"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"207684","317","Bertoni, JEA",,,,,,,,,,,,,,"1",,,,,,,,"São Paulo","Campinas","Campinas","Parque Estadual ARA.",,,,"-22.9","-47.060001",,"23900",,,,,,,,,,"Franco, GADC",,,,,"Maclura tinctoria",,,,,,,"Plantae",,,,,"Moraceae",,,,"Maclura",,,,"tinctoria",,,,,,,,,,,,,,,,,,,,,"Brazil",,,,,,,,,,"Splink",,,,,,,,,"(L.) D.Don ex Steud.",,"MBM207684",,,,,,,,,,,,,,,,,,,"MBM",,"Bertoni, J.E.A.","317",,"Franco, G.A.D.C.",,,"Bertoni",,"brazil","sao paulo","campinas","parque estadual ara",,"locality","brazil_sao paulo_campinas","brazil_sao paulo_campinas",-22.88389513,-47.04412246,"county","brazil_sao paulo_campinas","Brazil","São Paulo","Campinas",,"ibge","check_local.2municip.","Maclura tinctoria","(L.) D.Don ex Steud.","possibly_ok","Moraceae","Maclura tinctoria","(L.) D.Don ex Steud.","species","name accepted","bfo-10186",,,"Maclura tinctoria (L.) D.Don ex Steud.","Maclura","Moraceae","medium","Maclura tinctoria"
