"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","country","stateProvince","county","institutionCode","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordedBy","year","month","day","barcode","locality","identifiedBy","yearIdentified","recordNumber","occurrenceRemarks","coordinatePrecision","class","order","monthIdentified","phylum","dayIdentified","continentocean","minimumElevationInMeters","maximumElevationInMeters","typeStatus","relatedcatalogitem","infraspecificEpithet","preparationtype","individualcount","fieldNumber","previouscatalognumber","minimumDepthInMeters","maximumDepthInMeters","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","HPBR","9994","Annona dioica","Plantae","Annonaceae","Annona","Brasil","SP","Luiz Antônio","URICER","S",,,"362","dioica","0","0","2024-05-29T17:22:23","A.St.-Hil","TOPPA, R.","2001","05","03","HPBR009994","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"03",,,,,,,,"2",,,,,"SPLINK","Luiz Antônio","2001-05-03",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Annona dioica","A.St.-Hil.","possibly_ok","Annonaceae","Annona dioica","A.St.-Hil.","species","author misspelled","bfo-117098",,,"Annona dioica A.St.-Hil.","Annona","Annonaceae","low","Annona dioica"
"speciesLink","IBGE","29703","Aspilia clausseniana","Plantae","Asteraceae","Aspilia","Brasil","São Paulo","Luiz Antônio","IBGE","PreservedSpecimen","21º33'10''S","47º41'55''W","784","clausseniana","-47.6986111","-21.5527778","2025-06-01T12:02:46","Baker","Leitão, HF; Martins, FR; Santos, FAM","1987","2","6","IBGE00029703","Estação Ecológica de Jatai. Coordenadas calculadas. Estação Ecológica Jataí","Spina, AP","1992","18907","<nO>Subarbusto até 1,2 m de altura. Capítulos com flores amarelas. Habitat: Cerradão sombreado Habito: Subarbusto</nO>",,,,"5",,"5",,,,,,,,,,,,,"SPLINK","Luiz Antônio","1992-5-5",,,,,,,,,,,,,,,,,,"IBGE",,"Leitao, H.F.","18907","1987","Spina, A.P.","1992","Martins, F.R.; Santos, F.A.M.","Leitao",,"brazil","sao paulo","luiz antonio","estacao ecologica de jatai, estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Aspilia clausseniana","Baker","possibly_ok","Asteraceae","Aspilia clausseniana","Baker","species","name accepted","bfo-26801",,,"Aspilia clausseniana Baker","Aspilia","Asteraceae","low","Aspilia clausseniana"
"speciesLink","HPBR","10075","Asteraceae","Plantae","Asteraceae",,"Brasil","SP","Luiz Antônio","URICER","S",,,"362",,"0","0","2022-09-13T11:59:50",,"TOPPA, R.","2001","07","02","HPBR010075","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"07",,"02",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2001-07-02",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Asteraceae","Bercht. & J.Presl","family_as_genus","Asteraceae","Asteraceae","Bercht. & J.Presl","family","name accepted","bfo-55",,,"Asteraceae Bercht. & J.Presl",,"Asteraceae","low",
"speciesLink","HPBR","9973","Banisteriopsis stellaris","Plantae","Malpighiaceae","Banisteriopsis","Brasil","SP","Luiz Antônio","URICER","S",,,"362","stellaris","0","0","2020-06-24T11:42:23","(Griseb.) B. Gates","TOPPA, R.","2001","05","31","HPBR009973","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,"<nO>Área aberta</nO>",,,,"05",,"31",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2001-05-31",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Banisteriopsis stellaris","(Griseb.) B.Gates","possibly_ok","Malpighiaceae","Banisteriopsis stellaris","(Griseb.) B.Gates","species","author misspelled","bfo-19411",,,"Banisteriopsis stellaris (Griseb.) B.Gates","Banisteriopsis","Malpighiaceae","low","Banisteriopsis stellaris"
"speciesLink","HPBR","10059","Bauhinia rufa","Plantae","Fabaceae","Bauhinia","Brasil","SP","Luiz Antônio","URICER","S",,,"362","rufa","0","0","2023-04-27T16:53:30","Steud.","TOPPA, R.","2000","06","30","HPBR010059","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2000",,,,,,"06",,"30",,,,,,,,"2",,,,,"SPLINK","Luiz Antônio","2000-06-30",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2000","Toppa, R.","2000",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bauhinia rufa","(Bong.) Steud.","possibly_ok","Fabaceae","Bauhinia rufa","(Bong.) Steud.","species","author misspelled","bfo-82684",,,"Bauhinia rufa (Bong.) Steud.","Bauhinia","Fabaceae","low","Bauhinia rufa"
"speciesLink","HPBR","9979","Bredemeyera floribunda","Plantae","Polygalaceae","Bredemeyera","Brasil","SP","Luiz Antônio","URICER","S",,,"362","floribunda","0","0","2020-06-24T11:42:24","Willd.","TOPPA, R.","2001","07","13","HPBR009979","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"07",,"13",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2001-07-13",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bredemeyera floribunda","Willd.","possibly_ok","Polygalaceae","Bredemeyera floribunda","Willd.","species","name accepted","bfo-20534",,,"Bredemeyera floribunda Willd.","Bredemeyera","Polygalaceae","low","Bredemeyera floribunda"
"speciesLink","HPBR","10111","Brosimum gaudichaudii","Plantae","Moraceae","Brosimum","Brasil","SP","Luiz Antônio","URICER","S",,,"362","gaudichaudii","0","0","2022-11-23T17:08:58","Trécul.","TOPPA, R.","2001","05","03","HPBR010111","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"03",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2001-05-03",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Brosimum gaudichaudii","Trécul","possibly_ok","Moraceae","Brosimum gaudichaudii","Trécul","species","author misspelled","bfo-19772",,,"Brosimum gaudichaudii Trécul","Brosimum","Moraceae","low","Brosimum gaudichaudii"
"speciesLink","HPBR","10033","Byrsonima intermedia","Plantae","Malpighiaceae","Byrsonima","Brasil","SP","Luiz Antônio","URICER","S",,,"362","intermedia","0","0","2023-05-17T17:17:12","A. Juss.","TOPPA, R.","2002","08","30","HPBR010033","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2002",,,,,,"08",,"30",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2002-08-30",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2002","Toppa, R.","2002",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Byrsonima intermedia","A.Juss.","possibly_ok","Malpighiaceae","Byrsonima intermedia","A.Juss.","species","author misspelled","bfo-8835",,,"Byrsonima intermedia A.Juss.","Byrsonima","Malpighiaceae","low","Byrsonima intermedia"
"speciesLink","HPBR","10005","Campomanesia adamantium","Plantae","Myrtaceae","Campomanesia","Brasil","SP","Luiz Antônio","URICER","S",,,"362","adamantium","0","0","2023-05-17T17:17:12","(Cambess.) O.Berg","TOPPA, R.","2001","05","31","HPBR010005","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"31",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2001-05-31",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Campomanesia adamantium","(Cambess.) O.Berg","possibly_ok","Myrtaceae","Campomanesia adamantium","(Cambess.) O.Berg","species","name accepted","bfo-10308",,,"Campomanesia adamantium (Cambess.) O.Berg","Campomanesia","Myrtaceae","low","Campomanesia adamantium"
"speciesLink","HPBR","10062","Casearia arborea","Plantae","Salicaceae","Casearia","Brasil","SP","Luiz Antônio","URICER","S",,,"362","arborea","0","0","2024-06-05T17:12:48","(Rich.) Urb.","TOPPA, R.","2002","12","18","HPBR010062","ESTAÇÃO ECOLÓGICA JATAÍ","MILESI, T. R.","2013",,,,,,"11",,"11",,,,,,,,"2",,,,,"SPLINK","Luiz Antônio","2013-11-11",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2002","Milesi, T.R.","2013",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Casearia arborea","(Rich.) Urb.","possibly_ok","Salicaceae","Casearia arborea","(Rich.) Urb.","species","name accepted","bfo-14363",,,"Casearia arborea (Rich.) Urb.","Casearia","Salicaceae","low","Casearia arborea"
"speciesLink","HPBR","9981","Chamaecrista cathartica","Plantae","Fabaceae","Chamaecrista","Brasil","SP","Luiz Antônio","URICER","S",,,"362","cathartica","0","0","2023-07-11T12:03:01","(Mart.) Irwin & Barneby","TOPPA, R.","2001","07","13","HPBR009981","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"07",,"13",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2001-07-13",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chamaecrista cathartica","(Mart.) H.S.Irwin & Barneby","possibly_ok","Fabaceae","Chamaecrista cathartica","(Mart.) H.S.Irwin & Barneby","species","author misspelled","bfo-27872",,,"Chamaecrista cathartica (Mart.) H.S.Irwin & Barneby","Chamaecrista","Fabaceae","low","Chamaecrista cathartica"
"speciesLink","HPBR","10032","Eremanthus sphaerocephalus","Plantae","Asteraceae","Eremanthus","Brasil","SP","Luiz Antônio","URICER","S",,,"362","sphaerocephalus","0","0","2024-06-13T11:44:27","(DC.) Baker","TOPPA, R.","2002","08","30","HPBR010032","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2002",,,,,,"08",,"30",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2002-08-30",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2002","Toppa, R.","2002",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chresta sphaerocephala","DC.","possibly_ok","Asteraceae","Chresta sphaerocephala","DC.","species","replaced synonym","bfo-26953","Chresta sphaerocephala","DC.","Chresta sphaerocephala DC.","Chresta","Asteraceae","low","Chresta sphaerocephala"
"speciesLink","HPBR","10106","Clitoria","Plantae","Fabaceae","Clitoria","Brasil","SP","Luiz Antônio","URICER","S",,,"362",,"0","0","2023-04-26T17:15:33",,"TOPPA, R.","2001","05","03","HPBR010106","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"03",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2001-05-03",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Clitoria","L.","indet","Fabaceae","Clitoria","L.","genus","name accepted","bfo-22883",,,"Clitoria L.","Clitoria","Fabaceae","low",
"speciesLink","HPBR","10116","Connarus suberosus","Plantae","Connaraceae","Connarus","Brasil","SP","Luiz Antônio","URICER","S",,,"362","suberosus","0","0","2024-09-30T11:50:47","Planch","TOPPA, R.","2001","05","03","HPBR010116","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"03",,,,,,,,"2",,,,,"SPLINK","Luiz Antônio","2001-05-03",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Connarus suberosus","Planch.","possibly_ok","Connaraceae","Connarus suberosus","Planch.","species","author misspelled","bfo-16932",,,"Connarus suberosus Planch.","Connarus","Connaraceae","low","Connarus suberosus"
"speciesLink","HPBR","9989","Copaifera langsdorffii","Plantae","Fabaceae","Copaifera","Brasil","SP","Luiz Antônio","URICER","S",,,"362","langsdorffii","0","0","2023-07-10T11:55:15","Desf.","TOPPA, R.","2001","05","31","HPBR009989","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"31",,,,,,,,"2",,,,,"SPLINK","Luiz Antônio","2001-05-31",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Copaifera langsdorffii","Desf.","possibly_ok","Fabaceae","Copaifera langsdorffii","Desf.","species","name accepted","bfo-22896",,,"Copaifera langsdorffii Desf.","Copaifera","Fabaceae","low","Copaifera langsdorffii"
"speciesLink","HPBR","10130","Couepia grandiflora","Plantae","Chrysobalanaceae","Couepia","Brasil","SP","Luiz Antônio","URICER","S",,,"362","grandiflora","0","0","2024-09-26T16:53:49","(Mart. & Zucc.) Benth","TOPPA, R.","2001","05","03","HPBR010130","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"03",,,,,,,,"2",,,,,"SPLINK","Luiz Antônio","2001-05-03",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Couepia grandiflora","(Mart. & Zucc.) Benth.","possibly_ok","Chrysobalanaceae","Couepia grandiflora","(Mart. & Zucc.) Benth.","species","author misspelled","bfo-16765",,,"Couepia grandiflora (Mart. & Zucc.) Benth.","Couepia","Chrysobalanaceae","low","Couepia grandiflora"
"speciesLink","HPBR","10091","Croton floribundus","Plantae","Euphorbiaceae","Croton","Brasil","SP","Luiz Antônio","URICER","S",,,"362","floribundus","0","0","2024-10-30T16:52:31","Spreng","TOPPA, R.","2001","05","19","HPBR010091","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"19",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2001-05-19",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Croton floribundus","Spreng.","possibly_ok","Euphorbiaceae","Croton floribundus","Spreng.","species","author misspelled","bfo-17512",,,"Croton floribundus Spreng.","Croton","Euphorbiaceae","low","Croton floribundus"
"speciesLink","HPBR","10070","Croton urucurana","Plantae","Euphorbiaceae","Croton","Brasil","SP","Luiz Antônio","URICER","S",,,"362","urucurana","0","0","2024-10-30T16:52:31","Baill","TOPPA, R.","2002","11","22","HPBR010070","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2002",,,,,,"11",,"22",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2002-11-22",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2002","Toppa, R.","2002",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Croton urucurana","Baill.","possibly_ok","Euphorbiaceae","Croton urucurana","Baill.","species","author misspelled","bfo-17546",,,"Croton urucurana Baill.","Croton","Euphorbiaceae","low","Croton urucurana"
"user","HUEFS","HUEFS183297","Cuspidaria pulchra (Cham.) L.G.Lohmann",,"Bignoniaceae","Cuspidaria","Brasil","São Paulo",,"HUEFS",,"21º 36' 0"""" S","477º 49' 59"""" W",,,"-477.833055555556","-21.6",,"(Cham.) L.G.Lohmann","Gimenez, V.M.M.","2010","04","12",,"Estação Ecológica Jataí.","V.M.M.Gimenez",,"4408",,,,,,,,,,,"não",,,,,,,,,"REFLORA","Luiz Antonio","--/--/2010",,,,,,,,,,,,,"SPECIES",,"566",,,,,,,,,,,,,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pulchra","BIGNONIACEAE Cuspidaria pulchra (Cham.) L.G.Lohmann",,,,,,,,,"HUEFS",,,,,"12/04/2010",,,"METRO",,,,,,,,"brazil_sao paulo_luis antonio","Brazil","São Paulo","Luís Antônio",,"check_local.2municip.","Cuspidaria pulchra","(Cham.) L.G.Lohmann","name_w_authors","Bignoniaceae","Cuspidaria pulchra","(Cham.) L.G.Lohmann","species","name accepted","bfo-113238",,,"Cuspidaria pulchra (Cham.) L.G.Lohmann","Cuspidaria","Bignoniaceae","high","Cuspidaria pulchra"
"speciesLink","HPBR","10118","Dalbergia miscolobium","Plantae","Fabaceae","Dalbergia","Brasil","SP","Luiz Antônio","URICER","S",,,"362","miscolobium","0","0","2023-04-26T17:15:33","Benth.","TOPPA, R.","2001","05","03","HPBR010118","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2001",,,,,,"05",,"03",,,,,,,,"2",,,,,"SPLINK","Luiz Antônio","2001-05-03",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2001","Toppa, R.","2001",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Dalbergia miscolobium","Benth.","possibly_ok","Fabaceae","Dalbergia miscolobium","Benth.","species","name accepted","bfo-22914",,,"Dalbergia miscolobium Benth.","Dalbergia","Fabaceae","low","Dalbergia miscolobium"
"speciesLink","HPBR","10036","Deppea amaranthina","Plantae","Rubiaceae","Deppea","Brasil","SP","Luiz Antônio","URICER","S",,,"362","amaranthina","0","0","2024-06-05T17:12:46","Standl. & Steyerm.","TOPPA, R.","2002","10","04","HPBR010036","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2002",,,,,,"10",,"04",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2002-10-04",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2002","Toppa, R.","2002",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Deppea amaranthina","Standl. & Steyerm.","possibly_ok",,"Deppea amaranthina","Standl. & Steyerm.","species","not found",,,,"Deppea amaranthina Standl. & Steyerm.","Deppea","Rubiaceae","low","Deppea amaranthina"
"speciesLink","HPBR","9992","Dipteryx alata","Plantae","Fabaceae","Dipteryx","Brasil","SP","Luiz Antônio","URICER","S",,,"362","alata","0","0","2023-07-11T12:03:01","Vogel","TOPPA, R.","2000","06","11","HPBR009992","ESTAÇÃO ECOLÓGICA JATAÍ","TOPPA, R.","2000",,,,,,"06",,"30",,,,,,,,"1",,,,,"SPLINK","Luiz Antônio","2000-06-30",,,,,,,,,,,,,,,,,,"HPBR",,"Toppa, R.","s.n.","2000","Toppa, R.","2000",,"Toppa",,"brazil","sao paulo","luiz antonio","estacao ecologica jatai",,"locality","brazil_sao paulo_luiz antonio","brazil_sao paulo_luis antonio",-21.55237545,-47.78198383,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Dipteryx alata","Vogel","possibly_ok","Fabaceae","Dipteryx alata","Vogel","species","name accepted","bfo-29628",,,"Dipteryx alata Vogel","Dipteryx","Fabaceae","low","Dipteryx alata"
