"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","recordID","confidenceLocality","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","1.954303854016e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10294725287",,,,,,,,"PRESENT",,,,,,"2021-01-20T14:49:50.225Z","2021","1","20",,,,,,,"BR",,,,,,,,"-23.257778","-47.505833",,,,,,,,,,,,,,,,,"Acanthospermum hispidum DC.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Acanthospermum","Acanthospermum",,,"hispidum",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Acanthospermum hispidum","Acanthospermum hispidum DC.","Acanthospermum hispidum DC.","queries",FALSE,"LATIN_AMERICA","EUROPE","NE",,"BR","565","565",,,"WGS84",,,,"DC.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2021",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam",TRUE,-23.257778,-47.505833,"coord_original","seconds",703778,"Low","ok_same_resolution","Acanthospermum hispidum","DC.","name_w_authors","Asteraceae","Acanthospermum hispidum","DC.","species","name accepted","bfo-103232",,,"Acanthospermum hispidum DC.","Acanthospermum","Asteraceae","unknown","Acanthospermum hispidum"
"speciesLink",,,"2025-04-07T10:48:01",,,"2",,"UNICAMP","UEC",,"S",,,,"200874","424","Silva, BG; Bissoli, VF; Duarte, LSC",,,,,,,,,,,,"2018","03","27",,,,,,,,"São Paulo","Jundiaí","Jundiaí","Unidade de Desenvolvimento Ambiental - UNIDAM",,,,"-23.269519","-47.495703",,,,,,,,,,,,"Monge, M",,"2018-05-18",,,"Achyrocline satureioides",,,,,,,"Plantae","Magnoliopsida",,,,"Asteraceae",,,,"Achyrocline",,,,"satureioides",,,,,,,,,,,,,,"Achyrocline satureioides",,,,,,,"Brazil","760","760",,,,,"-23.269519","-47.495703","(Lam.) A.DC.","Splink","18",,,"05",,"2018",,,,"UEC172250",,,,,,,,,,,,,,,,,,,"UEC",,"Silva, B.G.","424","2018","Monge, M.","2018","Bissoli, V.F.; Duarte, L.S.C.","Silva",,"brazil","sao paulo","jundiai","unidade de desenvolvimento ambiental - unidam",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"ibge",TRUE,-23.269519,-47.495703,"coord_original","miliseconds",1270455,"Low","check_local.2municip.","Achyrocline satureioides","(Lam.) DC.","possibly_ok","Asteraceae","Achyrocline satureioides","(Lam.) DC.","species","author misspelled","bfo-108826",,,"Achyrocline satureioides (Lam.) DC.","Achyrocline","Asteraceae","high","Achyrocline satureioides"
"speciesLink",,,"2025-04-07T11:05:50",,,"2",,"UNICAMP","UEC",,"S",,,,"202745","169","Pires, TP; Duarte, LSC; Lima, GM; Silva, BG",,,,,,,,,,,,"2018","10","18",,,,,,,,"São Paulo","Jundiaí","Jundiaí","Unidade de Desenvolvimento Ambiental (UNIDAM), Local: Pleno sol. Solo: Arenoso, em meio a braquiária.",,,,"-23.269211","-47.498467",,,,,,,,,,,,"Pires, TP",,"2019-04-26",,,"Aegiphila verticillata",,,,,,,"Plantae","Magnoliopsida",,,,"Verbenaceae",,,,"Aegiphila",,,,"verticillata",,,,,,,,,,,,,,"Aegiphila verticillata",,,,,,,"Brazil",,,,,,,"-23.269211","-47.498467","Vell.","Splink","26",,,"04",,"2019",,,,"UEC190850",,,,,,,,,,,,,,,,,,,"UEC",,"Pires, T.P.","169","2018","Pires, T.P.","2019","Duarte, L.S.C.; Lima, G.M.; Silva, B.G.","Pires",,"brazil","sao paulo","jundiai","unidade de desenvolvimento ambiental",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"ibge",TRUE,-23.269211,-47.498467,"coord_original","miliseconds",1290335,"Low","check_local.2municip.","Aegiphila verticillata","Vell.","possibly_ok","Lamiaceae","Aegiphila verticillata","Vell.","species","name accepted","bfo-8120",,,"Aegiphila verticillata Vell.","Aegiphila","Lamiaceae","low","Aegiphila verticillata"
"gbif","1.95598974927865e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10379307583",,,,,,,,"PRESENT",,,,,,"2021-06-05T17:05:39.432Z","2021","6","5",,,,,,,"BR",,,,,,,,"-23.237222","-47.468611",,,,,,,,,,,,,,,,,"Agave americana L.",,,,,,,"Plantae","Tracheophyta","Liliopsida","Asparagales",,"Asparagaceae",,,,"Agave","Agave",,,"americana",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Agave americana","Agave americana L.","Agave americana L.","queries",FALSE,"LATIN_AMERICA","EUROPE","LC",,"BR","583","583",,,"WGS84",,,,"L.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2021",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam",TRUE,-23.237222,-47.468611,"coord_original","seconds",709055,"Low","ok_same_resolution","Agave americana","L.","name_w_authors","Asparagaceae","Agave americana","L.","species","name accepted","bfo-609238",,,"Agave americana L.","Agave","Asparagaceae","unknown","Agave americana"
"gbif","1.9565773464919e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10620094571",,,,,,,,"PRESENT",,,,,,"2022-06-12T11:45:07.748Z","2022","6","12",,,,,,,"BR",,,,,,,,"-23.320045","-47.445407","6",,,,,,,,,,,,,,,,"Ageratum conyzoides L.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Asterales",,"Asteraceae",,,,"Ageratum","Ageratum",,,"conyzoides",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Ageratum conyzoides","Ageratum conyzoides L.","Ageratum conyzoides L.","queries",FALSE,"LATIN_AMERICA","EUROPE","NE",,"BR","616.98","616.98",,,"WGS84",,,,"(L.) L.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2022",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam",TRUE,-23.320045,-47.445407,"coord_original","miliseconds",710473,"Low","ok_same_resolution","Ageratum conyzoides","L.","name_w_authors","Asteraceae","Ageratum conyzoides","L.","species","name accepted","bfo-15934",,,"Ageratum conyzoides L.","Ageratum","Asteraceae","unknown","Ageratum conyzoides"
"speciesLink",,,"2025-04-07T10:48:03",,,"2",,"UNICAMP","UEC",,"S",,,,"202605","152","Pires, TP; Duarte, LSC; Lima, GM; Silva, BG",,,,,,,,,,,,"2018","09","12",,,,,,,,"São Paulo","Jundiaí","Jundiaí","Unidade de Desenvolvimento Ambiental (UNIDAM), Local: Pleno sol. Solo: Arenoso. Hábito: Arbustivo. Altura: 1,7m. Látex: Ausente. Cor: Flores amarelas. Odor: Ausente. Outros: Folhas grossas, pouca pilosidade.",,,,"-23.270083","-47.496933",,,,,,,,,,,,"Monge, M",,"2019-02-01",,,"Aldama robusta",,,,,,,"Plantae","Magnoliopsida",,,,"Asteraceae",,,,"Aldama",,,,"robusta",,,,,,,,,,,,,,"Aldama robusta",,,,,,,"Brazil",,,,,,,"-23.270083","-47.496933","(Gardner) E.E.Schill. & Panero","Splink","01",,,"02",,"2019",,,,"UEC190835",,,,,,,,,,,,,,,,,,,"UEC",,"Pires, T.P.","152","2018","Monge, M.","2019","Duarte, L.S.C.; Lima, G.M.; Silva, B.G.","Pires",,"brazil","sao paulo","jundiai","unidade de desenvolvimento ambiental",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"ibge",TRUE,-23.270083,-47.496933,"coord_original","miliseconds",1271202,"Low","check_local.2municip.","Aldama robusta","(Gardner) E.E.Schill. & Panero","possibly_ok","Asteraceae","Aldama robusta","(Gardner) E.E.Schill. & Panero","species","name accepted","bfo-126142",,,"Aldama robusta (Gardner) E.E.Schill. & Panero","Aldama","Asteraceae","high","Aldama robusta"
"gbif","1.95305448551408e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10378996761",,,,,,,,"PRESENT",,,,,,"2021-06-05T14:23:42.094Z","2021","6","5",,,,,,,"BR",,,,,,,,"-23.293214","-47.520746",,,,,,,,,,,,,,,,,"Alternanthera brasiliana (L.) Kuntze",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales",,"Amaranthaceae",,,,"Alternanthera","Alternanthera",,,"brasiliana",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Alternanthera brasiliana","Alternanthera brasiliana (L.) Kuntze","Alternanthera brasiliana (L.) Kuntze","queries",FALSE,"LATIN_AMERICA","EUROPE","NE",,"BR","571.53","571.53",,,"WGS84",,,,"(L.) Kuntze","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2021",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam",TRUE,-23.293214,-47.520746,"coord_original","miliseconds",699740,"Low","ok_same_resolution","Alternanthera brasiliana","(L.) Kuntze","name_w_authors","Amaranthaceae","Alternanthera brasiliana","(L.) Kuntze","species","name accepted","bfo-4302",,,"Alternanthera brasiliana (L.) Kuntze","Alternanthera","Amaranthaceae","unknown","Alternanthera brasiliana"
"gbif","1.95307313501001e-314",,,,,,,,,,"HUMAN_OBSERVATION",,,"q-10250349587",,,,,,,,"PRESENT",,,,,,"2020-09-07T13:29:32.773Z","2020","9","7",,,,,,,"BR",,,,,,,,"-23.240053","-47.500929","9",,,,,,,,,,,,,,,,"Anacardium occidentale L.",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Sapindales",,"Anacardiaceae",,,,"Anacardium","Anacardium",,,"occidentale",,,"species",,"ACCEPTED",,"14d5676a-2c54-4f94-9023-1e8dcd822aa0",,,TRUE,FALSE,"Anacardium occidentale","Anacardium occidentale L.","Anacardium occidentale L.","queries",FALSE,"LATIN_AMERICA","EUROPE","LC",,"BR","511","511",,,"WGS84",,,,"L.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"code not found",,,"2020",,,,,,"brazil",,,,,"country","brazil","brazil",-10.74257447,-53.08032013,"country","brazil","Brazil",,,,"gdam",TRUE,-23.240053,-47.500929,"coord_original","miliseconds",699787,"Low","ok_same_resolution","Anacardium occidentale","L.","name_w_authors","Anacardiaceae","Anacardium occidentale","L.","species","name accepted","bfo-4381",,,"Anacardium occidentale L.","Anacardium","Anacardiaceae","unknown","Anacardium occidentale"
"speciesLink",,,"2025-04-07T10:42:56",,,"2",,"UNICAMP","UEC",,"S",,,,"197969","382","Silva, BG; Pires, TP",,,,,,,,,,,,"2017","10","19",,,,,,,,"São Paulo","Jundiaí","Jundiaí","Unidade de Desenvolvimento Ambiental - UNIDAM",,,,"-23.269447","-47.495431",,,,,,,,,,,,"Silva, BG",,"2017-11-10",,,"Ananas ananassoides",,,,,,,"Plantae","Liliopsida",,,,"Bromeliaceae",,,,"Ananas",,,,"ananassoides",,,,,,,,,,,,,,"Ananas ananassoides",,,,,,,"Brazil","764","764",,,,,"-23.269447","-47.495431","(Baker) L.B.Sm.","Splink","10",,,"11",,"2017",,,,"UEC156706",,,,,,,,,,,,,,,,,,,"UEC",,"Silva, B.G.","382","2017","Silva, B.G.","2017","Pires, T.P.","Silva",,"brazil","sao paulo","jundiai","unidade de desenvolvimento ambiental - unidam",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"ibge",TRUE,-23.269447,-47.495431,"coord_original","miliseconds",1271667,"Low","check_local.2municip.","Ananas ananassoides","(Baker) L.B.Sm.","possibly_ok","Bromeliaceae","Ananas ananassoides","(Baker) L.B.Sm.","species","name accepted","bfo-5911",,,"Ananas ananassoides (Baker) L.B.Sm.","Ananas","Bromeliaceae","low","Ananas ananassoides"
"speciesLink",,,"2025-04-07T10:44:46",,,"2",,"UNICAMP","UEC",,"S",,,,"201917","506","Silva, BG; Rocha, CS",,,,,,,,,,,,"2017","12","14",,,,,,,,"São Paulo","Jundiaí","Jundiaí","Unidade de Desenvolvimento Ambiental (UNIDAM), Local: Em meio a braquiária, em declive, a pleno sol. Solo: seco, arenoso com muitas rochas.",,,,"-23.269661","-47.496383",,,,,,,,,,,,"Silva, BG",,"2019-01-16",,,"Andropogon",,,,,,,"Plantae","Liliopsida",,,,"Poaceae",,,,"Andropogon",,,,,,,,,,,,,,,,,,"Andropogon",,,,,,,"Brazil",,,,,,,"-23.269661","-47.496383",,"Splink","16",,,"01",,"2019",,,,"UEC163343",,,,,,,,,,,,,,,,,,,"UEC",,"Silva, B.G.","506","2017","Silva, B.G.","2019","Rocha, C.S.","Silva",,"brazil","sao paulo","jundiai","unidade de desenvolvimento ambiental",,"locality","brazil_sao paulo_jundiai","brazil_sao paulo_jundiai",-23.19469617,-46.91286083,"county","brazil_sao paulo_jundiai","Brazil","São Paulo","Jundiaí",,"ibge",TRUE,-23.269661,-47.496383,"coord_original","miliseconds",1271774,"Low","check_local.2municip.","Andropogon","L.","indet","Poaceae","Andropogon","L.","genus","name accepted","bfo-12955",,,"Andropogon L.","Andropogon","Poaceae","low",
