"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","continentocean","class","order","infraspecificEpithet","individualcount","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","SORO","9000","Campomanesia neriiflora (O.Berg) Nied.","Plantae","Myrtaceae","Campomanesia","2006",,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Próximo a entrada Trilha do Mirante","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","neriiflora","Cardoso-Leite, E.",,,"2024-11-12 10:30:36","(O. Berg.) Nied.",,,,,,,"899",,,,,,"Magnoliopsida","Myrtales",,,,,,,,,,"GBIF",,,"Campomanesia neriiflora (O.Berg) Nied.",,"BR",,,"2006",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","parque estadual caverna do diabo","parque estadual caverna do diabo",,"locality","brazil_sao paulo_parque estadual caverna diabo","brazil_sao paulo",-22.2584562,-48.7420254,"state","4953384684",,,,"https://specieslink.net/guid/391/9000",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campomanesia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Campomanesia neriiflora","Campomanesia neriiflora","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Campomanesia neriiflora","(O.Berg) Nied.","name_w_authors","Myrtaceae","Campomanesia neriiflora","(O.Berg) Nied.","species","name accepted","bfo-10323",,,"Campomanesia neriiflora (O.Berg) Nied.","Campomanesia","Myrtaceae","unknown","Campomanesia neriiflora"
"gbif","SORO","8546","Cariniana estrellensis (Raddi) Kuntze","Plantae","Lecythidaceae","Cariniana","2007",,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Bugio. Parcela 3","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","estrellensis","Cardoso-Leite, E.",,,"2024-11-12 10:30:19","(Raddi) Kuntze",,,,,,,"71",,,,,,"Magnoliopsida","Ericales",,,,,,,,,,"GBIF","Eldorado",,"Cariniana estrellensis (Raddi) Kuntze",,"BR",,,"2007",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953384405",,,,"https://specieslink.net/guid/391/8546",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cariniana",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Cariniana estrellensis","Cariniana estrellensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Cariniana estrellensis","(Raddi) Kuntze","name_w_authors","Lecythidaceae","Cariniana estrellensis","(Raddi) Kuntze","species","name accepted","bfo-8541",,,"Cariniana estrellensis (Raddi) Kuntze","Cariniana","Lecythidaceae","unknown","Cariniana estrellensis"
"gbif","SORO","8694","Cariniana legalis (Mart.) Kuntze","Plantae","Lecythidaceae","Cariniana","2008",,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Araçá.","UFSCar","Tracheophyta","PRESERVED_SPECIMEN","Cardoso-Leite, E.","https://specieslink.net/col/391","legalis","Cardoso-Leite, E.",,,"2024-11-12 10:30:19","(Mart.) O. Kuntze",,,,,,,"1162",,,,,,"Magnoliopsida","Ericales",,,,,,,,,,"GBIF","Eldorado",,"Cariniana legalis (Mart.) Kuntze",,"BR",,,"2008",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953386010",,,,"https://specieslink.net/guid/391/8694",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cariniana",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Cariniana legalis","Cariniana legalis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Cariniana legalis","(Mart.) Kuntze","name_w_authors","Lecythidaceae","Cariniana legalis","(Mart.) Kuntze","species","name accepted","bfo-8543",,,"Cariniana legalis (Mart.) Kuntze","Cariniana","Lecythidaceae","unknown","Cariniana legalis"
"gbif","SORO","8937","Cedrela fissilis Vell.","Plantae","Meliaceae","Cedrela",,,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","fissilis","Cardoso-Leite, E.",,,"2024-11-12 10:30:32","Vell.",,,,,,,"659",,,,,,"Magnoliopsida","Sapindales",,,,,,,,,,"GBIF","Eldorado",,"Cedrela fissilis Vell.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953386261",,,,"https://specieslink.net/guid/391/8937",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedrela",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Cedrela fissilis","Cedrela fissilis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Cedrela fissilis","Vell.","name_w_authors","Meliaceae","Cedrela fissilis","Vell.","species","name accepted","bfo-9990",,,"Cedrela fissilis Vell.","Cedrela","Meliaceae","unknown","Cedrela fissilis"
"gbif","SORO","9107","Celastraceae","Plantae","Celastraceae",,"2007","12",,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Araçá.","UFSCar","Tracheophyta","PRESERVED_SPECIMEN","Cardoso-Leite, E.","https://specieslink.net/col/391",,"Cardoso-Leite, E.;Podadera, D.S.;Peres, J.C.",,,"2024-11-12 10:29:59",,,,,,,,"750",,,,,,"Magnoliopsida","Celastrales",,,,,,,,,,"GBIF","Eldorado",,"Celastraceae",,"BR",,,"2007-12",,,,,,"ACCEPTED","FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953386052",,,,"https://specieslink.net/guid/391/9107",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Celastraceae","R.Br.","family_as_genus","Celastraceae","Celastraceae","R.Br.","family","name accepted","bfo-82",,,"Celastraceae R.Br.",,"Celastraceae","unknown",
"gbif","SORO","801","Chrysophyllum flexuosum Mart.","Plantae","Sapotaceae","Chrysophyllum",,,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","flexuosum","Cardoso-Leite, E.",,,"2024-11-12 10:31:12","Mart.",,,,,,,"1420",,,,,,"Magnoliopsida","Ericales",,,,,,,,,,"GBIF","Eldorado",,"Chrysophyllum flexuosum Mart.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953385101",,,,"https://specieslink.net/guid/391/801",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chrysophyllum",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Chrysophyllum flexuosum","Chrysophyllum flexuosum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Chrysophyllum flexuosum","Mart.","name_w_authors","Sapotaceae","Chrysophyllum flexuosum","Mart.","species","name accepted","bfo-14456",,,"Chrysophyllum flexuosum Mart.","Chrysophyllum","Sapotaceae","unknown","Chrysophyllum flexuosum"
"gbif","SORO","806","Chrysophyllum marginatum (Hook. & Arn.) Radlk.","Plantae","Sapotaceae","Chrysophyllum",,,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","marginatum","Cardoso-Leite, E.","-48.3941","-24.648","2024-11-12 10:31:12","(Hook & Arn.) Radlk",,,,,,,"346",,,,,,"Magnoliopsida","Ericales",,,,,,,,,,"GBIF","Eldorado",,"Chrysophyllum marginatum (Hook. & Arn.) Radlk.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953385095",,,,"https://specieslink.net/guid/391/806",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chrysophyllum",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,TRUE,TRUE,"Chrysophyllum marginatum","Chrysophyllum marginatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","name_w_authors","Sapotaceae","Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","species","name accepted","bfo-14462",,,"Chrysophyllum marginatum (Hook. & Arn.) Radlk.","Chrysophyllum","Sapotaceae","unknown","Chrysophyllum marginatum"
"gbif","SORO","9091","Citronella megaphylla (Miers) R.A.Howard","Plantae","Cardiopteridaceae","Citronella","2007",,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Bugio","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","megaphylla","Cardoso-Leite, E.;Podadera, D.S.;Peres, J.C.",,,"2024-11-12 10:29:58","(Miers) R.A. Howard",,,,,,,"231",,,,,,"Magnoliopsida","Cardiopteridales",,,,,,,,,,"GBIF","Eldorado",,"Citronella paniculata (Mart.) R.A.Howard",,"BR",,,"2007",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953385774",,,,"https://specieslink.net/guid/391/9091",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Citronella",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Citronella paniculata","Citronella megaphylla","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Citronella paniculata","(Mart.) R.A.Howard","name_w_authors","Cardiopteridaceae","Citronella paniculata","(Mart.) R.A.Howard","species","replaced synonym","bfo-6679","Citronella paniculata","(Mart.) R.A.Howard","Citronella paniculata (Mart.) R.A.Howard","Citronella","Cardiopteridaceae","unknown","Citronella paniculata"
"gbif","SORO","9081","Clethra scabra Pers.","Plantae","Clethraceae","Clethra","2007",,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Araçá.","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","scabra","Cardoso-Leite, E.;Podadera, D.S.;Peres, J.C.",,,"2024-11-12 10:30:00","Pers.",,,,,,,"739",,,,,,"Magnoliopsida","Ericales",,,,,,,,,,"GBIF","Eldorado",,"Clethra scabra Pers.",,"BR",,,"2007",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953385784",,,,"https://specieslink.net/guid/391/9081",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clethra",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Clethra scabra","Clethra scabra","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Clethra scabra","Pers.","name_w_authors","Clethraceae","Clethra scabra","Pers.","species","name accepted","bfo-6824",,,"Clethra scabra Pers.","Clethra","Clethraceae","unknown","Clethra scabra"
"gbif","SORO","9092","Clusia criuva Cambess.","Plantae","Clusiaceae","Clusia","2006","6",,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Bugio","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","criuva","Cardoso-Leite, E.;Podadera, D.S.;Peres, J.C.",,,"2024-11-12 10:30:00","Cambess.",,,,,,,"777",,,,,,"Magnoliopsida","Malpighiales",,,,,,,,,,"GBIF","Eldorado",,"Clusia criuva Cambess.",,"BR",,,"2006-06",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953385773",,,,"https://specieslink.net/guid/391/9092",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clusia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Clusia criuva","Clusia criuva","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Clusia criuva","Cambess.","name_w_authors","Clusiaceae","Clusia criuva","Cambess.","species","name accepted","bfo-6832",,,"Clusia criuva Cambess.","Clusia","Clusiaceae","unknown","Clusia criuva"
"gbif","SORO","8326","Coccoloba P.Browne","Plantae","Polygonaceae","Coccoloba","2007",,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391",,"Cardoso-Leite, E.",,,"2024-11-12 10:31:08",,,,,,,,"1144",,,,,,"Magnoliopsida","Caryophyllales",,,,,,,,,,"GBIF","Eldorado",,"Coccoloba P.Browne",,"BR",,,"2007",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953387536",,,,"https://specieslink.net/guid/391/8326",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coccoloba",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,,"Coccoloba","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Coccoloba","P.Browne","name_w_authors","Polygonaceae","Coccoloba","P.Browne","genus","name accepted","bfo-13695",,,"Coccoloba P.Browne","Coccoloba","Polygonaceae","unknown",
"gbif","SORO","8234","Connarus regnellii G.Schellenb.","Plantae","Connaraceae","Connarus","2008",,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo, Trilha do Bugio","UFSCar","Tracheophyta","PRESERVED_SPECIMEN","Cardoso-Leite, E.","https://specieslink.net/col/391","regnellii","Cardoso-Leite, E.;Podadera, D.S.; Peres, J.C.",,,"2024-11-12 10:30:00","Schel.",,,,,,,"780",,,,,,"Magnoliopsida","Oxalidales",,,,,,,,,,"GBIF","Eldorado",,"Connarus regnellii G.Schellenb.",,"BR",,,"2008",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953388034",,,,"https://specieslink.net/guid/391/8234",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Connarus",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Connarus regnellii","Connarus regnellii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Connarus regnellii","G.Schellenb.","name_w_authors","Connaraceae","Connarus regnellii","G.Schellenb.","species","name accepted","bfo-6955",,,"Connarus regnellii G.Schellenb.","Connarus","Connaraceae","unknown","Connarus regnellii"
"gbif","SORO","8680","Cordia sellowiana Cham.","Plantae","Cordiaceae","Cordia","2008",,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Bugio","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","sellowiana","Cardoso-Leite, E.;Podadera, D.S.;Peres, J.C.",,,"2024-11-12 10:30:01","Cham.",,,,,,,"319",,,,,,"Magnoliopsida","Boraginales",,,,,,,,,,"GBIF","Eldorado",,"Cordia sellowiana Cham.",,"BR",,,"2008",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953386028",,,,"https://specieslink.net/guid/391/8680",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cordia",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Cordia sellowiana","Cordia sellowiana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Cordia sellowiana","Cham.","name_w_authors","Cordiaceae","Cordia sellowiana","Cham.","species","name accepted","bfo-16528",,,"Cordia sellowiana Cham.","Cordia","Cordiaceae","unknown","Cordia sellowiana"
"gbif","SORO","9090","Croton L.","Plantae","Euphorbiaceae","Croton","2008","3",,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Araçá.","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391",,"Cardoso-Leite, E.;Podadera, D.S.;Peres, J.C.",,,"2024-11-12 10:30:03",,,,,,,,"1418",,,,,,"Magnoliopsida","Malpighiales",,,,,,,,,,"GBIF","Eldorado",,"Croton L.",,"BR",,,"2008-03",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953385779",,,,"https://specieslink.net/guid/391/9090",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Croton",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,,"Croton","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Croton","L.","name_w_authors","Euphorbiaceae","Croton","L.","genus","name accepted","bfo-17497",,,"Croton L.","Croton","Euphorbiaceae","unknown",
"gbif","SORO","9030","Cryptocarya aschersoniana Mez","Plantae","Lauraceae","Cryptocarya",,,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo. Trilha do Bugio","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","aschersoniana","Cardoso-Leite, E.",,,"2024-11-12 10:30:19","Mez",,,,,,,"83",,,,,,"Magnoliopsida","Laurales",,,,,,,,,,"GBIF","Eldorado",,"Cryptocarya aschersoniana Mez",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953384598",,,,"https://specieslink.net/guid/391/9030",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cryptocarya",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Cryptocarya aschersoniana","Cryptocarya aschersoniana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Cryptocarya aschersoniana","Mez","name_w_authors","Lauraceae","Cryptocarya aschersoniana","Mez","species","name accepted","bfo-8403",,,"Cryptocarya aschersoniana Mez","Cryptocarya","Lauraceae","unknown","Cryptocarya aschersoniana"
"gbif","SORO","9025","Cryptocarya moschata Nees & Mart.","Plantae","Lauraceae","Cryptocarya",,,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo.","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","moschata","Cardoso-Leite, E.",,,"2024-11-12 10:30:19","Nees & Mart.",,,,,,,"662",,,,,,"Magnoliopsida","Laurales",,,,,,,,,,"GBIF","Eldorado",,"Cryptocarya moschata Nees & Mart.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953384617",,,,"https://specieslink.net/guid/391/9025",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cryptocarya",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Cryptocarya moschata","Cryptocarya moschata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Cryptocarya moschata","Nees & Mart.","name_w_authors","Lauraceae","Cryptocarya moschata","Nees & Mart.","species","name accepted","bfo-8408",,,"Cryptocarya moschata Nees & Mart.","Cryptocarya","Lauraceae","unknown","Cryptocarya moschata"
"gbif","SORO","800","Cupania oblongifolia Mart.","Plantae","Sapindaceae","Cupania",,,,"Brasil","São Paulo",,"Parque Estadual Caverna do Diabo","UFSCar","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/391","oblongifolia","Cardoso-Leite, E.",,,"2024-11-12 10:31:11","Mart.",,,,,,,"76",,,,,,"Magnoliopsida","Sapindales",,,,,,,,,,"GBIF","Eldorado",,"Cupania oblongifolia Mart.",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","eldorado","parque estadual caverna do diabo",,"locality","brazil_sao paulo_eldorado","brazil_sao paulo_eldorado",-24.49490556,-48.23324935,"county","4953385108",,,,"https://specieslink.net/guid/391/800",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cupania",,,,,,"e1278068-7d2d-44e0-8274-a46ae6ebf957",,,FALSE,FALSE,"Cupania oblongifolia","Cupania oblongifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_eldorado","Brazil","São Paulo","Eldorado",,"check_local.2municip.","Cupania oblongifolia","Mart.","name_w_authors","Sapindaceae","Cupania oblongifolia","Mart.","species","name accepted","bfo-20894",,,"Cupania oblongifolia Mart.","Cupania","Sapindaceae","unknown","Cupania oblongifolia"
