"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","verbatimLatitude","verbatimLongitude","coordinatePrecision","recordNumber","barcode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","class","order","individualcount","fieldNumber","infraspecificEpithet","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"user","RB","RB01513266","Emmeorhiza umbellata (Spreng.) K.Schum.","Plantae","Rubiaceae","Emmeorhiza","2022","5","9","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, trilha do tablado - base da Marinha","JBRJ",,"Preserved Specimen","J.A.M. Carmo",,"umbellata","G.P. Sabino; V. Kamimura; R.A. Pereira","-45.4122222","-23.7611111",,"(Spreng.) K.Schum.","23º45´40´´","45º24´44´´W",,"474",,,,,,,,,,,,,,,,,,,,"São Sebastião","2023-6-16",,,"BR",,,"2022-05-09",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","474","2022","Carmo, J.A.M.","2023","Kamimura, V.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1513266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/51/32/66/01513266.jpg",,,,,,,,,,,,,,,,,"2024-01-09 13:03:27+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Emmeorhiza umbellata","(Spreng.) K.Schum.","name_w_authors","Rubiaceae","Emmeorhiza umbellata","(Spreng.) K.Schum.","species","name accepted","bfo-13938",,,"Emmeorhiza umbellata (Spreng.) K.Schum.","Emmeorhiza","Rubiaceae","low","Emmeorhiza umbellata"
"user","RB","RB01516581","Epidendrum fulgens Brongn.","Plantae","Orchidaceae","Epidendrum","2022","3","25","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, Bromelial sob afloramento rochoso","JBRJ",,"Preserved Specimen","G.P. Sabino",,"fulgens","G.P. Sabino; F. Pinheiro; B.L. Arida; W.L.S. Júnior; R.A. Pereira","-45.4122222","-23.7611111",,"Brongn.","23º45´40´´","45º24´44´´W",,"401",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-3-25",,,"BR",,,"2022-03-25",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","401","2022","Sabino, G.P.","2022","Pinheiro, F.; Arida, B.L.; S. Junior, W.L.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1516581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/51/65/81/01516581.jpg",,,,,,,,,,,,,,,,,"2024-01-29 09:00:31+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Epidendrum fulgens","Brongn.","name_w_authors","Orchidaceae","Epidendrum fulgens","Brongn.","species","name accepted","bfo-11539",,,"Epidendrum fulgens Brongn.","Epidendrum","Orchidaceae","low","Epidendrum fulgens"
"user","RB","RB01513248","Borreria verbenoides Cham. & Schltdl.","Plantae","Rubiaceae","Borreria","2022","5","10","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes; Próximo a base da Marinha","JBRJ",,"Preserved Specimen","J.A.M. Carmo",,"verbenoides","G.P. Sabino; V. Kamimura; R.A. Pereira","-45.4122222","-23.7611111",,"Cham. & Schltdl.","23º45´40´´","45º24´44´´W",,"493",,,,,,,,,,,,,,,,,,,,"São Sebastião","2023-6-16",,,"BR",,,"2022-05-10",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","493","2022","Carmo, J.A.M.","2023","Kamimura, V.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1513248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/51/32/48/01513248.jpg",,,,,,,,,,,,,,,,,"2024-01-09 11:32:50+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Galianthe verbenoides","(Cham. & Schltdl.) Griseb.","name_w_authors","Rubiaceae","Galianthe verbenoides","(Cham. & Schltdl.) Griseb.","species","replaced synonym","bfo-14021","Galianthe verbenoides","(Cham. & Schltdl.) Griseb.","Galianthe verbenoides (Cham. & Schltdl.) Griseb.","Galianthe","Rubiaceae","low","Galianthe verbenoides"
"user","RB","RB01513631","Guapira opposita (Vell.) Reitz","Plantae","Nyctaginaceae","Guapira","2022","10","3","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Acatrazes, na ascensão entre o tablado e o ninhal","JBRJ",,"Preserved Specimen","G.P. Sabino",,"opposita","G.P. Sabino; I.M. Cunha; M.M. Tavares; P. Oliveira","-45.4122222","-23.7611111",,"(Vell.) Reitz","23º45´40´´","45º24´44´´W",,"634",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-10-3",,,"BR",,,"2022-10-03",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","634","2022","Sabino, G.P.","2022","Cunha, I.M.; Tavares, M.M.; Oliveira, P.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1513631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/51/36/31/01513631.jpg",,,,,,,,,,,,,,,,,"2024-01-11 10:29:24+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Guapira opposita","(Vell.) Reitz","name_w_authors","Nyctaginaceae","Guapira opposita","(Vell.) Reitz","species","name accepted","bfo-10913",,,"Guapira opposita (Vell.) Reitz","Guapira","Nyctaginaceae","low","Guapira opposita"
"user","RB","RB01534749","Guarea macrophylla Vahl","Plantae","Meliaceae","Guarea","2022","3","26","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, Trilha dos 5 milhas","JBRJ",,"Preserved Specimen","G.P. Sabino",,"macrophylla","G.P. Sabino; F. Pinheiro; B.L. Arida; W.L.S. Júnior; R.A. Pereira","-45.65","-24.1447222",,"Vahl","24º8´41´´","45º39´0´´W",,"447",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-3-25",,,"BR",,,"2022-03-26","Floresta Ombrófila Densa Insular",,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","447","2022","Sabino, G.P.","2022","Pinheiro, F.; Arida, B.L.; S. Junior, W.L.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1534749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/53/47/49/01534749.jpg",,,,,,,,,,,,,,,,,"2024-05-03 14:54:51+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Guarea macrophylla","Vahl","name_w_authors","Meliaceae","Guarea macrophylla","Vahl","species","name accepted","bfo-9997",,,"Guarea macrophylla Vahl","Guarea","Meliaceae","low","Guarea macrophylla"
"user","RB","RB01534731","Hemionitis tomentosa (Lam.) Raddi","Plantae","Pteridaceae","Hemionitis","2022","3","26","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes,  Trilha no saco do funil","JBRJ",,"Preserved Specimen","G.P. Sabinio",,"tomentosa","G.P. Sabino; F. Pinheiro; B.L. Arida; W.L.S. Júnior; R.A. Pereira","-45.65","-24.1447222",,"(Lam.) Raddi","24º8´41´´","45º39´0´´W",,"428",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-4-6",,,"BR",,,"2022-03-26","Floresta Ombrófila Densa Insular",,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","428","2022","Sabinio, G.P.","2022","Pinheiro, F.; Arida, B.L.; S. Junior, W.L.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1534731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/53/47/31/01534731.jpg",,,,,,,,,,,,,,,,,"2024-05-03 15:57:47+00","Samambaias e Licófitas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Hemionitis tomentosa","(Lam.) Raddi","name_w_authors","Pteridaceae","Hemionitis tomentosa","(Lam.) Raddi","species","name accepted","bfo-91949",,,"Hemionitis tomentosa (Lam.) Raddi","Hemionitis","Pteridaceae","low","Hemionitis tomentosa"
"user","RB","RB01534721","Hyperbaena oblongifolia (Eichler) Chodat & Hassl.","Plantae","Menispermaceae","Hyperbaena","2022","7","20","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, arbustal entre bromelial e heliponto","JBRJ",,"Preserved Specimen","P. Feliz",,"oblongifolia","G.P. Sabino; V. Kamimura; I.M. Cunha; R.A. Pereira","-45.65","-24.1447222",,"(Eichler) Chodat & Hassl.","24º8´41´´","45º39´0´´W",,"520",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-8-10",,,"BR",,,"2022-07-20","Mata Atlântica insular",,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","520","2022","Feliz, P.","2022","Kamimura, V.; Cunha, I.M.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1534721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/53/47/21/01534721.jpg",,,,,,,,,,,,,,,,,"2024-05-03 13:11:40+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Hyperbaena oblongifolia","(Eichler) Chodat & Hassl.","name_w_authors","Menispermaceae","Hyperbaena oblongifolia","(Eichler) Chodat & Hassl.","species","name accepted","bfo-10042",,,"Hyperbaena oblongifolia (Eichler) Chodat & Hassl.","Hyperbaena","Menispermaceae","low","Hyperbaena oblongifolia"
"user","RB","RB01513245","Hypoxis decumbens L.","Plantae","Hypoxidaceae","Hypoxis","2022","5","10","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes; próximo a base da Marinha","JBRJ",,"Preserved Specimen","G.P. Sabino",,"decumbens","G.P. Sabino; V. Kamimura; R.A. Pereira","-45.4122222","-23.7611111",,"L.","23º45´40´´","45º24´44´´W",,"491",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-8-29",,,"BR",,,"2022-05-10",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","491","2022","Sabino, G.P.","2022","Kamimura, V.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1513245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/51/32/45/01513245.jpg",,,,,,,,,,,,,,,,,"2024-01-09 11:25:25+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Hypoxis decumbens","L.","name_w_authors","Hypoxidaceae","Hypoxis decumbens","L.","species","name accepted","bfo-8021",,,"Hypoxis decumbens L.","Hypoxis","Hypoxidaceae","low","Hypoxis decumbens"
"user","RB","RB01513135","Machaerium nyctitans (Vell.) Benth.","Plantae","Leguminosae","Machaerium","2023","3","18","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, entre a 5 milhas e o pico da Boa Vista","JBRJ",,"Preserved Specimen","G.P. Sabino",,"nyctitans","G.P. Sabino; V. Kamimura; R.A. Pereira","-45.4122222","-23.7611111",,"(Vell.) Benth.","23º45´40´´","45º24´44´´W",,"747",,,,,,,,,,,,,,,,,,,,"São Sebastião","2023-3-18",,,"BR",,,"2023-03-18",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","747","2023","Sabino, G.P.","2023","Kamimura, V.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1513135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/51/31/35/01513135.jpg",,,,,,,,,,,,,,,,,"2024-01-08 16:28:18+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Machaerium nyctitans","(Vell.) Benth.","name_w_authors","Fabaceae","Machaerium nyctitans","(Vell.) Benth.","species","name accepted","bfo-29774",,,"Machaerium nyctitans (Vell.) Benth.","Machaerium","Fabaceae","low","Machaerium nyctitans"
"user","RB","RB01534643","Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","Plantae","Polypodiaceae","Microgramma","2022","12","8","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes. Ilha de Alcatrazes, próximo ao pico da Boa Vista","JBRJ",,"Preserved Specimen","G.P. Sabino",,"vacciniifolia","G.P. Sabino; T.M. Lima","-45.65","-24.1447222",,"(Langsd. & Fisch.) Copel.","24º8´41´´","45º39´0´´W",,"704",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-12-19",,,"BR",,,"2022-12-08","Floresta Ombrófila Densa Insular",,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","704","2022","Sabino, G.P.","2022","Lima, T.M.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1534643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/53/46/43/01534643.jpg",,,,,,,,,,,,,,,,,"2024-05-03 10:40:49+00","Samambaias e Licófitas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Microgramma vacciniifolia","(Langsd. & Fisch.) Copel.","name_w_authors","Polypodiaceae","Microgramma vacciniifolia","(Langsd. & Fisch.) Copel.","species","name accepted","bfo-91672",,,"Microgramma vacciniifolia (Langsd. & Fisch.) Copel.","Microgramma","Polypodiaceae","low","Microgramma vacciniifolia"
"user","RB","RB01534750","Musa paradisiaca L.","Plantae","Musaceae","Musa","2022","10","3","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, em bananal cultivado","JBRJ",,"Preserved Specimen","G.P. Sabino",,"paradisiaca","G.P. Sabino; I.M. Cunha; M.M. Tavares; P. Oliveira","-45.65","-24.1447222",,"L.","24º8´41´´","45º39´0´´W",,"655",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-10-3",,,"BR",,,"2022-10-03",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","655","2022","Sabino, G.P.","2022","Cunha, I.M.; Tavares, M.M.; Oliveira, P.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1534750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/53/47/50/01534750.jpg",,,,,,,,,,,,,,,,,"2024-05-03 14:57:45+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Musa paradisiaca","L.","name_w_authors","Musaceae","Musa paradisiaca","L.","species","name accepted","bfo-85800",,,"Musa paradisiaca L.","Musa","Musaceae","low","Musa paradisiaca"
"user","RB","RB01534741","Neoregelia insulana Leme","Plantae","Bromeliaceae","Neoregelia","2022","12","8","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, Bromelial próximo a base da Marinha","JBRJ",,"Preserved Specimen","G.P. Sabino",,"insulana","G.P. Sabino; T.M. Lima; R. Silva","-45.65","-24.1447222",,"Leme","24º8´41´´","45º39´0´´W",,"705",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-12-19",,,"BR",,,"2022-12-08","Vegetação Rupícola",,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","705","2022","Sabino, G.P.","2022","Lima, T.M.; Silva, R.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1534741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/53/47/41/01534741.jpg",,,,,,,,,,,,,,,,,"2024-05-03 14:13:59+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Neoregelia insulana","Leme","name_w_authors","Bromeliaceae","Neoregelia insulana","Leme","species","name accepted","bfo-129244",,,"Neoregelia insulana Leme","Neoregelia","Bromeliaceae","low","Neoregelia insulana"
"user","RB","RB01534724","Nephrolepis brownii (Desv.) Hovenkamp & Miyam.","Plantae","Nephrolepidaceae","Nephrolepis","2022","3","26","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, Próximo a costão rochoso, no saco do funil","JBRJ",,"Preserved Specimen","T.E. Almeida",,"brownii","G.P. Sabino; F. Pinheiro; B.L. Arida; W.L.S. Júnior; R.A. Pereira","-45.65","-24.1447222",,"(Desv.) Hovenkamp & Miyam.","24º8´41´´","45º39´0´´W",,"432",,,,,,,,,,,,,,,,,,,,"São Sebastião","2022-9",,,"BR",,,"2022-03-26","Floresta Ombrófila Densa Insular",,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","432","2022","Almeida, T.E.","2022","Pinheiro, F.; Arida, B.L.; S. Junior, W.L.; Pereira, R.A.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1534724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/53/47/24/01534724.jpg",,,,,,,,,,,,,,,,,"2024-05-03 13:43:31+00","Samambaias e Licófitas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Nephrolepis brownii","(Desv.) Hovenkamp & Miyam.","name_w_authors","Nephrolepidaceae","Nephrolepis brownii","(Desv.) Hovenkamp & Miyam.","species","name accepted","bfo-120376",,,"Nephrolepis brownii (Desv.) Hovenkamp & Miyam.","Nephrolepis","Nephrolepidaceae","low","Nephrolepis brownii"
"user","RB","RB01513418","Oeceoclades maculata (Lindl.) Lindl.","Plantae","Orchidaceae","Oeceoclades","2023","3","18","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, entre a 5 milhas e o pico da Boa Vista","JBRJ",,"Preserved Specimen","G.P. Sabino",,"maculata","G.P. Sabino; V. Kamimura; W.V. Junior","-45.4122222","-23.7611111",,"(Lindl.) Lindl.","23º45´40´´","45º24´44´´W",,"746",,,,,,,,,,,,,,,,,,,,"São Sebastião","2023-3-18",,,"BR",,,"2023-03-18",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","746","2023","Sabino, G.P.","2023","Kamimura, V.; V. Junior, W.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1513418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024-01-10 10:50:20+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Oeceoclades maculata","(Lindl.) Lindl.","name_w_authors","Orchidaceae","Oeceoclades maculata","(Lindl.) Lindl.","species","name accepted","bfo-11942",,,"Oeceoclades maculata (Lindl.) Lindl.","Oeceoclades","Orchidaceae","low","Oeceoclades maculata"
"user","RB","RB01537117","Philodendron crassinervium Lindl.","Plantae","Araceae","Philodendron","2022","12","8","Brasil","São Paulo",,"Refúgio de Vida Silvestre do Arquipélago de Alcatrazes; Ilha de Alcatrazes, base do Pico de Boa Vista","JBRJ",,"Preserved Specimen","Nadruz",,"crassinervium","G.P. Sabino; T.M. Lima; R. Silva","-45.41","-23.76",,"Lindl.","23º45´36´´","45º24´36´´W",,"702",,,,,,,,,,,,,,,,,,,,"São Sebastião","2024-5-13",,,"BR",,,"2022-12-08",,,,,,,"sp.","Physical Object",,,,"RB",,"Sabino, G.P.","702","2022","Nadruz","2024","Lima, T.M.; Silva, R.","Sabino",,"brazil","sao paulo","sao sebastiao","refugio de vida silvestre do arquipelago de alcatrazes",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,"urn:catalog:JBRJ:RB:1537117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/53/71/17/01537117.jpg",,,,,,,,,,,,,,,,,"2024-05-14 15:07:25+00","Angiospermas","brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Philodendron crassinervium","Lindl.","name_w_authors","Araceae","Philodendron crassinervium","Lindl.","species","name accepted","bfo-5030",,,"Philodendron crassinervium Lindl.","Philodendron","Araceae","low","Philodendron crassinervium"
