"family","scientificName","scientificNameAuthorship","x"
"Asteraceae","Vernonia geminata Less.","Less.",42
"Asteraceae","Vernonia lappoides Baker","Baker",10
"Asteraceae","Vernonia missionis","Gardner",10
"Asteraceae","Vernonia nitidula","Less.",75
"Asteraceae","Vernonia oxylepis","Sch.Bip. ex Baker",43
"Asteraceae","Vernonia propinqua","Hieron.",12
"Asteraceae","Vernonia psammophila","Dusén",21
"Asteraceae","Vernonia puberula","Less.",127
"Asteraceae","Vernonia serrata Less.","Less.",15
"Asteraceae","Vernonia squarrosa (D. Don) Less.","(D. Don) Less.",19
"Asteraceae","Vernonia squarrosa (Less.) Less.","(D. Don) Less.",21
"Asteraceae","Vernonia squarrosa (Less.) Less.","(D.Don) Less.",14
"Asteraceae","Xanthium cavanillesii Schouw ex Didr.","Schouw ex Didr.",12
"Aytoniaceae","Asterella","P.Beauv.",11
"Aytoniaceae","Asterella venosa (Lehm. & Lindenb.) A.Evans","A. Evans",13
"Aytoniaceae","Plagiochasma rupestre (J.R.Forst. & G.Forst.) Steph.","(Forst. & Forst.) Steph.",10
"Balantiopsidaceae","Balantiopsis brasiliensis","Steph.",10
"Balantiopsidaceae","Isotachis","Mitt.",49
"Balantiopsidaceae","Isotachis aubertii","(Schwägr.) Mitt.",39
"Bangiaceae","Porphyra","C.Agardh, 1824",85
"Bangiaceae","Porphyra acanthophora","E.C.Oliveira & Coll",44
"Bangiaceae","Porphyra spiralis","E.C.Oliveira & Coll",10
"Bangiaceae","Pyropia acanthophora","(E.C.Oliveira & Coll) M.C.Oliveira et al.",13
"Bangiaceae","Pyropia spiralis","(E.C.Oliveira & Coll) M.C.Oliveira et al.",10
"Bartramiaceae","Philonotis","Brid.",119
"Bartramiaceae","Philonotis uncinata (Schwägr.) Brid.","(Schwägr.) Brid.",15
"Batrachospermaceae","Batrachospermum","Roth, 1797",62
"Batrachospermaceae","Batrachospermum atrum","(Hudsson) Harvey",10
"Batrachospermaceae","Batrachospermum puiggarianum Grunow","Grunow",17
"Batrachospermaceae","Kumanoa ambigua (Montagne) Entwisle et al.","(Montagne) Entwisle, M.L.Vis, W.B.Chiasson, Necchi & A.R.Sherwood",42
"Batrachospermaceae","Kumanoa procarpa (Skuja) Entwisle et al.","(Skuja) Entwisle, M.L.Vis, W.B.Chiasson, Necchi & A.R.Sherwood",14
"Batrachospermaceae","Montagnia macrospora (Mont.) Necchi, M.L.Vis & A.S.Garcia, 2019","(Montagne) Necchi, M.L.Vis & A.S.Garcia",21
"Batrachospermaceae","Sirodotia delicatula","Skuja",115
"Batrachospermaceae","Torularia puiggariana (Grunow) M.J.Wynne","(Grunow) M.J.Wynne",20
"Batrachospermaceae","Virescentia (Sirodot) O.Necchi, Jr., D.C.Agostinho & M.L.Vis, 2018","(Necchi & Agostinho) Necchi, M.L.Vis & D.C.Agostinho",17
"Begoniaceae","Begonia convallariodora C.DC. ex Donn.Sm., 1895","C. DC. ex Donn. Sm.",13
"Begoniaceae","Begonia heracleifolia","Cham. & Schltdl.",11
"Begoniaceae","Begonia rutilans (Klotzsch) A.DC.","(Klotzsch) A. DC.",12
"Bignoniaceae","Fridericia Mart.","Mart.",29
"Bignoniaceae","Stenolobium stans","(L.) Seem.",14
"Bignoniaceae","Tabebuia heterophylla (DC.) Britton","(DC.) Britton",10
"Blechnaceae","Blechnum ×confluens","Schltdl. & Cham.",19
"Blechnaceae","Blechnum confluens Schltdl. & Cham.","Schltdl. & Cham.",12
"Blechnaceae","Blechnum fraxineum Willd.","Willd.",16
"Blechnaceae","Blechnum glandulosum Kaulf. ex Link","Kaulf. ex Link",14
"Blechnaceae","Blechnum glandulosum Kaulf. ex Link","Link",11
"Blechnaceae","Blechnum imperiale (Fée & Glaz.) Christ","(Fée & Glaz.) Christ",10
"Blechnaceae","Blechnum kunthianum C.Chr.","C.Chr.",12
"Bonnemaisoniaceae","Asparagopsis taxiformis","(Delile) Trevis.",49
"Bonnemaisoniaceae","Falkenbergia hillebrandii","(Bornet) Falkenb.",10
"Boodleaceae","Cladophoropsis membranacea","(Bang ex C.Agardh) Børgesen",14
"Boraginaceae","Myosotis scorpioides","L.",18
"Boraginaceae","varronia discolor (Cham. & Schltdl.) Borhidi","(Cham. & Schltdl.) Borhidi",26
"Botryococcaceae","Botryococcus","Kützing, 1849",13
"Brachytheciaceae","Brachythecium ruderale","(Brid.) W.R.Buck",16
"Brachytheciaceae","Helicodontium","Schwägr.",10
"Brachytheciaceae","Helicodontium capillare (Hedw.) A.Jaeger","(Hedw.) A. Jaeger",32
"Brachytheciaceae","Helicodontium capillare (Hedw.) A.Jaeger","(Hedw.) A.Jaeger",24
"Brachytheciaceae","Meteoridium remotifolium","(Müll.Hal.) Manuel",87
"Brachytheciaceae","Rhynchostegium conchophyllum (Taylor) A.Jaeger","A.Jaeger",20
"Brachytheciaceae","Rhynchostegium conchophyllum A.Jaeger","A.Jaeger",20
"Brachytheciaceae","Squamidium","(Müll.Hal.) Broth.",26
"Brachytheciaceae","Squamidium brasiliense","(Hornsch.) Broth.",31
"Brachytheciaceae","Squamidium leucotrichum (Taylor) Broth.","(Taylor) Broth.",10
"Brachytheciaceae","Zelometeorium","Manuel",48
"Brachytheciaceae","Zelometeorium patulum","(Hedw.) Manuel",84
"Brachytheciaceae","Zelometeorium recurvifolium","(Hornsch.) Manuel",34
"Brassicaceae","Iberis","Dill. ex L.",10
"Brassicaceae","Iberis amara","L.",26
"Bromeliaceae","Aechmea sp.","sp.",14
"Bromeliaceae","Vriesea ×retroflexa É.Morren","E.Morren",10
"Bromeliaceae","vriesea taritubensis subsp. patens B.Neves & A.F.Costa","B.Neves & A.F.Costa",19
"Bruchiaceae","Trematodon","Michx.",37
"Bruchiaceae","Trematodon longicollis Michx.","Michx.",18
"Bruchiaceae","Trematodon reflexus Müll.Hal.","Müll. Hal.",11
"Bryaceae","Brachymenium","Schwägr.",11
"Bryaceae","Bryum","Hedw.",91
"Bryaceae","Bryum apiculatum","Schwägr.",18
"Bryaceae","Bryum argenteum","Hedw.",70
"Bryaceae","Bryum capillare Hedw.","Hedw.",21
"Bryaceae","Bryum coronatum Schwägr.","Schwägr.",10
"Bryaceae","Bryum densifolium","Brid.",57
"Bryaceae","Bryum limbatum","Müll.Hal.",22
"Bryaceae","Rhodobryum","(Schimp.) Limpr.",23
"Bryaceae","Rhodobryum beyrichianum (Hornsch.) Müll.Hal.","(Hornsch.) Müll. Hal.",10
"Bryopsidaceae","Bryopsis pennata","J.V.Lamour.",65
"Bryopsidaceae","Bryopsis plumosa","(Huds.) C.Agardh",15
"Burseraceae","protium heptaphyllum (Swart) Daly","(Swart) Daly",13
"Buxaceae","Buxus sempervirens L.","L.",17
"Callithamniaceae","Aglaothamnion felipponei","(M.Howe) N.Aponte et al.",14
"Callithamniaceae","Aglaothamnion uruguayense","(W.R.Taylor) N.Aponte et al.",21
"Callithamniaceae","Callithamnion felliponei M.Howe","Howe",11
"Calomniaceae","Pyrrhobryum","Mitt.",13
"Calomniaceae","Pyrrhobryum spiniforme","(Hedw.) Mitt.",124
"Calomniaceae","Rhizogonium spiniforme","(Hedw.) Bruch",66
"Calymperaceae","Calymperes","Sw. ex F.Weber",11
"Calymperaceae","Calymperes afzelii","Sw.",11
"Calymperaceae","Leucophanes molleri","Müll.Hal.",13
"Calymperaceae","Octoblepharum albidum","Hedw.",14
"Calymperaceae","Syrrhopodon","Schwägr.",45
"Calymperaceae","Syrrhopodon elongatus","Glaziovii",24
"Calymperaceae","Syrrhopodon elongatus Sull.","Sull.",17
"Calymperaceae","Syrrhopodon elongatus var. glaziovii (Hampe) W.D.Reese","(Hampe) Reese",12
"Calymperaceae","Syrrhopodon elongatus var. glaziovii (Hampe) W.D.Reese","(Hampe) W.D. Reese",16
"Calymperaceae","Syrrhopodon gaudichaudii","Mont.",54
"Calymperaceae","Syrrhopodon glaziovii Hampe","Hampe",10
"Calymperaceae","Syrrhopodon incompletus","Schwägr.",47
"Calymperaceae","Syrrhopodon incompletus var. berteroanus","(Brid.) W.D.Reese",15
"Calymperaceae","Syrrhopodon parasiticus (Sw. ex Brid.) Paris","(Sw. ex Brid.) Paris",13
"Calymperaceae","Syrrhopodon prolifer","Schwägr.",74
"Calymperaceae","Syrrhopodon prolifer var. acanthoneuros","(Müll.Hal.) Müll.Hal.",17
"Calymperaceae","Syrrhopodon prolifer var. tenuifolius","(Sull.) W.D.Reese",12
"Calymperaceae","Syrrhopodon tortilis Hampe","Hampe",12
"Calypogeiaceae","Calypogeia","Raddi",20
"Calypogeiaceae","Calypogeia laxa Gottsche & Lindenb.","Gottsche & Lindenb.",11
"Calypogeiaceae","Calypogeia peruviana Nees & Mont.","Nees & Mont.",10
"Caryophyllaceae","Gypsophila elegans","M.Bieb.",13
"Caulacanthaceae","Catenella caespitosa","(With.) L.M.Irvine",16
"Caulerpaceae","Caulerpa fastigiata","Mont.",89
"Caulerpaceae","Caulerpa racemosa","(Forssk.) J.Agardh",74
"Caulerpaceae","Caulerpa sertularioides (S.G.Gmel.) M.Howe","(S.G.Gmelin) M.Howe",22
"Cephaloziaceae","Cephalozia","(Dumort.) Dumort.",11
"Cephaloziaceae","Odontoschisma","(Dumort.) Dumort.",25
"Cephaloziellaceae","Chonecolea","Grolle",11
"Cephaloziellaceae","Chonecolea doellingeri","(Nees) Grolle",132
"Cephaloziellaceae","Cylindrocolea rhizantha (Mont.) R.M.Schust.","(Mont.) R.M. Schuster",13
"Cephaloziellaceae","Kymatocalyx dominicensis","(Spruce) Váňa",20
"Cephaloziellaceae","Kymatocalyx dominicensis (Spruce) Vána","(Spruce) Vána",13
"Ceramiaceae","Centroceras","F.T.Kützing, 1841",13
"Ceramiaceae","Centroceras clavulatum","(C.Agardh) Mont.",102
"Ceramiaceae","Ceramium","Roth, 1797",10
"Chaetophoraceae","Chaetophora elegans (Roth) C.Agardh","(Roth) C. Ag.",10
"Champiaceae","Champia compressa","Harv.",11
"Champiaceae","Champia parvula","(C.Agardh) Harv.",11
"Characeae","Chara","Linnaeus, 1753",18
"Characeae","Chara guairensis R.Bicudo","R. Bicudo",19
"Characeae","Chara martiana Wallman","J.Wallman",20
"Characeae","Nitella","C.Agardh, 1824",98
"Characeae","Nitella acuminata","A.Braun ex Wallman",19
"Characeae","Nitella acuminata A.Braun","A.Braun",12
"Characeae","Nitella cernua A.Braun","A.Braun",47
"Characeae","Nitella furcata","Mucronata",96
"Characeae","Nitella furcata (Roxb. ex Bruzelius)","(C.Roxburgh ex A.Bruzelius) C.Agardh",12
"Characeae","Nitella furcata subsp. mucronata (A.Braun) R.D.Wood","(A. Braun) R.D.Wood",98
"Characeae","Nitella microcarpa","A.Braun",11
"Characeae","Nitella mucronata (A.Braun) Miq.","(A.Braun) Miquel",42
"Characeae","Nitella rosa-mariae","Picelli-Vicentim",10
"Characeae","Nitella subglomerata","A.Braun",99
"Chlorococcaceae","Chlorococcum pinguideum Arce & H.C.Bold, 1958","Arce & Bold",19
"Chonecoleaceae","Chonecolea doellingeri","(Nees) Grolle",18
"Cladophoraceae","Chaetomorpha aerea","(Dillwyn) Kütz.",19
"Cladophoraceae","Chaetomorpha antennina","(Bory) Kütz.",78
"Cladophoraceae","Cladophora","Kützing, 1843",34
"Cladophoraceae","Cladophora coelothrix Kütz.","Kützing",18
"Cladophoraceae","Cladophora corallicola","Børgesen",11
"Cladophoraceae","Cladophora fascicularis","(Mertens ex C.Agardh) Kütz.",18
"Cladophoraceae","Cladophora prolifera (Roth) Kütz.","(Roth) Kützing",42
"Cladophoraceae","Cladophora rupestris (L.) Kütz.","(Linnaeus) Kützing",12
"Cladophoraceae","Cladophora vagabunda (L.) C.Hoek","(Linnaeus) C.Hoek",35
"Cladophoraceae","Rhizoclonium africanum","Kütz.",20
"Cladophoraceae","Rhizoclonium riparium","(Roth) Harvey",38
"Cladophoraceae","Rhizoclonium tortuosum","(Dillwyn) Kützing",11
"Codiaceae","Codium","Stackhouse, 1797",11
"Codiaceae","Codium decorticatum","(Woodw.) M.A.Howe",16
"Codiaceae","Codium intertextum","Collins & Herv.",29
"Codiaceae","Codium taylorii","P.C.Silva",41
"Compsopogonaceae","Compsopogon caeruleus (C.Agardh) Mont.","(Balbis ex C.Agardh) Montagne",20
"Compsopogonaceae","Compsopogon caeruleus (C.Agardh) Mont.","(C.Agardh) Mont.",58
"Corallinaceae","Arthrocardia gardneri Manza","Manza",16
"Corallinaceae","Arthrocardia stephensonii Manza","Manza",17
"Corallinaceae","Corallina officinalis L.","L.",36
"Corallinaceae","Corallina officinalis L.","Linnaeus",25
"Corallinaceae","Jania","J.V.F.Lamouroux, 1812",10
"Corallinaceae","Jania adhaerens J.V.Lamour.","J.V.Lamouroux",24
"Corallinaceae","Jania adhaerens J.V.Lamour.","Lamourox",21
"Corallinaceae","Jania crassa J.V.Lamour.","J.V.Lamouroux",26
"Corallinaceae","Jania prolifera","A.B.Joly",10
"Corallinaceae","Jania rubens","(L.) J.V.Lamour.",29
"Corallinaceae","Jania ungulata (Yendo) Yendo","(Yendo) Yendo",11
"Cordiaceae","Varronia discolor","(Cham.) Borhidi",34
"Cryphaeaceae","Acrocryphaea","Bosch & Sande Lac.",34
"Cryphaeaceae","Schoenobryum concavifolium","(Griff.) Gangulee",19
"Cyatheaceae","cyanthea delgadii Stemb.","Stemb.",39
"Cyatheaceae","Nephelea setosa (Kaulf.) R.M.Tryon","(Kaulf.) R.M.Tryon",10
"Cystocloniaceae","Hypnea","J.V.F.Lamouroux, 1813",35
"Cystocloniaceae","Hypnea brasiliensis","P.B.Jesus, Nauer & J.M.C.Nunes",14
"Cystocloniaceae","Hypnea cervicornis","J.Agardh",39
"Cystocloniaceae","Hypnea musciformis","(Wulfen) J.V.Lamouroux",35
"Cystocloniaceae","Hypnea musciformis","(Wulfen) Lamouroux",14
"Cystocloniaceae","Hypnea pseudomusciformis","Nauer, Cassano & M.C.Oliveira",12
"Cystocloniaceae","Hypnea spinella","(C.Agardh) Kütz.",41
"Daltoniaceae","Pilotrichella (Müller Hal.) P.G.Lorentz, 1864","(Müll. Hal.) Lorentz",45
"Dasyaceae","Dasya brasiliensis","E.C.Oliveira & Y.Y.Braga",11
"Dasyaceae","Dasya corymbifera","J.Agardh",34
"Delesseriaceae","Caloglossa","(Harvey, 1853) G.Martens, 1869",11
"Delesseriaceae","Caloglossa leprieurii","(Mont.) G.Martens",43
"Delesseriaceae","Cryptopleura ramosa (Hudson) L.Newton","(Hudson) L.Newton",12
"Dendrocerotaceae","Dendroceros","Nees",12
"Dendrocerotaceae","Dendroceros breutelii","Nees",34
"Dendrocerotaceae","Dendroceros crispus (Sw.) Nees","(Sw.) Nees",48
"Dendrocerotaceae","Nothoceros","(R.M.Schust.) J.Haseg.",11
"Dendrocerotaceae","Nothoceros minarum","(Nees) J.C.Villarreal",13
"Dendrocerotaceae","Nothoceros vincentianus (Lehm. & Lindenb.) J.C.Villarreal","(Lehm. & Lindenb.) J.C. Villarreal",23
"Desmidiaceae","Micrasterias arcuata","Expansa",36
"Desmidiaceae","Micrasterias arcuata","Perforata",31
"Desmidiaceae","Micrasterias arcuata","Subpinnatifida",43
"Desmidiaceae","Staurastrum","Meyen, 1829",32
"Dicranaceae","Campylopus cryptopodioides Broth.","Broth.",13
"Dicranaceae","Holomitrium","Brid.",34
"Dicranaceae","Holomitrium arboreum Mitt.","Mitt.",28
"Dicranaceae","Holomitrium crispulum Mart.","Mart.",93
"Dicranaceae","Holomitrium nitidum Herzog","Herzog",27
"Dicranaceae","Holomitrium olfersianum Hornsch.","Hornsch.",35
"Dicranaceae","Leucoloma serrulatum Brid.","Brid.",85
"Dicranaceae","Leucoloma triforme","(Mitt.) A.Jaeger",15
"Dicranellaceae","Dicranella","(Müll.Hal.) Schimp.",46
"Dicranellaceae","Dicranella hilariana (Mont.) Mitt.","(Mont.) Mitt.",26
"Dicranellaceae","Microdus","Schimp. ex Besch.",10
"Diphysciaceae","Diphyscium longifolium Griff.","Griff.",12
"Dryopteridaceae","Dryopteris effusa","(Sw.) Urb.",11
"Dryopteridaceae","Lomagramma guianensis (Aubl.) Ching","(Aubl.) Ching",16
"Dumortieraceae","Dumortiera","Nees",14
"Dumortieraceae","Dumortiera hirsuta","(Sw.) Nees",110
"Entodontaceae","Entodon","Müll.Hal.",23
"Entodontaceae","Entodon beyrichii","(Schwägr.) Müll.Hal.",22
"Entodontaceae","Entodon jamesonii","(Taylor) Mitt.",15
"Entodontaceae","Erythrodontium","Hampe",31
"Entodontaceae","Erythrodontium longisetum (Hook.) Paris","(Hook.) Paris",15
"Entodontaceae","Erythrodontium squarrosum (Hampe) Paris","(Hampe) Paris",46
"Eriocaulaceae","Syngonanthus giuliettiae L.R.Parra","L.R.Parra",11
"Eriocaulaceae","Syngonanthus nitens (Bong.) Ruhland","(Bong.) Ruhland",32
"Erpodiaceae","Aulacopilum glaucum Wilson","Wilson",16
"Erpodiaceae","Erpodium","(Brid.) Brid.",65
"Erpodiaceae","Erpodium coronatum (Hook. & Wilson) Mitt.","(Hook. & Wilson) Mitt.",94
"Erpodiaceae","Erpodium glaziovii","Hampe",200
"Erpodiaceae","Erpodium pringlei","E.Britton",12
"Euphorbiaceae","aleurites mollucanus (L.) Willd.","(L.) Willd.",10
"Euphorbiaceae","Aleurites montanus (Lour.) E.H.Wilson","(Lour.) E.H.Wilson",10
"Euphorbiaceae","Euphorbia umbellata (Pax) Bruyns","(Pax) Bruyns",19
"Euphorbiaceae","Gymnanthes edwalliana (Pax & K.Hoffm.) Esser & L.S.Oliveira","(Pax & K.Hoffm.) Esser & L.S.Oliveira",14
"Euphorbiaceae","Leucocroton","Griseb.",15
"Euphorbiaceae","Pera obovata Baill.","Baill.",27
"Fabaceae","Aeschynomene sensitiva","Hispidula",10
"Fabaceae","Anadenanthera colubrina subsp. cebil (Griseb.) Altschul","(Griseb.) Altschul",17
"Fabaceae","Anadenanthera peregrina subsp. falcata (Benth.) Altschul","(Benth.) Altschul",15
"Fabaceae","Bauhinia longifolia D.Dietr.","D.Dietr.",33
"Fabaceae","Calliandra foliosa Benth.","Benth.",16
"Fabaceae","Ceratonia siliqua","L.",19
"Fabaceae","Chamaecrista desvauxii subsp. mollissima (Benth.) H.S.Irwin & Barneby","(Benth.) H.S.Irwin & Barneby",11
"Fabaceae","Chamaecrista fasciculata","(Michx.) Greene",12
"Fabaceae","Chamaecrista ramosa subsp. parvifoliola (H.S.Irwin) H.S.Irwin & Barneby","(H.S.Irwin) H.S.Irwin & Barneby",10
"Fabaceae","Cojoba sophorocarpa","(Benth.) Britton & Rose",14
"Fabaceae","Enterolobium tamboril Mart.","Mart.",10
"Fabaceae","Eriosema crinitum subsp. macrophyllum Grear","Grear",14
"Fabaceae","Eriosema crinitum var. pulchellum Benth.","Benth.",20
"Fabaceae","Macrosamanea pedicellaris","(DC.) Kleinhoonte",14
"Fabaceae","Melanoxylon brauna","Schott",21
"Fabaceae","Millettia dura","Dunn",10
"Fabaceae","Mimosa dolens subsp. acerba","(Benth.) Barneby",85
"Fabaceae","Mimosa dolens subsp. rigida","(Benth.) Barneby",57
"Fabaceae","Mimosa insidiosa Mart.","Mart.",25
"Fabaceae","Platymiscium floribundum subsp. latifolium (Benth.) Benth.","(Benth.) Benth.",13
"Fabaceae","Saraca indica L.","L.",15
"Fabaceae","Schotia brachypetala","Sond.",30
"Fabaceae","Senegalia angico","(Mart.) Seigler & Ebinger",11
"Fabaceae","senna lindleyana subsp. lindleyana (Gardner) H.S. Irwin & Barneby","(Gardner) H.S. Irwin & Barneby",39
"Fabaceae","senna lindleyana subsp. lindleyana (Gardner) H.S.Irwin & Barneby","(Gardner) H.S.Irwin & Barneby",11
"Fabaceae","Senna pendula subsp. glabrata (Vogel) H.S.Irwin & Barneby","(Vogel) H.S.Irwin & Barneby",12
"Fabaceae","Senna tora (L.) Roxb.","(L.) Roxb.",13
"Fabroniaceae","Dimerodontium","Mitt.",24
"Fabroniaceae","Dimerodontium mendozense Mitt.","Mitt.",14
"Fabroniaceae","Fabronia","Raddi",171
"Fabroniaceae","Fabronia ciliaris","Polycarpa",21
"Fabroniaceae","Fabronia ciliaris (Brid.) Brid.","(Brid.) Brid.",67
"Fabroniaceae","Fabronia ciliaris var. polycarpa","(Hook.) W.R.Buck",27
"Fabroniaceae","Fabronia polycarpa Hook.","Hook. f.",28
"Fissidentaceae","Fissidens","Hedw.",36
"Fissidentaceae","Fissidens angustelimbatus Mitt.","Mitt.",10
"Fissidentaceae","Fissidens angustifolius Sull.","Sull.",11
"Fissidentaceae","Fissidens asplenioides Hedw.","Hedw.",80
"Fissidentaceae","Fissidens crispus Mont.","Mont.",15
"Fissidentaceae","Fissidens curvatus Hornsch.","Hornsch.",11
"Fissidentaceae","Fissidens diplodus Mitt.","Mitt.",10
"Fissidentaceae","Fissidens elegans Brid.","Brid.",27
"Fissidentaceae","Fissidens flaccidus Mitt.","Mitt.",50
"Fissidentaceae","Fissidens hornschuchii Mont.","Mont.",12
"Fissidentaceae","Fissidens inaequalis Mitt.","Mitt.",13
"Fissidentaceae","Fissidens mollis Mitt.","Mitt.",10
"Fissidentaceae","Fissidens oediloma","Müll.Hal. ex Broth.",17
"Fissidentaceae","Fissidens pallidinervis Mitt.","Mitt.",12
"Fissidentaceae","Fissidens pellucidus Hornsch.","Hornsch.",10
"Fissidentaceae","Fissidens pseudostipitatus Müll.Hal.","Müll. Hal.",12
"Fissidentaceae","Fissidens radicans Mont.","Mont.",13
"Fissidentaceae","Fissidens rigidulus Hook.f. & Wilson","Hook. f. & Wilson",11
"Fissidentaceae","Fissidens scariosus Mitt.","Mitt.",67
"Fissidentaceae","Fissidens submarginatus Bruch","Bruch",23
"Fissidentaceae","Fissidens termitarum (Herzog) Pursell","(Herzog) Pursell",24
"Fissidentaceae","Fissidens weirii var. weirii","Mitt.",16
"Fissidentaceae","Fissidens zollingeri Mont.","Mont.",48
"Fossombroniaceae","Fossombronia","Raddi",39
"Fossombroniaceae","Fossombronia porphyrorhiza (Nees) Prosk.","(Nees) Prosk.",22
"frullaniaceae","Frullania ericoides","(Nees) Mont.",26
"Frullaniaceae","Frullania","Raddi",547
"Frullaniaceae","Frullania arecae (Spreng.) Gottsche","Spruce",12
"Frullaniaceae","Frullania atrata","(Sw.) Nees",17
"Frullaniaceae","Frullania brasiliensis","Raddi",144
"Frullaniaceae","Frullania caulisequa","(Nees) Nees",123
"Frullaniaceae","Frullania dusenii Steph.","Steph.",12
"Frullaniaceae","Frullania ericoides","(Nees) Mont.",200
"Frullaniaceae","Frullania gibbosa","Nees",20
"Frullaniaceae","Frullania glomerata (Lehm. & Lindenb.) Mont.","(Lehm. & Lindenb.) Mont.",26
"Frullaniaceae","Frullania kunzei (Lehm. & Lindenb.) Lehm. & Lindenb.","Lehm. & Lindenb.",10
"Frullaniaceae","Frullania neesii","Lindenb.",103
"Frullaniaceae","Frullania riojaneirensis (Raddi) Ångstr.","(Raddi) Ångstr.",15
"Frullaniaceae","Frullania riojaneirensis (Raddi) Spruce","(Raddi) Spruce",12
"Frullaniaceae","Frullania vitalii","Yuzawa & S.Hatt.",37
"Funariaceae","Entosthodon bonplandii","(Hook.) Mitt.",10
"Funariaceae","Funaria","Hedw.",19
"Funariaceae","Funaria calvescens Schwägr.","Schwägr.",31
"Funariaceae","Funaria hygrometrica Hedw.","Hedw.",12
"Funariaceae","Physcomitrium","(Brid.) Brid.",13
