"","UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"162","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Rubiaceae","Cordiera","sessilis","(Vell.) Kuntze","RUBIACEAE Cordiera sessilis (Vell.) Kuntze","SPSF00043029","SPLINK","SPSF","Guerin, N.","234","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"169","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Ctenium","polystachyum","Balansa","POACEAE Ctenium polystachyum Balansa","184984","SPLINK","ICN","Durigan, G.",,"Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"201","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Acanthaceae","Dyschoriste","serpyllum","(Nees) Kuntze","ACANTHACEAE Dyschoriste serpyllum (Nees) Kuntze","SPSF00056964","SPLINK","SPSF","Pilon, N.A.L.","738B","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"237","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Eugenia","anomala","D.Legrand","MYRTACEAE Eugenia anomala D.Legrand","SPSF00043073","SPLINK","SPSF","Guerin, N.","278","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"240","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Eugenia","bimarginata","DC.","MYRTACEAE Eugenia bimarginata DC.","SPSF00050077","SPLINK","SPSF","Souza, F.M.","1265","Native","Ouro","Estação Ecológica de Santa Bárbara","Não"
"243","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Eugenia","hiemalis","Cambess.","MYRTACEAE Eugenia hiemalis Cambess.","SPSF00042957","SPLINK","SPSF","Guerin, N.","166","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"245","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Eugenia","livida","O.Berg","MYRTACEAE Eugenia livida O.Berg","SPSF00043005","SPLINK","SPSF","Guerin, N.","215","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"290","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Lamiaceae","Hyptis","caespitosa","A.St.-Hil. ex Benth.","LAMIACEAE Hyptis caespitosa A.St.-Hil. ex Benth.","RB01384802",,"RB","Antar, G.M.","1182","Native","Ouro","Estação Ecológica de Santa Bárbara. Bairro Fazenda Santana","Sim"
"323","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Leptostelma","maximum","D.Don","ASTERACEAE Leptostelma maximum D.Don","RB01225373",,"RB","Assis, G.B.","299","Native","Ouro","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"324","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Lessingianthus","bardanoides","(Less.) H.Rob.","ASTERACEAE Lessingianthus bardanoides (Less.) H.Rob.","HUFU00073189","REFLORA",,,"133","Native","Ouro","Estação Ecológica de Santa Bárbara. . Campo cerrado.","Não"
"363","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Melastomataceae","Miconia","pusilliflora","(DC.) Naudin","MELASTOMATACEAE Miconia pusilliflora (DC.) Naudin","SPSF00043035","SPLINK","SPSF","Guerin, N.","240","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"368","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Mikania","officinalis","Mart.","ASTERACEAE Mikania officinalis Mart.","SPSF00056425","SPLINK","SPSF","Durigan, G.","3897","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"371","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Fabaceae","Mimosa","dolens","Vell.","FABACEAE Mimosa dolens Vell.","ICN00035083","REFLORA",,,"167","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"381","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Monimiaceae","Mollinedia","widgrenii","A.DC.","MONIMIACEAE Mollinedia widgrenii A.DC.","SPSF00042986","SPLINK","SPSF","Guerin, N.","195","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"383","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Moquiniastrum","barrosoae","(Cabrera) G. Sancho","ASTERACEAE Moquiniastrum barrosoae (Cabrera) G. Sancho","SPSF00042962","SPLINK","SPSF","Guerin, N.","171","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"385","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Moquiniastrum","pulchrum","(Cabrera) G.Sancho","ASTERACEAE Moquiniastrum pulchrum (Cabrera) G.Sancho","SPSF00042984","SPLINK","SPSF","Guerin, N.","193","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"386","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Myrcia","guianensis","(Aubl.) DC.","MYRTACEAE Myrcia guianensis (Aubl.) DC.","SPSF00042985","SPLINK","SPSF","Guerin, N.","194","Native","Ouro","Estação Ecológica de Santa Bárbara","Não"
"388","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Myrcia","selloi","(Spreng.) N.Silveira","MYRTACEAE Myrcia selloi (Spreng.) N.Silveira","SPSF00042971","SPLINK","SPSF","Guerin, N.","180","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"389","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Myrcia","splendens","(Sw.) DC.","MYRTACEAE Myrcia splendens (Sw.) DC.","SPSF00042999","SPLINK","SPSF","Guerin, N.","209","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"390","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Myrcia","subcordata","DC.","MYRTACEAE Myrcia subcordata DC.","SPSF00042991","SPLINK","SPSF","Guerin, N.","200","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"404","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Lauraceae","Ocotea","pulchella","(Nees & Mart.) Mez","LAURACEAE Ocotea pulchella (Nees & Mart.) Mez","SPSF00050285","SPLINK","SPSF","Souza, F.M.","1219","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"420","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Panicum","olyroides","Henrard","POACEAE Panicum olyroides var. hirsutum Henrard","CEN00013740","REFLORA",,,"664","Native","Ouro","Estação Ecológica de Santa Bárbara.","Não"
"494","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Orchidaceae","Rodriguezia","decora","(Lem.) Rchb.f.","ORCHIDACEAE Rodriguezia decora (Lem.) Rchb.f.","UEC027172","SPLINK","UEC","Meira Neto, J.A.A.","394","Native","Ouro","Estação Ecológica de Santa Bárbara, Cerrado.","Sim"
"498","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Acanthaceae","Ruellia","bulbifera","Lindau","ACANTHACEAE Ruellia bulbifera Lindau","SPSF00056582","SPLINK","SPSF","Durigan, G.","4155","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"543","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Iridaceae","Sisyrinchium","micranthum","Cav.","IRIDACEAE Sisyrinchium micranthum Cav.","RB01371816",,"RB","Antar, G.M.","1177","Native","Ouro","Estação Ecológica de Santa Bárbara. Bairro Fazenda Santana","Sim"
"608","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Vernonanthura","lucida","(Less.) H.Rob.","ASTERACEAE Vernonanthura lucida (Less.) H.Rob.","RB01222988",,"RB","Assis, G.B.","62","Native","Ouro","campo cerrado. Estação Ecológica de Santa Bárbara","Não"
"613","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myristicaceae","Virola","gardneri","(A.DC.) Warb.","MYRISTICACEAE Virola gardneri (A.DC.) Warb.","55473","SPLINK","UEC","Meira Neto, J.A.A.","766","Native","Ouro","Estação Ecológica de Santa Bárbara","Não"
"617","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Malvaceae","Waltheria","communis","A.St.-Hil.","MALVACEAE Waltheria communis A.St.-Hil.","SPSF00018195","SPLINK","SPSF","Tamashiro, J.Y.","664","Native","Ouro","Estação Ecológica de Santa Bárbara","Sim"
"624","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Xyridaceae","Xyris","metallica","Klotzsch ex Seub.","XYRIDACEAE Xyris metallica Klotzsch ex Seub.","FLOR00076866","REFLORA",,,"6108","Native","Ouro","Estação Ecológica de Santa Bárbara, entorno.","Sim"
"1","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Xyridaceae","Abolboda","pulchella","Humb.","XYRIDACEAE Abolboda pulchella Humb.","RB01223056",,"RB","Assis, G.B.","201","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Não"
"2","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Acanthospermum","australe","(Loefl.) Kuntze","ASTERACEAE Acanthospermum australe (Loefl.) Kuntze","RB01223047",,"RB","Assis, G.B.","192","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"3","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Acilepidopsis","echitifolia","(Mart. ex DC.) H.Rob.","ASTERACEAE Acilepidopsis echitifolia (Mart. ex DC.) H.Rob.","UEC177004","SPLINK","UEC","Dalbeto, A.C.","139","Native","Prata","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido.","Não"
"4","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Melastomataceae","Acisanthera","alsinaefolia","(Mart. & Schrank ex DC.) Triana","MELASTOMATACEAE Acisanthera alsinaefolia (Mart. & Schrank ex DC.) Triana","SPSF00056751","SPLINK","SPSF","Pilon, N.A.L.","95","Native","Prata","Estação Ecológica de Santa Bárbara","Não"
"5","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Ferns and Lycophytes","Pteridaceae","Adiantum","serratodentatum","Willd.","PTERIDACEAE Adiantum serratodentatum Willd.","SPSF00056565","SPLINK","SPSF","Durigan, G.","4134","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"7","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Ericaceae","Agarista","chlorantha","(Cham.) G.Don","ERICACEAE Agarista chlorantha (Cham.) G.Don","UEC177011","SPLINK","UEC","Dalbeto, A.C.","144","Native","Prata","Coletada na em campo úmido Fazenda Tabaroa, vizinha da Estação Ecológica de Santa Bárbara.","Sim"
"8","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Agenium","leptocladum","(Hack.) Clayton","POACEAE Agenium leptocladum (Hack.) Clayton","UEC176998","SPLINK","UEC","Dalbeto, A.C.","164","Native","Prata","Coletada na em campo úmido Fazenda Tabaroa, vizinha da Estação Ecológica de Santa Bárbara.","Sim"
"9","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Ageratum","conyzoides","L.","ASTERACEAE Ageratum conyzoides L.","UEC177025","SPLINK","UEC","Dalbeto, A.C.","102","Native","Prata","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido, Área do Quadrado","Sim"
"10","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Sapindaceae","Allophylus","edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","SAPINDACEAE Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.","SPSF00043049","SPLINK","SPSF","Guerin, N.","254","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"11","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(L.) Kuntze","AMARANTHACEAE Alternanthera brasiliana (L.) Kuntze","RB01223074",,"RB","Assis, G.B.","219","Native","Prata","borda de cerradão. Estação Ecológica de Santa Bárbara","Sim"
"13","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Anacardiaceae","Anacardium","humile","A.St.-Hil.","ANACARDIACEAE Anacardium humile A.St.-Hil.","RB01222990",,"RB","Assis, G.B.","66","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"14","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Fabaceae","Andira","humilis","Mart. ex Benth.","FABACEAE Andira humilis Mart. ex Benth.","RB01222989",,"RB","Assis, G.B.","63","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"15","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Andropogon","bicornis","L.","POACEAE Andropogon bicornis L.","SPSF00056901","SPLINK","SPSF","Abreu, R.C.R.","141","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"17","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Andropogon","hypogynus","Hack.","POACEAE Andropogon hypogynus Hack.","RB01225395",,"RB","Pilon, N.A.L.","110","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"18","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Andropogon","leucostachyus","Kunth","POACEAE Andropogon leucostachyus Kunth","RB01223060",,"RB","Assis, G.B.","205","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"20","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Andropogon","virgatus","Desv.","POACEAE Andropogon virgatus Desv.","RB01223035",,"RB","Assis, G.B.","180","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"21","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Ferns and Lycophytes","Anemiaceae","Anemia","raddiana","Link","ANEMIACEAE Anemia raddiana Link","SPSF00056566","SPLINK","SPSF","Durigan, G.","4135","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"24","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Annonaceae","Annona","coriacea","Mart.","ANNONACEAE Annona coriacea Mart.","SPSF00043034","SPLINK","SPSF","Guerin, N.","239","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"26","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Annonaceae","Annona","dioica","A.St.-Hil.","ANNONACEAE Annona dioica A.St.-Hil.","SPSF00043064","SPLINK","SPSF","Guerin, N.","269","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"27","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Annonaceae","Annona","nutans","(R.E.Fr.) R.E.Fr.","ANNONACEAE Annona nutans (R.E.Fr.) R.E.Fr.","SPSF00057797","SPLINK","SPSF","Pilon, N.","867","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"28","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Anthaenantia","lanata","(Kunth) Benth.","POACEAE Anthaenantia lanata (Kunth) Benth.","RB01225397",,"RB","Assis, G.B.","302","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"29","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Aristida","jubata","(Arechav.) Herter","POACEAE Aristida jubata (Arechav.) Herter","RB01223008",,"RB","Assis, G.B.","153","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"31","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Aristida","megapotamica","Henrard","POACEAE Aristida megapotamica var. brevipes Henrard","RB01223026",,"RB","Assis, G.B.","171","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Não"
"32","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Aristida","riparia","Trin.","POACEAE Aristida riparia Trin.","RB01223077",,"RB","Assis, G.B.","222","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"33","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Aristida","setifolia","Kunth","POACEAE Aristida setifolia Kunth","RB01225398",,"RB","Assis, G.B.","286","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"35","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Arthropogon","xerachne","Ekman","POACEAE Arthropogon xerachne Ekman","SPSF00059392","SPLINK","SPSF","Dalbeto, A.C.","300","Native","Prata","Estação Ecológica de Santa Bárbara","Não"
"36","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Apocynaceae","Asclepias","candida","Vell.","APOCYNACEAE Asclepias candida Vell.","RB01223126",,"RB","Assis, G.B.","272","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"37","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Polygalaceae","Asemeia","hebeclada","(DC.) J.F.B.Pastore & J.R.Abbott","POLYGALACEAE Asemeia hebeclada (DC.) J.F.B.Pastore & J.R.Abbott","SPSF00056570","SPLINK","SPSF","Durigan, G.","4141","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"39","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Aspilia","foliacea","(Spreng.) Baker","ASTERACEAE Aspilia foliacea (Spreng.) Baker","SPSF00056625","SPLINK","SPSF","Assis, G.B.","90","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"41","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Aspilia","reflexa","(Sch.Bip. ex Baker) Baker","ASTERACEAE Aspilia reflexa (Sch.Bip. ex Baker) Baker","RB01223072",,"RB","Assis, G.B.","217","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"46","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Axonopus","aureus","P. Beauv.","POACEAE Axonopus aureus P. Beauv.","RB01223064",,"RB","Assis, G.B.","209","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Não"
"47","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Axonopus","brasiliensis","(Spreng.) Kuhlm.","POACEAE Axonopus brasiliensis (Spreng.) Kuhlm.","SPSF00056888","SPLINK","SPSF","Abreu, R.C.R.","128","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"48","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Axonopus","fissifolius","(Raddi) Kuhlm.","POACEAE Axonopus fissifolius (Raddi) Kuhlm.","RB01225399",,"RB","Assis, G.B.","308","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"49","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Axonopus","marginatus","(Trin.) Chase","POACEAE Axonopus marginatus (Trin.) Chase","SPSF00056918","SPLINK","SPSF","Abreu, R.C.R.","158","Native","Prata","Estação Ecológica de Santa Bárbara","Não"
"50","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Axonopus","pellitus","(Nees ex Trin.) Hitchc. & Chase","POACEAE Axonopus pellitus (Nees ex Trin.) Hitchc. & Chase","RB01223059",,"RB","Assis, G.B.","204","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"51","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Axonopus","pressus","(Nees ex Steud.) Parodi","POACEAE Axonopus pressus (Nees ex Steud.) Parodi","SPSF00057645","SPLINK","SPSF","Durigan, G.","4281","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"52","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Poaceae","Axonopus","siccus","(Nees) Kuhlm.","POACEAE Axonopus siccus (Nees) Kuhlm.","RB01223036",,"RB","Assis, G.B.","181","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"53","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Ayapana","amygdalina","(Lam.) R.M.King & H.Rob.","ASTERACEAE Ayapana amygdalina (Lam.) R.M.King & H.Rob.","SPSF00057555","SPLINK","SPSF","Durigan, G.","4033","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"55","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Baccharis","crispa","Spreng.","ASTERACEAE Baccharis crispa Spreng.","RB01222992",,"RB","Assis, G.B.","83","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"57","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Baccharis","linearifolia","(Lam.) Pers.","ASTERACEAE Baccharis linearifolia (Lam.) Pers.","RB01222983",,"RB","Assis, G.B.","8","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"58","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Baccharis","sessiliflora","Vahl","ASTERACEAE Baccharis sessiliflora Vahl","RB01223044",,"RB","Assis, G.B.","189","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
"59","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Malpighiaceae","Banisteriopsis","campestris","(A.Juss.) Little","MALPIGHIACEAE Banisteriopsis campestris (A.Juss.) Little","SPSF00056612","SPLINK","SPSF","Assis, G.B.","35","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"60","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Malpighiaceae","Banisteriopsis","malifolia","(Nees & Mart.) B.Gates","MALPIGHIACEAE Banisteriopsis malifolia (Nees & Mart.) B.Gates","SPSF00056877","SPLINK","SPSF","Abreu, R.C.R.","117","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"62","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Barrosoa","betonicaeformis","(DC.) R.M.King & H.Rob.","ASTERACEAE Barrosoa betonicaeformis (DC.) R.M.King & H.Rob.","RB01222993",,"RB","Assis, G.B.","94","Native","Prata","campo úmido. Estação Ecológica de Santa Bárbara","Sim"
"66","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Asteraceae","Bidens","gardneri","Baker","ASTERACEAE Bidens gardneri Baker","SPSF00056714","SPLINK","SPSF","Pilon, N.A.L.","11","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"70","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Myrtaceae","Blepharocalyx","salicifolius","(Kunth) O.Berg","MYRTACEAE Blepharocalyx salicifolius (Kunth) O.Berg","SPSF00056523","SPLINK","SPSF","Durigan, G.","4089","Native","Prata","Estação Ecológica de Santa Bárbara","Sim"
"71","ESTAÇÃO ECOLÓGICA DE SANTA BÁRBARA","Angiosperms","Apocynaceae","Blepharodon","bicuspidatum","E.Fourn.","APOCYNACEAE Blepharodon bicuspidatum E.Fourn.","RB01223123",,"RB","Assis, G.B.","268","Native","Prata","campo cerrado. Estação Ecológica de Santa Bárbara","Sim"
