"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","continentocean","county","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","locality","coordinatePrecision","phylum","specificEpithet","class","order","fieldNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","relationshiptype","relatedcatalogitem","previouscatalognumber","individualcount","preparationtype","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,"SP","248143","Myrcia ovata Cambess.","Plantae","Myrtaceae","Myrcia","1990","10","18","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Kawasaki, ML",,,,,,"https://specieslink.net/col/1","Anunciação, EA; et al.",,,"2021-12-09 11:13:15","Cambess.","39",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha do Imperador",,"Tracheophyta","ovata","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape","1995-01-01","Myrcia ovata Cambess.",,"BR",,,"1990-10-18",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452853213",,,,"https://specieslink.net/guid/1/248143",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrcia ovata","Myrcia ovata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Myrcia ovata","Cambess.","name_w_authors","Myrtaceae","Myrcia ovata","Cambess.","species","name accepted","bfo-10736",,,"Myrcia ovata Cambess.","Myrcia","Myrtaceae","unknown","Myrcia ovata"
"gbif",,"SP","247685","Myrcia pubescens DC.","Plantae","Myrtaceae","Myrcia","1991","2","20","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Mamede, MCH",,,,,,"https://specieslink.net/col/1","Cordeiro, I; et al.",,,"2023-04-06 16:09:53","DC.","805",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o campo próximo ao alojamento do IBAMA",,"Tracheophyta","pubescens","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape","2010-10-01","Myrcia pubescens DC.",,"BR",,,"1991-02-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452852752",,,,"https://specieslink.net/guid/1/247685",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrcia pubescens","Myrcia pubescens","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Myrcia pubescens","DC.","name_w_authors","Myrtaceae","Myrcia pubescens","DC.","species","name accepted","bfo-10741",,,"Myrcia pubescens DC.","Myrcia","Myrtaceae","unknown","Myrcia pubescens"
"user",,"RB","RB00680145","Myrcia pubipetala Miq.","Plantae","Myrtaceae","Myrcia","2011","2","8","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","C.de Moura",,,,"24º21´14´´","47º0´20´´W",,"C.de Moura; J.N.C.Francisco & R.S.Ribeiro","-47.0055556","-24.3538889",,"Miq.","350",,"Estação Ecológica Juréia-Itatins. Margem da estrada do Guaraú.",,,"pubipetala",,,,,,,,,,,,,,"Peruíbe","2011-2-8",,,"BR",,,"2011-02-08",,,,,,,"sp.","Physical Object",,,,"RB",,"Moura, C.","350","2011","Moura, C.","2011","Francisco, J.N.C.; Ribeiro, R.S.","Moura",,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins, margem da estrada do guarau",,"locality","brazil_sao paulo_peruibe","brazil_sao paulo_peruibe",-24.27862337,-47.01267321,"county",,,,,"urn:catalog:JBRJ:RB:680145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/68/1/45/00680145.jpg",,,,,,,,,,,,,,,,,,,"2015-01-27 11:28:14+00","Angiospermas","brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"check_local.2municip.","Myrcia pubipetala","Miq.","name_w_authors","Myrtaceae","Myrcia pubipetala","Miq.","species","name accepted","bfo-10743",,,"Myrcia pubipetala Miq.","Myrcia","Myrtaceae","low","Myrcia pubipetala"
"gbif",,"SP","256473","Myrcia racemosa (O.Berg) Kiaersk.","Plantae","Myrtaceae","Myrcia","1992","5",,"Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Kawasaki, ML",,,,,,"https://specieslink.net/col/1","Sobral, M; Gianotti, A",,,"2021-12-09 11:13:15","(O.Berg) Kiaersk.","7368",,"Estação Ecológica Juréia-Itatins",,"Tracheophyta","racemosa","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Peruíbe",,"Myrcia racemosa (O.Berg) Kiaersk.",,"BR",,,"1992-05",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality","2452858177",,,,"https://specieslink.net/guid/1/256473",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrcia racemosa","Myrcia racemosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/SP022808",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ok_same_resolution","Myrcia racemosa","(O.Berg) Kiaersk.","name_w_authors","Myrtaceae","Myrcia racemosa","(O.Berg) Kiaersk.","species","name accepted","bfo-10745",,,"Myrcia racemosa (O.Berg) Kiaersk.","Myrcia","Myrtaceae","unknown","Myrcia racemosa"
"gbif",,"SP","309921","Myrcia reitzii (D.Legrand) Mazine","Plantae","Myrtaceae","Myrcia","1994","9","21","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Mamede, MCH",,,,,,"https://specieslink.net/col/1","Melo, MMRF; Oliveira, RJ",,,"2023-03-31 09:08:13","(D.Legrand) Mazine","1274",,"Estação Ecológica Juréia-Itatins, Margens do rio Verde, próximo ao alojamento",,"Tracheophyta","reitzii","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape","2023-03-01","Myrcia reitzii (D.Legrand) Mazine",,"BR",,,"1994-09-21",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2521097623",,,,"https://specieslink.net/guid/1/309921",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrcia reitzii","Myrcia reitzii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Myrcia reitzii","(D.Legrand) Mazine","name_w_authors","Myrtaceae","Myrcia reitzii","(D.Legrand) Mazine","species","name accepted","bfo-605442",,,"Myrcia reitzii (D.Legrand) Mazine","Myrcia","Myrtaceae","unknown","Myrcia reitzii"
"speciesLink","HUFABC003143","HUFABC","003143","Myrcia spectabilis","Plantae","Myrtaceae","Myrcia","2012","08","15","Brasil","São Paulo",,"Peruíbe","UFABC","PreservedSpecimen","Moura, C","2012","08","17","-24.345083","-47.003389","634","Lins, BGC; Moura, C","-47.003389","-24.345083","2024-09-30T15:47:06","DC.","403","<nO>Duplicata do Herbário SPSF, 45870. SPSF00045870; Árvore fina de 4,5m de altura. Frutos maduros amarelos.; Floresta Ombrófila densa. Submontana</nO>","Estação Ecológica Juréia-Itatins, Beira da Estrada do Guaraú",,,"spectabilis",,,,,,,,,,,,,"SPLINK","Peruíbe","2012-08-17",,,,,,,,,,,,,,,,,,"HUFABC",,"Lins, B.G.C.","403","2012","Moura, C.","2012","Moura, C.","Lins",,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins, beira da estrada do guarau",,"locality","brazil_sao paulo_peruibe","brazil_sao paulo_peruibe",-24.27862337,-47.01267321,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Myrcia spectabilis","DC.","possibly_ok","Myrtaceae","Myrcia spectabilis","DC.","species","name accepted","bfo-10758",,,"Myrcia spectabilis DC.","Myrcia","Myrtaceae","low","Myrcia spectabilis"
"speciesLink","SPSF00041010","SPSF","41010","Myrcia splendens","Plantae","Myrtaceae","Myrcia","2008","09","29","Brasil","SP","América do Sul","Peruíbe","IF","PreservedSpecimen","O.T.Aguiar","2016","06","20",,,"13","C.de Moura & E.R.Farias & A.Y.Barduche","-47.006667","-24.354444","2024-08-06T09:16:04","(Sw.) DC.","189","<nO>COLETA: Árvore de 12 m de altura; botões branco.; GEOGRAFIA: Atrás da Administração da UC.;</nO>","Estação Ecológica Juréia-Itatins",,"Magnoliophyta","splendens","Magnoliopsida","Myrtales",,,,,,,,,,,"SPLINK","Peruíbe","2016-06-20",,,,,,,,,,,,,,,,,,"SPSF",,"Moura, C.","189","2008","Aguiar, O.T.","2016","Farias, E.R.; Barduche, A.Y.","Moura",,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia splendens","(Sw.) DC.","possibly_ok","Myrtaceae","Myrcia splendens","(Sw.) DC.","species","name accepted","bfo-10759",,,"Myrcia splendens (Sw.) DC.","Myrcia","Myrtaceae","high","Myrcia splendens"
"gbif",,"ESA","118661","Myrcia squamata (Mattos & D.Legrand) Mattos","Plantae","Myrtaceae","Myrcia","1991","2","20","Brasil","São Paulo",,,"ESALQ","PRESERVED_SPECIMEN","Caliari, C.P.",,,,,,"https://specieslink.net/col/8","Cordeiro, I.",,,"2024-07-23 11:28:33","(Mattos & Legrand) Mattos","805",,"Estação Ecológica Juréia-Itatins",,"Tracheophyta","squamata","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Peruíbe","2013-01-07","Myrcia squamata (Mattos & D.Legrand) Mattos",,"BR",,,"1991-02-20",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality","4955303713",,,,"https://specieslink.net/guid/8/118661",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Myrcia squamata","Myrcia squamata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ok_same_resolution","Myrcia squamata","(Mattos & D.Legrand) Mattos","name_w_authors","Myrtaceae","Myrcia squamata","(Mattos & D.Legrand) Mattos","species","name accepted","bfo-109202",,,"Myrcia squamata (Mattos & D.Legrand) Mattos","Myrcia","Myrtaceae","unknown","Myrcia squamata"
"user",,"RB","RB00314448","Myrcia stictophylla (O.Berg) N.Silveira","Plantae","Myrtaceae","Myrcia","1991","12","14","Brasil","São Paulo",,,"JBRJ","Preserved Specimen",,,,,,,,"M.P. Costa; I. Cordeiro, E.A. Anuciação & Lucia Rossi",,,,"(O.Berg) N.Silveira","64",,"Estação Ecológica Jureia-Itatins. Trilha para o Pocinho.",,,"stictophylla",,,,,,,,,,,,,,"Iguape","2016-7",,,"BR",,,"1991-12-14",,,,,,,"sp.","Physical Object",,,,"RB",,"Costa, M.P.","64","1991","s.n.","2016","Cordeiro, I.; Anuciacao, E.A.; Rossi, L.","Costa",,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality",,,,,"urn:catalog:JBRJ:RB:314448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/31/44/48/00314448.jpg",,,,,,,,,,,,,,,,,,,"2016-07-29 13:29:43+00","Angiospermas","brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Myrcia stictophylla","(O.Berg) N.Silveira","name_w_authors","Myrtaceae","Myrcia stictophylla","(O.Berg) N.Silveira","species","name accepted","bfo-10762",,,"Myrcia stictophylla (O.Berg) N.Silveira","Myrcia","Myrtaceae","unknown","Myrcia stictophylla"
"speciesLink","HUFABC003160","HUFABC","003160","Myrcia strigipes","Plantae","Myrtaceae","Myrcia","2007","05","16","Brasil","São Paulo",,"Peruíbe","UFABC","PreservedSpecimen","Aguiar, OT","2019","06","07","-24.419167","-47.115278","634","Moraes, TT; Camargo, TCC; Moura, C","-47.115278","-24.419167","2024-09-30T15:47:06","Mart.","102","<nO>Duplicata do Herbário SPSF, 38186. SPSF00038186; Arbusto de 2 m de altura; flores branca perfumada; frutos castanho.; Mata Ciliar</nO>","Entorno da Estação Ecológica Juréia-Itatins, Rio Itinguinha",,,"strigipes",,,,,,,,,,,,,"SPLINK","Peruíbe","2019-06-07",,,,,,,,,,,,,,,,,,"HUFABC",,"Moraes, T.T.","102","2007","Aguiar, O.T.","2019","Camargo, T.C.C.; Moura, C.","Moraes",,"brazil","sao paulo","peruibe","entorno da estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe","brazil_sao paulo_peruibe",-24.27862337,-47.01267321,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Myrcia strigipes","Mart.","possibly_ok","Myrtaceae","Myrcia strigipes","Mart.","species","name accepted","bfo-63282",,,"Myrcia strigipes Mart.","Myrcia","Myrtaceae","high","Myrcia strigipes"
"gbif",,"SP","309945","Calyptranthes strigipes O.Berg","Plantae","Myrtaceae","Myrcia","1994","12","7","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Kawasaki, ML",,,,,,"https://specieslink.net/col/1","Melo, MMRF; Rossi, L",,,"2021-12-09 11:12:26","O.Berg","1248",,"Estação Ecológica Juréia-Itatins, Margens do rio Verde, próximo ao alojamento",,"Tracheophyta","strigipes","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape",,"Myrcia strigosa A.R.Lourenço & E.Lucas",,"BR",,,"1994-12-07",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2521092628",,,,"https://specieslink.net/guid/1/309945",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calyptranthes",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrcia strigosa","Calyptranthes strigipes","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Myrcia strigosa","A.R.Lourenço & E.Lucas","name_w_authors","Myrtaceae","Myrcia strigosa","A.R.Lourenço & E.Lucas","species","replaced synonym","bfo-611520","Myrcia strigosa","A.R.Lourenço & E.Lucas","Myrcia strigosa A.R.Lourenço & E.Lucas","Myrcia","Myrtaceae","unknown","Myrcia strigosa"
"gbif",,"SP","248104","Myrcia pulchra (O.Berg) Kiaersk.","Plantae","Myrtaceae","Myrcia","1990","11","22","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Mamede, MCH",,,,,,"https://specieslink.net/col/1","Catharino, ELM; et al.",,,"2023-04-06 16:09:53","(O.Berg) Kiaersk.","1541",,"Estação Ecológica Juréia-Itatins, Restinga do Rio Verde",,"Tracheophyta","pulchra","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape","2010-10-01","Myrcia pulchra (O.Berg) Kiaersk.",,"BR",,,"1990-11-22",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452852973",,,,"https://specieslink.net/guid/1/248104",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrcia pulchra","Myrcia pulchra","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Myrcia subcordata","DC.","name_w_authors","Myrtaceae","Myrcia subcordata","DC.","species","replaced synonym","bfo-10765","Myrcia subcordata","DC.","Myrcia subcordata DC.","Myrcia","Myrtaceae","unknown","Myrcia subcordata"
"gbif",,"SP","254417","Myrcia tijucensis Kiaersk.","Plantae","Myrtaceae","Myrcia","1992","7","29","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Mamede, MCH",,,,,,"https://specieslink.net/col/1","Rossi, L; et al.",,,"2023-04-06 16:09:57","Kiaersk.","1063",,"Estação Ecológica Juréia-Itatins, Trilha para a Figueira",,"Tracheophyta","tijucensis","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape","2010-10-01","Myrcia tijucensis Kiaersk.",,"BR",,,"1992-07-29",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452857272",,,,"https://specieslink.net/guid/1/254417",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrcia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrcia tijucensis","Myrcia tijucensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Myrcia tijucensis","Kiaersk.","name_w_authors","Myrtaceae","Myrcia tijucensis","Kiaersk.","species","name accepted","bfo-10771",,,"Myrcia tijucensis Kiaersk.","Myrcia","Myrtaceae","unknown","Myrcia tijucensis"
"speciesLink",,"ICN","098740","Marlierea racemosa","Plantae","Myrtaceae","Marlierea","1991","05","14","Brasil","SP","América do Sul","Iguapé","UFRGS","S","Sobral, M","1992",,,"0","0","259","Rossi, L; Catharino, ELM; Kirizawa, M; Kawall, M","-47.549999","-24.700001","2022-12-15T11:29:25","(Vell.) Kiaersk.","869","<nO>Arvoreta de 3 m de altura com folhas discolores, face abaxial verde claro com nervuras e pecíolo ocres.</nO>","Estação Ecológica Juréia-Itatins, margem do Rio Verde","55628","Dicotyledon","racemosa",,,,,,,,,,,,,"SPLINK","Iguapé","1992-NA-NA",,,,,,,,,,,,,,,,,,"ICN",,"Rossi, L.","869","1991","Sobral, M.","1992","Catharino, E.L.M.; Kirizawa, M.; Kawall, M.","Rossi",,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Myrcia vellozoi","Mazine","possibly_ok","Myrtaceae","Myrcia vellozoi","Mazine","species","replaced synonym","bfo-605441","Myrcia vellozoi","Mazine","Myrcia vellozoi Mazine","Myrcia","Myrtaceae","high","Myrcia vellozoi"
"gbif",,"SP","249271","Myrciaria floribunda (West ex Willd.) O.Berg","Plantae","Myrtaceae","Myrciaria","1991","7","26","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Sobral, M",,,,,,"https://specieslink.net/col/1","Anunciação, EA; Nicolau, SA",,,"2023-04-06 16:10:34","(H.West ex Willd.) O.Berg","95",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande, margem do 2° rio",,"Tracheophyta","floribunda","Magnoliopsida","Myrtales",,,,,,,,,,,"GBIF","Iguape","1992-01-01","Myrciaria floribunda (West ex Willd.) O.Berg",,"BR",,,"1991-07-26",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452855135",,,,"https://specieslink.net/guid/1/249271",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrciaria",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myrciaria floribunda","Myrciaria floribunda","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Myrciaria floribunda","(H.West ex Willd.) O.Berg","name_w_authors","Myrtaceae","Myrciaria floribunda","(H.West ex Willd.) O.Berg","species","author misspelled","bfo-10792",,,"Myrciaria floribunda (H.West ex Willd.) O.Berg","Myrciaria","Myrtaceae","unknown","Myrciaria floribunda"
"gbif",,"SP","258569","Myriopus gardnerianus (A.DC.) J.I.M.Melo","Plantae","Heliotropiaceae","Myriopus","1992","12","12","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Mamede, MCH",,,,,,"https://specieslink.net/col/1","Anunciação, EA; et al.",,,"2024-11-01 17:16:55","(A.DC.) J.I.M.Melo","142",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha do Imperador, em direção a Praia do Rio Verde",,"Tracheophyta","gardnerianus","Magnoliopsida","Boraginales",,,,,,,,,,,"GBIF","Iguape","2024-10-01","Myriopus gardneri (A.DC.) J.I.M.Melo",,"BR",,,"1992-12-12",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452858718",,,,"https://specieslink.net/guid/1/258569",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myriopus",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Myriopus gardneri","Myriopus gardnerianus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Myriopus gardnerianus","(A.DC.) J.I.M. Melo","name_w_authors","Heliotropiaceae","Myriopus gardnerianus","(A.DC.) J.I.M. Melo","species","author misspelled","bfo-615157",,,"Myriopus gardnerianus (A.DC.) J.I.M. Melo","Myriopus","Heliotropiaceae","unknown","Myriopus gardnerianus"
