"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","continentocean","county","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","locality","coordinatePrecision","phylum","specificEpithet","class","order","fieldNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","relationshiptype","relatedcatalogitem","previouscatalognumber","individualcount","preparationtype","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF00040073","SPSF","40073","Catasetum atratum","Plantae","Orchidaceae","Catasetum","2008","03","06","Brasil","SP","América do Sul","Iguape","IF","PreservedSpecimen","C. de Moura","2008","03","06",,,"13","C.de Moura & T.T.Moraes & M.Ribeiro & M.M.Santos","-47.108333","-24.428333","2024-08-06T09:12:38","Lindl.","180","<nO>COLETA: Epífita a 4m de altura, em Rizophora mangle, flores esverdeadas com leve perfume.; GEOGRAFIA: Rio Una do Prelado.;</nO>","Estação Ecológica Juréia-Itatins",,"Magnoliophyta","atratum","Liliopsida","Orchidales",,,,,,,,,,,"SPLINK","Iguape","2008-03-06",,,,,,,,,,,,,,,,,,"SPSF",,"Moura, C.","180","2008","Moura, C.","2008","Moraes, T.T.; Ribeiro, M.; Santos, M.M.","Moura",,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Catasetum atratum","Lindl.","possibly_ok","Orchidaceae","Catasetum atratum","Lindl.","species","name accepted","bfo-11314",,,"Catasetum atratum Lindl.","Catasetum","Orchidaceae","low","Catasetum atratum"
"gbif",,"SP","248395","Catasetum hookeri Lindl.","Plantae","Orchidaceae","Catasetum","1991","3","19","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Barros, F",,,,,,"https://specieslink.net/col/1","Catharino, ELM; et al.",,,"2021-12-09 11:13:55","Lindl.","1568",,"Estação Ecológica Juréia-Itatins, Margem do Rio Verde",,"Tracheophyta","hookeri","Liliopsida","Asparagales",,,,,,,,,,,"GBIF","Iguape","1998-01-13","Catasetum hookeri Lindl.",,"BR",,,"1991-03-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452853573",,,,"https://specieslink.net/guid/1/248395",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catasetum",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Catasetum hookeri","Catasetum hookerii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Catasetum hookeri","Lindl.","name_w_authors","Orchidaceae","Catasetum hookeri","Lindl.","species","name accepted","bfo-11319",,,"Catasetum hookeri Lindl.","Catasetum","Orchidaceae","unknown","Catasetum hookeri"
"gbif",,"SP","261948","Catasetum trulla Lindl.","Plantae","Orchidaceae","Catasetum","1993","3","6","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Catharino, ELM",,,,,,"https://specieslink.net/col/1","Aragaki, S; et al.",,,"2021-12-09 11:13:55","Lindl.","20",,"Estação Ecológica Juréia-Itatins, Caminho do Imperador próximo à praia da Juréia",,"Tracheophyta","trulla","Liliopsida","Asparagales",,,,,,,,,,,"GBIF","Iguape","1993-09-22","Catasetum socco (Vell.) Hoehne",,"BR",,,"1993-03-06",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452858840",,,,"https://specieslink.net/guid/1/261948",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catasetum",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Catasetum socco","Catasetum trulla","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Catasetum socco","(Vell.) Hoehne","name_w_authors","Orchidaceae","Catasetum socco","(Vell.) Hoehne","species","replaced synonym","bfo-37370","Catasetum socco","(Vell.) Hoehne","Catasetum socco (Vell.) Hoehne","Catasetum","Orchidaceae","unknown","Catasetum socco"
"gbif",,"SP","244609","Sophronitis cernua (Lindl.) Lindl.","Plantae","Orchidaceae","Cattleya","1990","5","17","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Catharino, ELM",,,,,,"https://specieslink.net/col/1","Catharino, ELM; et al.",,,"2021-12-09 11:14:39","Lindl.","1379",,"Estação Ecológica Juréia-Itatins, Proximidades do alojamento do maciço da Juréia, morro a esquerda de bifurcação da trilha no alto da encosta, próxima ao alojamento do IBAMA",,"Tracheophyta","cernua","Liliopsida","Asparagales",,"300","300",,,,,,,,"GBIF","Iguape","1993-09-20","Cattleya cernua (Lindl.) Van den Berg",,"BR",,,"1990-05-17",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, morro a esquerda de bifurcacao da trilha no alto da encosta",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452847960",,,,"https://specieslink.net/guid/1/244609",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sophronitis",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cattleya cernua","Sophronitis cernua","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Cattleya cernua","(Lindl.) Van den Berg","name_w_authors","Orchidaceae","Cattleya cernua","(Lindl.) Van den Berg","species","author misspelled|replaced synonym","bfo-582439","Cattleya cernua","(Lindl.) Van den Berg","Cattleya cernua (Lindl.) Van den Berg","Cattleya","Orchidaceae","unknown","Cattleya cernua"
"gbif",,"SP","252811","Cattleya intermedia Grah.","Plantae","Orchidaceae","Cattleya","1991","10","12","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Catharino, ELM",,,,,,"https://specieslink.net/col/1","Rossi, L; et al.",,,"2021-12-09 11:13:56","Graham","932",,"Estação Ecológica Juréia-Itatins, Alto do maciço, próximo ao alojamento, mata arbustiva baixa",,"Tracheophyta","intermedia","Liliopsida","Asparagales",,,,,,,,,,,"GBIF","Iguape",,"Cattleya intermedia Grah.",,"BR",,,"1991-10-12",,,,,,"DOUBTFUL","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, mata arbustiva baixa",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452855693",,,,"https://specieslink.net/guid/1/252811",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattleya",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cattleya intermedia","Cattleya intermedia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Cattleya intermedia","Grah.","name_w_authors","Orchidaceae","Cattleya intermedia","Grah.","species","name accepted","bfo-11338",,,"Cattleya intermedia Grah.","Cattleya","Orchidaceae","unknown","Cattleya intermedia"
"gbif",,"SP","309122","Cayaponia martiana (Cogn.) Cogn.","Plantae","Cucurbitaceae","Cayaponia","1992","5","9","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Rossi, L",,,,,,"https://specieslink.net/col/1","Fávero, OA; et al.",,,"2021-12-09 11:04:01","Cogn.","477",,"Estação Ecológica Juréia-Itatins, Aguapeu, próximo ao caminho para a Aldeia",,"Tracheophyta","martiana","Magnoliopsida","Cucurbitales",,,,,,,,,,,"GBIF","Iguape",,"Cayaponia martiana (Cogn.) Cogn.",,"BR",,,"1992-05-09",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452883257",,,,"https://specieslink.net/guid/1/309122",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cayaponia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cayaponia martiana","Cayaponia martiana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Cayaponia martiana","(Cogn.) Cogn.","name_w_authors","Cucurbitaceae","Cayaponia martiana","(Cogn.) Cogn.","species","name accepted","bfo-28456",,,"Cayaponia martiana (Cogn.) Cogn.","Cayaponia","Cucurbitaceae","unknown","Cayaponia martiana"
"gbif",,"SP","247904","Cecropia glaziovii Snethl.","Plantae","Urticaceae","Cecropia","1990","12","16","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Romaniuc Neto, S",,,,,,"https://specieslink.net/col/1","Gomes da Silva, SJ; et al.",,,"2021-12-09 11:20:20","Snethl.","160",,"Estação Ecológica Juréia-Itatins, Serra da Juréia, Trilha do Imperador",,"Tracheophyta","glaziovii","Magnoliopsida","Rosales",,,,,,,,,,,"GBIF","Iguape","1992-02-24","Cecropia glaziovii Snethl.",,"BR",,,"1990-12-16",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra da jureia",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452852317",,,,"https://specieslink.net/guid/1/247904",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cecropia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cecropia glaziovii","Cecropia glaziovii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Cecropia glaziovii","Snethl.","name_w_authors","Urticaceae","Cecropia glaziovii","Snethl.","species","name accepted","bfo-15039",,,"Cecropia glaziovii Snethl.","Cecropia","Urticaceae","unknown","Cecropia glaziovii"
"gbif",,"SP","263386","Cecropia pachystachya Trécul","Plantae","Urticaceae","Cecropia","1993","2","10","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Romaniuc Neto, S",,,,,,"https://specieslink.net/col/1","Rossi, L; et al.",,,"2021-12-09 11:20:20","Trécul","1268",,"Estação Ecológica Juréia-Itatins, Caminho do Imperador",,"Tracheophyta","pachystachya","Magnoliopsida","Rosales",,,,,,,,,,,"GBIF","Iguape","1995-01-01","Cecropia pachystachya Trécul",,"BR",,,"1993-02-10",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452861264",,,,"https://specieslink.net/guid/1/263386",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cecropia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cecropia pachystachya","Cecropia pachystachya","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Cecropia pachystachya","Trécul","name_w_authors","Urticaceae","Cecropia pachystachya","Trécul","species","name accepted","bfo-15041",,,"Cecropia pachystachya Trécul","Cecropia","Urticaceae","unknown","Cecropia pachystachya"
"gbif",,"SP","329468","Cedrela fissilis Vell.","Plantae","Meliaceae","Cedrela","1993","5","2","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN",,,,,,,"https://specieslink.net/col/1","Fávero, OA; et al.",,,"2023-05-19 09:28:29","Vell.","804",,"Estação Ecológica Juréia-Itatins, Despraiado, no caminho da Cachoeira Dupla",,"Tracheophyta","fissilis","Magnoliopsida","Sapindales",,,,,,,,,,,"GBIF","Iguape",,"Cedrela fissilis Vell.",,"BR",,,"1993-05-02",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2875323373",,,,"https://specieslink.net/guid/1/329468",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedrela",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cedrela fissilis","Cedrela fissilis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Cedrela fissilis","Vell.","name_w_authors","Meliaceae","Cedrela fissilis","Vell.","species","name accepted","bfo-9990",,,"Cedrela fissilis Vell.","Cedrela","Meliaceae","unknown","Cedrela fissilis"
"gbif",,"SP","272271","Celosia grandifolia Moq.","Plantae","Amaranthaceae","Celosia","1994","1","13","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Rossi, L",,,,,,"https://specieslink.net/col/1","Rossi, L; Anunciação, EA","-47.333333","-24.366667","2021-12-09 10:58:41","Moq.","1404",,"Estação Ecológica Juréia-Itatins, Serra dos Itatins, picada entre o alojamento do Núcleo Despraiado e o alto da Serra, mata de encosta bem preservada",,"Tracheophyta","grandifolia","Magnoliopsida","Caryophyllales",,"800","800",,,,,,,,"GBIF","Iguape",,"Celosia grandifolia Moq.",,"BR",,,"1994-01-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, serra dos itatins, mata de encosta bem preservada",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452865990",,,,"https://specieslink.net/guid/1/272271",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Celosia",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,"Celosia grandifolia","Celosia grandifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Celosia grandifolia","Moq.","name_w_authors","Amaranthaceae","Celosia grandifolia","Moq.","species","name accepted","bfo-4307",,,"Celosia grandifolia Moq.","Celosia","Amaranthaceae","unknown","Celosia grandifolia"
"gbif",,"SP","248038","Centella asiatica (L.) Urb.","Plantae","Apiaceae","Centella","1991","3","19","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Rossi, L",,,,,,"https://specieslink.net/col/1","Mamede, MCH; et al.",,,"2021-12-09 10:59:09","(L.) Urb.","403",,"Estação Ecológica Juréia-Itatins, Trilha próxima à Cachoeira do salto, mata",,"Tracheophyta","asiatica","Magnoliopsida","Apiales",,,,,,,,,,,"GBIF","Iguape",,"Centella asiatica (L.) Urb.",,"BR",,,"1991-03-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins, mata",,"locality","brazil_sao paulo_iguape","brazil_sao paulo_iguape",-24.54595667,-47.47318778,"county","2452852001",,,,"https://specieslink.net/guid/1/248038",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centella",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Centella asiatica","Centella asiatica","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape","Brazil","São Paulo","Iguape",,"check_local.2municip.","Centella asiatica","(L.) Urb.","name_w_authors","Apiaceae","Centella asiatica","(L.) Urb.","species","name accepted","bfo-15525",,,"Centella asiatica (L.) Urb.","Centella","Apiaceae","unknown","Centella asiatica"
"gbif",,"UEC","108633","Centratherum punctatum subsp. punctatum","Plantae","Asteraceae","Centratherum","1990","8","16","Brazil","São Paulo",,,"UNICAMP","PRESERVED_SPECIMEN","Semir, J",,,,,,"https://specieslink.net/col/2","Ferreira, S; Prado, J; Rossi, L; Chiea, SAC",,,"2024-11-25 11:14:51","Cass.","202",,"Estação Ecológica Juréia-Itatins, trilha do Imperador",,"Tracheophyta","punctatum","Magnoliopsida","Asterales",,,,"punctatum",,,,,,,"GBIF","Iguape","1998-01-01","Centratherum punctatum subsp. punctatum",,"BR",,,"1990-08-16",,,,,,"ACCEPTED","SUBSPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","1291047582",,,,"https://specieslink.net/guid/2/108633",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centratherum",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Centratherum punctatum","Centratherum punctatum punctatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,"https://images.cria.org.br/viewer/UEC121513",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Centratherum punctatum","Cass.","subspecies","Asteraceae","Centratherum punctatum","Cass.","species","name misspelled","bfo-16046",,,"Centratherum punctatum Cass.","Centratherum","Asteraceae","unknown","Centratherum punctatum"
"gbif",,"HUEFS","24580","Centratherum punctatum f. punctatum","Plantae","Asteraceae","Centratherum","1996","5","28","Brasil","São Paulo",,,"UEFS","PRESERVED_SPECIMEN","J.Semir",,,,,,"https://specieslink.net/col/204","Queiroz, L.P.de",,,"2024-10-29 07:21:36",,"4483",,"Estação Ecológica Juréia-Itatins.",,"Tracheophyta","punctatum","Magnoliopsida","Asterales",,,,"punctatum",,,,,,,"GBIF","Peruíbe","1998-01-01","Centratherum punctatum Cass.",,"BR",,,"1996-05-28",,,,,,"SYNONYM","FORM",,,,,,,,,,,,,,,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality","1094742685",,,,"https://specieslink.net/guid/204/24580",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centratherum",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Centratherum punctatum","Centratherum punctatum var. punctatum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,"https://images.cria.org.br/viewer/HUEFS0024580_e1",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ok_same_resolution","Centratherum punctatum f. punctatum",,"forma",,"Centratherum punctatum f. punctatum",,"species","not found",,,,"Centratherum punctatum f. punctatum","Centratherum","Asteraceae","unknown","Centratherum punctatum f. punctatum"
"gbif",,"SP","329558","Centrolobium robustum (Vell.) Mart. ex Benth.","Plantae","Fabaceae","Centrolobium","1992","2","13","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Rossi, L",,,,,,"https://specieslink.net/col/1","Fávero, OA; et al.",,,"2021-12-09 11:06:20","(Vell.) Mart. ex Benth.","345A",,"Estação Ecológica Juréia-Itatins, Cachoeira do Guilherme, próximo à casa de Dona Paula",,"Tracheophyta","robustum","Magnoliopsida","Fabales",,,,,,,,,,,"GBIF","Iguape",,"Centrolobium robustum (Vell.) Mart. ex Benth.",,"BR",,,"1992-02-13",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2577379461",,,,"https://specieslink.net/guid/1/329558",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centrolobium",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Centrolobium robustum","Centrolobium robustum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Centrolobium robustum","(Vell.) Mart. ex Benth.","name_w_authors","Fabaceae","Centrolobium robustum","(Vell.) Mart. ex Benth.","species","name accepted","bfo-18257",,,"Centrolobium robustum (Vell.) Mart. ex Benth.","Centrolobium","Fabaceae","unknown","Centrolobium robustum"
"gbif",,"HUSC","734","Centrosema virginianum (L.) Benth.","Plantae","Fabaceae","Centrosema","1988","10","10","Brasil","São Paulo",,,"UNISANTA","PRESERVED_SPECIMEN","Souza, V.C.",,,,,,"https://specieslink.net/col/437","Souza, V.C.; Abbud, V.",,,"2024-08-28 17:10:57","(L.) Benth.","1686",,"Estação ecológica Juréia-Itatins, margem da foz do rio guaraú",,"Tracheophyta","virginianum","Magnoliopsida","Fabales",,,,,,,,,,,"GBIF","Peruíbe","1988-01-01","Centrosema virginianum (L.) Benth.",,"BR",,,"1988-10-10",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","peruibe","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_peruibe_estacao ecologica jureia itatins","brazil_sao paulo_peruibe_eec jureia itatins",-24.545629,-47.242058,"locality","1090961481",,,,"https://specieslink.net/guid/437/734",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centrosema",,,,,,"5bad80c7-8b9e-448a-84fe-df70288f16ac",,,FALSE,FALSE,"Centrosema virginianum","Centrosema virginianum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_peruibe","Brazil","São Paulo","Peruíbe",,"ok_same_resolution","Centrosema virginianum","(L.) Benth.","name_w_authors","Fabaceae","Centrosema virginianum","(L.) Benth.","species","name accepted","bfo-82879",,,"Centrosema virginianum (L.) Benth.","Centrosema","Fabaceae","unknown","Centrosema virginianum"
"gbif",,"SP","251814","Cereus fernambucensis Lem.","Plantae","Cactaceae","Cereus","1991","12","15","Brasil","São Paulo",,,"IPA/SP","PRESERVED_SPECIMEN","Taylor, NP",,,,,,"https://specieslink.net/col/1","Rossi, L; et al.",,,"2024-03-15 09:00:10","Lem.","1001",,"Estação Ecológica Juréia-Itatins, Praia do rio Verde, próximo a Foz do rio Verde, junto ao costão rochoso",,"Tracheophyta","fernambucensis","Magnoliopsida","Caryophyllales",,,,,,,,,,,"GBIF","Iguape","1992-05-05","Cereus fernambucensis Lem.",,"BR",,,"1991-12-15",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","iguape","estacao ecologica jureia-itatins",,"locality","brazil_sao paulo_iguape_estacao ecologica jureia itatins","brazil_sao paulo_iguape_eec jureia itatins",-24.416667,-47.25,"locality","2452855090",,,,"https://specieslink.net/guid/1/251814",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cereus",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cereus fernambucensis","Cereus fernambucensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_iguape_eec jureia itatins","Brazil","São Paulo","Iguape","EEc de Juréia-Itatins","ok_same_resolution","Cereus fernambucensis","Lem.","name_w_authors","Cactaceae","Cereus fernambucensis","Lem.","species","name accepted","bfo-6613",,,"Cereus fernambucensis Lem.","Cereus","Cactaceae","unknown","Cereus fernambucensis"
