"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","continentocean","preparationtype","class","order","infraspecificEpithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,"SPFW","5518","Esenbeckia grandiflora grandiflora","Plantae","Rutaceae","Esenbeckia","2013","12","12","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","J.R. Pirani 2014",,,"22º22'48,2''S","49º40'49''W","20","grandiflora","Ceccantini, G.C.T. Ifanger, E.R.; Baldaconi, G.; Teixeira, L.; Alecio, P.C.","-49.680278","-22.380056","2021-05-14T17:00:33","Mart.","4015",,,"676","676",,,,,,"grandiflora",,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFw","xylarium","Ceccantini, G.C.T.I.R.","4015","2013","Pirani, J.R.","n.d.","Baldaconi, G.; Teixeira, L.; Alecio, P.C.","Ceccantini",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Esenbeckia grandiflora var. grandiflora","Mart.","not_Genus_epithet_format","Rutaceae","Esenbeckia grandiflora var. grandiflora","Mart.","variety","name misspelled","bfo-592",,,"Esenbeckia grandiflora var. grandiflora Mart.","Esenbeckia","Rutaceae","high","Esenbeckia grandiflora"
"speciesLink",,"SP","289378","Esenbeckia leiocarpa","Plantae","Rutaceae","Esenbeckia","1994","07","05","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, Estação Ecol. Olavo Amaral Ferraz. Trilha J, perto da lagoa.","IBt",,"PreservedSpecimen",,,,"0","0","1","leiocarpa","Pirani, JR; Cordeiro, I; Garcia, RF","-49.549999","-22.290001","2021-12-09T11:19:07","Engl.","3236",,,,,"23314",,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SP",,"Pirani, J.R.","3236","1994","s.n.","n.d.","Cordeiro, I.; Garcia, R.F.","Pirani",,"brazil","sao paulo","galia","estacao ecologica de caetetus, estacao ecologica olavo amaral ferraz",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Esenbeckia leiocarpa","Engl.","possibly_ok","Rutaceae","Esenbeckia leiocarpa","Engl.","species","name accepted","bfo-601",,,"Esenbeckia leiocarpa Engl.","Esenbeckia","Rutaceae","high","Esenbeckia leiocarpa"
"speciesLink",,"UEC","80737","Eugenia florida","Plantae","Myrtaceae","Eugenia","1995","12","21","Brazil","São Paulo","Gália","Estação Ecológica de Caetetus","UNICAMP","Magnoliopsida","S","Sobral, M","2003",,"-22.25","-49.5","2","florida","Passos, FC","-49.5","-22.25","2024-11-25T11:31:10","A.DC.","FP102","<nO>Árvore; Mata Semidecídua</nO>",,,,,,,,,,,"SPLINK","Gália","2003-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Passos, F.C.","FP102","1995","Sobral, M.","2003",,"Passos",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Eugenia florida","DC.","possibly_ok","Myrtaceae","Eugenia florida","DC.","species","author misspelled","bfo-10400",,,"Eugenia florida DC.","Eugenia","Myrtaceae","high","Eugenia florida"
"user",,"ESA","ESA00137158","Eugenia longipedunculata Nied.",,"Myrtaceae","Eugenia","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do 1 e do jipe","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"Nied.","2337",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"longipedunculata","MYRTACEAE Eugenia longipedunculata Nied.",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Eugenia longipedunculata","Nied.","name_w_authors","Myrtaceae","Eugenia longipedunculata","Nied.","species","name accepted","bfo-36949",,,"Eugenia longipedunculata Nied.","Eugenia","Myrtaceae","high","Eugenia longipedunculata"
"speciesLink","SPSF00047038","SPSF","47038","Eugenia ramboi","Plantae","Myrtaceae","Eugenia",,,,"Brasil","SP","Gália","Estação Ecológica de Caetetus","IF","Magnoliophyta","PreservedSpecimen","Osny T. Aguiar","2017","10",,,"13","ramboi","G.A.D.C.Franco & E.Furlan","-49.701111","-22.411111","2024-08-06T09:15:53","(Legr.)","4619","<nO>COLETA: Árvore nº13836. Parcela EEC - Número da árvore 13836.; GEOGRAFIA: Parcela permanente. Floresta Estacional Semidecidual Montana.;</nO>","20","580","580",,"América do Sul",,"Magnoliopsida","Myrtales",,,"SPLINK","Gália","2017-10-20",,,,,,,,,,,,,,,,,,"SPSF",,"Franco, G.A.D.C.","4619","n.d.","Aguiar, O.T.","2017","Furlan, E.","Franco",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Eugenia ramboi","D.Legrand","possibly_ok","Myrtaceae","Eugenia ramboi","D.Legrand","species","author misspelled","bfo-10518",,,"Eugenia ramboi D.Legrand","Eugenia","Myrtaceae","high","Eugenia ramboi"
"speciesLink","SPFR015281","SPFR","15281","Eugenia subterminalis","Plantae","Myrtaceae","Eugenia",,,,"Brasil","São Paulo","Gália","Parcela Permanente - Estação Ecológica de Caetetus","FFCLRP",,"PreservedSpecimen",,,,"22o24'40""S","49o42'04""W","455","subterminalis","Toniato, M.T.Z.; Barreto, T.E.","-49.701111","-22.411111","2025-05-13T17:38:17","DC.","78","<nO>árvore no. 51672Floresta Estacional Semidecidual Montana</nO>",,"580","580",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFR",,"Toniato, M.T.Z.","78","n.d.","s.n.","n.d.","Barreto, T.E.","Toniato",,"brazil","sao paulo","galia","parcela permanente - estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eugenia subterminalis","DC.","possibly_ok","Myrtaceae","Eugenia subterminalis","DC.","species","name accepted","bfo-10549",,,"Eugenia subterminalis DC.","Eugenia","Myrtaceae","unknown","Eugenia subterminalis"
"speciesLink","SPFR016592","SPFR","16592","Eugenia uniflora","Plantae","Myrtaceae","Eugenia",,,,"Brasil","São Paulo","Gália","Parcela Permanente - Estação Ecológica de Caetetus","FFCLRP",,"PreservedSpecimen",,,,"22o24'40""S","49o42'04""W","455","uniflora","Franco, G.A.D.C.; Furlan, A.","-49.701111","-22.411111","2025-05-13T17:38:17","L.","4514","<nO>árvore no. 1690Floresta Estacional Semidecidual Montana</nO>",,"580","580",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFR",,"Franco, G.A.D.C.","4514","n.d.","s.n.","n.d.","Furlan, A.","Franco",,"brazil","sao paulo","galia","parcela permanente - estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eugenia uniflora","L.","possibly_ok","Myrtaceae","Eugenia uniflora","L.","species","name accepted","bfo-10560",,,"Eugenia uniflora L.","Eugenia","Myrtaceae","unknown","Eugenia uniflora"
"gbif",,"SPFR","15217","Eupatorium L.","Plantae","Asteraceae","Eupatorium","2011","6","21","Brasil","São Paulo",,"Estação Ecológica dos Caetetus.","FFCLRP","Tracheophyta","PRESERVED_SPECIMEN","Rocha-Filho, L.C.",,,,,"https://specieslink.net/col/455",,"Rocha-Filho, R.C.","-49.671944","-22.375833","2024-06-15 09:41:45",,"8",,,,,,,,"Magnoliopsida","Asterales",,,"GBIF","Gália",,"Eupatorium L.",,"BR",,,"2011-06-21",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality","3867503820",,,,"https://specieslink.net/guid/455/15217",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eupatorium",,,,,,"7b203230-ba55-4da6-9274-e1d7b1b95987",,,TRUE,FALSE,,"Eupatorium","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Eupatorium","L.","name_w_authors","Asteraceae","Eupatorium","L.","genus","name accepted","bfo-22208",,,"Eupatorium L.","Eupatorium","Asteraceae","unknown",
"speciesLink","SPFR015455","SPFR","15455","Euphorbiaceae","Plantae","Euphorbiaceae",,,,,"Brasil","São Paulo","Gália","Parcela Permanente - Estação Ecológica de Caetetus","FFCLRP",,"PreservedSpecimen",,,,"22o24'40""S","49o42'04""W","455",,"Franco, G.A.D.C.; Furlan, A.","-49.701111","-22.411111","2025-05-13T17:37:31",,"4649","<nO>Floresta Estacional Semidecidual Montana. Borda da mata</nO>",,"580","580",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFR",,"Franco, G.A.D.C.","4649","n.d.","s.n.","n.d.","Furlan, A.","Franco",,"brazil","sao paulo","galia","parcela permanente - estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Euphorbiaceae","Juss.","family_as_genus","Euphorbiaceae","Euphorbiaceae","Juss.","family","name accepted","bfo-113",,,"Euphorbiaceae Juss.",,"Euphorbiaceae","unknown",
"speciesLink",,"SPFW","5555","Euphorbiaceae/Asteraceae","Plantae","Euphorbiaceae/Asteraceae",,"2013","12","12","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen",,,,"22º22'46,09''S","49º40'49''W","20",,"Ceccantini, G.C.T. Ifanger, E.R.; Baldaconi, G.; Teixeira, L.; Alecio, P.C.","-49.680278","-22.379469","2021-05-14T17:00:03",,"4012",,,"667","667",,,,,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SPFw","xylarium","Ceccantini, G.C.T.I.R.","4012","2013","s.n.","n.d.","Baldaconi, G.; Teixeira, L.; Alecio, P.C.","Ceccantini",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Euphorbiaceae/Asteraceae sp.",,"family_as_genus",,"Euphorbiaceae/Asteraceae sp.",,"genus","not found",,,,"Euphorbiaceae/Asteraceae sp.","Euphorbiaceae/Asteraceae","Euphorbiaceae","unknown",
"user",,"ESA","ESA00137120","Euterpe edulis Mart.",,"Arecaceae","Euterpe","2015","10","11","Brasil","São Paulo",,"Estação Ecológica de Caetetus, trilha do Lago","ESA",,,"Sem determinador",,,,,,,"Colletta, G. D","0","0",,"Mart.","2299",,,,,,,,,,,,"REFLORA","Gália",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,"edulis","ARECACEAE Euterpe edulis Mart.",,,,,,,,,,,"ESA",,,,,"11/10/2015",,"680","METRO",,,,,,,,"brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Euterpe edulis","Mart.","name_w_authors","Arecaceae","Euterpe edulis","Mart.","species","name accepted","bfo-15712",,,"Euterpe edulis Mart.","Euterpe","Arecaceae","high","Euterpe edulis"
"speciesLink","SHPR000237","SHPR","237","Fabaceae","Plantae","Fabaceae",,"2018","08","06","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus. Nas proximidades da porteira.","UTFPR-SL","Anthophyta","PreservedSpecimen",,,,"22º22'51.92"" S","49º40'24.78"" W","667",,"Biral, L.","-49.67355","-22.381089","2022-05-30T16:27:08","Lindl.","1373","<nO>Arbusto escandecente, folíolos membranáceos, frutos esverdeados.Habitat: Floresta estacional semidecidual.</nO>",,"620","620",,"América do Sul","exsicata",,,,,"SPLINK","Gália",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","1373","2018","s.n.","n.d.",,"Biral",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Fabaceae","Lindl.","family_as_genus","Fabaceae","Fabaceae","Lindl.","family","name accepted","bfo-115",,,"Fabaceae Lindl.",,"Fabaceae","unknown",
"speciesLink","SPF00095183","SPF","95183","Faramea multiflora salicifolia","Plantae","Rubiaceae","Faramea","1994","07","07","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","Jardim, JG","2002","12","0","0","7","multiflora","Pirani, JR","-49.549999","-22.290001","2023-12-20T16:07:34","(C.Presl) Steyerm.","3266",,,,,"23314",,,,,"salicifolia",,"SPLINK","Gália","2002-12-NA",,,,,,,,,,,,,,,,,,"SPF",,"Pirani, J.R.","3266","1994","Jardim, J.G.","2002",,"Pirani",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Faramea multiflora","A.Rich. in DC.","not_Genus_epithet_format","Rubiaceae","Faramea multiflora","A.Rich. in DC.","species","name misspelled|replaced synonym","bfo-13976","Faramea multiflora","A.Rich. in DC.","Faramea multiflora A.Rich. in DC.","Faramea","Rubiaceae","high","Faramea multiflora"
"speciesLink","SPF00211805","SPF","211805","Ficus adhatodifolia","Plantae","Moraceae","Ficus","2013","12","14","Brasil","São Paulo","Gália","Estação Ecológica dos Caetetus","USP",,"PreservedSpecimen","Pelissari, G","2014","09","-22.388889","-49.678694","7","adhatodifolia","Ceccantini, GCT; Ifanger, ER; Baldaconi, G; Teixeira-Costa, L; Jardim, PCA","-49.678694","-22.388889","2024-01-30T15:22:44","Schott","4059","<nO>Árvore caída, quebrada ao meio. Tronco de 14 m alt, ainda em pé. Madeira na xiloteca.</nO>","24",,,,,,,,,,"SPLINK","Gália","2014-09-24",,,,,,,,,,,,,,,,,,"SPF",,"Ceccantini, G.C.T.","4059","2013","Pelissari, G.","2014","Ifanger, E.R.; Baldaconi, G.; Teixeira-Costa, L.; Jardim, P.C.A.","Ceccantini",,"brazil","sao paulo","galia","estacao ecologica dos caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ficus adhatodifolia","Schott in Spreng.","possibly_ok","Moraceae","Ficus adhatodifolia","Schott in Spreng.","species","author misspelled","bfo-10152",,,"Ficus adhatodifolia Schott in Spreng.","Ficus","Moraceae","high","Ficus adhatodifolia"
"speciesLink","SPFR011271","SPFR","11271","Ficus citrifolia","Plantae","Moraceae","Ficus","2007","09","28","Brasil","São Paulo","Gália","À leste da SP-349 (entre Garça a Estação Ecológica de Caetetus) (Córr. Alegr.)","FFCLRP",,"PreservedSpecimen","Pereira, R.A.S.","2007","09","22o17'06,64""S","49o38'55,30""W","455","citrifolia","Pereira, R.A.S.; Lapate, M.E.; Coelho, L.F.M.","-49.648611","-22.285","2025-05-13T17:38:11","Mill.","159","<nO>Árvore. DAP: 30+30+30. Altura: 5 metros. Figos na fase C.Na beira de uma estrada de Terra.</nO>",,"713","713",,,,,,,,"SPLINK","Gália","2007-09-NA",,,,,,,,,,,,,,,,,,"SPFR",,"Pereira, R.A.S.","159","2007","Pereira, R.A.S.","2007","Lapate, M.E.; Coelho, L.F.M.","Pereira",,"brazil","sao paulo","galia","entre garca a estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Ficus citrifolia","Mill.","possibly_ok","Moraceae","Ficus citrifolia","Mill.","species","name accepted","bfo-10156",,,"Ficus citrifolia Mill.","Ficus","Moraceae","low","Ficus citrifolia"
"user",,"RB","RB00549113","Ficus eximia Schott","Plantae","Moraceae","Ficus","2007","9","27","Brasil","São Paulo",,"Estação Ecológica de Caetetus. Na entrada da hospedaria da EEC.","JBRJ",,"Preserved Specimen","R. A. S. Pereira",,,"22º22´49´´","49º40´22´´W",,"eximia","R. A. S. Pereira; M. E. Lapate & L. F. M. Coelho","-49.6727778","-22.3802778",,"Schott","160",,,"674",,,,,,,,,,"Gália","2007-9",,,"BR",,,"2007-09-27",,,,,,,"sp.","Physical Object",,,,"RB",,"Pereira, R.A.S.","160","2007","Pereira, R.A.S.","2007","Lapate, M.E.; Coelho, L.F.M.","Pereira",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,"urn:catalog:JBRJ:RB:549113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/54/91/13/00549113.jpg",,,,,,,,,,,,,,,,,,,"2017-10-18 12:34:48+00","Angiospermas","brazil_sao paulo_galia_eec caetetus","Brazil","São Paulo","Gália","EEc de Caetetus","ok_same_resolution","Ficus eximia","Schott","name_w_authors","Moraceae","Ficus eximia","Schott","species","name accepted","bfo-10161",,,"Ficus eximia Schott","Ficus","Moraceae","low","Ficus eximia"
"user",,"RB","RB00549057","Ficus guaranitica Chodat","Plantae","Moraceae","Ficus","2007","9","28","Brasil","São Paulo",,"À leste da SP-349 (entre Garça a Estação Ecológica de Caetetus). Na beira de uma estrada de terra.","JBRJ",,"Preserved Specimen","L.C. Pederneiras",,,"22º17´6´´","49º38´55´´W",,"guaranitica","R. A. S. Pereira; E. Lapate & L. F. M. Coelho","-49.6486111","-22.285",,"Chodat","159",,,"713",,,,,,,,,,"Gália","2019-4",,,"BR",,,"2007-09-28",,,,,,,"sp.","Physical Object",,,,"RB",,"Pereira, R.A.S.","159","2007","Pederneiras, L.C.","2019","Lapate, E.; Coelho, L.F.M.","Pereira",,"brazil","sao paulo","galia","entre garca a estacao ecologica de caetetus, na beira de uma estrada de terra",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,"urn:catalog:JBRJ:RB:549057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/54/90/57/00549057.jpg",,,,,,,,,,,,,,,,,,,"2019-04-25 17:15:14+00","Angiospermas","brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Ficus guaranitica","Chodat","name_w_authors","Moraceae","Ficus guaranitica","Chodat","species","name accepted","bfo-10163",,,"Ficus guaranitica Chodat","Ficus","Moraceae","high","Ficus guaranitica"
"speciesLink",,"SJRP","09855","Ficus hirsuta","Plantae","Moraceae","Ficus","1991","01","13","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus","UNESP-IBILCE","Tracheophyta","PreservedSpecimen","L.R. Mendonça-Souza","2006","06",,,"27","hirsuta","F.C. Passos","-49.549999","-22.290001","2024-04-22T10:53:10","Schott","23987","<nO>Fruto sessil;</nO>",,,,"23314","América do Sul",,"Magnoliopsida","Rosales",,,"SPLINK","Gália","2006-06-NA",,,,,,,,,,,,,,,,,,"SJRP",,"Passos, F.C.","23987","1991","Mendonca-Souza, L.R.","2006",,"Passos",,"brazil","sao paulo","galia","estacao ecologica de caetetus",,"locality","brazil_sao paulo_galia_estacao ecologica caetetus","brazil_sao paulo_galia_eec caetetus",-22.413951,-49.685434,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Ficus hirsuta","Schott","possibly_ok","Moraceae","Ficus hirsuta","Schott","species","name accepted","bfo-10165",,,"Ficus hirsuta Schott","Ficus","Moraceae","low","Ficus hirsuta"
"user",,"RB","RB00549072","Ficus insipida Willd.","Plantae","Moraceae","Ficus","2007","9","27","Brasil","São Paulo",,"Estação Ecológica de Caetetus. À direita da primeira ponte da estrada do Jipe sentido norte-sul.","JBRJ",,"Preserved Specimen","R. A. S. Pereira",,,"22º23´30´´","49º41´23´´W",,"insipida","R. A. S. Pereira; M. E. Lapate & L. F. M. Coelho","-49.6897222","-22.3916666",,"Willd.","161",,,"600",,,,,,,,,,"Gália","2007-9",,,"BR",,,"2007-09-27",,,,,,,"sp.","Physical Object",,,,"RB",,"Pereira, R.A.S.","161","2007","Pereira, R.A.S.","2007","Lapate, M.E.; Coelho, L.F.M.","Pereira",,"brazil","sao paulo","galia","estacao ecologica de caetetus, a direita da primeira ponte da estrada do jipe sentido norte-sul",,"locality","brazil_sao paulo_galia","brazil_sao paulo_galia",-22.31982553,-49.57741765,"county",,,,,"urn:catalog:JBRJ:RB:549072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/54/90/72/00549072.jpg",,,,,,,,,,,,,,,,,,,"2017-10-18 12:41:26+00","Angiospermas","brazil_sao paulo_galia","Brazil","São Paulo","Gália",,"check_local.2municip.","Ficus insipida","Willd.","name_w_authors","Moraceae","Ficus insipida","Willd.","species","name accepted","bfo-138250",,,"Ficus insipida Willd.","Ficus","Moraceae","low","Ficus insipida"
