"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Erechtites","valerianifolius","(Link ex Spreng.) DC.","ASTERACEAE Erechtites valerianifolius (Link ex Spreng.) DC.","SPSF00048859","Splink","SPSF","Baitello, J.B.","2661","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Mikania","cordifolia","(L.f.) Willd.","ASTERACEAE Mikania cordifolia (L.f.) Willd.","SPSF00048596","Splink","SPSF","Baitello, J.B.","2601","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Moquiniastrum","barrosoae","(Cabrera) G. Sancho","ASTERACEAE Moquiniastrum barrosoae (Cabrera) G. Sancho","SPSF00048794","Splink","SPSF","Baitello, J.B.","2640","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Piptocarpha","rotundifolia","(Less.) Baker","ASTERACEAE Piptocarpha rotundifolia (Less.) Baker","SPSF00048771","Splink","SPSF","Cielo Filho, R.","1397","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Praxelis","clematidea","(Griseb.) R.M.King & H.Rob.","ASTERACEAE Praxelis clematidea (Griseb.) R.M.King & H.Rob.","SPSF00048612","Splink","SPSF","Baitello, J.B.","2617","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Pterocaulon","alopecuroides","(Lam.) DC.","ASTERACEAE Pterocaulon alopecuroides (Lam.) DC.","SPSF00048601","Splink","SPSF","Baitello, J.B.","2606","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Pterocaulon","lanatum","Kuntze","ASTERACEAE Pterocaulon lanatum Kuntze","SPSF00048611","Splink","SPSF","Baitello, J.B.","2616","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Pterocaulon","rugosum","(Vahl) Malme","ASTERACEAE Pterocaulon rugosum (Vahl) Malme","SPSF00048807","Splink","SPSF","Cielo Filho, R.","1430","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Vernonanthura",,"H.Rob.","ASTERACEAE Vernonanthura H.Rob.","SPSF00048606","Splink","SPSF","Baitello, J.B.","2611",,"Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Asteraceae","Vernonia",,"Schreb.","ASTERACEAE Vernonia Schreb.","SPSF00048597","Splink","SPSF","Baitello, J.B.","2602",,"Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Bignoniaceae","Anemopaegma","arvense","(Vell.) Stellfeld ex de Souza","BIGNONIACEAE Anemopaegma arvense (Vell.) Stellfeld ex de Souza","SPSF00048719","Splink","SPSF","Baitello, J.B.","2629","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Bignoniaceae","Fridericia","speciosa","Mart.","BIGNONIACEAE Fridericia speciosa Mart.","SPSF00048747","Splink","SPSF","Arzolla, F.A.R.D.P.","1662","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Bignoniaceae","Jacaranda","caroba","(Vell.) DC.","BIGNONIACEAE Jacaranda caroba (Vell.) DC.","SPSF00048749","Splink","SPSF","Arzolla, F.A.R.D.P.","1665","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Bignoniaceae","Jacaranda","rufa","Silva Manso","BIGNONIACEAE Jacaranda rufa Silva Manso","SPSF00048823","Splink","SPSF","Arzolla, F.A.R.D.P.","1666","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Caryocaraceae","Caryocar","brasiliense","Cambess.","CARYOCARACEAE Caryocar brasiliense Cambess.","SPSF00048730","Splink","SPSF","Arzolla, F.A.R.D.P.","1645","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Celastraceae","Peritassa","campestris","(Cambess.) A.C. Sm.","CELASTRACEAE Peritassa campestris (Cambess.) A.C. Sm.","SPSF00048812","Splink","SPSF","Cielo Filho, R.","1435","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Commelinaceae","Commelina","obliqua","Vahl","COMMELINACEAE Commelina obliqua Vahl","SPSF00048735","Splink","SPSF","Arzolla, F.A.R.D.P.","1650","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Convolvulaceae","Distimake","digitatus","(Spreng.) A.R. Simões & Staples","CONVOLVULACEAE Distimake digitatus (Spreng.) A.R. Simões & Staples","SPSF00048839","Splink","SPSF","Arzolla, F.A.R.D.P.","1684","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Cordiaceae","Cordia","sellowiana","Cham.","CORDIACEAE Cordia sellowiana Cham.","SPSF00048795","Splink","SPSF","Baitello, J.B.","2641","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Cucurbitaceae","Cayaponia","espelina","(Silva Manso) Cogn.","CUCURBITACEAE Cayaponia espelina (Silva Manso) Cogn.","SPSF00048804","Splink","SPSF","Cielo Filho, R.","1427","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Cucurbitaceae","Melothria","campestris","(Naudin) H. Schaef. & S.S. Renner","CUCURBITACEAE Melothria campestris (Naudin) H. Schaef. & S.S. Renner","SPSF00048753","Splink","SPSF","Arzolla, F.A.R.D.P.","1671","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Cyperaceae","Rhynchospora",,"Vahl","CYPERACEAE Rhynchospora Vahl","SPSF00048842","Splink","SPSF","Arzolla, F.A.R.D.P.","1687",,"Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Dilleniaceae","Davilla","rugosa","Poir.","DILLENIACEAE Davilla rugosa Poir.","SPSF00048740","Splink","SPSF","Arzolla, F.A.R.D.P.","1655","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Erythroxylaceae","Erythroxylum","campestre","A.St.-Hil.","ERYTHROXYLACEAE Erythroxylum campestre A.St.-Hil.","SPSF00048746","Splink","SPSF","Arzolla, F.A.R.D.P.","1661","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Erythroxylaceae","Erythroxylum","suberosum","A.St.-Hil.","ERYTHROXYLACEAE Erythroxylum suberosum A.St.-Hil.","SPSF00048745","Splink","SPSF","Arzolla, F.A.R.D.P.","1660","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Euphorbiaceae","Microstachys","daphnoides","(Mart.) F.Dietr.","EUPHORBIACEAE Microstachys daphnoides (Mart.) F.Dietr.","SPSF00048818","Splink","SPSF","Baitello, J.B.","2655","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Andira","humilis","Mart. ex Benth.","FABACEAE Andira humilis Mart. ex Benth.","SPSF00048824","Splink","SPSF","Baitello, J.B.","2660","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Bauhinia","holophylla","(Bong.) Steud.","FABACEAE Bauhinia holophylla (Bong.) Steud.","SPSF00048723","Splink","SPSF","Baitello, J.B.","2633","Native","Prata","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Chamaecrista","desvauxii","(Collad.) Killip","FABACEAE Chamaecrista desvauxii (Collad.) Killip","SPSF00048732","Splink","SPSF","Arzolla, F.A.R.D.P.","1647","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Chamaecrista","desvauxii","(Collad.) Killip","FABACEAE Chamaecrista desvauxii var. desvauxii (Collad.) Killip","SPSF00048733","Splink","SPSF","Arzolla, F.A.R.D.P.","1648","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Chamaecrista","desvauxii","(Benth.) G.P.Lewis","FABACEAE Chamaecrista desvauxii var. latistipula (Benth.) G.P.Lewis","48733","GBIF","SPSF","Arzolla, F.A.R.D.P.","1648","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Clitoria","densiflora","(Benth.) Benth.","FABACEAE Clitoria densiflora (Benth.) Benth.","SPSF00048734","Splink","SPSF","Arzolla, F.A.R.D.P.","1649","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Crotalaria","micans","Link","FABACEAE Crotalaria micans Link","SPSF00048736","Splink","SPSF","Arzolla, F.A.R.D.P.","1651","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Dalbergia","miscolobium","Benth.","FABACEAE Dalbergia miscolobium Benth.","SPSF00048739","Splink","SPSF","Arzolla, F.A.R.D.P.","1654","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Leptolobium","elegans","Vogel","FABACEAE Leptolobium elegans Vogel","SPSF00048710","Splink","SPSF","Baitello, J.B.","2620","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Machaerium","acutifolium","Vogel","FABACEAE Machaerium acutifolium Vogel","SPSF00048808","Splink","SPSF","Cielo Filho, R.","1431","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Mimosa","debilis","Humb. & Bonpl. ex Willd.","FABACEAE Mimosa debilis Humb. & Bonpl. ex Willd.","SPSF00048757","Splink","SPSF","Arzolla, F.A.R.D.P.","1675","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Mimosa","dolens","Vell.","FABACEAE Mimosa dolens Vell.","SPSF00048760","Splink","SPSF","Arzolla, F.A.R.D.P.","1678","Native","Prata","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Mimosa","gracilis","(Benth.) Barneby","FABACEAE Mimosa gracilis var. capillipes (Benth.) Barneby","48761","GBIF","SPSF","Arzolla, F.A.R.D.P.","1679","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Mimosa","gracilis","Benth.","FABACEAE Mimosa gracilis var. gracilis Benth.","SPSF00048838","Splink","SPSF","Arzolla, F.A.R.D.P.","1683","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Mimosa","xanthocentra","Mart.","FABACEAE Mimosa xanthocentra Mart.","SPSF00048762","Splink","SPSF","Arzolla, F.A.R.D.P.","1680","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Ormosia","arborea","(Vell.) Harms","FABACEAE Ormosia arborea (Vell.) Harms","SPSF00048798","Splink","SPSF","Baitello, J.B.","2644","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Senna","rugosa","(G.Don) H.S.Irwin & Barneby","FABACEAE Senna rugosa (G.Don) H.S.Irwin & Barneby","SPSF00048774","Splink","SPSF","Cielo Filho, R.","1400","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Stryphnodendron","adstringens","(Mart.) Coville","FABACEAE Stryphnodendron adstringens (Mart.) Coville","SPSF00048782","Splink","SPSF","Cielo Filho, R.","1408","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Stryphnodendron","rotundifolium","Mart.","FABACEAE Stryphnodendron rotundifolium Mart.","SPSF00048786","Splink","SPSF","Cielo Filho, R.","1412","Native","Prata","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Fabaceae","Zornia","crinita","(Mohlenbr.) Vanni","FABACEAE Zornia crinita (Mohlenbr.) Vanni","SPSF00048791","Splink","SPSF","Cielo Filho, R.","1417","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Lamiaceae","Aegiphila","verticillata","Vell.","LAMIACEAE Aegiphila verticillata Vell.","SPSF00048715","Splink","SPSF","Baitello, J.B.","2625","Native","Prata","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Lamiaceae","Cyanocephalus",,"(Pohl ex Benth.) Harley & J.F.B.Pastore","LAMIACEAE Cyanocephalus (Pohl ex Benth.) Harley & J.F.B.Pastore","SPSF00048805","Splink","SPSF","Cielo Filho, R.","1428",,"Prata","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Lamiaceae","Hyptis","campestris","Harley & J.F.B.Pastore","LAMIACEAE Hyptis campestris Harley & J.F.B.Pastore","SPSF00048768","Splink","SPSF","Cielo Filho, R.","1394","Native","Prata","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Lauraceae","Nectandra","grandiflora","Nees & Mart","LAURACEAE Nectandra grandiflora Nees & Mart","SPSF00048796","Splink","SPSF","Baitello, J.B.","2642","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Lauraceae","Nectandra","lanceolata","Nees","LAURACEAE Nectandra lanceolata Nees","SPSF00044019","Splink","SPSF","Arzolla, F.A.R.D.P.","1482","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Lauraceae","Ocotea","corymbosa","(Meisn.) Mez","LAURACEAE Ocotea corymbosa (Meisn.) Mez","SPSF00048809","Splink","SPSF","Cielo Filho, R.","1432","Native","Ouro","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malpighiaceae","Banisteriopsis","campestris","(A.Juss.) Little","MALPIGHIACEAE Banisteriopsis campestris (A.Juss.) Little","SPSF00048720","Splink","SPSF","Baitello, J.B.","2630","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malpighiaceae","Byrsonima","crassifolia","(L.) Kunth","MALPIGHIACEAE Byrsonima crassifolia (L.) Kunth","SPSF00048727","Splink","SPSF","Baitello, J.B.","2637","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malpighiaceae","Byrsonima","intermedia","A.Juss.","MALPIGHIACEAE Byrsonima intermedia A.Juss.","SPSF00048729","Splink","SPSF","Arzolla, F.A.R.D.P.","1644","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malpighiaceae","Peixotoa","parviflora","A.Juss.","MALPIGHIACEAE Peixotoa parviflora A.Juss.","SPSF00048769","Splink","SPSF","Cielo Filho, R.","1395","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malvaceae","Luehea","grandiflora","Mart.","MALVACEAE Luehea grandiflora Mart.","SPSF00048800","Splink","SPSF","Baitello, J.B.","2646","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malvaceae","Peltaea","polymorpha","(A.St.-Hil.) Krapov. & Cristóbal","MALVACEAE Peltaea polymorpha (A.St.-Hil.) Krapov. & Cristóbal","SPSF00048767","Splink","SPSF","Cielo Filho, R.","1393","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malvaceae","Sida","cerradoensis","Krapov.","MALVACEAE Sida cerradoensis Krapov.","SPSF00048815","Splink","SPSF","Baitello, J.B.","2652","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malvaceae","Sida","glaziovii","K.Schum.","MALVACEAE Sida glaziovii K.Schum.","SPSF00048819","Splink","SPSF","Baitello, J.B.","2656","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malvaceae","Sida","viarum","A.St.-Hil.","MALVACEAE Sida viarum A.St.-Hil.","SPSF00048776","Splink","SPSF","Cielo Filho, R.","1402","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malvaceae","Triumfetta","semitriloba","Jacq.","MALVACEAE Triumfetta semitriloba Jacq.","SPSF00048827","Splink","SPSF","Arzolla, F.A.R.D.P.","1681","Native","Prata","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Malvaceae","Waltheria","communis","A.St.-Hil.","MALVACEAE Waltheria communis A.St.-Hil.","SPSF00048790","Splink","SPSF","Cielo Filho, R.","1416","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Melastomataceae","Miconia","albicans","(Sw.) Steud.","MELASTOMATACEAE Miconia albicans (Sw.) Steud.","SPSF00048755","Splink","SPSF","Arzolla, F.A.R.D.P.","1673","Native","Prata","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Melastomataceae","Miconia","fallax","DC.","MELASTOMATACEAE Miconia fallax DC.","SPSF00048845","Splink","SPSF","Arzolla, F.A.R.D.P.","1690","Native","Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Melastomataceae","Miconia","ligustroides","(DC.) Naudin","MELASTOMATACEAE Miconia ligustroides (DC.) Naudin","UPCB00046547","GBIF","UPCB","Valerio, Z.","512","Native","Ouro","Estação Ecológica de Avaré.","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Melastomataceae","Pleroma","pulchrum","A.St.-Hil.","MELASTOMATACEAE Pleroma pulchrum A.St.-Hil.","SPSF00048604","Splink","SPSF","Baitello, J.B.","2609",,"Bronze","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Melastomataceae","Pleroma","stenocarpum","(Schrank et Mart. ex DC.) Triana","MELASTOMATACEAE Pleroma stenocarpum (Schrank et Mart. ex DC.) Triana","SPSF00048844","Splink","SPSF","Arzolla, F.A.R.D.P.","1689","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Eugenia","aurata","O.Berg","MYRTACEAE Eugenia aurata O.Berg","SPSF00048849","Splink","SPSF","Arzolla, F.A.R.D.P.","1694","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Eugenia","hiemalis","Cambess.","MYRTACEAE Eugenia hiemalis Cambess.","48853","GBIF","SPSF","Arzolla, F.A.R.D.P.","1698","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Eugenia","punicifolia","(Kunth) DC.","MYRTACEAE Eugenia punicifolia (Kunth) DC.","SPSF00048855","Splink","SPSF","Arzolla, F.A.R.D.P.","1700","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Eugenia","pyriformis","Cambess.","MYRTACEAE Eugenia pyriformis Cambess.","SPSF00048857","Splink","SPSF","Arzolla, F.A.R.D.P.","1702","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Eugenia","sellowiana","DC.","MYRTACEAE Eugenia sellowiana DC.","SPSF00048853","Splink","SPSF","Arzolla, F.A.R.D.P.","1698","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Myrcia","albotomentosa","DC.","MYRTACEAE Myrcia albotomentosa DC.","SPSF00048848","Splink","SPSF","Arzolla, F.A.R.D.P.","1693","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Myrcia","multiflora","(Lam.) DC.","MYRTACEAE Myrcia multiflora (Lam.) DC.","SPSF00044007","Splink","SPSF","Arzolla, F.A.R.D.P.","1470","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Myrcia","rufipes","DC.","MYRTACEAE Myrcia rufipes DC.","HUFABC003149","Splink","HUFABC","Arzolla, F.A.R.D.P.","1542","Native","Ouro","Estação Ecológica de Avaré","Não"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Myrcia","variabilis","DC.","MYRTACEAE Myrcia variabilis DC.","SPSF00048750","Splink","SPSF","Arzolla, F.A.R.D.P.","1668","Native","Bronze","Estação Ecológica de Avaré","Sim"
"ESTAÇÃO ECOLÓGICA DE AVARÉ","Angiosperms","Myrtaceae","Myrciaria","delicatula","(DC.) O.Berg","MYRTACEAE Myrciaria delicatula (DC.) O.Berg","SPSF00048852","Splink","SPSF","Arzolla, F.A.R.D.P.","1697","Native","Ouro","Estação Ecológica de Avaré","Não"
