"data_source","barcode","collectionCode","catalogNumber","kingdom","family","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","scientificName","genus","identifiedBy","specificEpithet","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","continentocean","preparationtype","order","individualcount","class","infraspecificEpithet","fieldNumber","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF00044012","SPSF","44012","Plantae","Caryocaraceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.818333","-23.016667","2024-08-06T09:17:13","1475","<nO>COLETA: Arvoreta de 1 m.&nf;Flores creme-esverdeadas.; GEOGRAFIA: Vegetação de Cerrado.&nf;Altitude aproximada de 760 m.;</nO>","Caryocar brasiliense","Caryocar","F.A.R.D.P Arzolla","brasiliense","Camb.","2010","04","30",,,,"América do Sul",,"Theales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1475","2010","Arzolla, F.A.R.D.P.","2010","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Caryocar brasiliense","Cambess.","possibly_ok","Caryocaraceae","Caryocar brasiliense","Cambess.","species","author misspelled","bfo-6688",,,"Caryocar brasiliense Cambess.","Caryocar","Caryocaraceae","low","Caryocar brasiliense"
"speciesLink","SPSF00043928","SPSF","43928","Plantae","Asteraceae","2010","03","02","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.816944","-23.001667","2024-08-06T09:13:08","1427","<nO>COLETA: Cerrado&nf;Árvore, flores.;</nO>","Chromolaena laevigata","Chromolaena","F.A.R.D.Arzolla","laevigata","(Lam.) R.M.King & H.Rob.","2010","04","29",,"785","785","América do Sul",,"Asterales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-29",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1427","2010","Arzolla, F.A.R.D.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chromolaena laevigata","(Lam.) R.M.King & H.Rob.","possibly_ok","Asteraceae","Chromolaena laevigata","(Lam.) R.M.King & H.Rob.","species","name accepted","bfo-16058",,,"Chromolaena laevigata (Lam.) R.M.King & H.Rob.","Chromolaena","Asteraceae","low","Chromolaena laevigata"
"speciesLink","SPSF00043951","SPSF","43951","Plantae","Sapotaceae","2010","03","03","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.824722","-23.023889","2024-08-06T09:13:37","1450","<nO>COLETA: Árvore.&nf;Frutos imaturos verdes.; GEOGRAFIA: Região do Rio Novo.&nf;Floresta Estacional Semidecidual.&nf;Altitude aproximada de 720 m.;</nO>","Chrysophyllum marginatum","Chrysophyllum","J.A. Pastore","marginatum","(Hook. & Arn.) Radlk.","2010","04","30",,,,"América do Sul",,"Ericales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1450","2010","Pastore, J.A.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","possibly_ok","Sapotaceae","Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","species","name accepted","bfo-14462",,,"Chrysophyllum marginatum (Hook. & Arn.) Radlk.","Chrysophyllum","Sapotaceae","low","Chrysophyllum marginatum"
"speciesLink","SPSF00043943","SPSF","43943","Plantae","Clethraceae","2010","03","03","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.824722","-23.023889","2024-08-06T09:13:33","1442cv","<nO>COLETA: Árvore com frutos.; GEOGRAFIA: Regioão do Rio Novo; Floresta Estacional Semidecidual.&nf;Altitude aproximada de 720 m.;</nO>","Clethra scabra","Clethra","F.A.R.D.P Arzolla","scabra","Pers.","2010","04","30",,,,"América do Sul",,"Ericales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1442-CV","2010","Arzolla, F.A.R.D.P.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Clethra scabra","Pers.","possibly_ok","Clethraceae","Clethra scabra","Pers.","species","name accepted","bfo-6824",,,"Clethra scabra Pers.","Clethra","Clethraceae","low","Clethra scabra"
"speciesLink","SPSF00043992","SPSF","43992","Plantae","Euphorbiaceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.803333","-22.996111","2024-08-06T09:15:06","1455","<nO>COLETA: Arvoreta com 2 metros; Botões esverdeados.; GEOGRAFIA: Floresta Estacional Semidecidual.&nf;Altitude aproximada de 750 m.;</nO>","Cnidoscolus marcgravii","Cnidoscolus","G.A.D.C. Franco","marcgravii","A.St.-Hil.","2010","10","05",,,,"América do Sul",,"Malpighiales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-10-05",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1455","2010","Franco, G.A.D.C.","2010","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cnidoscolus urens subsp. urens","(L.) Arthur","possibly_ok","Euphorbiaceae","Cnidoscolus urens subsp. urens","(L.) Arthur","subspecies","author misspelled|replaced synonym","bfo-621334","Cnidoscolus urens subsp. urens","(L.) Arthur","Cnidoscolus urens subsp. urens (L.) Arthur","Cnidoscolus","Euphorbiaceae","medium","Cnidoscolus urens"
"speciesLink","SPSF00044005","SPSF","44005","Plantae","Euphorbiaceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.803333","-22.996111","2024-08-06T09:15:07","1468","<nO>COLETA: Árvore, 6m de altura.&nf;Com botões florais.; GEOGRAFIA: Floresta Estacional Semidecidual.&nf;Altitude aproximada de 750 m.;</nO>","Croton floribundus","Croton","F.A.R.D.Arzolla","floribundus","Spreng.","2010","04","30",,,,"América do Sul",,"Malpighiales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1468","2010","Arzolla, F.A.R.D.","2010","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Croton floribundus","Spreng.","possibly_ok","Euphorbiaceae","Croton floribundus","Spreng.","species","name accepted","bfo-17512",,,"Croton floribundus Spreng.","Croton","Euphorbiaceae","low","Croton floribundus"
"gbif",,"UEC","162785","Plantae","Fabaceae","1980","11","19","Brazil","São Paulo",,"Martinho Prado - Res. Bio. Faz. Campininha (Estação Ecológica de Mogi-Guaçu)","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/2","Mantovani, W",,,"2024-11-25 11:21:07","1333",,"Aeschynomene marginata Benth.","Ctenodon","Fortuna-Perez, AP","marginata","Benth.",,,,,,,,,"Fabales",,"Magnoliopsida",,,,,"GBIF","Mogi Guaçu","2007-04-01","Ctenodon marginatus (Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima",,"BR",,,"1980-11-19",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mogi guacu","fazenda campininha, estacao ecologica de mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county","1089101212",,,,"https://specieslink.net/guid/2/162785",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeschynomene",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Ctenodon marginatus","Aeschynomene marginata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/UEC038260",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mogi guacu","Brazil","São Paulo","Mogi Guaçu",,"check_local.2municip.","Ctenodon marginatus","(Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima","name_w_authors","Fabaceae","Ctenodon marginatus","(Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima","species","replaced synonym","bfo-617663","Ctenodon marginatus","(Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima","Ctenodon marginatus (Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima","Ctenodon","Fabaceae","unknown","Ctenodon marginatus"
"speciesLink","SPSF00044018","SPSF","44018","Plantae","Sapindaceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.803333","-22.996111","2024-08-06T09:16:57","1481","<nO>COLETA: Árvore com 10 m de altura e com frutos.; GEOGRAFIA: Floresta Estacional Semidecidual.&nf;Altitude aproximada de 750 m.;</nO>","Cupania vernalis","Cupania","F.A.R.D.P Arzolla","vernalis","Camb.","2010","04","30",,,,"América do Sul",,"Sapindales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1481","2010","Arzolla, F.A.R.D.P.","2010","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cupania vernalis","Cambess.","possibly_ok","Sapindaceae","Cupania vernalis","Cambess.","species","author misspelled","bfo-32717",,,"Cupania vernalis Cambess.","Cupania","Sapindaceae","low","Cupania vernalis"
"speciesLink","SPSF00043945","SPSF","43945","Plantae","Fabaceae","2010","03","03","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.824722","-23.023889","2024-08-06T09:13:55","1444","<nO>COLETA: Árvore com frutos.; GEOGRAFIA: Região do Rio Novo; Floresta Estacional Semidecidual.&nf;Altitude aproximada de 720 m.;</nO>","Lonchocarpus subglaucescens","Lonchocarpus","F.A.R.D.P Arzolla","subglaucescens","Mart. ex Benth.","2010","04","30",,,,"América do Sul",,"Fabales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1444","2010","Arzolla, F.A.R.D.P.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","possibly_ok","Fabaceae","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","species","replaced synonym","bfo-135557","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","Dahlstedtia floribunda (Vogel) M.J. Silva & A.M.G. Azevedo","Dahlstedtia","Fabaceae","low","Dahlstedtia floribunda"
"speciesLink","SPSF00043954","SPSF","43954","Plantae","Thymelaeaceae","2010","03","02","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.808056","-22.996389","2024-08-06T09:16:09","1453","<nO>COLETA: Árvore com flores amarelas.; GEOGRAFIA: Vegetação de Cerrado.&nf;Altitude aproximada de 760 m.;</nO>","Daphnopsis utilis","Daphnopsis","J.A. Pastore","utilis","Warm.","2010","04","30",,,,"América do Sul",,"Myrtales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1453","2010","Pastore, J.A.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Daphnopsis utilis","Warm.","possibly_ok","Thymelaeaceae","Daphnopsis utilis","Warm.","species","name accepted","bfo-14950",,,"Daphnopsis utilis Warm.","Daphnopsis","Thymelaeaceae","low","Daphnopsis utilis"
"speciesLink","SPSF00044002","SPSF","44002","Plantae","Araliaceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.818333","-23.016667","2024-08-06T09:12:56","1465","<nO>COLETA: Árvore com 2 m de altura; Frutos imaturos.; GEOGRAFIA: Vegetação de Cerrado.&nf;Altitude aproximada de 760 m.;</nO>","Schefflera vinosa","Schefflera","F.A.R.D.P.Arzolla","vinosa","(Cham. & Schltdl.) Frodin & Fiaschi","2010","04","30",,,,"América do Sul",,"Apiales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1465","2010","Arzolla, F.A.R.D.P.","2010","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","possibly_ok","Araliaceae","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","species","replaced synonym","bfo-43285","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","Didymopanax vinosus (Cham. & Schltdl.) Marchal","Didymopanax","Araliaceae","low","Didymopanax vinosus"
"speciesLink","SPSF00050831","SPSF","50831","Plantae","Lauraceae","1987","01","22","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","R.B.Torres","-46.9422","-22.3722","2024-08-06T09:14:30","s/n","<nO>COLETA: Árvore 6,5 m; GEOGRAFIA: Mata secundária&nf;""Canelão"";</nO>","Endlicheria paniculata","Endlicheria","R.B.Torres","paniculata","(Spreng.) J. F. Macbr.","1988","10","20","39309",,,"América do Sul",,"Laurales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","1988-10-20",,,,,,,,,,,,,,,,,,"SPSF",,"Torres, R.B.","s.n.","1987","Torres, R.B.","1988",,"Torres",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Endlicheria paniculata","(Spreng.) J.F.Macbr.","possibly_ok","Lauraceae","Endlicheria paniculata","(Spreng.) J.F.Macbr.","species","author misspelled","bfo-8417",,,"Endlicheria paniculata (Spreng.) J.F.Macbr.","Endlicheria","Lauraceae","medium","Endlicheria paniculata"
"speciesLink","SPSF00043950","SPSF","43950","Plantae","Rutaceae","2010","03","03","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.824722","-23.023889","2024-08-06T09:16:55","1449","<nO>COLETA: Árvore com frutos imaturos verdes.; GEOGRAFIA: Região do Rio Novo; Floresta Estacional Semidecidual.&nf;Altitude aproximada de 720 m.;</nO>","Esenbeckia febrifuga","Esenbeckia","F.A.R.D.Arzolla","febrifuga","(A.St.-Hil.) A.Juss. ex Mart.","2010","04","30",,,,"América do Sul",,"Sapindales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1449","2010","Arzolla, F.A.R.D.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Esenbeckia febrifuga","(A.St.-Hil.) A. Juss. ex Mart.","possibly_ok","Rutaceae","Esenbeckia febrifuga","(A.St.-Hil.) A. Juss. ex Mart.","species","author misspelled","bfo-583",,,"Esenbeckia febrifuga (A.St.-Hil.) A. Juss. ex Mart.","Esenbeckia","Rutaceae","low","Esenbeckia febrifuga"
"speciesLink","SPSF00044022","SPSF","44022","Plantae","Myrtaceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.818333","-23.016667","2024-08-06T09:15:53","1485","<nO>COLETA: Arvoreta de 1 m.&nf;Flores alvo-esverdeadas.; GEOGRAFIA: Vegetação de Cerrado.;</nO>","Eugenia pyriformis","Eugenia","O.T.Aguiar","pyriformis","Cambess","2010","04","30",,"760","760","América do Sul",,"Myrtales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1485","2010","Aguiar, O.T.","2010","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eugenia pyriformis","Cambess.","possibly_ok","Myrtaceae","Eugenia pyriformis","Cambess.","species","author misspelled","bfo-10517",,,"Eugenia pyriformis Cambess.","Eugenia","Myrtaceae","high","Eugenia pyriformis"
"speciesLink","SPSF00038220","SPSF","38220","Plantae","Moraceae","2006","11","22","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","O.T. Aguiar & R.Cielo-Filho & J. A. Pastore & D.F.Bueno","-48.768056","-23.513056","2024-08-06T09:16:21","698","<nO>COLETA: Árvore, frutos.; GEOGRAFIA: Trilha 3, a 100m da saída.;</nO>","Ficus luschnathiana","Ficus","S.Romaniuc Neto","luschnathiana","(Miq.) Miq.","2007","10","19",,,,"América do Sul",,"Rosales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2007-10-19",,,,,,,,,,,,,,,,,,"SPSF",,"Aguiar, O.T.","698","2006","Romaniuc Neto, S.","2007","Cielo Filho, R.; Pastore, J.A.; Bueno, D.F.","Aguiar",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Ficus luschnathiana","(Miq.) Miq.","possibly_ok","Moraceae","Ficus luschnathiana","(Miq.) Miq.","species","name accepted","bfo-10168",,,"Ficus luschnathiana (Miq.) Miq.","Ficus","Moraceae","high","Ficus luschnathiana"
"speciesLink","SPSF00039748","SPSF","39748","Plantae","Marantaceae","2008","02","28","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","A.P.Ribeiro & J.B.Baitello & R.Cielo-Filho","-49.068611","-24.079167","2024-08-06T09:12:55","30","<nO>COLETA: Fruto Velho.;</nO>","Goeppertia zebrina","Goeppertia","R.Louzada","zebrina","(Herb.) Lindl.","2008","08","07",,"750","750","América do Sul",,"Zingiberales",,"Liliopsida",,,,,"SPLINK","Mogi Guaçu","2008-08-07",,,,,,,,,,,,,,,,,,"SPSF",,"Ribeiro, A.P.","30","2008","Louzada, R.","2008","Baitello, J.B.; Cielo Filho, R.","Ribeiro",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Goeppertia zebrina","(Sims) Nees","possibly_ok","Marantaceae","Goeppertia zebrina","(Sims) Nees","species","name accepted","bfo-138777",,,"Goeppertia zebrina (Sims) Nees","Goeppertia","Marantaceae","low","Goeppertia zebrina"
