"data_source","barcode","collectionCode","catalogNumber","kingdom","family","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","scientificName","genus","identifiedBy","specificEpithet","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","continentocean","preparationtype","order","individualcount","class","infraspecificEpithet","fieldNumber","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF00043948","SPSF","43948","Plantae","Rubiaceae","2010","03","03","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.824722","-23.023889","2024-08-06T09:16:31","1447","<nO>COLETA: Árvore com frutos maduros roxos.; GEOGRAFIA: Região do Rio Novo; Floresta Estacional Semidecidual.&nf;Altitude aproximada de 720 m.;</nO>","Guettarda uruguensis","Guettarda","J.A. Pastore","uruguensis","Cham. et Schlecht.","2010","05","04",,,,"América do Sul",,"Rubiales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-05-04",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1447","2010","Pastore, J.A.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Guettarda uruguensis","Cham. & Schltdl.","possibly_ok","Rubiaceae","Guettarda uruguensis","Cham. & Schltdl.","species","author misspelled","bfo-14056",,,"Guettarda uruguensis Cham. & Schltdl.","Guettarda","Rubiaceae","low","Guettarda uruguensis"
"gbif",,"HUEFS","31527","Plantae","Euphorbiaceae","1994","1","5","Brasil","São Paulo",,"Estação Ecológica de Mogi-Guaçu.","UEFS","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/204","Luchi, A.E.",,,"2024-10-29 07:42:49","145",,"Gymnanthes klotzschiana Müll.Arg.","Sebastiania","S.M.A.Souza","klotzschiana","Müll.Arg.",,,,,,,,,"Malpighiales",,"Magnoliopsida",,,,,"GBIF","Mogi Guaçu","2011-06-01","Sebastiania klotzschiana (Müll.Arg.) Müll.Arg.",,"BR",,,"1994-01-05",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mogi guacu","estacao ecologica de mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county","1094749652",,,,"https://specieslink.net/guid/204/31527",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gymnanthes",,,,,,"2e684fd6-09e2-4661-910a-0a188b610c04",,,FALSE,FALSE,"Sebastiania klotzschiana","Gymnanthes klotzschiana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/HUEFS0031527",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mogi guacu","Brazil","São Paulo","Mogi Guaçu",,"check_local.2municip.","Gymnanthes klotzschiana","Müll.Arg.","name_w_authors","Euphorbiaceae","Gymnanthes klotzschiana","Müll.Arg.","species","name accepted","bfo-55510",,,"Gymnanthes klotzschiana Müll.Arg.","Gymnanthes","Euphorbiaceae","unknown","Gymnanthes klotzschiana"
"speciesLink","SPSF00043942","SPSF","43942","Plantae","Aquifoliaceae","2010","03","03","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.824722","-23.023889","2024-08-06T09:12:56","1441","<nO>COLETA: Árvore com frutos verdes imaturos claros.; GEOGRAFIA: Região do Rio Novo; Floresta Estacional Semidecidual.&nf;Altitude aproximada de 720 m.;</nO>","Ilex paraguariensis","Ilex","F.A.R.D.P Arzolla","paraguariensis","A.St.-Hil.","2010","04","30",,,,"América do Sul",,"Aquifoliales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1441","2010","Arzolla, F.A.R.D.P.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Ilex paraguariensis","A.St.-Hil.","possibly_ok","Aquifoliaceae","Ilex paraguariensis","A.St.-Hil.","species","name accepted","bfo-4904",,,"Ilex paraguariensis A.St.-Hil.","Ilex","Aquifoliaceae","low","Ilex paraguariensis"
"gbif",,"SP","275415","Plantae","Fabaceae","1992","2","4","Brasil","São Paulo",,"Estação Ecológica de Mogi-Guaçu, Mata da Figueira, mata ciliar do Rio Moji-Guaçu","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/1","Luchi, AE",,,"2021-12-09 11:06:59","80",,"Inga vera Willd.","Inga","Rossi, L","vera","Willd.",,,,,,,,,"Fabales",,"Magnoliopsida",,,,,"GBIF","Mogi Guaçu",,"Inga vera Willd.",,"BR",,,"1992-02-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mogi guacu","estacao ecologica de mogi-guacu, mata da figueira, mata ciliar do rio moji-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county","2452866269",,,,"https://specieslink.net/guid/1/275415",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inga",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Inga vera","Inga vera","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mogi guacu","Brazil","São Paulo","Mogi Guaçu",,"check_local.2municip.","Inga vera","Willd.","name_w_authors","Fabaceae","Inga vera","Willd.","species","name accepted","bfo-23039",,,"Inga vera Willd.","Inga","Fabaceae","unknown","Inga vera"
"gbif",,"SP","275511","Plantae","Fabaceae","1991","10","14","Brasil","São Paulo",,"Estação Ecológica de Mogi-Guaçu, Mata do Português, mata ciliar do Rio Moji-Guaçu","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/1","Luchi, AE",,,"2021-12-09 11:06:54","253",,"Inga affinis DC.","Inga","Mamede, MCH","affinis","DC.",,,,,,,,,"Fabales",,"Magnoliopsida",,,,,"GBIF","Mogi Guaçu","2008-12-01","Inga affinis DC.",,"BR",,,"1991-10-14",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mogi guacu","estacao ecologica de mogi-guacu, mata do portugues, mata ciliar do rio moji-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county","2452867249",,,,"https://specieslink.net/guid/1/275511",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inga",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Inga affinis","Inga affinis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mogi guacu","Brazil","São Paulo","Mogi Guaçu",,"check_local.2municip.","Inga vera subsp. affinis","(DC.) T.D.Penn.","name_w_authors","Fabaceae","Inga vera subsp. affinis","(DC.) T.D.Penn.","subspecies","replaced synonym","bfo-23040","Inga vera subsp. affinis","(DC.) T.D.Penn.","Inga vera subsp. affinis (DC.) T.D.Penn.","Inga","Fabaceae","unknown","Inga vera"
"speciesLink","SPSF00043994","SPSF","43994","Plantae","Fabaceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.821111","-23.006944","2024-08-06T09:13:55","1457","<nO>COLETA: Arvoreta até 1 metro; Botões esverdeados.; GEOGRAFIA: Vegetação de Cerrado denso.&nf;Altitude aproximada de 760 m.;</nO>","Leptolobium elegans","Leptolobium","J.B.Baitello","elegans","Vogel","2012","12","19",,,,"América do Sul",,"Fabales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2012-12-19",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1457","2010","Baitello, J.B.","2012","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Leptolobium elegans","Vogel","possibly_ok","Fabaceae","Leptolobium elegans","Vogel","species","name accepted","bfo-83280",,,"Leptolobium elegans Vogel","Leptolobium","Fabaceae","low","Leptolobium elegans"
"speciesLink","SPSF00040946","SPSF","40946","Plantae","Apocynaceae","2008","11","04","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","G.Durigan","-46.9422","-22.3722","2024-08-06T09:14:08",,"<nO>COLETA: No cerrado;</nO>","Mandevilla illustris","Mandevilla","G.Durigan","illustris","(Vell.) Woodson","2008","11","20","39309",,,"América do Sul",,"Gentianales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2008-11-20",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","s.n.","2008","Durigan, G.","2008",,"Durigan",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Mandevilla illustris","(Vell.) Woodson","possibly_ok","Apocynaceae","Mandevilla illustris","(Vell.) Woodson","species","name accepted","bfo-4662",,,"Mandevilla illustris (Vell.) Woodson","Mandevilla","Apocynaceae","medium","Mandevilla illustris"
"speciesLink","SPSF00039776","SPSF","39776","Plantae","Rubiaceae","2008","03","31","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","R.Sebastiani","-46.9422","-22.3722","2024-08-06T09:16:31","311","<nO>COLETA: Trepadeira com folhas de indumento branco.Corola vermelha.; GEOGRAFIA: Área das Grevilhas.Trilha principal em frente à porteira.;</nO>","Manettia cordifolia","Manettia","R.Cielo-Filho","cordifolia","Mart.","2008","05","09","39309",,,"América do Sul",,"Rubiales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2008-05-09",,,,,,,,,,,,,,,,,,"SPSF",,"Sebastiani, R.","311","2008","Cielo Filho, R.","2008",,"Sebastiani",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Manettia cordifolia","Mart.","possibly_ok","Rubiaceae","Manettia cordifolia","Mart.","species","name accepted","bfo-14098",,,"Manettia cordifolia Mart.","Manettia","Rubiaceae","medium","Manettia cordifolia"
"speciesLink","SPSF00044000","SPSF","44000","Plantae","Melastomataceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.818333","-23.016667","2024-08-06T09:15:31","1463","<nO>COLETA: Árvore, 2 metros; Com botões e flores.; GEOGRAFIA: Vegetação de Cerrado.&nf;Altitude aproximada de 760 m.;</nO>","Miconia albicans","Miconia","J.A. Pastore","albicans","(Sw.) Steud.","2010","10","04",,,,"América do Sul",,"Myrtales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-10-04",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1463","2010","Pastore, J.A.","2010","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Miconia albicans","(Sw.) Steud.","possibly_ok","Melastomataceae","Miconia albicans","(Sw.) Steud.","species","name accepted","bfo-9668",,,"Miconia albicans (Sw.) Steud.","Miconia","Melastomataceae","low","Miconia albicans"
"speciesLink","SPSF00045883","SPSF","45883","Plantae","Melastomataceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.818333","-23.016667","2024-08-06T09:15:32","1544","<nO>COLETA: Árvore com flores e frutos.; GEOGRAFIA: Vegetação de Cerrado.;</nO>","Miconia fallax","Miconia","R.Goldemberg","fallax","(DC.","2014","02","12",,"760","760","América do Sul",,"Myrtales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2014-02-12",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1544","2010","Goldemberg, R.","2014","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Miconia fallax","DC.","possibly_ok","Melastomataceae","Miconia fallax","DC.","species","author misspelled","bfo-19659",,,"Miconia fallax DC.","Miconia","Melastomataceae","high","Miconia fallax"
"speciesLink","SPSF00044001","SPSF","44001","Plantae","Melastomataceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.821111","-23.006944","2024-08-06T09:15:36","1464","<nO>COLETA: Árvore, fruto imaturo amarelo, fruto maduro arroxeado; GEOGRAFIA: Vegetação de Cerrado denso;</nO>","Miconia trianae","Miconia","R.Goldemberg","trianae","Cogn.","2014","02","12",,"760","760","América do Sul",,"Myrtales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2014-02-12",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1464","2010","Goldemberg, R.","2014","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Miconia trianae","Cogn.","possibly_ok","Melastomataceae","Miconia trianae","Cogn.","species","name accepted","bfo-9775",,,"Miconia trianae Cogn.","Miconia","Melastomataceae","high","Miconia trianae"
"speciesLink","SPSF00049379","SPSF","49379","Plantae","Myrtaceae","2012","03","10","Brasil","SP","Mogi-Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","M.F.Santos & C.P.Caliari","-47.15","-22.283333","2024-08-06T09:15:58","849","<nO>COLETA: Arvoreta de aprox. 5 m de altura. Ramo imaturo verde e maduro paleáceo. Folha imatura avermelhada, escamação alva. Estéril. Amostra armazenada em sílica-gel.; GEOGRAFIA: Mata da Figueira (Fazenda Campininha). Estrada margeando o Rio Mogi-Guaçu, n</nO>","Myrcia bicarinata","Myrcia","M.F.Santos","bicarinata","(O.Berg)",,,,,"588","588","América do Sul",,"Myrtales",,"Magnoliopsida",,,,,"SPLINK","Mogi-Guaçu",,,,,,,,,,,,,,,,,,,"SPSF",,"Santos, M.F.","849","2012","Santos, M.F.","n.d.","Caliari, C.P.","Santos",,"brazil","sao paulo","mogi-guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Myrcia bicarinata","(O.Berg) D.Legrand","possibly_ok","Myrtaceae","Myrcia bicarinata","(O.Berg) D.Legrand","species","author misspelled","bfo-37045",,,"Myrcia bicarinata (O.Berg) D.Legrand","Myrcia","Myrtaceae","high","Myrcia bicarinata"
"user",,"RB","RB00981746","Plantae","Myrtaceae","2012","3","10","Brasil","São Paulo",,"Estação Ecológica Mogi-Guaçu (Fazenda Campininha). Mata da Figueira; estrada margeando o rio Mogi-Guaçu. Na beira do caminho, ao lado de curso d´água.","JBRJ",,"Preserved Specimen","22º17´0´´","47º9´0´´W",,"M.F. Santos; C.P. Caliari","-47.15","-22.2833333",,"850",,"Calyptranthes widgreniana O.Berg","Calyptranthes","M.F. Santos","widgreniana","O.Berg",,,,,"588",,,,,,,,,,,,"Mogi Guaçu",,,,"BR",,,"2012-03-10",,,,,,,"sp.","Physical Object",,,,"RB",,"Santos, M.F.","850","2012","Santos, M.F.","n.d.","Caliari, C.P.","Santos",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu, fazenda campininha, mata da figueira, estrada margeando o rio mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,"urn:catalog:JBRJ:RB:981746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/98/17/46/00981746.jpg",,,,,,,,,,,,,,,,,,,"2017-10-14 04:01:31+00","Angiospermas","brazil_sao paulo_mogi guacu","Brazil","São Paulo","Mogi Guaçu",,"check_local.2municip.","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","name_w_authors","Myrtaceae","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","species","replaced synonym","bfo-616152","Myrcia glomerata","(Cambess.) G.P.Burton & E.Lucas","Myrcia glomerata (Cambess.) G.P.Burton & E.Lucas","Myrcia","Myrtaceae","high","Myrcia glomerata"
"speciesLink","SPSF00045881","SPSF","45881","Plantae","Myrtaceae","2010","09","23","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","-48.821111","-23.006944","2024-08-06T09:15:59","1542","<nO>COLETA: Árvore.&nf;Início de frutificação.; GEOGRAFIA: Vegetação de Cerrado denso.&nf;Altitude aproximada de 760 m.;</nO>","Myrcia lingua","Myrcia","O.T. Aguiar","lingua","(O. Berg) Mattos & D. Legrand","2010","04","30",,,,"América do Sul",,"Myrtales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1542","2010","Aguiar, O.T.","2010","Vilela, F.E.S.P.; Mattos, I.F.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Myrcia rufipes","DC.","possibly_ok","Myrtaceae","Myrcia rufipes","DC.","species","author misspelled|replaced synonym","bfo-10753","Myrcia rufipes","DC.","Myrcia rufipes DC.","Myrcia","Myrtaceae","high","Myrcia rufipes"
"speciesLink","SPSF00043936","SPSF","43936","Plantae","Myrtaceae","2010","03","02","Brasil","SP","Mogi Guaçu","Estação Ecológica Mogi-Guaçu","IF","Magnoliophyta","PreservedSpecimen",,,"13","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva","-48.816944","-23.001667","2024-08-06T09:16:03","1435","<nO>COLETA: Árvore com frutos.; GEOGRAFIA: Vegetação de Cerrado.&nf;Altitude aproximada de 785 m.;</nO>","Myrcia pulchra","Myrcia","O.T. Aguiar","pulchra","(O.Berg) Kiaersk.","2010","04","30",,,,"América do Sul",,"Myrtales",,"Magnoliopsida",,,,,"SPLINK","Mogi Guaçu","2010-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1435","2010","Aguiar, O.T.","2010","Vilela, F.E.S.P.; Antunes, A.Z.; Silva, D.A.","Arzolla",,"brazil","sao paulo","mogi guacu","estacao ecologica mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Myrcia subcordata","DC.","possibly_ok","Myrtaceae","Myrcia subcordata","DC.","species","replaced synonym","bfo-10765","Myrcia subcordata","DC.","Myrcia subcordata DC.","Myrcia","Myrtaceae","high","Myrcia subcordata"
"gbif",,"SP","252183","Plantae","Lauraceae",,,,"Brasil","São Paulo",,"Mata do Português , vizinho a Estação Ecológica de Mogi-Guaçu","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/1","Rossi, L; Ludewigs, A",,,"2021-12-09 11:08:38","984",,"Nectandra megapotamica (Spreng.) Mez","Nectandra","Baitello, JB","megapotamica","(Spreng.) Mez",,,,,,,,,"Laurales",,"Magnoliopsida",,,,,"GBIF","Mogi Guaçu","2003-01-01","Nectandra megapotamica (Spreng.) Mez",,"BR",,,,,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","mogi guacu","mata do portugues, vizinho a estacao ecologica de mogi-guacu",,"locality","brazil_sao paulo_mogi guacu","brazil_sao paulo_mogi guacu",-22.23151266,-47.02913769,"county","2452855709",,,,"https://specieslink.net/guid/1/252183",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nectandra",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Nectandra megapotamica","Nectandra megapotamica","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_mogi guacu","Brazil","São Paulo","Mogi Guaçu",,"check_local.2municip.","Nectandra megapotamica","(Spreng.) Mez","name_w_authors","Lauraceae","Nectandra megapotamica","(Spreng.) Mez","species","name accepted","bfo-8431",,,"Nectandra megapotamica (Spreng.) Mez","Nectandra","Lauraceae","unknown","Nectandra megapotamica"
