"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Acanthaceae",,,"Juss.","ACANTHACEAE Acanthaceae Juss.","UEC063635","Splink","UEC","Sartori, A.L.B.","28996",,"Latão","Estação Ecológica de Assis.","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Acanthaceae","Ruellia","bulbifera","Lindau","ACANTHACEAE Ruellia bulbifera Lindau","SPSF00057642","Splink","SPSF","Durigan, G.","4275","Native","Prata","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Anacardiaceae","Lithraea","molleoides","(Vell.) Engl.","ANACARDIACEAE Lithraea molleoides (Vell.) Engl.","RB00987402","GBIF","RB","Savassi-Coutinho, A.P.","654","Native","Bronze","Estação Ecológica de Assis, Parcela Permanente do Biota, indivíduo 76 (B-0).","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","ESA00139025","REFLORA","ESA","Colletta, G.D.","2537","Native","Ouro","Estação Ecológica de Assis. Cerrado.","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","US01926122","Splink","US","Pace, M.R.","630","Native","Bronze","Estação Ecológica de Assis","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Annonaceae","Annona","coriacea","Mart.","ANNONACEAE Annona coriacea Mart.",,"GBIF",,"Lima, R.A.F.",,"Native","Latão","Parcela permanente 10.24ha, Estacao Ecologica de Assis, Assis county, Sao Paulo State","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Annonaceae","Annona","crassiflora","Mart.","ANNONACEAE Annona crassiflora Mart.","RB01054430","GBIF","RB","Savassi-Coutinho, A.P.","656","Native","Ouro","Estação Ecológica de Assis; Trilha de acesso a Parcela Permanente do Biota.","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.","ESA00139017","REFLORA","ESA","Colletta, G.D.","2529","Native","Ouro","Estação Ecológica de Assis. Cerrado.","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","ESA:91708","GBIF",,"Lima, R.A.F.",,"Native","Latão","Parcela permanente 10.24ha, Estacao Ecologica de Assis, Assis county, Sao Paulo State","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Annonaceae","Xylopia","aromatica","(Lam.) Mart.","ANNONACEAE Xylopia aromatica (Lam.) Mart.","RB01057475","GBIF","RB","Savassi-Coutinho, A.P.","772","Native","Ouro","Estação Ecológica de Assis, Parcela Permanente do Biota, Cerradão, indivíduo 9512 (Parcela C-10).","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Annonaceae","Xylopia","brasiliensis","Spreng.","ANNONACEAE Xylopia brasiliensis Spreng.",,"GBIF",,"Lima, R.A.F.",,"Native","Latão","Parcela permanente 10.24ha, Estacao Ecologica de Assis, Assis county, Sao Paulo State","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Apocynaceae","Aspidosperma","tomentosum","Mart. & Zucc.","APOCYNACEAE Aspidosperma tomentosum Mart. & Zucc.","ESA:91710","GBIF",,"Lima, R.A.F.",,"Native","Latão","Parcela permanente 10.24ha, Estacao Ecologica de Assis, Assis county, Sao Paulo State","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.",,"Splink","US","Acevedo-Rodriguez, P.","16789","Native","Bronze","Assis. Estaçao Ecologica Assis/Instituto Florestal; permanents plots.","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Apocynaceae","Oxypetalum","appendiculatum","Mart.","APOCYNACEAE Oxypetalum appendiculatum Mart.",,"Splink","US","Acevedo-Rodriguez, P.","16798","Native","Bronze","Assis. Estaçao Ecologica Assis/Instituto Florestal; permanents plots.","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Apocynaceae","Prestonia",,"R.Br.","APOCYNACEAE Prestonia R.Br.","US01926116","Splink","US","Pace, M.R.","635",,"Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Apocynaceae","Tabernaemontana","catharinensis","A.DC.","APOCYNACEAE Tabernaemontana catharinensis A.DC.","22038","GBIF","ESALQ/Piracicaba","Santilli, C.",,"Native","Latão","A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Apocynaceae","Temnadenia","violacea","(Vell.) Miers","APOCYNACEAE Temnadenia violacea (Vell.) Miers","HRCB053211","Splink","HRCB","Udulutsch, R.G.","484","Native","Bronze","Estação Ecológica de Assis","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Aquifoliaceae","Ilex","brasiliensis","(Spreng.) Loes.","AQUIFOLIACEAE Ilex brasiliensis (Spreng.) Loes.","SPSF00053718","Splink","SPSF","Durigan, G.","s/n","Native","Prata","Estação Ecológica de Assis","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Aquifoliaceae","Ilex","integerrima","(Vell.) Reissek","AQUIFOLIACEAE Ilex integerrima (Vell.) Reissek","77849","GBIF","UEC","Durigan, G.","30599","Native","Bronze","Estação Ecológica de Assis","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Aquifoliaceae","Ilex","paraguariensis","A.St.-Hil.","AQUIFOLIACEAE Ilex paraguariensis A.St.-Hil.","RB00962324","GBIF","RB","Savassi-Coutinho, A.P.","773","Native","Ouro","Estação Ecológica de Assis, PArcela Permanente do Biota, Cerradão, indivíduo 19945 (Parcela L)).","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Araliaceae","Dendropanax","cuneatus","(DC.) Decne. & Planch.","ARALIACEAE Dendropanax cuneatus (DC.) Decne. & Planch.",,"GBIF",,"Lima, R.A.F.",,"Native","Latão","Parcela permanente 10.24ha, Estacao Ecologica de Assis, Assis county, Sao Paulo State","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Araliaceae","Didymopanax","vinosus","(Cham. & Schltdl.) Marchal","ARALIACEAE Didymopanax vinosus (Cham. & Schltdl.) Marchal",,"Splink","US","Acevedo-Rodriguez, P.","16806","Native","Bronze","Assis. Estaçao Ecologica Assis/Instituto Florestal; along dirt road to the permanents plots.","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Arecaceae","Allagoptera","leucocalyx","(Drude) Kuntze","ARECACEAE Allagoptera leucocalyx (Drude) Kuntze","UEC034071","Splink","UEC","Singer, R.B.",,"Native","Bronze","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Arecaceae","Geonoma","brevispatha","Barb.Rodr.","ARECACEAE Geonoma brevispatha Barb.Rodr.",,"GBIF",,"Lima, R.A.F.",,"Native","Latão","Parcela permanente 10.24ha, Estacao Ecologica de Assis, Assis county, Sao Paulo State","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Arecaceae","Syagrus","romanzoffiana","(Cham.) Glassman","ARECACEAE Syagrus romanzoffiana (Cham.) Glassman","ESA139071","Splink","ESA","Colletta, G.D.","2583","Native","Latão","Estação Ecológica de Assis. Cerrado.","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Achyrocline",,"(Less.) DC.","ASTERACEAE Achyrocline (Less.) DC.","5079","GBIF",,"Almeida, A.M.",,,"Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Adenostemma","involucratum","R.M.King & H.Rob.","ASTERACEAE Adenostemma involucratum R.M.King & H.Rob.","UEC101154","Splink","UEC","Durigan, G.","30617","Native","Ouro","Brasil, São Paulo, Assis. Estação Ecológica de Assis.","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Ageratum","conyzoides","L.","ASTERACEAE Ageratum conyzoides L.","21446","GBIF","UNESP / Jaboticabal","Rossatto, D.R.",,"Native","Latão","Coleta de plantas herbáceas na Estação Ecológica de Assis - SP","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Aspilia",,"Thouars","ASTERACEAE Aspilia Thouars","SPF00228717","Splink","SPF","Pace, M.R.","649",,"Latão","Around the """"Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae",,,"Bercht. & J.Presl","ASTERACEAE Asteraceae Bercht. & J.Presl","ESA00139016","REFLORA","ESA","Colletta, G.D.","2528",,"Ouro","Estação Ecológica de Assis. Cerrado.","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Baccharis","dracunculifolia","DC.","ASTERACEAE Baccharis dracunculifolia DC.","ESA00139033","REFLORA","ESA","Colletta, G.D.","2545","Native","Ouro","Estação Ecológica de Assis. Cerrado.","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Chromolaena","chaseae","(B.L.Rob.) R.M.King & H.Robinson","ASTERACEAE Chromolaena chaseae (B.L.Rob.) R.M.King & H.Robinson","6044","GBIF",,"Prado, A.N.",,"Native","Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Chromolaena","maximiliani","(Schrad. ex DC.) R.M.King & H.Rob.","ASTERACEAE Chromolaena maximiliani (Schrad. ex DC.) R.M.King & H.Rob.","6054","GBIF",,"Prado, A.N.",,"Native","Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Chromolaena","odorata","(L.) R.M.King & H.Rob.","ASTERACEAE Chromolaena odorata (L.) R.M.King & H.Rob.","6039","GBIF",,"Prado, A.N.",,"Native","Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Chromolaena","oxylepis","(DC.) R.M.King & H.Rob.","ASTERACEAE Chromolaena oxylepis (DC.) R.M.King & H.Rob.","RB01225371","GBIF","RB","Durigan, G.","4332","Native","Prata","cerrado típico. Estação Ecológica de Assis","Sim"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Chromolaena","pedunculosa","(Hook. & Arn.) R.M.King & H.Rob.","ASTERACEAE Chromolaena pedunculosa (Hook. & Arn.) R.M.King & H.Rob.","6038","GBIF",,"Prado, A.N.",,"Native","Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Chromolaena","squalida","(DC.) R.M.King & H.Rob.","ASTERACEAE Chromolaena squalida (DC.) R.M.King & H.Rob.","5081","GBIF",,"Ferreira, R.M.F.",,"Native","Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Lepidaploa",,"(Cass.) Cass.","ASTERACEAE Lepidaploa (Cass.) Cass.","6040","GBIF",,"Prado, A.N.",,,"Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Lessingianthus",,"H.Rob.","ASTERACEAE Lessingianthus H.Rob.","6050","GBIF",,"Prado, A.N.",,,"Latão","Estação Ecológica de Assis","Não"
"ESTAÇÃO ECOLÓGICA DE ASSIS","Angiosperms","Asteraceae","Mikania","microcephala","DC.","ASTERACEAE Mikania microcephala DC.","6055","GBIF",,"Prado, A.N.",,"Native","Latão","Estação Ecológica de Assis","Não"
